,word,frequency,length
हर,हर,16,2
सभी,सभी,16,3
तीन,तीन,16,3
अलग,अलग,16,3
यदि,यदि,16,3
अनुसार,अनुसार,16,6
होते,होते,16,4
उनकी,उनकी,16,4
स्थान,स्थान,15,5
शताब्दी,शताब्दी,15,7
सकती,सकती,15,4
सागर,सागर,15,4
वर्षों,वर्षों,15,6
क्या,क्या,15,4
हम,हम,15,2
स्थित,स्थित,15,5
बन,बन,14,2
फिल्म,फिल्म,14,5
सेना,सेना,14,4
विशेष,विशेष,14,5
देने,देने,14,4
इसमें,इसमें,14,5
संभावना,संभावना,14,7
मैंने,मैंने,14,5
प्रयास,प्रयास,14,6
खिलाफ,खिलाफ,14,5
कभी,कभी,14,3
महत्वपूर्ण,महत्वपूर्ण,14,10
थीं,थीं,14,3
उन,उन,13,2
मामले,मामले,13,5
लगता,लगता,13,4
पहली,पहली,13,4
जबकि,जबकि,13,4
ब्रिटेन,ब्रिटेन,13,7
चुनाव,चुनाव,13,5
ईसा,ईसा,13,3
ओर,ओर,13,2
ऑफ,ऑफ,13,2
इतिहास,इतिहास,13,6
वृद्धि,वृद्धि,13,6
अब,अब,13,2
उत्तर,उत्तर,13,5
विकास,विकास,13,5
व्यापार,व्यापार,13,7
बना,बना,12,3
भारी,भारी,12,4
अपना,अपना,12,4
द्वीप,द्वीप,12,5
अक्टूबर,अक्टूबर,12,7
मुझे,मुझे,12,4
जिसे,जिसे,12,4
मिला,मिला,12,4
युग,युग,12,3
हिस्से,हिस्से,12,6
दिए,दिए,12,3
करती,करती,12,4
जारी,जारी,12,4
संख्या,संख्या,12,6
पैदा,पैदा,12,4
उत्तरी,उत्तरी,12,6
हूं,हूं,12,3
पुलिस,पुलिस,12,5
स्थिति,स्थिति,12,6
बनाने,बनाने,12,5
जीवन,जीवन,11,4
बाहर,बाहर,11,4
जांच,जांच,11,4
स्पष्ट,स्पष्ट,11,6
मतदान,मतदान,11,5
हमारे,हमारे,11,5
प्रदर्शन,प्रदर्शन,11,8
भूमध्य,भूमध्य,11,6
कानून,कानून,11,5
फैसला,फैसला,11,5
यात्रा,यात्रा,11,6
मुख्य,मुख्य,11,5
यूरोपीय,यूरोपीय,11,7
सप्ताह,सप्ताह,11,6
ब्रिटिश,ब्रिटिश,11,7
राजनीतिक,राजनीतिक,11,8
शुरुआत,शुरुआत,11,6
पता,पता,11,3
कब्जा,कब्जा,11,5
निर्माण,निर्माण,11,7
मिलियन,मिलियन,11,6
पानी,पानी,11,4
जिसका,जिसका,11,5
रखने,रखने,11,4
ट्रम्प,ट्रम्प,11,6
इसलिए,इसलिए,11,5
राष्ट्रीय,राष्ट्रीय,11,9
सीमा,सीमा,11,4
प्रभाव,प्रभाव,11,6
आया,आया,11,3
प्रमुख,प्रमुख,11,6
द,द,11,1
ज्यादातर,ज्यादातर,11,8
एवं,एवं,10,3
अनुमति,अनुमति,10,6
वापस,वापस,10,4
लगा,लगा,10,3
इस्तेमाल,इस्तेमाल,10,8
देशों,देशों,10,5
देता,देता,10,4
प्रतिनिधित्व,प्रतिनिधित्व,10,12
जिनमें,जिनमें,10,6
लागू,लागू,10,4
दिनों,दिनों,10,5
ले,ले,10,2
महिला,महिला,10,5
जाएगा,जाएगा,10,5
खत्म,खत्म,10,4
पार्टी,पार्टी,10,6
राष्ट्रपति,राष्ट्रपति,10,10
हिस्सा,हिस्सा,10,6
जाना,जाना,10,4
सम्राट,सम्राट,10,6
स्कूल,स्कूल,10,5
देखा,देखा,10,4
लड़ाई,लड़ाई,10,5
चार,चार,10,3
देश,देश,10,3
नदी,नदी,10,3
भूमिका,भूमिका,10,6
भूमि,भूमि,10,4
कंपनी,कंपनी,10,5
अध्ययन,अध्ययन,10,6
मदद,मदद,10,3
माना,माना,10,4
अधिक,अधिक,10,4
जैसेकि,जैसेकि,10,6
प्रथम,प्रथम,10,5
चाहिए,चाहिए,10,5
हवा,हवा,9,3
पड़ा,पड़ा,9,4
जरूरत,जरूरत,9,5
पुरुष,पुरुष,9,5
देते,देते,9,4
साम्राज्य,साम्राज्य,9,9
फ्रांस,फ्रांस,9,6
सुरक्षा,सुरक्षा,9,7
उसी,उसी,9,3
स्वतंत्र,स्वतंत्र,9,8
सक्षम,सक्षम,9,5
समर्थन,समर्थन,9,6
हमें,हमें,9,4
प्रदान,प्रदान,9,6
स्तर,स्तर,9,4
विकसित,विकसित,9,6
घोषणा,घोषणा,9,5
बाजार,बाजार,9,5
जिसके,जिसके,9,5
पूरा,पूरा,9,4
उनमें,उनमें,9,5
संबंध,संबंध,9,5
लगातार,लगातार,9,6
नजर,नजर,9,3
होगी,होगी,9,4
पिछले,पिछले,9,5
अच्छी,अच्छी,9,5
पहुंच,पहुंच,9,5
समुद्र,समुद्र,9,6
पूर्वी,पूर्वी,9,6
आगे,आगे,9,3
मध्य,मध्य,8,4
संधि,संधि,8,4
आस,आस,8,2
आवश्यक,आवश्यक,8,6
विमान,विमान,8,5
निवेश,निवेश,8,5
बताते,बताते,8,5
आती,आती,8,3
जर्मन,जर्मन,8,5
अभियान,अभियान,8,6
पीछे,पीछे,8,4
दक्षिणी,दक्षिणी,8,7
कमी,कमी,8,3
योजना,योजना,8,5
यहां,यहां,8,4
आप,आप,8,2
आर्थिक,आर्थिक,8,6
यूरोप,यूरोप,8,5
नया,नया,8,3
व्यवस्था,व्यवस्था,8,8
रोक,रोक,8,3
अप्रेल,अप्रेल,8,6
लौट,लौट,8,3
दूसरे,दूसरे,8,5
जबर्दस्त,जबर्दस्त,8,8
अंतिम,अंतिम,8,5
ध्यान,ध्यान,8,5
ऊपर,ऊपर,8,3
जिसने,जिसने,8,5
ऐसी,ऐसी,8,3
आज,आज,8,2
गीत,गीत,8,3
उम्मीद,उम्मीद,8,6
जिसकी,जिसकी,8,5
गई,गई,8,2
नीचे,नीचे,8,4
शायद,शायद,8,4
इसने,इसने,8,4
आधुनिक,आधुनिक,8,6
जैसी,जैसी,8,4
ली,ली,8,2
औसत,औसत,8,3
तैयार,तैयार,8,5
खुद,खुद,8,3
इसकी,इसकी,8,4
पार,पार,8,3
डेटा,डेटा,8,4
विभिन्न,विभिन्न,8,7
निजी,निजी,8,4
दे,दे,8,2
ऐसे,ऐसे,8,3
जनवरी,जनवरी,7,5
अत्यधिक,अत्यधिक,7,7
थोड़ा,थोड़ा,7,5
बड़ा,बड़ा,7,4
जाते,जाते,7,4
मिस्र,मिस्र,7,5
हाल,हाल,7,3
इटली,इटली,7,4
जीत,जीत,7,3
संघर्ष,संघर्ष,7,6
पोस्ट,पोस्ट,7,5
शासन,शासन,7,4
शो,शो,7,2
प्रतिशत,प्रतिशत,7,7
प्रत्येक,प्रत्येक,7,8
क्यों,क्यों,7,5
निकट,निकट,7,4
कुल,कुल,7,3
हांगकांग,हांगकांग,7,8
अन्तिम,अन्तिम,7,6
जनता,जनता,7,4
पत्नी,पत्नी,7,5
लगाने,लगाने,7,5
क्रान्ति,क्रान्ति,7,8
उपकरण,उपकरण,7,5
अक्सर,अक्सर,7,5
दूसरी,दूसरी,7,5
उससे,उससे,7,4
अधिकतर,अधिकतर,7,6
सहायता,सहायता,7,6
देगा,देगा,7,4
कलाकार,कलाकार,7,6
कहना,कहना,7,4
डि,डि,7,2
जन्म,जन्म,7,4
गणराज्य,गणराज्य,7,7
लेकर,लेकर,7,4
पुराने,पुराने,7,6
अवधि,अवधि,7,4
चला,चला,7,3
पूरे,पूरे,7,4
आरोप,आरोप,7,4
सही,सही,7,3
सुधार,सुधार,7,5
कराया,कराया,7,5
रूस,रूस,7,3
करके,करके,7,4
सुरक्षित,सुरक्षित,7,8
पश्चिम,पश्चिम,7,6
प्रणाली,प्रणाली,7,7
जलवायु,जलवायु,7,6
प्राकृतिक,प्राकृतिक,7,9
अंततः,अंततः,7,5
आम,आम,7,2
सरकारी,सरकारी,7,6
महीने,महीने,7,5
जीवित,जीवित,6,5
विकल्प,विकल्प,6,6
मात्रा,मात्रा,6,6
उच्च,उच्च,6,4
संपर्क,संपर्क,6,6
रक्षा,रक्षा,6,5
नयी,नयी,6,3
मिल,मिल,6,3
कहते,कहते,6,4
देखना,देखना,6,5
पृथ्वी,पृथ्वी,6,6
पेरिस,पेरिस,6,5
कार्यक्रम,कार्यक्रम,6,9
संगीत,संगीत,6,5
छह,छह,6,2
उनका,उनका,6,4
अन्तरराष्ट्रीय,अन्तरराष्ट्रीय,6,14
बच्चों,बच्चों,6,6
मिलकर,मिलकर,6,5
व्यवहार,व्यवहार,6,7
जिससे,जिससे,6,5
करेगा,करेगा,6,5
ए,ए,6,1
जून,जून,6,3
आस्ट्रेलिया,आस्ट्रेलिया,6,11
मान्यता,मान्यता,6,7
इससे,इससे,6,4
बिना,बिना,6,4
संयुक्त,संयुक्त,6,7
जाए,जाए,6,3
कानूनी,कानूनी,6,6
बड़ी,बड़ी,6,4
लेने,लेने,6,4
अनुबंध,अनुबंध,6,6
लम्बे,लम्बे,6,5
विज्ञान,विज्ञान,6,7
महासागर,महासागर,6,7
जिन्होंने,जिन्होंने,6,9
दस,दस,6,2
स्पेनिश,स्पेनिश,6,7
आने,आने,6,3
करेंगे,करेंगे,6,6
सामग्री,सामग्री,6,7
आधारित,आधारित,6,6
करें,करें,6,4
सेंट,सेंट,6,4
बजाय,बजाय,6,4
अफ्रीका,अफ्रीका,6,7
बगैर,बगैर,6,4
छोटे,छोटे,6,4
खेल,खेल,6,3
बढ़,बढ़,6,3
तेजी,तेजी,6,4
वोट,वोट,6,3
संदर्भ,संदर्भ,6,6
एकत्र,एकत्र,6,5
घोषित,घोषित,6,5
अनुमान,अनुमान,6,6
क्लिंटन,क्लिंटन,6,7
टीम,टीम,6,3
रंग,रंग,6,3
विषय,विषय,6,4
वजह,वजह,6,3
परिवर्तन,परिवर्तन,6,8
पक्ष,पक्ष,6,4
समझौते,समझौते,6,6
पद,पद,6,2
अस्पष्ट,अस्पष्ट,6,7
दिखाई,दिखाई,6,5
अधिकारियों,अधिकारियों,6,10
स्थानीय,स्थानीय,6,7
जिन्हें,जिन्हें,6,7
यूरो,यूरो,6,4
अल्बानिया,अल्बानिया,6,9
भाषा,भाषा,6,4
रिकॉर्ड,रिकॉर्ड,6,7
एल्बम,एल्बम,6,5
नेतृत्व,नेतृत्व,6,7
स्थल,स्थल,6,4
सुविधा,सुविधा,6,6
तीसरे,तीसरे,6,5
रखा,रखा,6,3
महज,महज,6,3
चीनी,चीनी,6,4
उल्लेखनीय,उल्लेखनीय,6,9
लौटने,लौटने,6,5
शीर्ष,शीर्ष,6,5
बच्चे,बच्चे,6,5
मूल,मूल,6,3
यूनान,यूनान,6,5
बहस,बहस,5,3
निचले,निचले,5,5
निर्भर,निर्भर,5,6
नवम्बर,नवम्बर,5,6
पांच,पांच,5,4
जगह,जगह,5,3
कार्य,कार्य,5,5
बढ़ावा,बढ़ावा,5,6
पहचान,पहचान,5,5
शहरों,शहरों,5,5
महान,महान,5,4
राजा,राजा,5,4
मठ,मठ,5,2
तत्व,तत्व,5,4
प्रयोग,प्रयोग,5,6
डिज्नी,डिज्नी,5,6
फिल्मों,फिल्मों,5,7
स्पेन,स्पेन,5,5
प्रत्यक्ष,प्रत्यक्ष,5,9
मंगोलिया,मंगोलिया,5,8
पतन,पतन,5,3
क्विंग,क्विंग,5,6
राजवंश,राजवंश,5,6
जानकारी,जानकारी,5,7
एशिया,एशिया,5,5
कैरेबियाई,कैरेबियाई,5,9
आखिरकार,आखिरकार,5,7
अतिरिक्त,अतिरिक्त,5,8
आबादी,आबादी,5,5
सन,सन,5,2
निवास,निवास,5,5
अगस्त,अगस्त,5,5
आकार,आकार,5,4
भेजा,भेजा,5,4
कार,कार,5,3
सर्वाधिक,सर्वाधिक,5,8
उम्र,उम्र,5,4
मेरे,मेरे,5,4
संस्करण,संस्करण,5,7
आलोचना,आलोचना,5,6
स्वीकार,स्वीकार,5,7
रोम,रोम,5,3
पैटर्न,पैटर्न,5,6
कैसे,कैसे,5,4
शिक्षा,शिक्षा,5,6
भर,भर,5,2
डोनाल्ड,डोनाल्ड,5,7
आवाज,आवाज,5,4
साहित्य,साहित्य,5,7
मतलब,मतलब,5,4
पहला,पहला,5,4
पाया,पाया,5,4
कंपनियों,कंपनियों,5,8
आपको,आपको,5,4
निवेशकों,निवेशकों,5,8
सुबह,सुबह,5,4
बनाया,बनाया,5,5
देती,देती,5,4
रिपोर्ट,रिपोर्ट,5,7
संघीय,संघीय,5,5
बिलियन,बिलियन,5,6
भुगतान,भुगतान,5,6
इलाके,इलाके,5,5
पत्र,पत्र,5,4
ट्यूमर,ट्यूमर,5,6
सर्वश्रेष्ठ,सर्वश्रेष्ठ,5,11
जाती,जाती,5,4
ऐतिहासिक,ऐतिहासिक,5,8
पुरानी,पुरानी,5,6
सामाजिक,सामाजिक,5,7
ऊर्जा,ऊर्जा,5,5
सर्दी,सर्दी,5,5
मौसम,मौसम,5,4
आई,आई,5,2
केन्द्रित,केन्द्रित,5,9
मांग,मांग,5,4
प्रदर्शित,प्रदर्शित,5,9
सांसदों,सांसदों,5,7
सितम्बर,सितम्बर,5,7
चर्चा,चर्चा,5,5
सीमित,सीमित,5,5
सार्वजनिक,सार्वजनिक,5,9
घटना,घटना,5,4
सेट,सेट,5,3
मौजूद,मौजूद,5,5
दर,दर,5,2
आय,आय,5,2
अधिकारी,अधिकारी,5,7
खोल,खोल,5,3
बदलाव,बदलाव,5,5
धार्मिक,धार्मिक,5,7
तुरंत,तुरंत,5,5
संभवतः,संभवतः,5,6
अलावा,अलावा,5,5
सामना,सामना,5,5
खर्च,खर्च,5,4
दूर,दूर,5,3
लगाया,लगाया,5,5
समझौता,समझौता,5,6
लिखा,लिखा,5,4
हत्या,हत्या,5,5
दोस्त,दोस्त,5,5
हमला,हमला,5,4
चीज,चीज,5,3
स्वतंत्रता,स्वतंत्रता,5,10
सहायक,सहायक,5,5
तिथि,तिथि,5,4
छोड़,छोड़,5,4
बैंक,बैंक,5,4
यही,यही,5,3
संदिग्ध,संदिग्ध,5,7
जुलाई,जुलाई,5,5
रोना,रोना,5,4
तहत,तहत,5,3
ला,ला,5,2
राष्ट्र,राष्ट्र,5,7
सैन्य,सैन्य,5,5
हमेशा,हमेशा,5,5
मैक्सिको,मैक्सिको,5,8
इंटरनेट,इंटरनेट,5,7
चुके,चुके,5,4
तट,तट,5,2
चलता,चलता,4,4
अफीम,अफीम,4,4
खान,खान,4,3
निभाई,निभाई,4,5
विरोध,विरोध,4,5
डेनिश,डेनिश,4,5
वित्तीय,वित्तीय,4,7
नियंत्रण,नियंत्रण,4,8
लड़की,लड़की,4,5
जवाब,जवाब,4,4
बेटी,बेटी,4,4
नाटक,नाटक,4,4
जीतने,जीतने,4,5
मीडिया,मीडिया,4,6
गर्मियों,गर्मियों,4,8
छोड़ने,छोड़ने,4,6
सैनिक,सैनिक,4,5
संघ,संघ,4,3
बड़े,बड़े,4,4
बैठक,बैठक,4,4
पार्क,पार्क,4,5
ओलम्पिक,ओलम्पिक,4,7
मकदूनिया,मकदूनिया,4,8
ईस्वी,ईस्वी,4,5
संभव,संभव,4,4
आता,आता,4,3
ओंटेरियो,ओंटेरियो,4,8
बावजूद,बावजूद,4,6
खाते,खाते,4,4
विज्ञापन,विज्ञापन,4,8
वक्त,वक्त,4,4
बढ़ा,बढ़ा,4,4
सामने,सामने,4,5
उपलब्ध,उपलब्ध,4,6
फ्रांसीसी,फ्रांसीसी,4,9
सके,सके,4,3
उद्योग,उद्योग,4,6
कैरियर,कैरियर,4,6
बनाए,बनाए,4,4
अवस्था,अवस्था,4,6
आसान,आसान,4,4
न,न,4,1
सेनाओं,सेनाओं,4,6
दिसम्बर,दिसम्बर,4,7
जहाज,जहाज,4,4
खड़े,खड़े,4,4
होंगे,होंगे,4,5
अविश्वसनीय,अविश्वसनीय,4,10
उदाहरण,उदाहरण,4,6
पैसे,पैसे,4,4
मानना,मानना,4,5
मिले,मिले,4,4
समुद्री,समुद्री,4,7
तुर्की,तुर्की,4,6
ग्रेट,ग्रेट,4,5
युवा,युवा,4,4
रियल,रियल,4,4
चुकी,चुकी,4,4
एस्टेट,एस्टेट,4,6
मुक्त,मुक्त,4,5
सात,सात,4,3
महाद्वीप,महाद्वीप,4,8
रह,रह,4,2
निर्देशक,निर्देशक,4,8
खिलाड़ी,खिलाड़ी,4,7
खोज,खोज,4,3
सीनेट,सीनेट,4,5
साक्षात्कार,साक्षात्कार,4,11
दर्ज,दर्ज,4,4
लॉर्ड,लॉर्ड,4,5
अच्छे,अच्छे,4,5
सम्मेलन,सम्मेलन,4,7
तस्वीरों,तस्वीरों,4,8
रिपब्लिकन,रिपब्लिकन,4,9
धोखाधड़ी,धोखाधड़ी,4,8
न्यू,न्यू,4,4
समाधान,समाधान,4,6
उठाने,उठाने,4,5
गर्मी,गर्मी,4,5
अच्छा,अच्छा,4,5
आग्रह,आग्रह,4,5
दबाव,दबाव,4,4
सहित,सहित,4,4
प्रेरित,प्रेरित,4,7
निगरानी,निगरानी,4,7
पड़,पड़,4,3
बेहतर,बेहतर,4,5
होना,होना,4,4
निशाना,निशाना,4,6
विनाश,विनाश,4,5
लाभ,लाभ,4,3
बढ़ाने,बढ़ाने,4,6
डेनेविर्के,डेनेविर्के,4,10
अधिकार,अधिकार,4,6
धर्म,धर्म,4,4
होकर,होकर,4,4
लागत,लागत,4,4
पहने,पहने,4,4
बीजिंग,बीजिंग,4,6
पद्धति,पद्धति,4,6
प्राचीन,प्राचीन,4,7
एजेंट,एजेंट,4,5
मारे,मारे,4,4
शुल्क,शुल्क,4,5
सत्ता,सत्ता,4,5
अर्थव्यवस्था,अर्थव्यवस्था,4,12
जनसंख्या,जनसंख्या,4,8
नागरिक,नागरिक,4,6
बने,बने,4,3
प्रकाशित,प्रकाशित,4,8
मंत्री,मंत्री,4,6
जर्मनी,जर्मनी,4,6
खुले,खुले,4,4
बीबीसी,बीबीसी,4,6
विश्वविद्यालय,विश्वविद्यालय,4,13
भाई,भाई,4,3
अफ्रीकी,अफ्रीकी,4,7
मेल,मेल,4,3
धारा,धारा,4,4
शब्द,शब्द,4,4
दिवालिया,दिवालिया,4,8
विंस्टन,विंस्टन,4,7
दर्शकों,दर्शकों,4,7
लाइन,लाइन,4,4
रोमन,रोमन,4,4
ब्रांड,ब्रांड,4,6
क्षेत्रों,क्षेत्रों,4,9
गाने,गाने,4,4
कैमरून,कैमरून,4,6
सुश्री,सुश्री,4,6
एजेंसी,एजेंसी,4,6
परम्परा,परम्परा,4,7
सीगल,सीगल,4,4
विश्व,विश्व,4,5
विस्तार,विस्तार,4,7
इतना,इतना,4,4
सफल,सफल,4,3
घर,घर,4,2
जिसपर,जिसपर,4,5
फराओ,फराओ,4,4
उचित,उचित,4,4
जबर्द्स्त,जबर्द्स्त,4,9
जमीन,जमीन,4,4
नंबर,नंबर,4,4
स्वास्थ्य,स्वास्थ्य,4,9
यूनियन,यूनियन,4,6
स्मार्टफोन,स्मार्टफोन,4,10
शक्तियों,शक्तियों,4,8
हद,हद,4,2
बाध्य,बाध्य,4,5
जानता,जानता,4,5
मॉडल,मॉडल,4,4
विद्रोह,विद्रोह,4,7
वर्षीय,वर्षीय,4,6
जाएगी,जाएगी,4,5
अन्तर,अन्तर,4,5
कहां,कहां,4,4
वनस्पति,वनस्पति,4,7
परिवार,परिवार,4,6
पसंद,पसंद,4,4
तेज,तेज,4,3
सक्रिय,सक्रिय,4,6
वास्तविक,वास्तविक,4,8
पोलोनियम,पोलोनियम,4,8
लंदन,लंदन,4,4
सीमाओं,सीमाओं,4,6
पूर्ण,पूर्ण,4,5
शान्ति,शान्ति,4,6
अनुभव,अनुभव,4,5
कौन,कौन,4,3
इनकार,इनकार,4,5
समीक्षा,समीक्षा,4,7
अभिनय,अभिनय,4,5
विचार,विचार,4,5
हाथ,हाथ,4,3
प्रकार,प्रकार,4,6
दूसरा,दूसरा,4,5
विश्लेषण,विश्लेषण,4,8
व्यक्त,व्यक्त,4,6
हिस्सों,हिस्सों,4,7
कला,कला,4,3
सटीक,सटीक,4,4
इलाकों,इलाकों,4,6
काफी,काफी,4,4
हासिल,हासिल,4,5
चर्च,चर्च,4,4
सरल,सरल,4,3
बल,बल,4,2
सिद्धान्त,सिद्धान्त,4,9
परिणामस्वरूप,परिणामस्वरूप,4,12
संक्रमण,संक्रमण,4,7
विचारों,विचारों,4,7
रहती,रहती,4,4
विभाग,विभाग,4,5
प्रवक्ता,प्रवक्ता,4,8
जोसफ,जोसफ,4,4
पुरस्कार,पुरस्कार,4,8
योग्य,योग्य,4,5
खेलों,खेलों,4,5
समूह,समूह,4,4
स्वस्थ,स्वस्थ,4,6
रुख,रुख,4,3
वीडियो,वीडियो,4,6
सफलता,सफलता,4,5
एकेमेनिड,एकेमेनिड,4,8
तकनीक,तकनीक,4,5
समर्पण,समर्पण,3,6
बढ़ने,बढ़ने,3,5
भोजन,भोजन,3,4
झील,झील,3,3
पाम,पाम,3,3
संकट,संकट,3,4
चिंतित,चिंतित,3,6
घरेलू,घरेलू,3,5
पारिवारिक,पारिवारिक,3,9
निर्माता,निर्माता,3,8
खुलासा,खुलासा,3,6
प्रवेश,प्रवेश,3,6
सोचा,सोचा,3,4
ऊंची,ऊंची,3,4
यूनानी,यूनानी,3,6
किस्मत,किस्मत,3,6
राइट,राइट,3,4
दिखाया,दिखाया,3,6
हाउस,हाउस,3,4
देर,देर,3,3
इतनी,इतनी,3,4
आतंक,आतंक,3,4
कप,कप,3,2
गहराई,गहराई,3,5
बाजारों,बाजारों,3,7
लेता,लेता,3,4
छात्रों,छात्रों,3,7
समस्या,समस्या,3,6
निर्मित,निर्मित,3,7
घंटों,घंटों,3,5
आस्ट्रेलियाई,आस्ट्रेलियाई,3,12
इंग्लैंड,इंग्लैंड,3,8
मृत,मृत,3,3
जॉर्ज,जॉर्ज,3,5
जनरल,जनरल,3,4
वाशिंगटन,वाशिंगटन,3,8
संस्थान,संस्थान,3,7
पार्टियों,पार्टियों,3,9
सुझाव,सुझाव,3,5
समाचार,समाचार,3,6
श्रीमान,श्रीमान,3,7
इसी,इसी,3,3
हमारी,हमारी,3,5
बदल,बदल,3,3
कार्यस्थल,कार्यस्थल,3,9
खासकर,खासकर,3,5
डालने,डालने,3,5
कमान,कमान,3,4
लगे,लगे,3,3
पड़ता,पड़ता,3,5
विद्वानों,विद्वानों,3,9
आश्चर्यजनक,आश्चर्यजनक,3,10
रिचर्ड,रिचर्ड,3,6
चिंता,चिंता,3,5
खारिज,खारिज,3,5
इच्छा,इच्छा,3,5
पश्चिमी,पश्चिमी,3,7
बिताए,बिताए,3,5
शुष्क,शुष्क,3,5
पूंजी,पूंजी,3,5
ग्राहक,ग्राहक,3,6
मृत्यु,मृत्यु,3,6
केशा,केशा,3,4
स्ट्रीट,स्ट्रीट,3,7
गोल्फ,गोल्फ,3,5
व्यक्तियों,व्यक्तियों,3,10
सैनिकों,सैनिकों,3,7
जॉन,जॉन,3,3
परेड,परेड,3,4
बुरे,बुरे,3,4
मामलों,मामलों,3,6
अंटार्कटिक,अंटार्कटिक,3,10
वैलेंटिनो,वैलेंटिनो,3,9
कौशल,कौशल,3,4
फोन,फोन,3,3
प्रौद्योगिकी,प्रौद्योगिकी,3,12
संचालित,संचालित,3,7
परिषद,परिषद,3,5
मे,मे,3,2
मौजूदा,मौजूदा,3,6
समूहों,समूहों,3,6
नगर,नगर,3,3
अधिकतम,अधिकतम,3,6
कहानी,कहानी,3,5
नियुक्त,नियुक्त,3,7
आधिकारिक,आधिकारिक,3,8
कोड,कोड,3,3
व्यापक,व्यापक,3,6
सचेत,सचेत,3,4
समृद्ध,समृद्ध,3,6
अल,अल,3,2
पड़ने,पड़ने,3,5
शक्तिशाली,शक्तिशाली,3,9
कीं,कीं,3,3
चैपल,चैपल,3,4
थ्रेस,थ्रेस,3,5
ब्लंट,ब्लंट,3,5
मिली,मिली,3,4
बाल्कन,बाल्कन,3,6
अधीन,अधीन,3,4
नियंत्रित,नियंत्रित,3,9
मिलाकर,मिलाकर,3,6
समान,समान,3,4
ग्रीक,ग्रीक,3,5
फूट,फूट,3,3
