,word,frequency,length
أراضي,أراضي,6,5
صغيرة,صغيرة,6,5
جوزيف,جوزيف,6,5
كونغ,كونغ,6,4
إيطاليا,إيطاليا,6,7
تعد,تعد,6,3
بدلاً,بدلاً,6,5
الكبرى,الكبرى,6,6
أشهر,أشهر,6,4
نقل,نقل,6,3
عدد,عدد,6,3
الخارجية,الخارجية,6,8
تبدأ,تبدأ,6,4
عرض,عرض,6,3
كنت,كنت,6,3
أقل,أقل,6,3
يظهر,يظهر,6,4
سمك,سمك,6,3
حرب,حرب,6,3
السنوات,السنوات,6,7
النظر,النظر,6,5
الإضافة,الإضافة,6,7
الذكور,الذكور,6,6
الكاريبي,الكاريبي,6,8
مدى,مدى,6,3
كي,كي,6,2
ق,ق,6,1
قرر,قرر,6,3
جعل,جعل,6,3
التاريخ,التاريخ,6,7
معظم,معظم,6,4
الملك,الملك,6,5
يبدو,يبدو,6,4
قوة,قوة,6,3
الخامس,الخامس,6,6
شبه,شبه,6,3
التجارة,التجارة,6,7
الثورة,الثورة,6,6
هنا,هنا,6,3
ناحية,ناحية,6,5
سكان,سكان,6,4
إلا,إلا,6,3
جريدة,جريدة,5,5
داخل,داخل,5,4
أقصى,أقصى,5,4
الإسبانية,الإسبانية,5,9
العقارات,العقارات,5,8
التحكم,التحكم,5,6
شركات,شركات,5,5
ألبوم,ألبوم,5,5
القوات,القوات,5,6
جميع,جميع,5,4
الرئيس,الرئيس,5,6
الأطفال,الأطفال,5,7
الطيران,الطيران,5,7
الشمال,الشمال,5,6
الثانية,الثانية,5,7
اللغة,اللغة,5,5
تمثل,تمثل,5,4
مجموعة,مجموعة,5,6
السنة,السنة,5,5
الحكم,الحكم,5,5
إخراج,إخراج,5,5
أيلول,أيلول,5,5
آسيا,آسيا,5,4
الصيف,الصيف,5,5
مواقع,مواقع,5,5
الزراعية,الزراعية,5,8
القوى,القوى,5,5
دور,دور,5,3
ربما,ربما,5,4
قائلاً,قائلاً,5,6
الجزيرة,الجزيرة,5,7
تستخدم,تستخدم,5,6
البيانات,البيانات,5,8
الناتج,الناتج,5,6
الرابع,الرابع,5,6
الثامن,الثامن,5,6
يزال,يزال,5,4
أرض,أرض,5,3
المياه,المياه,5,6
بحر,بحر,5,3
استمر,استمر,5,5
يعتقد,يعتقد,5,5
بل,بل,5,2
مجموعات,مجموعات,5,7
العالمية,العالمية,5,8
عبور,عبور,5,4
أربعة,أربعة,5,5
انتخابات,انتخابات,5,8
عدم,عدم,5,3
الكربون,الكربون,5,7
الرائع,الرائع,5,6
أيام,أيام,5,4
نشرت,نشرت,5,4
وسائل,وسائل,5,5
الحروب,الحروب,5,6
السابق,السابق,5,6
تتضمن,تتضمن,5,5
ألف,ألف,5,3
الخروج,الخروج,5,6
مليار,مليار,5,5
زوجت,زوجت,5,4
ظل,ظل,5,2
تبلغ,تبلغ,5,4
الناحية,الناحية,5,7
درجة,درجة,5,4
المملكة,المملكة,5,7
ارتفاع,ارتفاع,5,6
حزيران,حزيران,5,6
إسبانيا,إسبانيا,5,7
عاد,عاد,5,3
حين,حين,5,3
منتصف,منتصف,5,5
جوائز,جوائز,5,5
أفلام,أفلام,5,5
موقع,موقع,5,4
جبال,جبال,5,4
وجه,وجه,5,3
الأحوال,الأحوال,5,7
أعلنت,أعلنت,5,5
سان,سان,5,3
ديزني,ديزني,5,5
تشينغ,تشينغ,5,5
يمر,يمر,5,3
كيفية,كيفية,5,5
تموز,تموز,5,4
التحقيق,التحقيق,5,7
شارك,شارك,5,4
الواضح,الواضح,5,6
مقابلة,مقابلة,5,6
الحزب,الحزب,5,5
النساء,النساء,5,6
قدر,قدر,5,3
هل,هل,5,2
لعب,لعب,5,3
الأوروبية,الأوروبية,5,9
آب,آب,5,2
الأساس,الأساس,5,6
جديداً,جديداً,5,6
نجاحاً,نجاحاً,5,6
ترتفع,ترتفع,5,5
خارج,خارج,5,4
العليا,العليا,5,6
نتيجة,نتيجة,5,5
حديقة,حديقة,5,5
الانتخابات,الانتخابات,5,10
إس,إس,5,2
طرحت,طرحت,5,4
الجديد,الجديد,5,6
العصور,العصور,5,6
الاجتماعية,الاجتماعية,5,10
مجرد,مجرد,5,4
باتت,باتت,5,4
ظهر,ظهر,5,3
مياه,مياه,4,4
الألب,الألب,4,5
عزف,عزف,4,3
كوري,كوري,4,4
الأخير,الأخير,4,6
الجنوبي,الجنوبي,4,7
غالباً,غالباً,4,6
سحب,سحب,4,3
سوق,سوق,4,3
تصبح,تصبح,4,4
صالح,صالح,4,4
وينستون,وينستون,4,7
وصلت,وصلت,4,4
مدرسة,مدرسة,4,5
السبب,السبب,4,5
الجمعية,الجمعية,4,7
لاحقاً,لاحقاً,4,6
إفلاس,إفلاس,4,5
تقدم,تقدم,4,4
التجربة,التجربة,4,7
الاقتصاد,الاقتصاد,4,8
رفض,رفض,4,3
أوسكار,أوسكار,4,6
أعداد,أعداد,4,5
موجودة,موجودة,4,6
دونالد,دونالد,4,6
القطار,القطار,4,6
طول,طول,4,3
أصبحت,أصبحت,4,5
روما,روما,4,4
جزءٍ,جزءٍ,4,4
جمهورية,جمهورية,4,7
طويلة,طويلة,4,5
حكومة,حكومة,4,5
حدوث,حدوث,4,4
كيف,كيف,4,3
أعرف,أعرف,4,4
مسيرت,مسيرت,4,5
طوال,طوال,4,4
التصويت,التصويت,4,7
القمر,القمر,4,5
السندات,السندات,4,7
أحدث,أحدث,4,4
عمر,عمر,4,3
يعيش,يعيش,4,4
كيشا,كيشا,4,4
حالة,حالة,4,4
دير,دير,4,3
مارك,مارك,4,4
الشكل,الشكل,4,5
السبعينيات,السبعينيات,4,10
ثلاثة,ثلاثة,4,5
الصغيرة,الصغيرة,4,7
حد,حد,4,2
الانتخابية,الانتخابية,4,10
ألمانيا,ألمانيا,4,7
رأس,رأس,4,3
المرة,المرة,4,5
مكانٍ,مكانٍ,4,5
هيئة,هيئة,4,4
الأوروبي,الأوروبي,4,8
مقاطعة,مقاطعة,4,6
الأمريكيين,الأمريكيين,4,10
كامل,كامل,4,4
الإلكتروني,الإلكتروني,4,10
النظرية,النظرية,4,7
طريق,طريق,4,4
القارة,القارة,4,6
سنتين,سنتين,4,5
الأمطار,الأمطار,4,7
نسخة,نسخة,4,4
تجاه,تجاه,4,4
لندن,لندن,4,4
العرض,العرض,4,5
الستينيات,الستينيات,4,9
الممكن,الممكن,4,6
المحلية,المحلية,4,7
اتفاقية,اتفاقية,4,7
الهند,الهند,4,5
خصوصاً,خصوصاً,4,6
تبرز,تبرز,4,4
المدن,المدن,4,5
يموت,يموت,4,4
رفع,رفع,4,3
سمح,سمح,4,3
يجب,يجب,4,3
المحكمة,المحكمة,4,7
الإغريقية,الإغريقية,4,9
لدى,لدى,4,3
الكندية,الكندية,4,7
دفع,دفع,4,3
الأغنية,الأغنية,4,7
الآنسة,الآنسة,4,6
خمسة,خمسة,4,4
المناخ,المناخ,4,6
تبقى,تبقى,4,4
الورم,الورم,4,5
مورافيا,مورافيا,4,7
جديد,جديد,4,4
صنع,صنع,4,3
الثلاثاء,الثلاثاء,4,8
الحديثة,الحديثة,4,7
إبقاء,إبقاء,4,5
ثمانية,ثمانية,4,6
رافيرتي,رافيرتي,4,7
الدم,الدم,4,4
أساسي,أساسي,4,5
المستثمرون,المستثمرون,4,10
البولونيوم,البولونيوم,4,10
رونا,رونا,4,4
تشهد,تشهد,4,4
السياسية,السياسية,4,8
الألمانية,الألمانية,4,9
عامي,عامي,4,4
ريتشارد,ريتشارد,4,7
يبدأ,يبدأ,4,4
مساحة,مساحة,4,5
الحلقات,الحلقات,4,7
النجاح,النجاح,4,6
الأداء,الأداء,4,6
الدفع,الدفع,4,5
تلقى,تلقى,4,4
الواقعة,الواقعة,4,7
السكان,السكان,4,6
قناة,قناة,4,4
رؤية,رؤية,4,4
الأكبر,الأكبر,4,6
قرار,قرار,4,4
وزارة,وزارة,4,5
السادس,السادس,4,6
يشكل,يشكل,4,4
مدة,مدة,4,3
العلمي,العلمي,4,6
الحكومية,الحكومية,4,8
الجمهوري,الجمهوري,4,8
تدمير,تدمير,4,5
يحملون,يحملون,4,6
أعلن,أعلن,4,4
شهر,شهر,4,3
الحد,الحد,4,4
يقع,يقع,4,3
قتل,قتل,4,3
العثمانية,العثمانية,4,9
العائلة,العائلة,4,7
جمع,جمع,4,3
فرقة,فرقة,4,4
الأمم,الأمم,4,5
السيد,السيد,4,5
أموال,أموال,4,5
وضوح,وضوح,4,4
انبعاثات,انبعاثات,4,8
هواتف,هواتف,4,5
مملكة,مملكة,4,5
المعركة,المعركة,4,7
صور,صور,4,3
فرص,فرص,4,3
جامعة,جامعة,4,5
صرف,صرف,4,3
العسكرية,العسكرية,4,8
محطة,محطة,4,4
وكالة,وكالة,4,5
منغوليا,منغوليا,4,7
وفات,وفات,4,4
وقع,وقع,4,3
أطلق,أطلق,4,4
سوى,سوى,4,3
إجراء,إجراء,4,5
أولى,أولى,4,4
طريقة,طريقة,4,5
قوات,قوات,4,4
المعدل,المعدل,4,6
يبلغ,يبلغ,4,4
ملايين,ملايين,4,6
استقلال,استقلال,4,7
القسم,القسم,4,5
نظراً,نظراً,4,5
استخدم,استخدم,4,6
الموسيقى,الموسيقى,4,8
اليومية,اليومية,4,7
مرور,مرور,4,4
أربع,أربع,4,4
تقديم,تقديم,4,5
اللورد,اللورد,4,6
ارتفعت,ارتفعت,4,6
التكنولوجيا,التكنولوجيا,4,11
وفق,وفق,4,3
دراسة,دراسة,4,5
إرسال,إرسال,4,5
المرجح,المرجح,4,6
الأخرى,الأخرى,4,6
الألعاب,الألعاب,4,7
كون,كون,4,3
الجوية,الجوية,3,6
خطط,خطط,3,3
عامة,عامة,3,4
أثار,أثار,3,4
تأسست,تأسست,3,5
صناعة,صناعة,3,5
تحط,تحط,3,3
وقعت,وقعت,3,4
البعض,البعض,3,5
عائلة,عائلة,3,5
نمو,نمو,3,3
الطلاب,الطلاب,3,6
السباق,السباق,3,6
جي,جي,3,2
المهنية,المهنية,3,7
جدول,جدول,3,4
إيه,إيه,3,3
إقامة,إقامة,3,5
الروسية,الروسية,3,7
أطول,أطول,3,4
الأخمينية,الأخمينية,3,9
أغانٍ,أغانٍ,3,5
أظهر,أظهر,3,4
البحرية,البحرية,3,7
موطن,موطن,3,4
كشف,كشف,3,3
أنشئ,أنشئ,3,4
تأمين,تأمين,3,5
ميليس,ميليس,3,5
تأتي,تأتي,3,4
الحياة,الحياة,3,6
الحديث,الحديث,3,6
الاقتصادية,الاقتصادية,3,10
المكسيك,المكسيك,3,7
ست,ست,3,2
الاقتصادي,الاقتصادي,3,9
ينبغي,ينبغي,3,5
البيئة,البيئة,3,6
الحملة,الحملة,3,6
شيءٍ,شيءٍ,3,4
ماذا,ماذا,3,4
يحدث,يحدث,3,4
شقيق,شقيق,3,4
نادراً,نادراً,3,6
بلاد,بلاد,3,4
سبعة,سبعة,3,4
انتهت,انتهت,3,5
عمق,عمق,3,3
تجارية,تجارية,3,6
الوكلاء,الوكلاء,3,7
أونتاريو,أونتاريو,3,8
السكاني,السكاني,3,7
الجنوب,الجنوب,3,6
أشار,أشار,3,4
الهادي,الهادي,3,6
يعرف,يعرف,3,4
الموجودة,الموجودة,3,8
أسئلة,أسئلة,3,5
يقضي,يقضي,3,4
الكتابة,الكتابة,3,7
التحديد,التحديد,3,7
يعد,يعد,3,3
سواحل,سواحل,3,5
واشنطن,واشنطن,3,6
أعيد,أعيد,3,4
دولة,دولة,3,4
يواجه,يواجه,3,5
أماكن,أماكن,3,5
تعتمد,تعتمد,3,5
ينتهي,ينتهي,3,5
الثانوية,الثانوية,3,8
عادت,عادت,3,4
الإعلان,الإعلان,3,7
خبراء,خبراء,3,5
الأولمبية,الأولمبية,3,9
كبيرٍ,كبيرٍ,3,5
جورج,جورج,3,4
البداية,البداية,3,7
تعرف,تعرف,3,4
علاقات,علاقات,3,6
علاوةً,علاوةً,3,6
أوبر,أوبر,3,4
الذكي,الذكي,3,5
كلياً,كلياً,3,5
اختيار,اختيار,3,6
كارلوس,كارلوس,3,6
يحمل,يحمل,3,4
كيبلينغ,كيبلينغ,3,7
حدود,حدود,3,4
صغير,صغير,3,4
الفوز,الفوز,3,5
إذ,إذ,3,2
لولايات,لولايات,3,7
جون,جون,3,3
الشيوخ,الشيوخ,3,6
أغنية,أغنية,3,5
يرى,يرى,3,3
نشر,نشر,3,3
الدولة,الدولة,3,6
الموسيقي,الموسيقي,3,8
تسجيل,تسجيل,3,5
يصل,يصل,3,3
التعامل,التعامل,3,7
تحمل,تحمل,3,4
الثلاثين,الثلاثين,3,8
غاية,غاية,3,4
يدل,يدل,3,3
النهاية,النهاية,3,7
شين,شين,3,3
مساعدة,مساعدة,3,6
أولاً,أولاً,3,5
أخيراً,أخيراً,3,6
معهد,معهد,3,4
تتمتع,تتمتع,3,5
رسائل,رسائل,3,5
يجعل,يجعل,3,4
الذاتي,الذاتي,3,6
الكنيسة,الكنيسة,3,7
مختلفة,مختلفة,3,6
الحيوانات,الحيوانات,3,9
مؤخراً,مؤخراً,3,6
القتال,القتال,3,6
قائلةً,قائلةً,3,6
القومي,القومي,3,6
يساعد,يساعد,3,5
تحتمس,تحتمس,3,5
تمييز,تمييز,3,5
زمن,زمن,3,3
اليهود,اليهود,3,6
يؤدي,يؤدي,3,4
الصور,الصور,3,5
ضمن,ضمن,3,3
أفعال,أفعال,3,5
فحسب,فحسب,3,4
سرعان,سرعان,3,5
العامة,العامة,3,6
أخبر,أخبر,3,4
مارغريت,مارغريت,3,7
شديد,شديد,3,4
المخرج,المخرج,3,6
تصوير,تصوير,3,5
الطاقة,الطاقة,3,6
الدراما,الدراما,3,7
المشتبه,المشتبه,3,7
أرجاء,أرجاء,3,5
طبيعية,طبيعية,3,6
تأليف,تأليف,3,5
لمرة,لمرة,3,4
يومٍ,يومٍ,3,4
الحالية,الحالية,3,7
الإنسانية,الإنسانية,3,9
الرجال,الرجال,3,6
الطقس,الطقس,3,5
وحيداً,وحيداً,3,6
متن,متن,3,3
أشخاص,أشخاص,3,5
الحديد,الحديد,3,6
قصة,قصة,3,3
وحد,وحد,3,3
رايت,رايت,3,4
البشر,البشر,3,5
تحوي,تحوي,3,4
بما,بما,3,3
انخفاض,انخفاض,3,6
قانوني,قانوني,3,6
المصري,المصري,3,6
أهل,أهل,3,3
مصر,مصر,3,3
ميشيما,ميشيما,3,6
الصينية,الصينية,3,7
معينة,معينة,3,5
إل,إل,3,2
كلٍ,كلٍ,3,3
القيمة,القيمة,3,6
بلانت,بلانت,3,5
قيد,قيد,3,3
خان,خان,3,3
إجراءات,إجراءات,3,7
بلدة,بلدة,3,4
تبعت,تبعت,3,4
بوغد,بوغد,3,4
المرتبط,المرتبط,3,7
الحقوق,الحقوق,3,6
المتوقع,المتوقع,3,7
الأموات,الأموات,3,7
هولندا,هولندا,3,6
مارتن,مارتن,3,5
البرنامج,البرنامج,3,8
سقوط,سقوط,3,4
الأصليين,الأصليين,3,8
الشهر,الشهر,3,5
كلف,كلف,3,3
مشروع,مشروع,3,5
مكان,مكان,3,4
اندلاع,اندلاع,3,6
الاتفاق,الاتفاق,3,7
المايا,المايا,3,6
الأرضي,الأرضي,3,6
بطولت,بطولت,3,5
مقدونيا,مقدونيا,3,7
اكتشاف,اكتشاف,3,6
مالية,مالية,3,5
الكثيرون,الكثيرون,3,8
ابنت,ابنت,3,4
الوزراء,الوزراء,3,7
يصبح,يصبح,3,4
دقيقة,دقيقة,3,5
إصدار,إصدار,3,5
المنافسة,المنافسة,3,8
مراقبة,مراقبة,3,6
سمحت,سمحت,3,4
تزال,تزال,3,4
الإنفاق,الإنفاق,3,7
فيليب,فيليب,3,5
المشكلة,المشكلة,3,7
السياسي,السياسي,3,7
الرسمي,الرسمي,3,6
هنري,هنري,3,4
التابعة,التابعة,3,7
استعادة,استعادة,3,7
الأعمال,الأعمال,3,7
التعليم,التعليم,3,7
الولاية,الولاية,3,7
تصويت,تصويت,3,5
مباشرةً,مباشرةً,3,7
الأهم,الأهم,3,5
التاريخية,التاريخية,3,9
الخطاب,الخطاب,3,6
مجموع,مجموع,3,5
مباشراً,مباشراً,3,7
دقة,دقة,3,3
أوجه,أوجه,3,4
قراءة,قراءة,3,5
سيطر,سيطر,3,4
الوطنية,الوطنية,3,7
العاصمة,العاصمة,3,7
أثناء,أثناء,3,5
يتحدث,يتحدث,3,5
الماء,الماء,3,5
مثابة,مثابة,3,5
الألماني,الألماني,3,8
المواقع,المواقع,3,7
سابق,سابق,3,4
سلسلة,سلسلة,3,5
الشيء,الشيء,3,5
حصل,حصل,3,3
الواقع,الواقع,3,6
تماماً,تماماً,3,6
كميات,كميات,3,5
ولايت,ولايت,3,5
تعود,تعود,3,4
قدرت,قدرت,3,4
طبيعة,طبيعة,3,5
الحال,الحال,3,5
تتراوح,تتراوح,3,6
الاجتماعي,الاجتماعي,3,9
جبل,جبل,3,3
القوقاز,القوقاز,3,7
لغة,لغة,3,3
وقت,وقت,3,3
التصوير,التصوير,3,7
بدا,بدا,3,3
الحجم,الحجم,3,5
قبيل,قبيل,3,4
رغم,رغم,3,3
أعمار,أعمار,3,5
الاتصالات,الاتصالات,3,9
يثير,يثير,3,4
السيدة,السيدة,3,6
الجنرال,الجنرال,3,7
النباتات,النباتات,3,8
كلاً,كلاً,3,4
التربة,التربة,3,6
مهمة,مهمة,3,4
جدلٍ,جدلٍ,3,4
مثار,مثار,3,4
قيصر,قيصر,3,4
الصورة,الصورة,3,6
الشمالي,الشمالي,3,7
تعرض,تعرض,3,4
قام,قام,3,3
إدارة,إدارة,3,5
الدفاع,الدفاع,3,6
الطبيعي,الطبيعي,3,7
البنك,البنك,3,5
شخصٍ,شخصٍ,3,4
الأحداث,الأحداث,3,7
حقوق,حقوق,3,4
يسمح,يسمح,3,4
بتاتاً,بتاتاً,3,6
يتم,يتم,3,3
الغذائية,الغذائية,3,8
مشاهدت,مشاهدت,3,6
أعدادٍ,أعدادٍ,3,6
نورث,نورث,3,4
الشعر,الشعر,3,5
دعم,دعم,3,3
تقليدية,تقليدية,3,7
لقد,لقد,3,3
كلٌ,كلٌ,3,3
الماضية,الماضية,3,7
دوماً,دوماً,3,5
معاً,معاً,3,4
المهاجرين,المهاجرين,3,9
أسوأ,أسوأ,3,4
ارتداء,ارتداء,3,6
البريطاني,البريطاني,3,9
الحاكم,الحاكم,3,6
كولومبوس,كولومبوس,3,8
عملاء,عملاء,3,5
المعاصرة,المعاصرة,3,8
غالبية,غالبية,3,6
كارولينا,كارولينا,3,8
حسابات,حسابات,3,6
كريستوفر,كريستوفر,3,8
هيتشكوك,هيتشكوك,3,7
وصف,وصف,3,3
توفر,توفر,3,4
الفرنسي,الفرنسي,3,7
سيغال,سيغال,3,5
تويتر,تويتر,3,5
تقع,تقع,3,3
ليست,ليست,3,4
جرت,جرت,3,3
غينيا,غينيا,3,5
بابوا,بابوا,3,5
الكاميرون,الكاميرون,3,9
الحظ,الحظ,3,4
مشاكل,مشاكل,3,5
حسب,حسب,3,3
البذور,البذور,3,6
جزءاً,جزءاً,3,5
قدمت,قدمت,3,4
عبارة,عبارة,3,5
القليل,القليل,3,6
المسيحية,المسيحية,3,8
الديزل,الديزل,3,6
الملابس,الملابس,3,7
الشرقية,الشرقية,3,7
العلماء,العلماء,3,7
غرب,غرب,3,3
الطائرات,الطائرات,3,8
الأفيون,الأفيون,3,7
وجيزة,وجيزة,3,5
هدف,هدف,3,3
أعضاء,أعضاء,3,5
الضغط,الضغط,3,5
الرأي,الرأي,3,5
الوصول,الوصول,3,6
أحياناً,أحياناً,3,7
مقدار,مقدار,3,5
أحب,أحب,3,3
نصف,نصف,3,3
عصر,عصر,3,3
الواردة,الواردة,3,7
أجريت,أجريت,3,5
إنجلترا,إنجلترا,3,7
موقف,موقف,3,4
اتفاق,اتفاق,3,5
المنخفضة,المنخفضة,3,8
ياسمين,ياسمين,3,6
مبنى,مبنى,3,4
قمة,قمة,3,3
تحديد,تحديد,3,5
شخص,شخص,3,3
مصادر,مصادر,3,5
المساعدة,المساعدة,3,8
الأكسجين,الأكسجين,3,8
حضور,حضور,3,4
الاستثمارات,الاستثمارات,3,11
السلطة,السلطة,3,6
أغلب,أغلب,3,4
