,word,frequency,length
且,且,7,5
程度,程度,7,10
導演,導演,7,2
汽車,汽車,7,14
均,均,7,7
埃及,埃及,7,4
卻,卻,7,9
學校,學校,7,2
帶來,帶來,7,9
知道,知道,7,9
每個,每個,7,8
學生,學生,7,6
完全,完全,7,13
安全,安全,7,12
基礎,基礎,7,2
非,非,7,8
不能,不能,7,5
革命,革命,7,17
名字,名字,7,12
很大,很大,7,12
民族,民族,7,6
那裡,那裡,7,7
北京,北京,6,13
破產,破產,6,2
並且,並且,6,13
賬戶,賬戶,6,5
英,英,6,8
預測,預測,6,2
再次,再次,6,12
結束,結束,6,8
高,高,6,1
接,接,6,1
經常,經常,6,2
部隊,部隊,6,2
試圖,試圖,6,2
件,件,6,6
住,住,6,7
作品,作品,6,16
日本,日本,6,9
組織,組織,6,2
主義,主義,6,6
設計,設計,6,10
全,全,6,6
傳統,傳統,6,2
邊境,邊境,6,2
相關,相關,6,10
西班牙語,西班牙語,6,12
警方,警方,6,5
南部,南部,6,10
如此,如此,6,12
報告,報告,6,8
感到,感到,6,9
變,變,6,2
佔據,佔據,6,8
巴黎,巴黎,6,5
加拿大,加拿大,6,9
降低,降低,6,15
變化,變化,6,6
道,道,6,1
沒,沒,6,7
早,早,6,6
份,份,6,6
國王,國王,6,5
環境,環境,6,2
受,受,6,8
等,等,6,1
的話,的話,6,9
大學,大學,6,4
氣候,氣候,6,2
點,點,6,1
支持,支持,6,13
最近,最近,6,8
十分,十分,6,6
放棄,放棄,6,9
適用,適用,6,6
全國,全國,6,7
或者,或者,6,16
朋友,朋友,6,12
教育,教育,6,9
更多,更多,6,13
參與,參與,6,2
另外,另外,6,10
女士,女士,5,6
稱呼,稱呼,5,9
工具,工具,5,11
大約,大約,5,12
加勒比海,加勒比海,5,11
出版,出版,5,13
保持,保持,5,18
公眾,公眾,5,5
間,間,5,1
找到,找到,5,15
取得,取得,5,9
減少,減少,5,5
會議,會議,5,3
參加,參加,5,6
意義,意義,5,2
語言,語言,5,8
河流,河流,5,9
不得,不得,5,5
地點,地點,5,7
房地產,房地產,5,15
力量,力量,5,3
文化,文化,5,8
俄羅斯,俄羅斯,5,11
新聞,新聞,5,2
書,書,5,1
年輕,年輕,5,7
負責,負責,5,10
勝利,勝利,5,8
權利,權利,5,9
當然,當然,5,2
清朝,清朝,5,2
地面,地面,5,15
喜歡,喜歡,5,3
表達,表達,5,9
變得,變得,5,3
墨西哥,墨西哥,5,8
總,總,5,1
修道院,修道院,5,19
元素,元素,5,5
仍,仍,5,4
藝術家,藝術家,5,3
理論,理論,5,2
那麼,那麼,5,7
公園,公園,5,5
服務,服務,5,9
能力,能力,5,3
強調,強調,5,2
部,部,5,1
東西,東西,5,14
表明,表明,5,16
人類,人類,5,3
羅娜,羅娜,5,10
非洲,非洲,5,17
協會,協會,5,9
多數,多數,5,7
分別,分別,5,11
初,初,5,7
每,每,5,7
俄國,俄國,5,10
討論,討論,5,2
女,女,5,3
利用,利用,5,12
受到,受到,5,16
之中,之中,5,7
商業,商業,5,2
一世,一世,5,6
展示,展示,5,6
缺少,缺少,5,5
債券,債券,5,9
費用,費用,5,6
簽訂,簽訂,5,10
聖,聖,5,1
值得,值得,5,2
大眾,大眾,5,4
演出,演出,5,6
準備,準備,5,2
好,好,5,6
承擔,承擔,5,9
阿爾巴尼亞,阿爾巴尼亞,5,25
先生,先生,5,11
建,建,5,8
家庭,家庭,5,10
觀眾,觀眾,5,3
戲劇,戲劇,5,2
聯盟,聯盟,5,2
北,北,5,5
和平,和平,5,13
過去,過去,5,6
馬克,馬克,5,8
未來,未來,5,13
權力,權力,5,4
文明,文明,5,12
集,集,5,1
證明,證明,5,9
專輯,專輯,5,2
對於,對於,5,9
候選人,候選人,5,4
人士,人士,5,5
完成,完成,5,13
批評,批評,4,8
製作,製作,4,8
尋找,尋找,4,8
補充,補充,4,7
覺得,覺得,4,3
高爾夫,高爾夫,4,6
曾經,曾經,4,2
中期,中期,4,5
更好,更好,4,13
樂隊,樂隊,4,2
承認,承認,4,9
反對,反對,4,5
動物,動物,4,9
生,生,4,5
蒙古,蒙古,4,6
少,少,4,4
根本,根本,4,6
未能,未能,4,6
去年,去年,4,11
天氣,天氣,4,5
來到,來到,4,16
海洋,海洋,4,10
國民,國民,4,6
保證,保證,4,10
來源,來源,4,9
前往,前往,4,17
半島,半島,4,6
月份,月份,4,10
遊行,遊行,4,7
基金,基金,4,9
水,水,4,4
夏天,夏天,4,5
機構,機構,4,2
女人,女人,4,5
小型,小型,4,12
發言人,發言人,4,10
公爵,公爵,4,5
需求,需求,4,8
員工,員工,4,4
到達,到達,4,9
方式,方式,4,10
據,據,4,1
造成,造成,4,7
藝術,藝術,4,2
女兒,女兒,4,11
指控,指控,4,10
上升,上升,4,7
當地,當地,4,7
安大略省,安大略省,4,19
單曲,單曲,4,7
歐洲人,歐洲人,4,12
移民,移民,4,6
首,首,4,9
首次,首次,4,15
出來,出來,4,13
當天,當天,4,5
以外,以外,4,9
建造,建造,4,9
交通,交通,4,7
僅,僅,4,1
文學,文學,4,5
積極,積極,4,2
時任,時任,4,7
印度,印度,4,14
產品,產品,4,10
用戶,用戶,4,9
作用,作用,4,12
共和國,共和國,4,15
報導,報導,4,2
投資人,投資人,4,10
相似,相似,4,15
征服,征服,4,16
拉費蒂,拉費蒂,4,10
克林頓,克林頓,4,16
仍然,仍然,4,5
面對,面對,4,10
除,除,4,9
警察,警察,4,2
較低,較低,4,8
競爭,競爭,4,10
泰國,泰國,4,2
唱片,唱片,4,5
如何,如何,4,13
奧斯曼,奧斯曼,4,3
記錄,記錄,4,2
教堂,教堂,4,2
同盟,同盟,4,7
外,外,4,5
內容,內容,4,5
摩拉維亞,摩拉維亞,4,18
標記,標記,4,2
處理,處理,4,2
科學,科學,4,10
也許,也許,4,4
舉辦,舉辦,4,2
過程,過程,4,2
米,米,4,6
里,里,4,7
海岸,海岸,4,9
倫敦,倫敦,4,2
從未,從未,4,6
容易,容易,4,9
打,打,4,5
開放,開放,4,9
日期,日期,4,5
此次,此次,4,12
軍事,軍事,4,17
地位,地位,4,13
穿過,穿過,4,10
男性,男性,4,15
三世,三世,4,8
運河,運河,4,9
地球,地球,4,7
廣告,廣告,4,8
比如,比如,4,10
東,東,4,8
太,太,4,4
生命,生命,4,13
即,即,4,7
後者,後者,4,17
僅僅,僅僅,4,2
夏季,夏季,4,9
植物,植物,4,9
警告,警告,4,8
電子,電子,4,4
更加,更加,4,12
丹內維爾克,丹內維爾克,4,17
那樣,那樣,4,7
關注,關注,4,9
身體,身體,4,9
想法,想法,4,9
人數,人數,4,3
得到,得到,4,9
步,步,4,7
中心,中心,4,8
項目,項目,4,6
難,難,4,1
對象,對象,4,2
少數,少數,4,5
最新,最新,4,2
殖民,殖民,4,6
作家,作家,4,8
電視,電視,4,2
機率,機率,4,2
部長,部長,4,9
消息,消息,4,2
西格爾,西格爾,4,8
者,者,4,8
冬季,冬季,4,13
二,二,3,2
節目,節目,3,6
走,走,3,7
票,票,3,1
長,長,3,8
布里斯班,布里斯班,3,14
領導,領導,3,2
瓦倫蒂諾,瓦倫蒂諾,3,7
邊界,邊界,3,10
運動會,運動會,3,3
本來,本來,3,13
獎金,獎金,3,9
留下,留下,3,4
工資,工資,3,4
評論,評論,3,2
發表,發表,3,9
條,條,3,1
依然,依然,3,9
官方,官方,3,12
領導人,領導人,3,4
分子,分子,3,7
餘額,餘額,3,2
標準,標準,3,2
皇家,皇家,3,10
也是,也是,3,12
克里斯托弗,克里斯托弗,3,26
有些,有些,3,14
理解,理解,3,2
優勢,優勢,3,2
首先,首先,3,15
領先,領先,3,7
開展,開展,3,2
現,現,3,1
法,法,3,8
了解,了解,3,3
半,半,3,5
近,近,3,7
迪士尼,迪士尼,3,16
確信,確信,3,10
人物,人物,3,10
領域,領域,3,2
戰後,戰後,3,10
摩托車,摩托車,3,14
參議院,參議院,3,12
個人,個人,3,3
數量,數量,3,2
特點,特點,3,2
轉變,轉變,3,3
預計,預計,3,10
羅馬人,羅馬人,3,4
指南,指南,3,18
真的,真的,3,9
記者,記者,3,9
解放,解放,3,9
本地,本地,3,11
十四,十四,3,7
鐵,鐵,3,2
布朗特,布朗特,3,7
市民,市民,3,10
實施,實施,3,10
劇場,劇場,3,2
合同,合同,3,12
說明,說明,3,9
伯爵,伯爵,3,8
對方,對方,3,5
三島,三島,3,4
公開,公開,3,5
雷達,雷達,3,2
工人,工人,3,5
人才,人才,3,5
土著,土著,3,4
小說,小說,3,4
鐵路,鐵路,3,3
在內,在內,3,10
行,行,3,6
東南部,東南部,3,18
馬丁,馬丁,3,3
確定,確定,3,9
康復,康復,3,2
巨大,巨大,3,7
大國,大國,3,4
西部,西部,3,7
反應,反應,3,5
資格,資格,3,2
解決,解決,3,8
定居,定居,3,16
東部,東部,3,9
角色,角色,3,13
六十,六十,3,6
議會,議會,3,3
自治,自治,3,14
引發,引發,3,5
分類法,分類法,3,13
席,席,3,1
一定,一定,3,9
歐盟,歐盟,3,2
選民,選民,3,6
條件,條件,3,7
當作,當作,3,8
溫斯頓,溫斯頓,3,3
奧地利,奧地利,3,14
地表,地表,3,14
民主黨,民主黨,3,12
態度,態度,3,10
在位,在位,3,13
業務,業務,3,2
製造,製造,3,2
男人,男人,3,9
競選,競選,3,3
風格,風格,3,10
瑞士,瑞士,3,4
當中,當中,3,5
每升,每升,3,11
支付,支付,3,9
學者,學者,3,9
丹麥,丹麥,3,5
釋放,釋放,3,10
雅典,雅典,3,9
高加索,高加索,3,7
排除,排除,3,10
居里,居里,3,15
阿契美尼德,阿契美尼德,3,31
回歸,回歸,3,7
某,某,3,9
突然,突然,3,10
最好,最好,3,7
農業,農業,3,2
用地,用地,3,11
地標,地標,3,7
城鎮化,城鎮化,3,14
互聯網,互聯網,3,6
巴布亞,巴布亞,3,17
新幾內亞,新幾內亞,3,14
反,反,3,4
法庭,法庭,3,17
城邦,城邦,3,15
工業,工業,3,4
帶領,帶領,3,2
學院,學院,3,10
大使,大使,3,11
色雷斯,色雷斯,3,8
同意,同意,3,7
表現,表現,3,9
職業,職業,3,2
成立,成立,3,11
黨派,黨派,3,11
以至,以至,3,10
事情,事情,3,9
大選,大選,3,4
發明,發明,3,9
文字,文字,3,10
瑞典,瑞典,3,9
不要,不要,3,13
主題,主題,3,6
某種,某種,3,10
特徵,特徵,3,2
好幾,好幾,3,7
投降,投降,3,15
將軍,將軍,3,10
帶,帶,3,1
中華,中華,3,5
想像,想像,3,2
研究所,研究所,3,24
績效,績效,3,2
花費,花費,3,8
帶有,帶有,3,7
推進,推進,3,2
二十,二十,3,4
疑問,疑問,3,2
女孩,女孩,3,12
高中,高中,3,5
遊戲,遊戲,3,2
無論,無論,3,2
今年,今年,3,10
菲利普,菲利普,3,9
激增,激增,3,2
實行,實行,3,7
殺死,殺死,3,7
領土,領土,3,4
有助,有助,3,13
立法,立法,3,13
具體,具體,3,10
改革,改革,3,16
支出,支出,3,9
難以置信,難以置信,3,15
政權,政權,3,11
團隊,團隊,3,2
同,同,3,6
會見,會見,3,8
成員,成員,3,7
科技,科技,3,16
總督,總督,3,2
原本,原本,3,6
之外,之外,3,8
徵收,徵收,3,7
舉行,舉行,3,7
運用,運用,3,6
之下,之下,3,6
迫害,迫害,3,9
消費者,消費者,3,10
鬥爭,鬥爭,3,9
發起,發起,3,2
法院,法院,3,17
重新,重新,3,10
命令,命令,3,13
區,區,3,1
戰場,戰場,3,2
明白,明白,3,13
海上,海上,3,4
戰鬥,戰鬥,3,2
小時,小時,3,4
攻擊,攻擊,3,8
網站,網站,3,2
實現,實現,3,2
空氣,空氣,3,9
滿足,滿足,3,8
內戰,內戰,3,5
古巴,古巴,3,9
奧斯曼人,奧斯曼人,3,5
近期,近期,3,8
排放,排放,3,9
不僅,不僅,3,5
派,派,3,9
意見,意見,3,8
種子,種子,3,4
保羅,保羅,3,10
公共,公共,3,10
圖特摩斯,圖特摩斯,3,4
金,金,3,8
天主教,天主教,3,10
產業,產業,3,2
伊斯蘭,伊斯蘭,3,9
公投,公投,3,11
據說,據說,3,2
奧斯卡,奧斯卡,3,7
常見,常見,3,8
以為,以為,3,13
重大,重大,3,12
無,無,3,1
相信,相信,3,18
助手,助手,3,11
專家,專家,3,2
首都,首都,3,10
括,括,3,9
合理,合理,3,7
法老,法老,3,14
希拉里,希拉里,3,22
節日,節日,3,5
大戰,大戰,3,4
採訪,採訪,3,2
寫道,寫道,3,2
女性,女性,3,11
王朝,王朝,3,5
氣體,氣體,3,3
言,言,3,7
奧巴馬,奧巴馬,3,6
轉移,轉移,3,2
周,周,3,8
亞洲,亞洲,3,17
言論,言論,3,8
原住民,原住民,3,13
設備,設備,3,2
巴拿馬,巴拿馬,3,6
轉型,轉型,3,10
各種,各種,3,7
皇帝,皇帝,3,18
南海,南海,3,10
亞,亞,3,8
宣傳,宣傳,3,10
合法,合法,3,14
你們,你們,3,8
直到,直到,3,16
發揮,發揮,2,2
一帶,一帶,2,2
說法,說法,2,9
站,站,2,1
防衛,防衛,2,7
火車,火車,2,11
話題,話題,2,2
州,州,2,6
阿普利亞,阿普利亞,2,23
伊斯蘭教,伊斯蘭教,2,10
全部,全部,2,7
保留,保留,2,10
見,見,2,7
官員,官員,2,9
國防,國防,2,7
移除,移除,2,10
飛行員,飛行員,2,16
美國人,美國人,2,12
本週,本週,2,6
平台,平台,2,10
著陸,著陸,2,2
進去,進去,2,6
為期,為期,2,10
成就,成就,2,7
局,局,2,7
資金,資金,2,9
梅,梅,2,1
意圖,意圖,2,2
議院,議院,2,11
身份,身份,2,13
提高,提高,2,2
勢力,勢力,2,3
主演,主演,2,6
很快,很快,2,16
小鎮,小鎮,2,4
平手,平手,2,9
必要,必要,2,14
抗議,抗議,2,9
演化,演化,2,5
社交,社交,2,13
單元,單元,2,5
一面,一面,2,10
方,方,2,4
主導,主導,2,6
丹麥語,丹麥語,2,6
方言,方言,2,11
失望,失望,2,6
分,分,2,4
安迪,安迪,2,14
因而,因而,2,12
那兒,那兒,2,14
擔心,擔心,2,5
赫爾茨,赫爾茨,2,11
人民,人民,2,7
爵位,爵位,2,8
形象,形象,2,8
樣,樣,2,1
拉博夫,拉博夫,2,13
指揮,指揮,2,10
集團,集團,2,2
凱爾特海,凱爾特海,2,4
王,王,2,4
可能性,可能性,2,14
推特,推特,2,2
奧運會,奧運會,2,3
空中,空中,2,12
飛行,飛行,2,15
海報,海報,2,2
博客,博客,2,10
深遠,深遠,2,2
安石,安石,2,11
寫作,寫作,2,8
助理,助理,2,8
機會,機會,2,2
獎項,獎項,2,2
艾達,艾達,2,6
確實,確實,2,2
卡塔拉諾,卡塔拉諾,2,15
毀滅,毀滅,2,2
達到,達到,2,9
格拉斯哥,格拉斯哥,2,11
滿意,滿意,2,2
阿爾瓦雷茨,阿爾瓦雷茨,2,22
進場,進場,2,2
協定,協定,2,16
極度,極度,2,10
找,找,2,7
喬治,喬治,2,9
收益,收益,2,7
提及,提及,2,4
食物,食物,2,17
正式,正式,2,11
卡森,卡森,2,6
隨時,隨時,2,2
結果,結果,2,9
開,開,2,1
撤退,撤退,2,10
實驗,實驗,2,3
阿特靈,阿特靈,2,10
太空,太空,2,12
場合,場合,2,7
選項,選項,2,2
存活,存活,2,15
長成,長成,2,14
停留,停留,2,2
埃爾多安,埃爾多安,2,14
礦物,礦物,2,9
即使,即使,2,15
前進,前進,2,10
代,代,2,5
人均,人均,2,9
指,指,2,9
主持人,主持人,2,16
古老,古老,2,11
男子,男子,2,10
使得,使得,2,9
相對,相對,2,10
撒哈拉,撒哈拉,2,18
極大,極大,2,4
撒海爾區,撒海爾區,2,4
劇,劇,2,1
學,學,2,1
獨自,獨自,2,7
思考,思考,2,15
打入,打入,2,7
限制,限制,2,16
知識,知識,2,9
近海,近海,2,8
正確,正確,2,6
地理,地理,2,7
後來,後來,2,17
古典,古典,2,13
靈感,靈感,2,3
最多,最多,2,7
互相,互相,2,13
澳大利亞人,澳大利亞人,2,21
通道,通道,2,2
中斷,中斷,2,5
食品,食品,2,18
從而,從而,2,7
去除,去除,2,14
科學家,科學家,2,11
增長率,增長率,2,10
社區,社區,2,8
立場,立場,2,6
收入,收入,2,8
聯合國,聯合國,2,8
賽道,賽道,2,2
直至,直至,2,14
各,各,2,6
克頓,克頓,2,8
喬,喬,2,1
超級,超級,2,10
主席,主席,2,6
樣本,樣本,2,6
大火,大火,2,7
局面,局面,2,16
實驗室,實驗室,2,12
約里奧,約里奧,2,17
瑪雅人,瑪雅人,2,4
修建,修建,2,17
日子,日子,2,7
史前,史前,2,14
諾瑪,諾瑪,2,2
理查德,理查德,2,11
流行,流行,2,7
角度,角度,2,16
歡樂,歡樂,2,3
精英,精英,2,9
正是,正是,2,14
比例,比例,2,12
此外,此外,2,11
日常,日常,2,5
即將,即將,2,8
經歷,經歷,2,2
小塊,小塊,2,4
石製,石製,2,6
前線,前線,2,10
目擊者,目擊者,2,14
經驗,經驗,2,3
裡面,裡面,2,10
多斯,多斯,2,7
很少,很少,2,13
對抗,對抗,2,8
生者,生者,2,13
相比,相比,2,13
亞歷山大,亞歷山大,2,15
尼古拉斯,尼古拉斯,2,19
變成,變成,2,8
說客,說客,2,10
投資者,投資者,2,16
場地,場地,2,7
群島,群島,2,2
萊恩,萊恩,2,2
太平洋,太平洋,2,18
公主,公主,2,9
印,印,2,5
心態,心態,2,5
殖民地,殖民地,2,12
每人,每人,2,9
缺席,缺席,2,2
基督教,基督教,2,3
好評,好評,2,7
巨額,巨額,2,5
城鎮,城鎮,2,10
史達林,史達林,2,14
可疑,可疑,2,6
團體,團體,2,3
後果,後果,2,17
願意,願意,2,2
相反,相反,2,13
年級,年級,2,15
進口,進口,2,4
該州,該州,2,7
不想,不想,2,5
選,選,2,1
瑪格麗特,瑪格麗特,2,4
大都會,大都會,2,5
公民,公民,2,9
多少,多少,2,10
卡洛斯,卡洛斯,2,15
統治者,統治者,2,17
打開,打開,2,6
愛丁堡,愛丁堡,2,4
凱撒,凱撒,2,2
接收,接收,2,7
開支,開支,2,5
公國,公國,2,5
資本,資本,2,6
每年,每年,2,13
證據,證據,2,2
小教堂,小教堂,2,5
推動,推動,2,2
成果,成果,2,14
貝貝,貝貝,2,14
安第斯,安第斯,2,8
建設,建設,2,9
安東尼,安東尼,2,19
部落,部落,2,2
立足,立足,2,12
其後,其後,2,17
希斯帕尼亞,希斯帕尼亞,2,29
海外,海外,2,6
邁克爾,邁克爾,2,9
代理,代理,2,6
迪斯尼,迪斯尼,2,14
氣象,氣象,2,2
協助,協助,2,15
蘇格蘭,蘇格蘭,2,4
一分為二,一分為二,2,16
法令,法令,2,13
首席,首席,2,10
含量,含量,2,8
溫特科恩,溫特科恩,2,12
取代,取代,2,13
緊接,緊接,2,2
長大,長大,2,11
路易,路易,2,9
作出,作出,2,12
名人,名人,2,8
顯而易見,顯而易見,2,23
能源,能源,2,2
預報,預報,2,2
對手,對手,2,5
離婚,離婚,2,2
演員,演員,2,2
滿月,滿月,2,5
投入,投入,2,9
觀察,觀察,2,3
摩納哥,摩納哥,2,3
波蘭,波蘭,2,10
四世,四世,2,10
採取,採取,2,9
建成,建成,2,14
統計,統計,2,10
理查,理查,2,10
約克,約克,2,16
數字,數字,2,7
獲勝,獲勝,2,2
追求,追求,2,16
基,基,2,1
告終,告終,2,8
制度,制度,2,17
立石,立石,2,10
補助,補助,2,8
質量,質量,2,2
職位,職位,2,8
廣,廣,2,1
不管,不管,2,5
否則,否則,2,16
作曲家,作曲家,2,14
裡根,裡根,2,2
當前,當前,2,10
環節,環節,2,2
不可思議,不可思議,2,20
收到,收到,2,14
斷層,斷層,2,2
注重,注重,2,17
較為,較為,2,10
起源,起源,2,2
認識,認識,2,2
露天,露天,2,6
有時,有時,2,7
西雅那,西雅那,2,13
引用,引用,2,9
撤回,撤回,2,7
那里,那里,2,13
巴西,巴西,2,10
南非,南非,2,17
通知,通知,2,9
歷史學家,歷史學家,2,8
教皇,教皇,2,10
充滿,充滿,2,7
取消,取消,2,9
生產,生產,2,6
片場,片場,2,5
帕爾馬,帕爾馬,2,10
呼聲,呼聲,2,9
拉美西斯,拉美西斯,2,24
三百萬,三百萬,2,10
強制,強制,2,9
成長,成長,2,14
獲獎,獲獎,2,2
而是,而是,2,15
