"","language","eta","psi","omega","t"
"60","Assamese",NA,NA,NA,1048576
"61","Assamese",NA,NA,NA,2097152
"62","Assamese",NA,NA,NA,4194304
"63","Assamese",NA,NA,NA,8388608
"64","Breton",0.996012857975358,0.713833380242049,0.666666666666667,8
"65","Breton",0.992848306400899,0.734001902000658,0.693556371165067,16
"66","Breton",0.98391960416047,0.687115410604105,0.648158193814126,32
"67","Breton",0.978962101312291,0.785398160242925,0.73981902407726,64
"68","Breton",0.964736398054453,0.783299962088631,0.682449016182553,128
"69","Breton",0.949547265118064,0.785327286985734,0.625687791842719,256
"70","Breton",0.928006306894102,0.773625407663969,0.556233889131517,512
"71","Breton",0.904366002322827,0.762797370789328,0.505273865283491,1024
"72","Breton",0.874856953372038,0.746185428045311,0.441762780721568,2048
"73","Breton",0.84174474912593,0.729490071111892,0.403634503406429,4096
"74","Breton",0.806709308905153,0.713698093232631,0.360236044941474,8192
"75","Breton",0.769649035942151,0.698957440405565,0.323917798552844,16384
"76","Breton",0.732844735357699,0.684996089380203,0.278796196815981,32768
"77","Breton",NA,NA,NA,65536
"78","Breton",NA,NA,NA,131072
"79","Breton",NA,NA,NA,262144
"80","Breton",NA,NA,NA,524288
"81","Breton",NA,NA,NA,1048576
"82","Breton",NA,NA,NA,2097152
"83","Breton",NA,NA,NA,4194304
"84","Breton",NA,NA,NA,8388608
"85","Catalan",0.995091798489006,0.762033969928707,0.652380952380952,8
"86","Catalan",0.992627339913968,0.817700078202499,0.759736677856811,16
"87","Catalan",0.986159889925543,0.801879191593911,0.76720689736815,32
"88","Catalan",0.979765175876416,0.837972879411263,0.823515719684884,64
"89","Catalan",0.97390084398446,0.862356817278102,0.833232275504677,128
"90","Catalan",0.966511766542037,0.871347903139792,0.81561225907451,256
"91","Catalan",0.955077382896298,0.864104530990819,0.742620259725622,512
"92","Catalan",0.93816305111433,0.846227919312424,0.645010090780932,1024
"93","Catalan",0.919992872099137,0.830603215587303,0.556340399983375,2048
"94","Catalan",0.896743465289665,0.808929047573454,0.463512291574659,4096
"95","Catalan",0.868084989369104,0.784423878129337,0.384115244522397,8192
"96","Catalan",0.837227655903186,0.761612715231304,0.325252015877847,16384
"97","Catalan",0.8025510473935,0.738596799311848,0.27139588546523,32768
"98","Catalan",0.766908821613102,0.717903789233204,0.237017568131773,65536
"99","Catalan",0.729545215274634,0.698347394052719,0.204294644512417,131072
"100","Catalan",0.695577180109387,0.682924654843335,0.188132888174227,262144
"101","Catalan",0.664465988011363,0.670894100765747,0.172024190050824,524288
"102","Catalan",0.638591325241945,0.662812481082952,0.169274048010067,1048576
"103","Catalan",0.619014293661329,0.658816717752482,0.164884462560012,2097152
"104","Catalan",NA,NA,NA,4194304
"105","Catalan",NA,NA,NA,8388608
"106","Czech",0.999411764705882,0.956923076923077,0.935897435897436,8
"107","Czech",0.996614678184276,0.859151471485036,0.842410578551883,16
"108","Czech",0.99141365713662,0.798191583329279,0.795298321455234,32
"109","Czech",0.98490088174332,0.780076252768868,0.786143368013738,64
"110","Czech",0.976467132788549,0.79194629477456,0.776877044731206,128
"111","Czech",0.965956037997867,0.793164640854491,0.748231002079583,256
"112","Czech",0.954436694743154,0.790743081993686,0.704695088783672,512
"113","Czech",0.940762392613382,0.784145603688465,0.632641427814977,1024
"114","Czech",0.926735823066533,0.780415609523131,0.566969726020926,2048
"115","Czech",0.905310685896054,0.762552993923334,0.474638128324583,4096
"116","Czech",0.881870960894287,0.744786949773071,0.406160752846591,8192
"117","Czech",0.851900915547327,0.721738730001157,0.328229314420912,16384
"118","Czech",0.822283640808717,0.70202119658072,0.271293390231908,32768
"119","Czech",0.797028109390189,0.688222873642836,0.233910459208048,65536
"120","Czech",0.783976117138011,0.685416564385623,0.230316789894354,131072
"121","Czech",NA,NA,NA,262144
"122","Czech",NA,NA,NA,524288
"123","Czech",NA,NA,NA,1048576
"124","Czech",NA,NA,NA,2097152
"125","Czech",NA,NA,NA,4194304
"126","Czech",NA,NA,NA,8388608
"127","Chuvash",0.996985448375743,0.477666853685609,0.411111111111111,8
"128","Chuvash",0.997593832481699,0.522307306572197,0.483375598760214,16
"129","Chuvash",0.995642433904945,0.576830373231569,0.592696233236246,32
"130","Chuvash",0.990646964336503,0.566027786618587,0.597497678602962,64
"131","Chuvash",0.983024551047988,0.55493606935771,0.553661011013143,128
"132","Chuvash",0.971716725165099,0.576648568848038,0.527743741360561,256
"133","Chuvash",0.955350695859118,0.577266082580855,0.484665645622682,512
"134","Chuvash",0.933557673929106,0.563049415294091,0.427600056423256,1024
"135","Chuvash",0.907228071066179,0.550031334854748,0.383246060983396,2048
"136","Chuvash",0.871931434909478,0.527487854967551,0.319744398719978,4096
"137","Chuvash",0.835583849755313,0.513798888877646,0.279756182073093,8192
"138","Chuvash",NA,NA,NA,16384
"139","Chuvash",NA,NA,NA,32768
"140","Chuvash",NA,NA,NA,65536
"141","Chuvash",NA,NA,NA,131072
"142","Chuvash",NA,NA,NA,262144
"143","Chuvash",NA,NA,NA,524288
"144","Chuvash",NA,NA,NA,1048576
"145","Chuvash",NA,NA,NA,2097152
"146","Chuvash",NA,NA,NA,4194304
"147","Chuvash",NA,NA,NA,8388608
"148","Hakha Chin",0.991587824031942,0.710608747547602,0.666458333333333,8
"149","Hakha Chin",0.987862607576024,0.795030063428394,0.766958783915445,16
"150","Hakha Chin",0.981811371721987,0.838520746170393,0.775040216392043,32
"151","Hakha Chin",0.971287168983153,0.829373870039549,0.712395138322736,64
"152","Hakha Chin",0.956000684965449,0.812982209991612,0.656395230525268,128
"153","Hakha Chin",0.944505026805084,0.817892804187445,0.623011127881425,256
"154","Hakha Chin",0.925194617185234,0.805503383551349,0.543578166881543,512
"155","Hakha Chin",0.898418501324732,0.782176149055623,0.454919528112844,1024
"156","Hakha Chin",0.869107353564275,0.763782109332237,0.407767775916703,2048
"157","Hakha Chin",0.841267962202818,0.751256965363855,0.387382176248894,4096
"158","Hakha Chin",0.809368630792738,0.73804595990124,0.358186845634808,8192
"159","Hakha Chin",0.780281607449722,0.731563087700918,0.351574019010645,16384
"160","Hakha Chin",NA,NA,NA,32768
"161","Hakha Chin",NA,NA,NA,65536
"162","Hakha Chin",NA,NA,NA,131072
"163","Hakha Chin",NA,NA,NA,262144
"164","Hakha Chin",NA,NA,NA,524288
"165","Hakha Chin",NA,NA,NA,1048576
"166","Hakha Chin",NA,NA,NA,2097152
"167","Hakha Chin",NA,NA,NA,4194304
"168","Hakha Chin",NA,NA,NA,8388608
"169","Welsh",0.994424190944934,0.82150754147813,0.781333333333333,8
"170","Welsh",0.988699511130691,0.714672272906962,0.7091860769397,16
"171","Welsh",0.978785680808944,0.727783513117946,0.714893469444928,32
"172","Welsh",0.971535755510409,0.751844099421112,0.709569031361071,64
"173","Welsh",0.958100965047317,0.750205926947109,0.641309634367745,128
"174","Welsh",0.942594868784637,0.75185535143965,0.592751784421532,256
"175","Welsh",0.92143588658082,0.738865532095333,0.529486728788747,512
"176","Welsh",0.896306614504941,0.725366593666949,0.481759788606834,1024
"177","Welsh",0.866546489109348,0.710593547265757,0.425885262749211,2048
"178","Welsh",0.836232447764292,0.700375615871224,0.384229075821636,4096
"179","Welsh",0.80277113041216,0.688111347525019,0.333792248969046,8192
"180","Welsh",0.772414374646647,0.68046883532283,0.305882525571503,16384
"181","Welsh",0.743641624492234,0.674317379013129,0.278116119628281,32768
"182","Welsh",0.719528754607683,0.671923431903251,0.267881912120748,65536
"183","Welsh",0.69689927099966,0.66993336159192,0.250980657034517,131072
"184","Welsh",0.676146346271553,0.668195745751207,0.225240965042474,262144
"185","Welsh",0.662834859307456,0.668028633804602,0.217353439650208,524288
"186","Welsh",NA,NA,NA,1048576
"187","Welsh",NA,NA,NA,2097152
"188","Welsh",NA,NA,NA,4194304
"189","Welsh",NA,NA,NA,8388608
"190","German",0.997662868522625,0.647167874396135,0.586666666666667,8
"191","German",0.996130955532305,0.82549740803662,0.76750663767315,16
"192","German",0.990650582314723,0.74631732225007,0.686190550318861,32
"193","German",0.983195678609902,0.758384287218742,0.698254705343549,64
"194","German",0.973769856482594,0.773977910383896,0.737312866646797,128
"195","German",0.962452172581411,0.782593933628255,0.737112965619899,256
"196","German",0.949760229984679,0.793611320764105,0.730736453086634,512
"197","German",0.935071489743659,0.795211795755495,0.697710426670217,1024
"198","German",0.913539469217962,0.780632557746971,0.624131592218955,2048
"199","German",0.88690565270621,0.760844865399487,0.548146680001285,4096
"200","German",0.851603626462096,0.733388246485792,0.462035629186322,8192
"201","German",0.812136246540504,0.708828323594084,0.396499280737255,16384
"202","German",0.769050829520002,0.686308001052732,0.335713871147066,32768
"203","German",0.725585257695051,0.668230590550975,0.295991775059218,65536
"204","German",0.684366986987348,0.655608516023105,0.262941123767987,131072
"205","German",0.646243646223784,0.646600125185344,0.234235367677913,262144
"206","German",0.610913346665668,0.63966625339428,0.207103615004814,524288
"207","German",0.575974385657514,0.63239690470497,0.17694439070576,1048576
"208","German",0.541688527986721,0.624793683552078,0.150110889186911,2097152
"209","German",0.50913728268098,0.617752892857697,0.129678433561879,4194304
"210","German",NA,NA,NA,8388608
"211","Dhivehi",0.922342671009125,0.634691657204677,0.531013745704467,8
"212","Dhivehi",0.885370796814482,0.709612616408207,0.608143337236664,16
"213","Dhivehi",0.823192215657712,0.732793717691217,0.621284040142105,32
"214","Dhivehi",0.77501102295536,0.749561256160152,0.558008208276059,64
"215","Dhivehi",0.728355390719129,0.747947365591657,0.477474949185813,128
"216","Dhivehi",0.691068740852945,0.754499382188058,0.435323473719247,256
"217","Dhivehi",0.66185060161722,0.759769513884961,0.387888746591005,512
"218","Dhivehi",0.632331985117317,0.761033984294546,0.323474679624482,1024
"219","Dhivehi",NA,NA,NA,2048
"220","Dhivehi",NA,NA,NA,4096
"221","Dhivehi",NA,NA,NA,8192
"222","Dhivehi",NA,NA,NA,16384
"223","Dhivehi",NA,NA,NA,32768
"224","Dhivehi",NA,NA,NA,65536
"225","Dhivehi",NA,NA,NA,131072
"226","Dhivehi",NA,NA,NA,262144
"227","Dhivehi",NA,NA,NA,524288
"228","Dhivehi",NA,NA,NA,1048576
"229","Dhivehi",NA,NA,NA,2097152
"230","Dhivehi",NA,NA,NA,4194304
"231","Dhivehi",NA,NA,NA,8388608
"232","Modern Greek",0.996814678185799,0.793566778260032,0.743859649122807,8
"233","Modern Greek",0.989873815176825,0.687360232133226,0.650301795073159,16
"234","Modern Greek",0.983097107161288,0.726936542604241,0.701495964184728,32
"235","Modern Greek",0.967040406419495,0.699970098721175,0.670332199937328,64
"236","Modern Greek",0.94902728197495,0.70638914560453,0.668227134701781,128
"237","Modern Greek",0.930055205022302,0.72352038403182,0.647826576429179,256
"238","Modern Greek",0.909350013485568,0.729865853784254,0.612682903850261,512
"239","Modern Greek",0.884646630713542,0.724411350110826,0.558566367709515,1024
"240","Modern Greek",0.85895147586881,0.717703715214905,0.504183307842445,2048
"241","Modern Greek",0.832309458355027,0.71141912588401,0.448763098236797,4096
"242","Modern Greek",0.806822479082863,0.707996456262605,0.402133802889633,8192
"243","Modern Greek",0.777258105492825,0.69996418182581,0.341129739774477,16384
"244","Modern Greek",0.750895241643795,0.694155613775786,0.299550172508696,32768
"245","Modern Greek",NA,NA,NA,65536
"246","Modern Greek",NA,NA,NA,131072
"247","Modern Greek",NA,NA,NA,262144
"248","Modern Greek",NA,NA,NA,524288
"249","Modern Greek",NA,NA,NA,1048576
"250","Modern Greek",NA,NA,NA,2097152
"251","Modern Greek",NA,NA,NA,4194304
"252","Modern Greek",NA,NA,NA,8388608
"253","English",0.996142433572175,0.670240523365523,0.659722222222222,8
"254","English",0.988995410733674,0.720172447154147,0.692416088150296,16
"255","English",0.980008139027758,0.683775142328857,0.678801308188836,32
"256","English",0.96879119660793,0.707729102905746,0.736197650030452,64
"257","English",0.956663077881564,0.735054763732843,0.755012972517669,128
"258","English",0.945874443454206,0.753051650351482,0.734354000504386,256
"259","English",0.931923880911103,0.762143779988691,0.679370842630373,512
"260","English",0.917660931158972,0.769424201551115,0.644455847346969,1024
"261","English",0.897379177381826,0.760927656582425,0.564784049698087,2048
"262","English",0.869058780424876,0.74084781518333,0.466016456655691,4096
"263","English",0.833568559879197,0.716395569240793,0.402421740148949,8192
"264","English",0.790718787407148,0.688541761799179,0.327128932287227,16384
"265","English",0.75044048175356,0.668189502946742,0.285743018574498,32768
"266","English",0.710107937133604,0.650113170596228,0.237697334878052,65536
"267","English",0.675114511902549,0.637110343664825,0.206651947411231,131072
"268","English",0.643433003373249,0.626441707278307,0.177497737136983,262144
"269","English",0.613930109558769,0.616904612347567,0.15074224781289,524288
"270","English",0.586283342030652,0.607936079139874,0.126455512313422,1048576
"271","English",0.560873362530847,0.599773760406176,0.106054348803278,2097152
"272","English",0.538069014406732,0.593022867056838,0.0931398437148534,4194304
"273","English",0.51741969246157,0.587566054394819,0.0888688124060137,8388608
"274","Esperanto",0.997972855862775,0.893753776734326,0.869318181818182,8
"275","Esperanto",0.995559316022022,0.869874022958242,0.851432534327271,16
"276","Esperanto",0.989736795827927,0.815720000642282,0.767676048394383,32
"277","Esperanto",0.982917224290975,0.833277733041964,0.767297107706969,64
"278","Esperanto",0.971595779335084,0.81302944234273,0.732376406441229,128
"279","Esperanto",0.962909561346569,0.820225042948914,0.731920427670622,256
"280","Esperanto",0.949695027186564,0.811771071190747,0.691898686586329,512
"281","Esperanto",0.935909211893483,0.8071246010275,0.654029265751278,1024
"282","Esperanto",0.916829001403028,0.792825568642586,0.571370980847727,2048
"283","Esperanto",0.896404991166903,0.77901863454444,0.504042504864089,4096
"284","Esperanto",0.867428067735625,0.755592356228198,0.416870560644354,8192
"285","Esperanto",0.835667984042415,0.732649272029869,0.361753802466916,16384
"286","Esperanto",0.797320320109285,0.706602465471154,0.309440958890745,32768
"287","Esperanto",0.757343899333512,0.683697561197686,0.278740975282858,65536
"288","Esperanto",0.718603949124476,0.664433192317454,0.236584902386928,131072
"289","Esperanto",0.687509420584389,0.651808061123113,0.211250821939481,262144
"290","Esperanto",NA,NA,NA,524288
"291","Esperanto",NA,NA,NA,1048576
"292","Esperanto",NA,NA,NA,2097152
"293","Esperanto",NA,NA,NA,4194304
"294","Esperanto",NA,NA,NA,8388608
"295","Estonian",1,1,1,8
"296","Estonian",0.998541709680991,0.882732257688224,0.876175213675214,16
"297","Estonian",0.997425121939097,0.883309617916604,0.888577574089471,32
"298","Estonian",0.994812869338872,0.862977988022445,0.852546965180091,64
"299","Estonian",0.990790680378352,0.862155977176411,0.818834426789864,128
"300","Estonian",0.984684518820443,0.855768938315117,0.763416406766151,256
"301","Estonian",0.97606450482322,0.833303914712893,0.699774567475103,512
"302","Estonian",0.963716724831887,0.806693112390435,0.649023040418414,1024
"303","Estonian",0.943718379354465,0.767517875252168,0.58106713972786,2048
"304","Estonian",0.920562050476071,0.737206132449333,0.531274993350841,4096
"305","Estonian",0.89250982305617,0.709401802168128,0.474833973170814,8192
"306","Estonian",0.859835875638532,0.684292119037451,0.417001540488369,16384
"307","Estonian",0.823533233005449,0.661965106867735,0.362558820759487,32768
"308","Estonian",0.786541482548666,0.645101113366277,0.314666113834815,65536
"309","Estonian",NA,NA,NA,131072
"310","Estonian",NA,NA,NA,262144
"311","Estonian",NA,NA,NA,524288
"312","Estonian",NA,NA,NA,1048576
"313","Estonian",NA,NA,NA,2097152
"314","Estonian",NA,NA,NA,4194304
"315","Estonian",NA,NA,NA,8388608
"316","Basque",0.999642857142857,0.93859649122807,0.916666666666667,8
"317","Basque",0.997081519402822,0.732187637361679,0.72331240188383,16
"318","Basque",0.995496022641799,0.784351995601891,0.806196424664447,32
"319","Basque",0.989736188051436,0.753101849263514,0.772309158855296,64
"320","Basque",0.984629702442687,0.780297490030029,0.746991099758774,128
"321","Basque",0.976472979586287,0.768970664944348,0.691401497916671,256
"322","Basque",0.96469563608304,0.750188308546958,0.627825069024103,512
"323","Basque",0.946605359402195,0.718953458769972,0.547830107253099,1024
"324","Basque",0.925215438793737,0.69270164018758,0.487542979186689,2048
"325","Basque",0.897180912368496,0.663709991011786,0.426268958752813,4096
"326","Basque",0.865405436411701,0.639175308729591,0.371088409686266,8192
"327","Basque",0.830223223981368,0.616979161386906,0.3214179474975,16384
"328","Basque",0.79268547375307,0.596615844857041,0.270122534556765,32768
"329","Basque",0.759228249797498,0.581108375910216,0.226526490455445,65536
"330","Basque",0.732560454406105,0.57026053945192,0.194276722146802,131072
"331","Basque",0.711104789997603,0.562307256508202,0.178757303011253,262144
"332","Basque",NA,NA,NA,524288
"333","Basque",NA,NA,NA,1048576
"334","Basque",NA,NA,NA,2097152
"335","Basque",NA,NA,NA,4194304
"336","Basque",NA,NA,NA,8388608
"337","Persian",0.998114643050683,0.808069381598793,0.805128205128205,8
"338","Persian",0.995249423824195,0.713515723778832,0.692132428974534,16
"339","Persian",0.99200450236114,0.71552403561493,0.723062148199636,32
"340","Persian",0.985595321666453,0.732529062274912,0.742097015679623,64
"341","Persian",0.975576327160162,0.737333677721819,0.696403159960714,128
"342","Persian",0.96306099519587,0.733290587839673,0.62318267632099,256
"343","Persian",0.949338104551398,0.732232541880262,0.552135894432199,512
"344","Persian",0.929387777981732,0.71274898704008,0.481068190877587,1024
"345","Persian",0.902333818996533,0.683780969230411,0.414799348101881,2048
"346","Persian",0.873343828461235,0.660960705770279,0.390012406929076,4096
"347","Persian",0.837235667700421,0.635644412611601,0.340930666902052,8192
"348","Persian",0.798609933628883,0.615704043986765,0.308120528309231,16384
"349","Persian",0.764224792506681,0.604847475689826,0.296316621699945,32768
"350","Persian",0.732555849732307,0.596798410286993,0.265412824256499,65536
"351","Persian",0.711239654722115,0.593886712147439,0.242700425717594,131072
"352","Persian",0.70076319399496,0.593993817909109,0.232337102847712,262144
"353","Persian",0.696760603452166,0.593537885566657,0.225736954119606,524288
"354","Persian",0.694949755617866,0.592731793712294,0.222310703161996,1048576
"355","Persian",NA,NA,NA,2097152
"356","Persian",NA,NA,NA,4194304
"357","Persian",NA,NA,NA,8388608
"358","French",0.998875,0.910267852764347,0.871794871794872,8
"359","French",0.995173237732323,0.834907073929539,0.8063521061647,16
"360","French",0.988491056950371,0.780953951702918,0.76466787599095,32
"361","French",0.979896359073081,0.801218129750213,0.783431059121238,64
"362","French",0.969037143221931,0.805661258553906,0.775931399733188,128
"363","French",0.958262367019452,0.814989599236349,0.748470864246716,256
"364","French",0.942795324578056,0.806043041735531,0.694388808917928,512
"365","French",0.925675880976369,0.797922844370549,0.64011491915585,1024
"366","French",0.901313409621451,0.776259671488297,0.545710635145219,2048
"367","French",0.872993795327097,0.752759035884927,0.466189875015942,4096
"368","French",0.840485829759093,0.727840117757803,0.391355257687103,8192
"369","French",0.801746038166882,0.699246908219162,0.315663118317412,16384
"370","French",0.760827660565613,0.673480944243709,0.263956163193617,32768
"371","French",0.718165129883586,0.649213827694801,0.209992185687777,65536
"372","French",0.676114944490349,0.627547656219301,0.168120595254951,131072
"373","French",0.63712437393674,0.609312478477004,0.134487979099103,262144
"374","French",0.599327627486521,0.592138808378645,0.101796011465236,524288
"375","French",0.563394136333906,0.576613262484737,0.0748239918886334,1048576
"376","French",0.530827753560852,0.562833510237734,0.0542210027687229,2097152
"377","French",NA,NA,NA,4194304
"378","French",NA,NA,NA,8388608
"379","Western Frisian",0.996806245043669,0.886268923523826,0.807716049382716,8
"380","Western Frisian",0.996164715580138,0.875147649432218,0.816004896742602,16
"381","Western Frisian",0.991303928074272,0.844459035542832,0.751451902620542,32
"382","Western Frisian",0.985752517503173,0.855125624657484,0.76458688143455,64
"383","Western Frisian",0.975908193963971,0.851342741154949,0.739139620720305,128
"384","Western Frisian",0.966318351312611,0.860178364397545,0.741358547417871,256
"385","Western Frisian",0.951453275787244,0.853038532321345,0.700930648055368,512
"386","Western Frisian",0.935776981282719,0.84844474358734,0.662958377978178,1024
"387","Western Frisian",0.913560047664936,0.834907003844663,0.592952385713317,2048
"388","Western Frisian",0.889433098478395,0.823322208207127,0.549514093032283,4096
"389","Western Frisian",0.862140497995434,0.811430780128258,0.487196633099572,8192
"390","Western Frisian",0.837251620546514,0.805443118497086,0.44991462791907,16384
"391","Western Frisian",0.808881194134328,0.797371934927055,0.39328265337551,32768
"392","Western Frisian",NA,NA,NA,65536
"393","Western Frisian",NA,NA,NA,131072
"394","Western Frisian",NA,NA,NA,262144
"395","Western Frisian",NA,NA,NA,524288
"396","Western Frisian",NA,NA,NA,1048576
"397","Western Frisian",NA,NA,NA,2097152
"398","Western Frisian",NA,NA,NA,4194304
"399","Western Frisian",NA,NA,NA,8388608
"400","Irish",0.991421345448065,0.698510923617036,0.65994623655914,8
"401","Irish",0.985173167832327,0.731883431781467,0.688127598789098,16
"402","Irish",0.97059368336996,0.680963767528812,0.628300548136842,32
"403","Irish",0.956657762084956,0.728610426935919,0.65680286380089,64
"404","Irish",0.938012958931398,0.728990987329762,0.616242078326028,128
"405","Irish",0.913123068072932,0.720502050955709,0.549795667620874,256
"406","Irish",0.881491889011392,0.705217082558717,0.480770971200482,512
"407","Irish",0.849323263928149,0.695819775453975,0.432443099821437,1024
"408","Irish",0.815705270896946,0.688896207970046,0.38810680515508,2048
"409","Irish",0.779677791977791,0.678198166026876,0.327489616359981,4096
"410","Irish",0.745823981067523,0.668607879448309,0.278827358021735,8192
"411","Irish",0.720561106029851,0.663058885552045,0.241907294311713,16384
"412","Irish",NA,NA,NA,32768
"413","Irish",NA,NA,NA,65536
"414","Irish",NA,NA,NA,131072
"415","Irish",NA,NA,NA,262144
"416","Irish",NA,NA,NA,524288
"417","Irish",NA,NA,NA,1048576
"418","Irish",NA,NA,NA,2097152
"419","Irish",NA,NA,NA,4194304
"420","Irish",NA,NA,NA,8388608
"421","Interlingua",0.996342413895152,0.791296042708582,0.68974358974359,8
"422","Interlingua",0.990147409165837,0.796416866898837,0.740076947769821,16
"423","Interlingua",0.98403881819568,0.803993281550884,0.76710629067033,32
"424","Interlingua",0.975063655858565,0.821939312842408,0.791282923686304,64
"425","Interlingua",0.958253487555064,0.811022408141309,0.767728464197366,128
"426","Interlingua",0.943274665670745,0.814668820492428,0.732674364607326,256
"427","Interlingua",0.927351588116711,0.814812927240648,0.679503363138878,512
"428","Interlingua",0.908816287149337,0.809690008757686,0.605399733507585,1024
"429","Interlingua",0.887238380269461,0.799515910802835,0.537714959418394,2048
"430","Interlingua",0.860671879526534,0.784134959081106,0.455334551346003,4096
"431","Interlingua",0.828124125608729,0.764826389475447,0.393040503947006,8192
"432","Interlingua",0.790134772456851,0.742958816034267,0.338477506390667,16384
"433","Interlingua",NA,NA,NA,32768
"434","Interlingua",NA,NA,NA,65536
"435","Interlingua",NA,NA,NA,131072
"436","Interlingua",NA,NA,NA,262144
"437","Interlingua",NA,NA,NA,524288
"438","Interlingua",NA,NA,NA,1048576
"439","Interlingua",NA,NA,NA,2097152
"440","Interlingua",NA,NA,NA,4194304
"441","Interlingua",NA,NA,NA,8388608
"442","Indonesian",0.994684600994959,0.582157968450538,0.516666666666667,8
"443","Indonesian",0.988461229627226,0.5220078247781,0.519332765603228,16
"444","Indonesian",0.97824315923043,0.501422814590887,0.508783966820367,32
"445","Indonesian",0.967548835769912,0.522786041390636,0.503582469739746,64
"446","Indonesian",0.953769936802809,0.570100138852265,0.502725131577394,128
"447","Indonesian",0.936901186865277,0.605533950858297,0.495587080631432,256
"448","Indonesian",0.911959606173815,0.599826617353046,0.420159156801087,512
"449","Indonesian",0.883173331808141,0.588441719972915,0.373747776930714,1024
"450","Indonesian",0.845547851044688,0.564906186672015,0.319107355562968,2048
"451","Indonesian",0.807159849160564,0.550427944409244,0.297233979374477,4096
"452","Indonesian",0.766874322346937,0.539815178557877,0.276480738113521,8192
"453","Indonesian",0.727990183686872,0.529611432551106,0.256200036843685,16384
"454","Indonesian",0.695054605463217,0.523429919256347,0.225746274201455,32768
"455","Indonesian",NA,NA,NA,65536
"456","Indonesian",NA,NA,NA,131072
"457","Indonesian",NA,NA,NA,262144
"458","Indonesian",NA,NA,NA,524288
"459","Indonesian",NA,NA,NA,1048576
"460","Indonesian",NA,NA,NA,2097152
"461","Indonesian",NA,NA,NA,4194304
"462","Indonesian",NA,NA,NA,8388608
"463","Italian",0.99927950310559,0.954751131221719,0.950980392156863,8
"464","Italian",0.995962522606949,0.853016019331547,0.836528922466422,16
"465","Italian",0.989100058063685,0.794389445978255,0.790310213277844,32
"466","Italian",0.980799921212372,0.793061632694231,0.788941613903778,64
"467","Italian",0.972760714469096,0.814839809515919,0.79910580594182,128
