"","language","eta","psi","omega","t"
"270","Japanese-strokes",NA,NA,NA,1048576
"271","Japanese-strokes",NA,NA,NA,2097152
"272","Japanese-strokes",NA,NA,NA,4194304
"273","Japanese-strokes",NA,NA,NA,8388608
"274","Korean",0.996798675610595,0.0857142857142851,0.0666666666666667,8
"275","Korean",0.998428375183694,0.549342105263158,0.521241258741259,16
"276","Korean",0.996195995458876,0.623078985552986,0.627447733980718,32
"277","Korean",0.994657141861588,0.732084856962267,0.741856629600977,64
"278","Korean",0.988799852194504,0.711166087358568,0.704691431708338,128
"279","Korean",0.978173122877177,0.675013830708284,0.625579392227175,256
"280","Korean",0.967585145472351,0.684938512929582,0.609318892421116,512
"281","Korean",0.955931252189951,0.688260386998822,0.584992150615385,1024
"282","Korean",0.938783224388588,0.66947393386868,0.529330924590626,2048
"283","Korean",0.916828123331618,0.646700978226696,0.463371707973465,4096
"284","Korean",0.891248350899933,0.625562963098125,0.402845575623897,8192
"285","Korean",NA,NA,NA,16384
"286","Korean",NA,NA,NA,32768
"287","Korean",NA,NA,NA,65536
"288","Korean",NA,NA,NA,131072
"289","Korean",NA,NA,NA,262144
"290","Korean",NA,NA,NA,524288
"291","Korean",NA,NA,NA,1048576
"292","Korean",NA,NA,NA,2097152
"293","Korean",NA,NA,NA,4194304
"294","Korean",NA,NA,NA,8388608
"295","Polish",0.998501336898396,0.84170178216214,0.851851851851852,8
"296","Polish",0.997353982556203,0.861397053703973,0.877375833276454,16
"297","Polish",0.993848617205353,0.830639755605118,0.839488669878869,32
"298","Polish",0.988414810124824,0.840306766458787,0.832433962018371,64
"299","Polish",0.983565233080354,0.851176209542913,0.81767024885171,128
"300","Polish",0.975983709940102,0.845461487070324,0.775915412039674,256
"301","Polish",0.965956340870425,0.833678610282338,0.708652165034635,512
"302","Polish",0.95321040047267,0.813487826848242,0.617085955862947,1024
"303","Polish",0.934829196141526,0.782723674919024,0.503402017570987,2048
"304","Polish",0.91312581665587,0.753284551262947,0.420515717909919,4096
"305","Polish",0.882960675906994,0.716235002059378,0.337202605724069,8192
"306","Polish",NA,NA,NA,16384
"307","Polish",NA,NA,NA,32768
"308","Polish",NA,NA,NA,65536
"309","Polish",NA,NA,NA,131072
"310","Polish",NA,NA,NA,262144
"311","Polish",NA,NA,NA,524288
"312","Polish",NA,NA,NA,1048576
"313","Polish",NA,NA,NA,2097152
"314","Polish",NA,NA,NA,4194304
"315","Polish",NA,NA,NA,8388608
"316","Portuguese",0.994763594072679,0.887768728556286,0.822101449275362,8
"317","Portuguese",0.988157939929579,0.85576246804681,0.811951730919669,16
"318","Portuguese",0.982848818125323,0.868519750915389,0.845499567239051,32
"319","Portuguese",0.975293943802613,0.885687093229592,0.863096935436861,64
"320","Portuguese",0.966135482446349,0.88535599466946,0.842445211930317,128
"321","Portuguese",0.956944387509214,0.88567280852182,0.818283740454927,256
"322","Portuguese",0.944895961699558,0.879175136930019,0.75328087478597,512
"323","Portuguese",0.929052908890209,0.866685022217099,0.646642316948892,1024
"324","Portuguese",0.905662668950482,0.844692602756528,0.517447284592341,2048
"325","Portuguese",0.879107478912039,0.822078449746315,0.425399598819037,4096
"326","Portuguese",0.843128512809801,0.793106272543289,0.329225024097337,8192
"327","Portuguese",0.804879203564483,0.765974737339794,0.269037422999354,16384
"328","Portuguese",NA,NA,NA,32768
"329","Portuguese",NA,NA,NA,65536
"330","Portuguese",NA,NA,NA,131072
"331","Portuguese",NA,NA,NA,262144
"332","Portuguese",NA,NA,NA,524288
"333","Portuguese",NA,NA,NA,1048576
"334","Portuguese",NA,NA,NA,2097152
"335","Portuguese",NA,NA,NA,4194304
"336","Portuguese",NA,NA,NA,8388608
"337","Russian",0.997244538510193,0.870330537210734,0.851515151515152,8
"338","Russian",0.996095812284978,0.885530525523678,0.878887534960314,16
"339","Russian",0.990923057610594,0.866391936459041,0.851196045114652,32
"340","Russian",0.98601285269899,0.864933965282771,0.814433946544801,64
"341","Russian",0.977887003649266,0.861611695739076,0.782917971595513,128
"342","Russian",0.968460986315679,0.856551589614273,0.748067840362277,256
"343","Russian",0.955252000860652,0.844164742852056,0.68699430039956,512
"344","Russian",0.93922888329918,0.826658862912712,0.588581775595986,1024
"345","Russian",0.919523510697341,0.804133894240537,0.482455571147493,2048
"346","Russian",0.894198175328427,0.775853478613793,0.384825794857805,4096
"347","Russian",0.862650215972058,0.745074123318926,0.31952855306203,8192
"348","Russian",NA,NA,NA,16384
"349","Russian",NA,NA,NA,32768
"350","Russian",NA,NA,NA,65536
"351","Russian",NA,NA,NA,131072
"352","Russian",NA,NA,NA,262144
"353","Russian",NA,NA,NA,524288
"354","Russian",NA,NA,NA,1048576
"355","Russian",NA,NA,NA,2097152
"356","Russian",NA,NA,NA,4194304
"357","Russian",NA,NA,NA,8388608
"358","Spanish",0.997505693581781,0.897464545258663,0.852721088435374,8
"359","Spanish",0.989593247786741,0.81420291450135,0.768051707784529,16
"360","Spanish",0.980905329262884,0.832664064882736,0.801897326562141,32
"361","Spanish",0.97202012785389,0.85356749340358,0.840260711175449,64
"362","Spanish",0.962112980648801,0.858312290245768,0.840842752245451,128
"363","Spanish",0.95254656538149,0.861812875049492,0.807725294707939,256
"364","Spanish",0.938468037540492,0.85268087682732,0.718643156808305,512
"365","Spanish",0.916873128281977,0.829934071892485,0.587810560659949,1024
"366","Spanish",0.890178993030367,0.804088859852591,0.472661054678005,2048
"367","Spanish",0.862079114036919,0.780924708782562,0.387460321789062,4096
"368","Spanish",0.825538071043618,0.751825001029195,0.30259884960363,8192
"369","Spanish",0.788371010007755,0.726267945356381,0.240727681153228,16384
"370","Spanish",NA,NA,NA,32768
"371","Spanish",NA,NA,NA,65536
"372","Spanish",NA,NA,NA,131072
"373","Spanish",NA,NA,NA,262144
"374","Spanish",NA,NA,NA,524288
"375","Spanish",NA,NA,NA,1048576
"376","Spanish",NA,NA,NA,2097152
"377","Spanish",NA,NA,NA,4194304
"378","Spanish",NA,NA,NA,8388608
"379","Swedish",0.995667678966833,0.662141234817538,0.471111111111111,8
"380","Swedish",0.993233454540791,0.74172466843615,0.675329634904103,16
"381","Swedish",0.987710253736018,0.735113973396341,0.688725858268682,32
"382","Swedish",0.979488056201211,0.788525907877461,0.749963842288276,64
"383","Swedish",0.971522845380998,0.81499984942191,0.769764763388792,128
"384","Swedish",0.959894249111103,0.818577463820459,0.750119777039504,256
"385","Swedish",0.945040438234237,0.811131057368335,0.691103308920469,512
"386","Swedish",0.926696648871143,0.796432440592355,0.627761171459573,1024
"387","Swedish",0.90313670311478,0.775343216668086,0.534043789553347,2048
"388","Swedish",0.872148703331406,0.74920802049782,0.450332246715829,4096
"389","Swedish",0.836557805451253,0.724143035301001,0.387322471810729,8192
"390","Swedish",NA,NA,NA,16384
"391","Swedish",NA,NA,NA,32768
"392","Swedish",NA,NA,NA,65536
"393","Swedish",NA,NA,NA,131072
"394","Swedish",NA,NA,NA,262144
"395","Swedish",NA,NA,NA,524288
"396","Swedish",NA,NA,NA,1048576
"397","Swedish",NA,NA,NA,2097152
"398","Swedish",NA,NA,NA,4194304
"399","Swedish",NA,NA,NA,8388608
"400","Thai",0.997262987012987,0.568758169934641,0.466666666666667,8
"401","Thai",0.991774174150586,0.658284568754176,0.533637723550004,16
"402","Thai",0.986891713679076,0.699135977427249,0.594603605477502,32
"403","Thai",0.974984317441739,0.66685434134923,0.558236917363464,64
"404","Thai",0.960482634642323,0.67106706265368,0.570766422250739,128
"405","Thai",0.943436465691114,0.681579681249819,0.561763160013282,256
"406","Thai",0.921909627437515,0.686371357712108,0.52755175846185,512
"407","Thai",0.893223073598098,0.678405542266957,0.472956761483076,1024
"408","Thai",0.860885206939618,0.669060784244788,0.431703309288533,2048
"409","Thai",0.822372315878891,0.655241027005963,0.368941345408017,4096
"410","Thai",0.784341528635725,0.643482140289225,0.32092333140834,8192
"411","Thai",0.746958886967268,0.6356312935197,0.28709384837993,16384
"412","Thai",NA,NA,NA,32768
"413","Thai",NA,NA,NA,65536
"414","Thai",NA,NA,NA,131072
"415","Thai",NA,NA,NA,262144
"416","Thai",NA,NA,NA,524288
"417","Thai",NA,NA,NA,1048576
"418","Thai",NA,NA,NA,2097152
"419","Thai",NA,NA,NA,4194304
"420","Thai",NA,NA,NA,8388608
"421","Turkish",0.999133875338753,0.8125,0.777777777777778,8
"422","Turkish",0.997985648805005,0.78766031377992,0.744914176732358,16
"423","Turkish",0.995263831970797,0.753716291822445,0.758431937534847,32
"424","Turkish",0.991278902365267,0.760267950064912,0.745508462205642,64
"425","Turkish",0.984000298220473,0.749503603141684,0.702222500761108,128
"426","Turkish",0.973184484988207,0.722244910672355,0.61554573492788,256
"427","Turkish",0.958797098774434,0.690609921644286,0.550364305966739,512
"428","Turkish",0.941416442244911,0.665289435101403,0.499438035625169,1024
"429","Turkish",0.916750979022384,0.632476134186582,0.449252795292386,2048
"430","Turkish",0.891001947563084,0.616256429954479,0.423819343595087,4096
"431","Turkish",0.85646484468348,0.593525629445476,0.376078790763164,8192
"432","Turkish",NA,NA,NA,16384
"433","Turkish",NA,NA,NA,32768
"434","Turkish",NA,NA,NA,65536
"435","Turkish",NA,NA,NA,131072
"436","Turkish",NA,NA,NA,262144
"437","Turkish",NA,NA,NA,524288
"438","Turkish",NA,NA,NA,1048576
"439","Turkish",NA,NA,NA,2097152
"440","Turkish",NA,NA,NA,4194304
"441","Turkish",NA,NA,NA,8388608
"442","Chinese-pinyin",0.997446817474721,0.854497354497354,0.830952380952381,8
"443","Chinese-pinyin",0.996699973655384,0.885306197153196,0.864120575926132,16
"444","Chinese-pinyin",0.992737928388003,0.866999596266027,0.842026940972838,32
"445","Chinese-pinyin",0.986294458031115,0.837232575754122,0.741601721638352,64
"446","Chinese-pinyin",0.97670932202362,0.806428572397415,0.687091617049264,128
"447","Chinese-pinyin",0.962615278456375,0.773657469594943,0.612357328493192,256
"448","Chinese-pinyin",0.944021813201305,0.74446904685371,0.527368811042289,512
"449","Chinese-pinyin",0.920741489586467,0.716045068466977,0.441024413919464,1024
"450","Chinese-pinyin",0.892801903881912,0.688587147772326,0.364207867118961,2048
"451","Chinese-pinyin",0.863012189393961,0.663715571161975,0.30459596408759,4096
"452","Chinese-pinyin",0.825517808966661,0.632603130898244,0.247195390481537,8192
"453","Chinese-pinyin",0.790101967630099,0.611574903359296,0.225202535250186,16384
"454","Chinese-pinyin",NA,NA,NA,32768
"455","Chinese-pinyin",NA,NA,NA,65536
"456","Chinese-pinyin",NA,NA,NA,131072
"457","Chinese-pinyin",NA,NA,NA,262144
"458","Chinese-pinyin",NA,NA,NA,524288
"459","Chinese-pinyin",NA,NA,NA,1048576
"460","Chinese-pinyin",NA,NA,NA,2097152
"461","Chinese-pinyin",NA,NA,NA,4194304
"462","Chinese-pinyin",NA,NA,NA,8388608
"463","Chinese",0.999090909090909,0.928571428571429,0.928571428571429,8
"464","Chinese",0.999220779220779,0.950231481481482,0.949074074074074,16
"465","Chinese",0.998286369509722,0.957315198470893,0.945433310841206,32
"466","Chinese",0.996773184081006,0.940879160987066,0.88436853755291,64
"467","Chinese",0.992964341596536,0.914660461775249,0.823059329679388,128
"468","Chinese",0.985243768623949,0.875286227548434,0.721178955460634,256
"469","Chinese",0.97334215864843,0.836021717219158,0.601292892328657,512
"470","Chinese",0.953420539417432,0.785384019515255,0.478324115816428,1024
"471","Chinese",0.943449652306637,0.785735663102625,0.481220722594615,2048
"472","Chinese",0.926446372606839,0.766539190253116,0.48175358080249,4096
"473","Chinese",0.906781186875287,0.746018987834531,0.463549101154492,8192
"474","Chinese",0.88441059115998,0.725835661600834,0.440960386820208,16384
"475","Chinese",NA,NA,NA,32768
"476","Chinese",NA,NA,NA,65536
"477","Chinese",NA,NA,NA,131072
"478","Chinese",NA,NA,NA,262144
"479","Chinese",NA,NA,NA,524288
"480","Chinese",NA,NA,NA,1048576
"481","Chinese",NA,NA,NA,2097152
"482","Chinese",NA,NA,NA,4194304
"483","Chinese",NA,NA,NA,8388608
"484","Chinese-strokes",0.979267088170353,0.172467425742993,0.1140589569161,8
"485","Chinese-strokes",0.960026677337917,0.0524709876426017,0.0174470591137258,16
"486","Chinese-strokes",0.933027703450415,0.0602334243540967,0.038274293849714,32
"487","Chinese-strokes",0.901310480082065,0.0713990448723667,0.127567316038311,64
"488","Chinese-strokes",0.868667496981068,0.137604081403469,0.222466375771598,128
"489","Chinese-strokes",0.832625715164557,0.193900130688263,0.239081644285765,256
"490","Chinese-strokes",0.788209590267326,0.218042979635841,0.204511803630354,512
"491","Chinese-strokes",0.736294282591769,0.23513305930761,0.16923061862854,1024
"492","Chinese-strokes",0.674266825727297,0.236202045809371,0.125901542385654,2048
