"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"31","Welsh",0.232400201327618,0.331340959673549,0.583350480068614,-0.187113153855847,-0.926924344995142,0.7013929142856,0.718077561582592,0.201864537128785,"Indo-European","Latin"
"32","Western Frisian",0.265213029397942,0.330761022941671,0.612152884027489,-0.299041006638473,-0.800528850178671,0.801826729882596,0.811068135675219,0.373554315464995,"Indo-European","Latin"
"33","Oriya",0.357856259286343,0.402817647058824,0.494175957213743,-0.304982186254364,-0.7232433342712,0.888382775430108,0.670176882313622,0.421686826276373,"Indo-European","Odia"
"34","Dhivehi",0.155459092782458,0.367219626168224,0.726806413388583,-0.0841105688469861,-0.822569473060454,0.423340915638429,0.629366366571709,0.102253452871335,"Indo-European","Thaana"
"35","Georgian",0.441664847475752,0.524103256675413,0.605968076113635,-0.138528134768305,-0.650624802316351,0.842705787171406,0.498254478118918,0.212915545603423,"Kartvelian","Georgian"
"36","Basque",0.332449891065808,0.452181605035027,0.630615603779405,-0.194025662033316,-0.93050671603456,0.735213213814958,0.598439026139041,0.208516132865945,"Language isolate","Latin"
"37","Mongolian",0.294509911650641,0.369776692254013,0.482863261345042,-0.235742055208968,-0.849599290543001,0.796453421267375,0.600395847881177,0.277474402148216,"Mongolic","Mongolian"
"38","Kinyarwanda",0.278864153505864,0.460370304308154,0.729052525489867,-0.181236923439909,-0.890910903467026,0.605738795261658,0.596821770401614,0.203428785902851,"Niger-Congo","Latin"
"39","Abkhazian",0.666526709401709,0.74224358974359,0.809410364145658,-0.201738865692672,-0.548542534293218,0.897989175806777,0.470080181826487,0.367772511848342,"Northwest Caucasian","Cyrillic"
"40","Hakha Chin",0.22556740522363,0.298625675067507,0.445057949289233,-0.231294627524185,-0.832991674387586,0.755351679565524,0.667146162697374,0.277667394087981,"Sino-Tibetan","Latin"
"41","Chuvash",0.362788112686153,0.444215563572112,0.544240020007994,-0.248820320822133,-0.820227490394097,0.816693836138542,0.551244998810998,0.303355256603972,"Turkic","Cyrillic"
"42","Kirghiz",0.350095255709498,0.44981420994761,0.571559963393881,-0.178141024291979,-0.886428901538687,0.778310795806725,0.549729817988765,0.200964819606803,"Turkic","Cyrillic"
"43","Tatar",0.311257010308628,0.390106195793732,0.522771743805603,-0.244835453218383,-0.877480403050689,0.797877638614089,0.627216581173852,0.279020992796166,"Turkic","Cyrillic"
"44","Yakut",0.350625088726512,0.438713735217256,0.538840289616821,-0.239330458406503,-0.725242083698978,0.799211560023026,0.53197910650117,0.330000787028019,"Turkic","Cyrillic"
"45","Turkish",0.328049193221252,0.419663466003009,0.549839517726653,-0.19998079901242,-0.8876539057279,0.781695858221072,0.586932960281024,0.225291408872279,"Turkic","Latin"
"46","Estonian",0.322525747735359,0.400513620021555,0.577934757079922,-0.218898584386761,-0.819348773017076,0.805280349062788,0.694654967393943,0.26716166740656,"Uralic","Latin"
