"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"19","German",0.234885689668281,0.373274069005316,0.76194420797808,-0.213158422779263,-0.869285064564759,0.62925798808954,0.737432610365872,0.245211187294457,"Indo-European","Latin"
"20","Irish",0.224589468594787,0.296380378884445,0.466845521419299,-0.233622862683601,-0.924354381128451,0.757774416242149,0.70365689751553,0.252741662130053,"Indo-European","Latin"
"21","Italian",0.260625907576138,0.376755984464758,0.650176279740447,-0.189855943134682,-0.897576133788664,0.691763152604991,0.701886879883054,0.211520712269054,"Indo-European","Latin"
"22","Latvian",0.329393405362672,0.391281704987153,0.593210985626283,-0.228601899676201,-0.729056560584372,0.841831859666137,0.765412526478936,0.313558524859808,"Indo-European","Latin"
"23","Polish",0.298514589171156,0.377337684033089,0.569738419081411,-0.174595266503987,-0.949909411428659,0.791107280832783,0.709379906300955,0.183802017753879,"Indo-European","Latin"
"24","Portuguese",0.269942974220619,0.35650995451495,0.615583952793317,-0.212098532468038,-0.915277409812172,0.757182151022656,0.749546536259087,0.231731418468597,"Indo-European","Latin"
"25","Romanian",0.266854659874138,0.360779142942763,0.571083113661033,-0.228600908080573,-0.772819337777427,0.739662103794272,0.691269893070499,0.295801226633398,"Indo-European","Latin"
"26","Romansh",0.332461418356264,0.408394053222303,0.656207019691868,-0.258192761147121,-0.77679263752843,0.814070174952557,0.765455856225441,0.332383120891348,"Indo-European","Latin"
"27","Slovenian",0.36410215135217,0.439840542383153,0.629848181514848,-0.249909359972743,-0.847616844451729,0.827804888970409,0.714997093335246,0.29483765171561,"Indo-European","Latin"
"28","Spanish",0.206093471848717,0.355829345763775,0.620664731475726,-0.134862275404676,-0.911697259730008,0.579191891569103,0.638817524278516,0.147924405788622,"Indo-European","Latin"
"29","Swedish",0.219561012610221,0.27098906482096,0.524632914234396,-0.2916890177479,-0.895804892243514,0.810220931812443,0.831423176185873,0.325616683134398,"Indo-European","Latin"
"30","Welsh",0.221555088655236,0.320267272013081,0.577657120473538,-0.19666999039064,-0.926787459610606,0.691781858516553,0.722798033884253,0.212206141064179,"Indo-European","Latin"
"31","Western Frisian",0.258011785765204,0.321684065455352,0.610288632854258,-0.30839402411508,-0.800324301986765,0.802065795208045,0.819254997266249,0.385336323474755,"Indo-European","Latin"
"32","Oriya",0.360705028512183,0.405075168481078,0.502263843648208,-0.32172231584939,-0.699519101967618,0.890464428774364,0.686560388865505,0.459919271603084,"Indo-European","Odia"
"33","Dhivehi",0.175306195965418,0.353414985590778,0.790129032258065,-0.165333219650451,-0.802718402300356,0.496034981856729,0.71030876032623,0.205966649296508,"Indo-European","Thaana"
"34","Georgian",0.446190814546864,0.526586137846392,0.605465072372561,-0.140769883810254,-0.648531052225402,0.847327307877253,0.495239692860416,0.217059589247437,"Kartvelian","Georgian"
"35","Basque",0.32505295661773,0.444053017462428,0.625078206256501,-0.207564655264298,-0.931762922885621,0.732013844822557,0.603366513358546,0.22276552346758,"Language isolate","Latin"
"36","Mongolian",0.291175500438857,0.363598063365327,0.482137563998922,-0.249589497104641,-0.849214307959605,0.800816972851412,0.620748950988946,0.293906372944099,"Mongolic","Mongolian"
"37","Kinyarwanda",0.267068152395994,0.44344062686693,0.720604235634902,-0.209277790713254,-0.891048836458035,0.60226360918468,0.611116996003097,0.234866802076914,"Niger-Congo","Latin"
"38","Hakha Chin",0.221639335055599,0.290633494327755,0.442043737574553,-0.252894472917804,-0.832884672570789,0.762607680743263,0.686965602848054,0.303636843426615,"Sino-Tibetan","Latin"
"39","Chuvash",0.376121696373694,0.454622618315919,0.553632524707996,-0.248219747156909,-0.816835417839865,0.827327284698197,0.557768263047109,0.303879755622412,"Turkic","Cyrillic"
"40","Kirghiz",0.344439836010656,0.443842104423565,0.570074783271411,-0.194973726104954,-0.885444253265182,0.776041372771503,0.559455352020295,0.220198759420443,"Turkic","Cyrillic"
"41","Tatar",0.304906914710776,0.384455375434833,0.521567247792767,-0.254093322986959,-0.876694839499786,0.793087921754025,0.632842525475329,0.289830978281949,"Turkic","Cyrillic"
"42","Yakut",0.346644878262777,0.431675806097829,0.537232309414252,-0.253230527909927,-0.723775903558576,0.803021326111148,0.553848187567675,0.349874217509692,"Turkic","Cyrillic"
"43","Turkish",0.319632193494579,0.41110897970531,0.545113319191694,-0.205920976145928,-0.888562214802515,0.77748774479141,0.594304020223802,0.231746266851663,"Turkic","Latin"
"44","Estonian",0.318924613584083,0.396715121675612,0.578026547204248,-0.222376940269359,-0.815799502872408,0.803913428449705,0.699768708767849,0.272587736921113,"Uralic","Latin"
