"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"37","Mongolian",0.290252574162952,0.362525599213866,0.480745824205915,-0.250466560060059,-0.850359054930167,0.800640216283658,0.620600598527173,0.294542121481411,"Mongolic","Mongolian"
"38","Kinyarwanda",0.27020195276857,0.443047700547992,0.720994955722453,-0.210372369799745,-0.891516708355507,0.609871019383163,0.616574022562847,0.235971314758417,"Niger-Congo","Latin"
"39","Abkhazian",0.665961538461538,0.74198717948718,0.809579831932773,-0.20149326733585,-0.548841661091586,0.897537796976242,0.470640966494507,0.3671245855045,"Northwest Caucasian","Cyrillic"
"40","Hakha Chin",0.221617067956796,0.290438231323132,0.441892757102841,-0.253011935455667,-0.833607375361366,0.763043718270793,0.687568048779512,0.303514511668023,"Sino-Tibetan","Latin"
"41","Chuvash",0.359302804976809,0.436846057571965,0.541728137323127,-0.264521756178668,-0.82065807820457,0.82249295546777,0.574931553650964,0.322328827564077,"Turkic","Cyrillic"
"42","Kirghiz",0.343367747881767,0.441602418989716,0.56756169792695,-0.19565377142842,-0.887209067195956,0.777549517657337,0.561831748411804,0.220527245113475,"Turkic","Cyrillic"
"43","Tatar",0.305518752251379,0.383330724043337,0.520379874444393,-0.258437006621363,-0.878323199628261,0.797010865783976,0.637849923719293,0.294239075924151,"Turkic","Cyrillic"
"44","Yakut",0.347902068476768,0.430968684944855,0.53703125,-0.25352332110215,-0.72566420221867,0.807256027247744,0.560794289918272,0.349367269774393,"Turkic","Cyrillic"
"45","Turkish",0.320967024497149,0.410794160800847,0.54490981402644,-0.206569930869692,-0.888661707364502,0.781332976767296,0.598883551944195,0.232450581765602,"Turkic","Latin"
"46","Estonian",0.316387218323474,0.392943997893853,0.576161514063644,-0.229013149920332,-0.819787770863517,0.805171271273472,0.705295016382404,0.279356631142598,"Uralic","Latin"
