character,frequencyTot,frequencyRet
ĩ,3,1.5949397453030088e-07
ţ,3,1.5949397453030088e-07
ҫ,3,1.5949397453030088e-07
ا,3,1.5949397453030088e-07
°,3,1.5949397453030088e-07
ệ,3,1.5949397453030088e-07
г,3,1.5949397453030088e-07
…,3,1.5949397453030088e-07
ạ,3,1.5949397453030088e-07
ů,3,1.5949397453030088e-07
ṯ,3,1.5949397453030088e-07
ν,2,1.0632931635353392e-07
е,2,1.0632931635353392e-07
а,2,1.0632931635353392e-07
|,2,1.0632931635353392e-07
τ,2,1.0632931635353392e-07
ℝ,2,1.0632931635353392e-07
=,2,1.0632931635353392e-07
ṭ,2,1.0632931635353392e-07
μ,2,1.0632931635353392e-07
ο,2,1.0632931635353392e-07
ن,2,1.0632931635353392e-07
),2,1.0632931635353392e-07
ː,2,1.0632931635353392e-07
ℤ,2,1.0632931635353392e-07
ǎ,2,1.0632931635353392e-07
γ,2,1.0632931635353392e-07
ǹ,2,1.0632931635353392e-07
ộ,2,1.0632931635353392e-07
ắ,2,1.0632931635353392e-07
ề,2,1.0632931635353392e-07
星,2,1.0632931635353392e-07
ʉ,2,1.0632931635353392e-07
ị,2,1.0632931635353392e-07
†,2,1.0632931635353392e-07
п,1,5.316465817676696e-08
ồ,1,5.316465817676696e-08
′,1,5.316465817676696e-08
め,1,5.316465817676696e-08
や,1,5.316465817676696e-08
ĺ,1,5.316465817676696e-08
и,1,5.316465817676696e-08
з,1,5.316465817676696e-08
м,1,5.316465817676696e-08
н,1,5.316465817676696e-08
ổ,1,5.316465817676696e-08
ℕ,1,5.316465817676696e-08
υ,1,5.316465817676696e-08
к,1,5.316465817676696e-08
ደ,1,5.316465817676696e-08
ぬ,1,5.316465817676696e-08
の,1,5.316465817676696e-08
ι,1,5.316465817676696e-08
ρ,1,5.316465817676696e-08
ό,1,5.316465817676696e-08
ς,1,5.316465817676696e-08
ب,1,5.316465817676696e-08
ل,1,5.316465817676696e-08
ر,1,5.316465817676696e-08
و,1,5.316465817676696e-08
د,1,5.316465817676696e-08
ي,1,5.316465817676696e-08
ỳ,1,5.316465817676696e-08
ℰ,1,5.316465817676696e-08
ቀ,1,5.316465817676696e-08
へ,1,5.316465817676696e-08
ま,1,5.316465817676696e-08
‐,1,5.316465817676696e-08
ǃ,1,5.316465817676696e-08
ħ,1,5.316465817676696e-08
̃,1,5.316465817676696e-08
ậ,1,5.316465817676696e-08
う,1,5.316465817676696e-08
ゔ,1,5.316465817676696e-08
ǫ,1,5.316465817676696e-08
я,1,5.316465817676696e-08
ċ,1,5.316465817676696e-08
զ,1,5.316465817676696e-08
青,1,5.316465817676696e-08
貴,1,5.316465817676696e-08
ũ,1,5.316465817676696e-08
ǔ,1,5.316465817676696e-08
ψ,1,5.316465817676696e-08
ď,1,5.316465817676696e-08
ʔ,1,5.316465817676696e-08
ġ,1,5.316465817676696e-08
ủ,1,5.316465817676696e-08
ờ,1,5.316465817676696e-08
た,1,5.316465817676696e-08
つ,1,5.316465817676696e-08
ḍ,1,5.316465817676696e-08
ṅ,1,5.316465817676696e-08
北,1,5.316465817676696e-08
京,1,5.316465817676696e-08
美,1,5.316465817676696e-08
术,1,5.316465817676696e-08
馆,1,5.316465817676696e-08
̠,1,5.316465817676696e-08
ј,1,5.316465817676696e-08
ζ,1,5.316465817676696e-08
い,1,5.316465817676696e-08
ų,1,5.316465817676696e-08
ε,1,5.316465817676696e-08
ω,1,5.316465817676696e-08
ợ,1,5.316465817676696e-08
ꝑ,1,5.316465817676696e-08
−,1,5.316465817676696e-08
ወ,1,5.316465817676696e-08
ጠ,1,5.316465817676696e-08
գ,1,5.316465817676696e-08
ẵ,1,5.316465817676696e-08
ℂ,1,5.316465817676696e-08
杜,1,5.316465817676696e-08
乃,1,5.316465817676696e-08
扬,1,5.316465817676696e-08
ℵ,1,5.316465817676696e-08
ử,1,5.316465817676696e-08
і,1,5.316465817676696e-08
