 ,frequency,word,meanDuration,medianDuration,stDevDuration,n_characters
тору,13,тору,0.2930769230769231,0.33000000000000007,NA,4
бәхетен,4,бәхетен,0.49000000000000005,0.47,NA,7
кемнәр,20,кемнәр,0.38049999999999995,0.355,0.06815240274561125,6
урлап,15,урлап,0.32733333333333337,0.31999999999999984,NA,5
китте,224,китте,0.4173660714285714,0.42500000000000004,0.0790215268518326,5
эзләргә,25,эзләргә,0.4208,0.3999999999999999,0.0841864597188883,7
чыкмадылармы,1,чыкмадылармы,0.7,0.7,NA,12
кайберләренең,1,кайберләренең,0.8200000000000001,0.8200000000000001,NA,13
тән,7,тән,0.2385714285714286,0.22999999999999998,NA,3
тиресе,8,тиресе,0.39874999999999994,0.3849999999999998,NA,6
файдасы,10,файдасы,0.513,0.49,NA,7
булмаса,30,булмаса,0.533,0.5300000000000001,0.08599030953155902,7
зыяны,4,зыяны,0.4700000000000001,0.44500000000000006,NA,5
көндәлек,5,көндәлек,0.4720000000000001,0.4500000000000002,NA,8
язарга,9,язарга,0.39333333333333337,0.3900000000000001,NA,6
башта,41,башта,0.39926829268292685,0.3899999999999999,0.0816115201068957,5
җаем,2,җаем,0.35,0.35,NA,4
булмады,45,булмады,0.5428888888888888,0.5499999999999998,0.07191421501335916,7
кайда,79,кайда,0.33518987341772155,0.32999999999999985,0.06108431109547927,5
монда,139,монда,0.3138848920863309,0.31000000000000005,0.057182162426831135,5
дөреслек,7,дөреслек,0.5157142857142857,0.51,NA,8
куркак,21,куркак,0.4266666666666665,0.41999999999999993,0.04486310747929091,6
кеше,471,кеше,0.28314225053078557,0.27,0.07146851294298198,4
үз,339,үз,0.19935103244837762,0.19999999999999996,0.03964656640300166,2
хокукларын,1,хокукларын,0.6199999999999999,0.6199999999999999,NA,10
якларга,3,якларга,0.4333333333333334,0.43000000000000016,NA,7
сәләтле,6,сәләтле,0.4983333333333333,0.48,NA,7
җиңдем,4,җиңдем,0.47000000000000003,0.4800000000000001,NA,6
диер,2,диер,0.3450000000000002,0.3450000000000002,NA,4
юл,144,юл,0.20763888888888887,0.19999999999999984,0.052717619223018895,2
куйдым,8,куйдым,0.3712500000000001,0.36499999999999977,NA,6
әмма,102,әмма,0.3036274509803921,0.29000000000000004,0.06347439217613629,4
пединститутка,2,пединститутка,0.895,0.895,NA,13
аяк,25,аяк,0.30879999999999996,0.31000000000000005,0.045635074230245314,3
тартмады,2,тартмады,0.5950000000000001,0.5950000000000001,NA,8
борылып,17,борылып,0.3864705882352941,0.3600000000000001,NA,7
театр,16,театр,0.4375000000000001,0.41999999999999993,NA,5
училищесына,4,училищесына,0.6599999999999999,0.6499999999999999,NA,11
киттек,22,киттек,0.5090909090909091,0.52,0.0731691123922142,6
телсезләр,2,телсезләр,0.5249999999999999,0.5249999999999999,NA,9
булып,375,булып,0.29048,0.28,0.07300253146295682,5
дәрьяда,2,дәрьяда,0.405,0.405,NA,7
калган,88,калган,0.4111363636363637,0.41000000000000014,0.06361160232546596,6
итеп,273,итеп,0.2619047619047619,0.25,0.07340513111511728,4
капка,24,капка,0.34875000000000006,0.34499999999999986,0.04484347778663028,5
төбендә,31,төбендә,0.39838709677419354,0.3700000000000001,0.07812714096962342,7
барысын,27,барысын,0.45037037037037025,0.44999999999999973,0.05686120082377858,7
калдырып,16,калдырып,0.45875,0.45499999999999996,NA,8
патшаның,81,патшаның,0.4828395061728395,0.48,0.05611352179422707,8
сараена,12,сараена,0.45416666666666666,0.44999999999999984,NA,7
кереп,113,кереп,0.2709734513274336,0.27,0.04906135948262164,5
китә,378,китә,0.3418518518518518,0.34999999999999964,0.0815929972826428,4
самара,3,самара,0.53,0.5,NA,6
шәһәре,24,шәһәре,0.48583333333333334,0.48,0.0585175662135358,6
җен,31,җен,0.2941935483870968,0.29000000000000015,0.0651932211768137,3
алыштырган,1,алыштырган,0.7,0.7,NA,10
аларны,199,аларны,0.44281407035175874,0.43000000000000016,0.06114584758098509,6
велосипедта,1,велосипедта,1.0799999999999998,1.0799999999999998,NA,11
буа,5,буа,0.34600000000000003,0.3600000000000001,NA,3
районы,44,районы,0.4561363636363636,0.45999999999999985,0.05673767023010812,6
башлыгы,7,башлыгы,0.5171428571428571,0.49,NA,7
алыр,21,алыр,0.3190476190476191,0.27,0.09033824069809145,4
көтелә,12,көтелә,0.44083333333333335,0.42999999999999994,NA,6
озак,89,озак,0.3082022471910112,0.30000000000000004,0.04722791494451471,4
көтеп,47,көтеп,0.29978723404255325,0.29000000000000004,0.05571543816390828,5
тә,256,тә,0.14636718749999997,0.1299999999999999,0.05756523081114017,2
яучы,3,яучы,0.3366666666666666,0.33999999999999986,NA,4
килмәгәч,6,килмәгәч,0.5766666666666668,0.5950000000000002,NA,8
ахырда,8,ахырда,0.4825,0.47500000000000003,NA,6
үзләренә,24,үзләренә,0.4983333333333333,0.4950000000000001,0.054518090779320356,8
чыгарга,39,чыгарга,0.4443589743589744,0.4400000000000004,0.06319667598345906,7
туры,142,туры,0.24535211267605636,0.22999999999999998,0.055292588860176774,4
өстендә,61,өстендә,0.45639344262295084,0.42999999999999994,0.0763519200459669,7
зәңгәр,10,зәңгәр,0.43200000000000005,0.43,NA,6
күк,42,күк,0.24333333333333332,0.24,0.04658155503889141,3
әйбер,15,әйбер,0.32266666666666677,0.31999999999999984,NA,5
карыш,4,карыш,0.4125,0.3999999999999999,NA,5
буйлыгында,2,буйлыгында,0.5699999999999996,0.5699999999999996,NA,10
чыбык,7,чыбык,0.3771428571428571,0.3700000000000001,NA,5
ята,77,ята,0.31792207792207794,0.3200000000000003,0.07132034303582094,3
иде,434,иде,0.2599539170506913,0.2599999999999998,0.06393759699536342,3
исәпкә,8,исәпкә,0.4724999999999999,0.4899999999999999,NA,6
санга,7,санга,0.39285714285714285,0.3899999999999999,NA,5
алтынны,5,алтынны,0.51,0.4900000000000002,NA,7
коя,7,коя,0.29714285714285715,0.27000000000000046,NA,3
белмәгән,49,белмәгән,0.4926530612244898,0.48,0.06060159323709069,8
эретер,2,эретер,0.6,0.6,NA,6
тирене,8,тирене,0.4062499999999999,0.4150000000000001,NA,6
или,2,или,0.26,0.26,NA,3
черетер,2,черетер,0.6150000000000002,0.6150000000000002,NA,7
авыруның,4,авыруның,0.5,0.475,NA,8
сәбәбе,36,сәбәбе,0.46916666666666657,0.45999999999999996,0.05983194055946298,6
нидә,32,нидә,0.30999999999999994,0.2999999999999998,0.07057797106746552,4
йөгермисең,2,йөгермисең,0.6549999999999998,0.6549999999999998,NA,10
күңел,85,күңел,0.3337647058823529,0.32000000000000006,0.05893119558560465,5
басылу,2,басылу,0.595,0.595,NA,6
сайрагыз,2,сайрагыз,0.7000000000000001,0.7000000000000001,NA,8
торырмын,7,торырмын,0.48714285714285704,0.5,NA,8
тын,26,тын,0.25730769230769224,0.25,0.0668268539014584,3
алмам,6,алмам,0.37666666666666676,0.3700000000000001,NA,5
шауламам,2,шауламам,0.6400000000000001,0.6400000000000001,NA,8
сагынып,9,сагынып,0.4466666666666667,0.44000000000000006,NA,7
көттек,2,көттек,0.36999999999999994,0.36999999999999994,NA,6
ел,154,ел,0.21441558441558445,0.19500000000000006,0.08042086545966683,2
буе,60,буе,0.2926666666666666,0.27,0.07913841601200323,3
һәрберебез,3,һәрберебез,0.5666666666666668,0.54,NA,10
булсын,216,булсын,0.44759259259259254,0.44999999999999996,0.07015024049443176,6
тел,120,тел,0.24100000000000002,0.22999999999999998,0.07014746372226628,3
сагында,1,сагында,0.3900000000000001,0.3900000000000001,NA,7
торучы,7,торучы,0.38857142857142873,0.37000000000000055,NA,6
табигый,14,табигый,0.4635714285714286,0.43500000000000005,NA,7
йөзе,29,йөзе,0.2882758620689655,0.28,0.06292135022321127,4
пешкәнче,1,пешкәнче,0.44999999999999996,0.44999999999999996,NA,8
көтсәң,3,көтсәң,0.47,0.49,NA,6
төшкәнче,1,төшкәнче,0.4800000000000002,0.4800000000000002,NA,8
