repetitions,orthographic_form,length
777,trajnostnem,11
3424,sprejete,8
1799,svetovnem,9
3500,trajnostni,10
31301,resolucije,10
373,izidih,6
3334,posebnega,9
5746,zasedanja,9
1391,generalne,9
3195,skupščine,9
88307,od,2
121004,do,2
15653,junija,6
383388,z,1
6276,naslovom,8
6105,ženske,6
4840,enakost,7
5108,spolov,6
1785,mir,3
6,enaindvajseto,13
80,stoletje,8
6959,skupna,6
977,parlamentarna,13
4258,akp,3
130811,eu,2
10488,oktobra,7
3735,bruslju,7
37625,ul,2
43397,c,1
34881,str,3
13811,pravicah,8
833,invalidnih,10
1463,starejših,9
9579,oseb,4
30516,državah,7
12123,novembra,8
5054,splošne,7
32548,človekovih,10
141976,iz,2
45972,leta,4
77094,evropske,8
5741,varstvu,7
43334,pravic,6
10326,temeljnih,9
2927,svoboščin,9
615,ameriške,8
1556,afriške,7
3819,listine,7
308,ljudstev,8
23133,sporazuma,9
7411,partnerstvu,11
107089,med,3
11320,članicami,9
43402,skupine,7
794,afriških,8
463,karibskih,9
438,pacifiških,10
4985,eni,3
25282,strani,6
183451,ter,3
24516,evropsko,8
4833,skupnostjo,10
1975,njenimi,7
24103,državami,8
16335,drugi,5
368,podpisanega,11
246,cotonouju,9
25855,l,1
15795,sporazum,8
13548,kakor,5
24104,bil,3
2256,nazadnje,8
2769,spremenjen,10
2315,sporazumom,10
20887,spremembi,9
2317,začel,5
6858,veljati,7
62232,zlasti,6
2890,njegovega,9
26248,obravnava,9
2761,informacijske,13
1769,komunikacijske,14
6473,tehnologije,11
922,informacijsko,13
4102,družbo,6
4469,napredku,8
146269,pri,3
2747,doseganju,9
8666,splošnega,9
546,osnovnega,9
6935,izobraževanja,13
5210,enakosti,8
3317,spoloma,7
34276,okviru,6
29,bamaku,6
29315,svoje,5
1773,informacijskih,14
2127,komunikacijskih,15
360,tehnologijah,12
1103,ikt,3
23934,e,1
319,ženevske,8
4963,načel,5
2958,akcijskega,10
6373,načrta,6
2171,svetovnega,10
1335,vrha,4
1214,informacijski,13
3164,družbi,6
3,dakarja,7
619,razvijanju,10
387,kultur,6
2167,kulturnih,9
396,industrij,9
207856,so,2
1175,podpisali,9
594,ministri,8
3365,kulturo,7
5,tuniške,7
555,obveze,6
27513,mnenja,6
6981,izobraževanje,13
94326,a,1
104,poglavitna,10
4713,vloga,5
2998,medijev,7
1124,razširjanje,11
18883,informacij,10
4388,proces,6
6602,katerim,7
4548,zagotavljajo,12
3737,državljanom,11
11229,učinkovito,10
127,kroženje,8
94,novic,5
9205,politik,7
30974,dejavnosti,10
2830,vlad,4
683,najpomembnejše,14
2162,sredstvo,8
2452,udeležbo,8
7207,javnosti,8
10409,postopku,8
2808,odločanja,9
16758,imajo,5
51845,še,2
7621,posebno,7
13584,pomembno,8
15300,vlogo,5
5523,oblikovanju,11
252,zavesti,7
673,širjenju,8
19272,d,1
114763,lahko,5
344,pripomorejo,11
75365,k,1
113179,države,6
20347,saj,3
3844,vplivajo,8
4482,kakovost,8
4199,življenja,9
11330,ljudi,5
2046,pozitivno,9
31,miselnost,9
5,družbenopolitični,17
15028,sistem,6
7574,oblikovanje,11
5710,državljanske,12
9023,politične,9
10046,državljanov,11
84150,pa,2
202912,bi,2
503,privedlo,8
19014,bolj,4
47,reprezentativnega,17
68,vladanja,8
10712,izboljšanje,11
975,pretoka,7
25205,storitev,8
2885,potreben,8
2259,pogoj,5
1041,odpravljanje,12
4487,revščine,8
1654,svoboda,7
2486,izražanja,9
31940,vključno,8
1291,dostopom,8
59,svobodnim,9
2191,tiskom,6
1170,temeljna,8
152,človekova,9
4022,pravica,7
946,ljudem,6
5905,omogoča,7
505481,da,2
5275,zahtevajo,9
10784,pravico,7
6259,zdravja,7
318,čistega,7
8653,okolja,6
2478,učinkovitega,12
10645,izvajanja,9
1753,strategij,9
9724,f,1
4,mrk,3
218827,ali,3
173,neustrezne,10
11685,strategije,10
179,medvladnih,10
5246,agencij,7
303,privedejo,9
84,nezaupanja,10
127,napačnih,8
43,predstav,8
9,dezinformacij,13
12748,g,1
37279,bilo,4
14464,letu,4
336,ubitih,6
1077,novinarjev,10
60,današnjega,10
44,asistentov,10
68771,glede,5
825,statistike,10
661,strokovnih,10
6211,organizacij,11
78045,jih,3
15657,vedno,5
566,zaprtih,7
11120,h,1
19526,sta,3
350,radio,5
299,televizija,10
1963,pomembni,8
247,orodji,6
9754,veliko,6
633,razširjeni,10
116639,kot,3
148,telefon,7
1411,internet,8
784,učinkovitejši,13
119,časopisov,9
38444,i,1
195,radijski,8
13996,program,7
882,podeželju,9
3993,predstavljajo,13
816,temeljno,8
1973,orodje,6
1391,pospeševanje,12
1765,kmetijstva,10
6126,podeželja,9
4662,j,1
17905,ima,3
6105,dobro,5
20,informirana,11
621,neodvisna,9
699,civilna,7
3065,družba,6
1315,nevladne,8
13705,organizacije,12
419,nvo,3
314,strokovna,9
1848,združenja,9
1584,neodvisni,9
1746,raziskovalne,12
13221,institucije,11
224,ipd,3
751,odločilno,9
460,prekinitvi,10
838,kroga,5
3643,nasilja,7
924,korupcije,9
2533,spodbujanjem,12
882,odprte,6
7007,razprave,8
9088,zahtevo,7
109795,po,2
15,odgovornejši,12
10723,oblasti,7
194,svobodni,8
335,tisk,4
3882,glavni,6
3140,ohranjanje,10
335,preglednega,11
368,poštenega,9
9898,upravljanja,11
1283,trajno,6
6637,gospodarsko,11
7195,rast,4
6134,napredek,8
436,družbenem,9
1265,političnem,10
3656,stabilnosti,11
32826,več,3
1915,afriki,6
1879,izhaja,6
13301,samo,4
6196,en,2
40,časopis,7
4953,medtem,6
26669,ko,2
15568,članicah,8
216,dnevnih,7
31226,kar,3
51992,ni,2
106,presenetljivo,13
5300,visoko,6
4732,stopnjo,7
94,nepismenosti,12
4127,m,1
3992,regijah,7
15278,kjer,4
35,nepismenost,11
13346,zelo,4
429,razširjena,10
73,najprimernejša,14
910,komunikacijska,14
844,tehnologija,11
56,dosegljiv,9
1186,večini,6
75,podeželskim,11
316,skupnostim,10
22168,brez,4
1408,državljanskih,13
1212,ženskam,7
896,mladim,6
3435,n,1
6401,manj,4
823,televizijskih,13
11028,programov,9
65,prikazanih,10
488,nastane,7
398,lastni,6
63,produkciji,10
6808,raven,5
458,vlaganj,7
7123,področje,8
920,komunikacij,11
9846,posebej,7
575,nizka,5
9820,podatki,7
2518,kažejo,6
3981,zadnjih,7
8091,letih,5
9420,število,7
176,obiskovalcev,12
6,kina,4
2334,možno,5
3744,uporabiti,9
1638,načinov,7
14049,podporo,7
1875,izobraževanju,13
1591,pot,3
30,izoliranosti,12
4993,pomočjo,7
344,satelitskih,11
1348,povezav,7
2,tradicionalnejšim,17
28,pripišemo,9
3578,številne,8
97,uspehe,6
934,daljavo,7
692,konkurenčni,11
810,ceni,4
1667,q,1
5,informatizacija,15
1252,občutno,7
1159,izboljšala,10
8155,delo,4
11,mrežnim,7
207,povezovanjem,12
97,računalnikov,12
2616,različnimi,10
933,oddelki,7
42,prihrani,8
4398,časa,4
95477,tudi,4
50,internetna,10
1024,povezava,8
34,lajša,5
261,novinarjem,10
67874,tem,3
10426,jim,3
26,posežejo,8
125,raznolikih,10
864,virih,5
355,dopolnilnih,11
1012,informacijah,12
734,poročajo,8
15,terena,6
6231,priznava,8
55905,zvezi,5
408,preglednostjo,13
714,odgovornostjo,13
1297,javnim,6
2376,nadzorom,8
527,nosilcev,8
14,osvetljujejo,12
23,neuspehe,8
2246,nepravilnosti,13
10828,javnih,6
1405,uradnikov,9
335,korupcijo,9
307,sodiščih,8
3,škandale,8
4082,gospodarskem,12
8772,sektorju,8
101590,poziva,6
8946,unijo,5
80667,članice,7
114,pristopnice,11
3061,uresničevanje,13
16411,svojih,6
2556,vključijo,9
5461,civilne,7
11465,družbe,6
314,zasebnimi,9
1953,podjetji,8
621,medije,6
45298,meni,4
3930,izboljšati,10
5401,dialog,6
3420,posvetovanje,12
1215,lokalnimi,9
64,nedržavnimi,11
1586,akterji,7
4708,nacionalnimi,12
957,oblastmi,8
1205,bistvenih,9
7891,področjih,9
8962,namenom,7
4507,okrepiti,8
980,zmožnosti,9
8036,odgovornosti,12
5710,preglednost,11
9386,institucij,10
2998,povečati,8
8839,učinkovitost,12
6145,javnega,7
5610,sektorja,8
17139,uporabi,7
2862,spoštovanja,11
3011,dobrega,7
6345,boju,4
38579,proti,5
1668,korupciji,9
2101,potrjuje,8
17206,zagotoviti,10
1719,sistematično,12
4390,vključevanje,12
5559,svobode,7
1141,komunikacije,12
32952,politike,8
7657,financiranja,12
3029,razvojnega,10
17952,programa,8
54530,poudarja,8
9414,pomen,5
3184,kulturne,8
1921,raznolikosti,12
4945,spodbujanju,11
2399,nacionalnega,12
6629,mednarodnega,12
609,kulturnega,10
12394,razvoja,7
4953,vztraja,7
1617,omejena,7
382,modele,6
91054,treba,5
646,alternativne,12
69,neformalna,10
7655,omrežja,7
3765,vključiti,9
43826,vse,3
2123,načrte,6
6353,infrastrukture,14
60746,komisijo,8
5199,dodatno,7
340,poudari,7
1857,podpre,6
5564,programe,8
45414,področju,8
50224,bodo,4
816,pomagali,8
18781,dostop,6
1253,določenim,9
984,skupinam,8
1383,mladi,5
852,manjšine,8
8619,notranje,8
204,razseljene,10
10109,osebe,5
621,invalidne,9
2036,razviti,7
357,pluralizem,10
55,usposobiti,10
234,radijske,8
340,novinarje,9
98,tiskanih,8
13410,sodelovanju,11
86,unicef,6
148,unesco,6
8278,mednarodnih,11
46,novinarskih,11
3053,mednarodna,10
20,novinarska,10
312,federacija,10
5,dobrodelna,10
3240,organizacija,12
1556,svetovna,8
1793,služba,6
93,bbc,3
2147,pripraviti,10
5906,javne,5
1345,kampanje,8
108,dvigniti,8
842,ozaveščenost,12
369,točno,5
1488,določenega,10
111,ciljnega,8
66,občinstva,9
1670,humanitarne,11
20922,pomoči,6
28564,morajo,6
4490,programi,8
2274,vključevati,11
1771,neodvisnih,10
505,učinkovitemu,12
3655,dostopu,7
5517,doseči,6
12252,njihovo,7
7515,večjo,5
1584,proizvodnji,11
2161,prispevati,10
531,gospodarskemu,13
4660,obravnavati,11
160,mladino,7
1784,ključno,7
128,komponento,10
160,lajšanje,8
8989,dostopa,7
2450,organizacijo,12
20184,pozdravlja,10
10501,podpira,7
11718,naslednje,9
635,dogodke,7
36,dneve,5
2137,pripravila,10
99087,komisija,8
7440,povečanje,9
4,dojemljivosti,13
130,vidnost,7
2137,boljšo,6
25053,uporabo,7
3597,razvojne,8
4229,sporočilo,9
272,kongresa,8
71269,ga,2
1800,banka,5
95338,bo,2
38,odvijal,7
223,rimu,4
1105,nagrado,7
277,lorenzo,7
2,natali,6
7862,katero,6
1120,nudi,4
7,pisanih,7
14403,bili,4
456,priča,5
339,številnim,9
7,diskriminacijam,15
497,poročanju,9
1183,demokraciji,11
3189,urada,5
1831,visokega,8
2398,predstavnika,12
14611,skupno,6
2253,zunanjo,7
4022,varnostno,9
14704,politiko,8
64,javierja,8
78,solane,6
888,raziskovalni,12
266,obiski,6
1688,potekajo,8
2067,misije,6
14873,skupne,6
14850,zunanje,7
5413,varnostne,9
797,zahodni,7
273,balkan,6
747,ukrajina,8
313,moldavija,9
3181,itd,3
7974,spremljanje,11
3950,volitev,7
4212,npr,3
221,kongu,5
413,vladne,6
4034,javni,5
639,službi,6
8,komercialnemu,13
52,radiu,5
27,podeželskemu,12
172,prevladuje,10
54,najustreznejše,14
1320,stroškovno,10
182,najučinkovitejše,16
13673,spodbujanje,11
620,informiranja,12
11,porajajočih,11
207,konfliktnih,11
164,situacijah,10
466,posveti,7
1615,pozornosti,10
389,neodvisnim,10
238,medijem,7
2486,poveča,6
8268,najbolj,7
8030,neposredno,10
8450,finančno,8
1970,zanje,5
5555,vloge,5
6295,smislu,6
3978,zdravstvenega,13
10598,varstva,7
79,zdrava,6
65,spolnost,8
129,reproduktivno,13
12110,zdravje,7
97,malarija,8
5047,zaposlovanja,12
5767,trgovine,8
3435,okoljske,8
1128,trajnosti,9
4792,svetovne,8
5783,službe,6
13000,namen,5
2654,obveščanja,10
783,razume,6
486,težavo,6
2,poosebljanja,12
13,manipulira,10
48242,tako,4
4,poslušalci,10
181,zahodno,7
276,javnostjo,9
5833,usposabljanje,13
43,pripisali,9
1844,poseben,7
1472,minimalne,9
990,plače,5
1305,zaposlene,9
50914,zaradi,6
2862,česar,5
141,podvrženi,9
19867,ugotavlja,9
437,strokovni,9
4283,zagotavljanju,13
5781,znanja,6
208,omogočanju,10
736,dobijo,6
16,marginalizirani,15
1872,ljudje,6
799,besedo,6
302,razvijanjem,11
2359,kulture,7
15,kritičnosti,11
1421,tam,3
145,bojijo,6
28,dvomiti,7
10317,delovanje,9
282,vodstva,7
1103,sklade,6
36,investirajo,11
427,skrbijo,7
10693,delovnih,8
7335,pogojev,7
2807,zaposlenih,10
2227,resnično,8
2382,opravljajo,10
2294,varno,5
2178,neodvisno,9
1996,družbeno,8
185,izobraževalno,13
2526,infrastrukturo,14
6,investiranjem,13
4895,boljše,6
206,šolske,6
1225,knjige,6
844,financiranjem,13
928,medijskih,9
2311,vsebino,7
10493,spodbuja,8
538,mirovnih,8
314,procesih,8
116,pokonfliktnih,13
5619,razmerah,8
1484,pomagajo,8
578,obveščati,9
2916,javnost,7
2647,sporazumih,10
9120,njihovih,8
1063,posledicah,10
421,olajšajo,8
27535,sodelovanje,11
63,zavzemanju,10
10702,zaščito,7
151,ozaveščanju,11
74,zahodnih,8
1451,posredno,8
1693,povečanju,9
1626,prispevkov,10
1233,humanitarno,11
20344,pomoč,5
6053,vlade,5
6715,organe,6
6496,vsem,4
181,ustavijo,8
2724,prakso,6
125,nekaznovanja,12
12665,nad,3
475,novinarji,9
1582,uvedejo,7
3071,preiskave,9
200,kaznujejo,9
2076,odgovorne,9
597,napade,6
9499,sprejmejo,9
11747,potrebne,8
114,previdnostne,12
30942,ukrepe,6
2524,omogočili,9
4354,državljane,10
12,seznanjali,10
73,bistvenim,9
564,znanjem,7
11,nepristranskimi,15
1720,informacijami,13
373,svobodnega,10
766,neodvisnega,11
779,tiska,5
10390,naroči,6
92885,to,2
8945,resolucijo,10
25021,komisiji,8
4153,vladam,6
178,pristopnic,10
1411,ministrov,9
1840,generalnemu,11
1664,sekretarju,10
12734,združenih,9
12258,narodov,7
4596,banke,5
1774,upravno,7
336,obdavčevanja,12
4401,zakonodajna,11
8666,februarja,9
19757,predlogu,8
53628,direktive,9
597,upravnem,8
31584,kom,3
8875,/cns,4
44345,postopek,8
7239,posvetovanja,12
17498,predloga,8
79150,komisije,8
10440,členov,6
420,c–/,3
8386,sporočila,9
12814,evropskemu,10
26247,parlamentu,10
6606,posledice,9
4636,začetka,7
9266,veljavnosti,11
4995,lizbonske,9
222,nedokončane,11
620,medinstitucionalne,18
6412,postopke,8
7926,delovanju,9
6651,ekonomske,9
5118,monetarne,9
33401,zadeve,6
6076,odobri,6
174168,predlog,7
17916,ustrezno,8
3868,spremeni,8
8301,svoj,4
34713,podlagi,7
8559,obvesti,7
70501,če,2
7436,namerava,8
1114,odstopati,9
17498,besedila,8
2791,odobril,7
18305,ponovno,7
2222,posvetuje,9
7791,bistveno,8
5578,spremeniti,10
18419,stališče,8
37538,besedilo,8
43475,predlaga,8
15892,sprememba,9
15274,uvodna,6
19360,izjava,6
29679,novo,4
3347,pravilno,8
24733,izvajanje,9
3287,preverjanje,11
10882,različnih,9
1673,davčnih,7
4331,ureditev,8
10734,ustrezne,8
20099,informacije,11
9,obdavčljivih,12
4207,dejavnostih,11
7348,izvajajo,8
22887,drugih,6
837,možnostmi,9
2442,zdi,3
51,avtomatična,11
5113,izmenjava,9
714,tekočih,7
400,obdavčitev,10
2137,čezmejnih,9
12473,primerih,8
27251,bila,4
2052,takšna,6
1873,učinkovita,10
5127,določiti,8
2636,kategorije,10
9378,področja,8
2515,katera,6
697,obvezna,7
14757,poleg,5
42783,tega,4
15988,morala,6
477,obstajati,9
10980,možnost,7
533,določitve,9
217,dvojne,6
3731,meje,4
16189,katere,6
386,sporočiti,9
6285,vrednost,8
10680,kateri,6
873,sproži,6
3156,mehanizem,9
15870,si,2
358,avtomatično,11
75,izmenjati,9
18510,kadar,5
15520,država,6
11915,članica,7
1976,razloge,7
179,domnevo,7
16869,državi,6
9181,članici,7
127,kršena,6
375,davčna,6
5438,zakonodaja,10
5277,obstaja,7
362,verjetnost,10
3687,take,4
4186,kršitve,7
4411,tveganje,8
123,neustreznega,12
211,obdavčenja,10
549,kakršnega,9
12983,koli,4
755,razloga,7
323,šlo,3
38,utajo,5
473,izogibanje,10
155,davku,5
6272,gre,3
9,umeten,6
6753,prenos,6
629,dobička,7
1804,transakcije,11
1259,izvedejo,8
6054,dveh,4
8677,prek,4
4887,tretje,6
846,pridobivanja,12
1278,ugodnosti,9
7086,hkrati,6
13145,varstvo,7
1350,zasebnosti,10
2744,strank,6
49058,te,2
10087,morali,6
486,varovati,8
18657,direktiva,9
35955,//es,4
1882,posameznikov,12
1410,obdelavi,8
5043,osebnih,7
29574,podatkov,8
1259,prostem,7
785,pretoku,7
3222,takih,5
17106,uredba,6
61157,št,2
1546,institucijah,12
1493,organih,7
2410,spoštovati,10
18344,obveznosti,10
1396,zainteresiranih,15
904,straneh,7
24282,katerih,7
164,pridobivajo,11
1213,osebni,6
2475,omejeno,7
13170,obdobje,7
187,hrambe,6
6925,odgovornost,11
8664,organa,6
1358,hrani,5
9482,podatke,7
196,uvodnih,7
1536,izjav,5
1525,predvidena,10
3486,izmenjave,9
457,posameznike,11
16143,podjetja,8
121799,ne,2
8910,sme,3
215,pomeniti,8
5001,dodatne,7
2224,poročanja,9
349,uradnikom,9
1919,davčne,6
2104,uprave,6
2268,ene,3
1591,dovoli,6
351,navzočnost,10
5098,ozemlju,7
18423,druge,5
5123,pooblastila,11
4957,pregleda,8
629,prenesena,9
32,zaprošeno,9
7070,državo,6
2481,članico,7
209,spodbuditev,11
2378,upravnega,9
19704,sodelovanja,11
304,davčnimi,8
259,upravami,8
3442,okrepitev,9
269,uporabnosti,11
9209,učinkovitosti,13
1379,enaka,5
3532,stopnja,7
2054,zaprošeni,9
20558,organ,5
124,sporočanju,10
20720,že,2
12957,voljo,5
348,administrativne,15
2256,pridobitev,10
28797,teh,3
21915,vendar,6
4249,smejo,5
395,zavrniti,8
3165,predložitve,11
31881,le,2
37131,zato,4
1945,same,4
138,zanimajo,8
3359,takšne,6
7,rezidentom,10
8763,druga,5
6178,finančna,8
3692,institucija,11
809,pooblaščeni,11
456,zastopnik,9
5049,oseba,5
2567,deluje,6
2101,agenciji,8
2952,zadevajo,8
49,lastniško,9
1587,smela,5
1478,sama,4
210,zanima,6
55,pooblaščenec,12
5,fiduciar,8
9869,prav,4
1505,pojasniti,9
2276,tretji,6
7033,zagotavlja,10
1161,širše,5
2122,predvideno,10
9473,direktivo,9
1277,takšnega,8
400,širšega,7
5393,more,4
7187,vsak,4
1383,tretjo,6
40357,mora,4
36562,biti,4
297,opravljen,9
2149,oceniti,7
2369,statističnih,12
274,poglobitev,10
2553,temeljiti,9
1899,podatkih,8
2956,primerov,8
109,zavrnile,8
3664,posredovanje,12
223,administrativno,15
1660,preiskavo,9
526,pooblaščena,11
2450,sprejemanje,11
1517,delegiranih,11
4027,aktov,5
31601,členom,6
61109,unije,5
4453,tehničnih,9
524,izboljšav,9
1063,kategorij,9
2886,prihodkov,9
2963,kapitala,8
32,izmenjavajo,11
528,zgornja,7
4281,meja,4
59,izmenjavati,11
7314,posebnih,8
2900,značilnosti,11
74,pooblastitev,12
400,nedoločen,9
9146,čas,3
123921,člen,4
36789,točka,5
18375,pravne,6
3103,ureditve,8
194,osebnimi,8
278,družbami,8
1753,skladi,6
1958,prihodki,8
1287,kapital,7
3456,predmet,7
1036,davkov,6
8565,velja,5
6247,pravni,6
5665,instrument,10
5887,njegovo,7
1534,naravo,6
1639,obliko,6
5071,pravna,6
1035,lasti,5
1247,upravlja,8
20544,sredstva,8
5021,njih,4
3260,izhajajo,8
358,elektronskimi,13
3450,sredstvi,8
12157,pomeni,6
1291,elektronske,11
3318,opreme,6
1455,obdelavo,8
737,digitalno,9
6,zgostitvijo,11
1049,shranjevanje,12
15,žic,3
507,radijskega,10
3684,prenosa,7
143,optičnih,8
5031,tehnologij,10
114,elektromagnetnih,16
29670,sredstev,8
48,digitalnim,10
7,stiskanjem,10
13831,uporabljajo,11
6530,zaščite,7
20039,varnosti,8
754,oddelku,7
4859,sistemi,7
2075,kontrole,8
5718,vsaka,5
5219,preglednosti,12
430,stroškovne,10
1370,razvije,7
2366,ustrezen,8
2647,nadzorni,8
2830,urad,4
803,zvezo,5
1717,sestavi,7
10854,javno,5
353,dostopno,8
49083,poročilo,8
3886,letnega,7
15531,postopka,8
2864,spremljanja,11
41327,odstavek,8
34264,pristojni,9
2552,vsake,5
4589,izmenjavo,9
307,kategorijah,11
399,prihodka,8
11184,državam,7
6783,članicam,8
3581,pristojnemu,11
4628,organu,6
1242,sporoči,7
721,davčni,6
124,rezidenti,9
21248,dela,4
2,direktorski,11
676,prejemki,8
172,dividende,9
262,kapitalski,10
101,dobički,7
14,licenčnine,10
3150,proizvodi,9
760,življenjskega,13
3343,zavarovanja,11
432,pokrivajo,9
3738,instrumenti,11
1298,izmenjavi,9
453,podobni,7
23510,ukrepi,6
1448,pokojnine,9
471,lastništvo,10
4,nepremičnega,12
1597,premoženja,10
5319,njimi,5
2829,povezani,8
289,varuje,6
2325,spoštujejo,10
18433,zagotovi,8
3233,ustrezna,8
10122,postopkom,9
16283,sprejme,7
13,odmere,6
3189,izkušenj,8
461,zbranih,7
1844,prvič,5
2150,najkasneje,10
461,delegirane,10
1219,akte,4
2788,členi,5
2035,ureja,5
125,pojasnjujejo,12
8310,posebne,7
7325,pogoje,6
3955,omejitve,8
13629,odstavka,8
3065,vrsto,5
1949,določajo,8
8833,vsako,5
890,kategorijo,10
784,zgornjo,7
1406,mejo,4
6913,točke,5
358,pogostost,9
569,izmenjav,8
819,praktične,9
1321,vstavi,6
27726,datum,5
4862,dve,3
3311,leti,4
1179,datumu,6
37097,leto,4
6584,oceni,5
12,avtomatične,11
2418,poroča,6
5415,ocene,5
3446,obsega,6
8759,kakovosti,9
13671,zahteve,7
547,nemoteno,8
6372,notranjega,10
17284,trga,4
5844,želi,4
165,prejemati,9
3272,odstavku,8
228,prihodkih,9
231,kapitalu,8
1256,presegajo,9
398,praga,5
21213,primeru,7
324,sporočanje,10
2614,opravi,6
7783,najmanj,7
1701,enkrat,6
6595,letno,5
4062,najpozneje,10
2137,šest,4
5221,mesecev,7
3987,koncu,5
3419,proračunskega,13
272,zberejo,7
7016,pododstavek,11
2066,uvodni,6
23270,del,3
660,sklenejo,8
817,dvostranske,11
374,večstranske,11
2924,sporazume,9
3138,ciljem,6
448,pravilne,8
13995,zagotovijo,10
4800,nanašajo,8
6596,nekatere,8
5174,navedenih,9
4832,določijo,8
1399,elemente,8
11363,uredbo,6
1314,uradniki,8
816,prosilca,8
401,prisotni,8
139,uradnimi,8
249,preiskavami,11
1157,uradnike,8
98,zaprošenega,11
10125,zakonodajo,10
4608,predpisi,8
718,upravnimi,9
5204,določbami,9
130,zaprošene,9
28,administrativnimi,17
1685,soglasju,8
68,zaprošenim,10
5789,organom,7
472,njegovimi,9
215,navodili,8
1197,potek,5
981,nobenem,7
3335,šteje,5
5001,dovoljenje,10
484,zaprošen,8
1383,zavrne,6
1927,osebo,5
47,rezident,8
7923,namene,6
2714,pomembnih,9
1,delujekot,9
2315,morebitnih,10
63,zavrnitvah,10
1184,posredovanja,12
365,administrativnih,16
699,preiskavah,10
1196,sporočijo,9
5047,zavrnitev,9
3449,ji,2
134,sporočene,9
12384,pripravi,8
10571,priporočila,11
1323,zmanjšala,9
5631,poglavje,8
9195,naslov,6
64,va,2
786,delegirani,10
2087,akti,4
1582,pooblastilo,11
1657,dodeli,6
12165,akt,3
1188,istočasno,9
1305,podeli,6
15036,pod,3
11234,pogoji,6
729,preklic,7
75,prekličeta,10
3369,začela,6
6643,notranji,8
906,odločanje,9
784,prekliče,8
3033,prizadeva,9
7499,drugo,5
1276,institucijo,11
10504,čemer,5
2381,navede,6
3530,pooblastil,10
31,preklican,9
4038,sklepom,7
576,preklicu,8
1032,preneha,7
2153,sklepu,6
111,učinkovati,10
5134,začne,5
5021,takoj,5
301,poznejši,8
3511,navedeni,8
7583,vpliva,6
1263,veljavnost,10
641,veljavi,7
5886,objavi,6
5696,uradnem,7
5222,listu,5
49,ugovori,7
2458,zoper,5
184,nasprotujeta,12
475,delegiranemu,12
1991,aktu,4
5117,treh,4
3541,mesecih,7
1826,datuma,6
1165,uradnega,8
2054,obvestila,9
6496,pobudo,6
17629,mogoče,6
476,podaljšati,10
3590,dva,3
1157,meseca,6
663,izteku,6
4111,obdobja,7
4122,niti,4
1923,nasprotuje,10
696,nasprotovanje,13
1653,prejme,6
42,odmero,6
11575,predloži,8
2801,pristojnim,10
104,koristile,9
2840,vsakem,6
291,dovoljujejo,11
7263,mednarodni,10
4453,sporazumi,9
3586,navedeno,8
2101,potrebujejo,11
3298,natančno,8
2028,njihovimi,9
81,domačimi,8
1058,tretjim,7
22245,organi,6
1315,pridobljene,11
1614,izpolnjeni,10
5666,naslednji,9
2047,tak,3
3772,razrešnici,10
5886,izvrševanja,11
22353,proračuna,9
761,policijske,10
874,akademije,9
13033,proračunsko,11
7041,c‑/,3
4307,/dec,4
20206,poročevalec,11
3144,georgios,8
969,stavrakakis,11
4449,pe,2
3196,v-,2
4769,vsebina,7
25446,sklepa,6
14597,izid,4
11299,končnega,8
