repetitions,orthographic_form,length
2,loncik,6
818,bijušās,7
29,čehoslovākijas,14
183,sadalīšanas,11
342,radītajām,9
3571,pensiju,7
5141,o,1
3640,nākamās,7
2828,vieta,5
3824,jūlijā,6
2807,mežu,4
124,izciršana,9
56,pārzveja,8
5957,veicina,7
302,rietumāfrikas,13
919,migrāciju,9
8937,sadarbība,9
136,zvejniecība,11
17786,nodrošina,9
2567,pārtiku,7
7528,tirdzniecību,12
214,nelegāla,8
106,rietumāfrikā,12
7,izposta,7
3778,vietējo,7
3305,ekonomiku,9
188,atņem,5
5599,iedzīvotājiem,13
848,darbavietas,11
42,piespiežot,10
13253,tos,3
324,doties,6
754,meklēt,6
3920,labāku,6
2163,dzīvi,5
159447,tā,2
235,pagājušonedēļ,13
582,notikušajā,10
1844,plenārsesijā,12
422,secināja,8
490,eiroparlamentārieši,19
834,pieņemtā,8
13336,rezolūcija,10
7395,cita,4
80028,aicina,6
6594,ieviest,7
325,koka,4
120,ekomarķējumu,12
58,iegrožot,8
4,nekontrolēto,12
347,nozveju,7
50,kokmateriāli,12
405,zivis,5
56,nozīmīgākie,11
2000,produkti,8
39640,valstu,6
30371,tostarp,7
25,senegālas,9
87,kamerūnas,9
85,libērijas,9
38,ganas,5
5928,ekonomiskās,11
10631,sociālās,8
37964,attīstības,10
3375,veicināšanai,12
10163,taču,4
2348,resursi,7
1302,strauji,7
25,izzūd,5
251626,kā,2
3489,norādīja,8
131904,parlamenta,10
871,autors,6
672,frithjof,8
2063,schmidt,7
4693,zaļo,4
14771,grupa,5
1732,vācija,6
14,izcirsti,8
52743,līdz,4
240,mežiem,6
42,zūd,3
6668,vietas,6
355,veidojas,8
4,tuksneši,8
837,padarot,7
3036,ražošanu,8
19127,vēl,3
35,grūtāku,7
13926,nekā,4
17501,jau,3
1974,patlaban,8
2402,daudzi,6
1856,iekšzemes,9
2069,iedzīvotāji,11
18179,tādēļ,5
101,pārceļas,8
2712,piekrastes,10
4701,reģionos,8
154433,arī,3
1291,tur,3
18,aina,4
74015,nav,3
2,rožaina,7
282,zivīm,5
44,bagāto,6
590,ūdeņu,5
2,pievilināto,11
4024,dažādu,6
6823,zvejas,6
4684,kuģu,4
5,drūzmēšanās,11
16,nepietiekamie,13
6,piekrastu,9
15923,uzraudzības,11
1622,mehānismi,9
248,izraisījuši,11
4250,liela,5
432,apmēra,6
864,nelegālu,8
5490,ievērojami,10
138,samazinājušies,14
370,zvejnieku,9
10,lomi,4
11624,starptautiskās,14
2776,migrācijas,10
13321,organizācijas,13
911,pētījums,8
23,senegālu,8
2094,apliecina,9
1166,tiešu,5
1390,saikni,6
3036,vietējās,8
21,zivrūpniecības,14
1160,samazināšanos,13
1319,pastiprinātu,12
3499,savukārt,8
27455,informāciju,11
1763,apmēram,7
50,afrikāņu,8
225,gājuši,6
904,bojā,4
242,šķērsojot,9
48,vidusjūru,9
1022,virzienā,8
6599,savienībai,10
1286,jāuzņemas,9
2935,atbildība,9
48325,komisiju,8
1133,nelegālo,8
206,zvejniecību,11
748,pārraudzīt,10
1150,kontrolēt,9
2692,zivju,5
452,krājumus,8
43294,tas,3
18173,mudina,6
2024,atzīt,5
45,nepārprotamo,12
1274,migrantu,8
65,pieplūduma,10
669,palielināšanos,14
1874,krājumu,7
512,ievērojamo,10
109,krastos,7
41891,tiek,4
54,izvesti,7
442,kokmateriālu,12
2983,uzstāj,6
13668,savienībā,9
395,jāatļauj,8
263,ievest,6
37727,tikai,5
485,izstrādājumi,12
46212,kuru,4
1877,ražošana,8
37,ilgstpējīga,11
6609,sto,3
12588,ep,2
37530,politikas,9
1646,saskaņotību,11
389,īstenotās,9
3474,atsevišķu,9
5772,dabas,5
9172,resursu,7
7447,izmantošanas,12
13695,attīstību,9
1253,plenārsesijas,13
3246,debašu,6
236,videoieraksts,13
55,hauwa,5
184,ibrahim,7
34669,varētu,6
2030,kļūt,4
3734,mūsu,4
11,vaduguni,8
6073,starptautiskā,13
2587,organizācija,12
24064,lv,2
3000,photo,5
3699,phtjpg,6
8914,link,4
479,/wps,4
1118,europarl,8
708,internet,8
74,faces,5
335,vod,3
2,playerjsp,9
2,http//wwwiomint/,16
1304,/activities,11
795,committees,10
205,homecomdolanguage,17
8832,=,1
56,en&body,7
2587,deve,4
22205,-//ep//text,11
6159,ta,2
5177,ta--,4
13124,not,3
33087,xml,3
22205,v//lv,5
25203,im,2
25082,press,5
5429,-//ep//dtd,10
26214,doc,3
10858,v//en,5
5429,-//ep//stylesheet,17
1944,nākamā,6
853,plenārsesija,12
1512,oktobris,8
337,galvenajās,10
2449,debatēs,7
23054,deputāti,8
194,vērtēs,6
374,lisabonā,8
5616,oktobrī,7
1022,notikušo,8
153,neformālo,9
57,sammitu,7
4923,reformu,7
12045,līgumu,6
2779,trešdien,8
6168,parlamentā,10
1761,strasbūrā,9
3189,notiks,6
410,lux,3
661,filmu,5
1494,balvas,6
514,svinīgā,7
361,pasniegšanas,12
136,ceremonija,10
2283,ceturtdien,10
753,kļūs,4
1032,zināms,6
1609,saharova,8
204,laureāts,8
9295,pirmajā,7
6950,lasījumā,8
1125,izskatīs,8
2190,divus,5
191,likumprojektus,14
259,pesticīdiem,11
1367,pieņems,7
29592,ziņojumu,8
5730,labāk,5
155,pasargāt,8
1472,iedzīvotājus,12
1034,tabakas,7
241,kaitīgās,8
430,pievērsīsies,12
4130,co,2
435,izmešu,6
1463,samazināšanai,13
28,autorūpniecībā,14
988,gaidāmo,7
7703,priekšlikumus,13
17847,mērķis,6
77253,pēc,3
22078,iespējas,8
6794,samazināt,9
1552,pesticīdu,9
3849,cilvēka,7
5276,veselību,8
539,priekšlikumos,13
2964,pārstāvju,9
13962,patērētāju,10
5118,intereses,9
42397,gan,3
16329,dalībvalstīs,12
247,likumprojektiem,15
7395,notiek,6
112,intensīvas,10
20028,debates,7
14387,balsojums,9
2203,preses,6
3911,konference,10
12128,enerģētikas,11
1029,komisārs,8
282,andris,6
300,piebalgs,8
605,piedalīsies,11
169,tradicionālajiem,16
16314,enerģijas,9
2602,avotiem,7
156,fosilo,6
167,kodolenerģiju,13
7450,emisiju,7
3664,kārtībā,7
107,atvēlēts,8
246,izteiktu,8
4509,viedokli,8
1064,notikušās,9
2284,vadītāju,8
4532,rezultātiem,11
143,plānotas,8
5517,budžetu,7
747,balsojot,8
91708,ja,2
18190,vairākums,9
297,apstiprinās,11
61860,budžeta,7
6941,grozījumus,10
14579,parlamentu,10
2175,sagaida,7
1055,otru,4
70,lēmējiestādi,12
14099,padomi,6
1552,grozījumos,10
251,palielināts,11
3252,finansējums,11
83,zinātnei,8
463,ierobežots,10
434,ārējai,6
1133,rīcībai,7
2342,ik,2
19099,gadu,4
104,pasīvās,7
174,smēķēšanas,10
298,mirst,5
14280,vismaz,6
30,dūmus,5
20,kvalificēt,10
2843,pirmās,6
3487,kategorijas,11
550,vēzi,4
114,izraisošu,9
6164,vielu,5
540,maisījumu,9
79,vakara,6
1211,sēdē,4
5147,paredzēta,9
282,diskusija,9
3027,intelektuālā,12
4500,īpašuma,7
124,komercaspektiem,15
5242,pto,3
3485,kontekstā,9
23111,tam,3
58,lēmumprojektu,13
44472,šajā,4
2922,jautājumā,9
5628,vēlāk,5
339,vakarā,6
3826,paredzētas,10
1311,mūžizglītības,13
199,sertifikātiem,13
2288,ierosināto,10
861,likumprojektu,13
9545,paredzēts,9
2749,balsot,6
57780,komisija,8
209,atbildēs,8
14431,deputātu,8
671,iesniegtajiem,13
13635,jautājumiem,11
6995,cenu,4
2332,pieaugumu,9
7395,šiem,4
3314,pieņemot,8
28553,rezolūcijas,11
21526,padome,6
208,ziņos,5
3155,dienā,5
865,plānoto,7
5340,augstākā,8
2553,sanāksmi,8
133,sekojot,7
3315,debatēm,7
555,jaunāko,7
3241,turcijas,8
2297,attiecībās,10
24158,rezolūciju,10
9,apritējuši,10
1964,divi,4
2196,gadi,4
6674,kopš,4
335,uzsāktas,8
6627,sarunas,7
2654,pievienošanos,13
5846,novembrī,8
188,publicēs,8
1356,ikgadējo,8
2275,progresa,8
329,sāksies,7
445,popularizēt,11
487,filmas,6
330,rosināt,7
828,identitāti,10
220,trešdienas,10
2014,iekļauts,8
841,cappato,7
10344,alde,4
22370,it,2
266,opija,5
89,magoņu,6
422,medikamentu,11
1558,ražošanai,9
935,afganistānā,11
73,ikgadējam,9
272,pārskatam,9
3567,ombuda,6
1392,ap,2
1266,balsos,6
10223,priekšsēdētāju,14
9111,politisko,9
7272,grupu,5
560,priekšsēdētāji,14
161,laureātu,8
150,nb,2
1129,rasties,7
2335,pēdējā,6
827,brīža,5
7574,izmaiņas,8
159,piektdien,9
637,zālē,4
11025,bri,3
11956,item,4
2718,full,4
2665,text,4
7205,valdību,7
4262,galvenais,9
1662,vienoties,9
36191,līguma,6
3047,galīgo,6
595,redakciju,9
110,pārstāvēs,9
18774,priekšsēdētājs,14
890,gert,4
1204,pöttering,9
28,noslēdzas,9
545,sagatavošanai,13
484,izveidotās,10
1235,starpvaldību,12
5728,konferences,11
2609,darbs,5
10149,lisabonas,9
178,sammitā,7
1885,izstrādē,8
167,pārstāvēja,10
1309,elmar,5
1960,brok,4
2433,epp,3
1420,ed,2
681,enrique,7
789,barón,5
796,crespo,6
323,pes,3
793,andrew,6
1282,duff,4
820,uk,2
11058,tiks,4
2698,panākta,7
6579,vienošanās,10
1860,oficiāli,8
4061,līgums,6
600,parakstīts,10
7770,decembrī,8
1289,panākto,7
5692,vienošanos,10
13183,pie,3
5273,valdībām,8
267,jāpabeidz,9
6600,noteikti,8
50892,būtu,4
5728,pietiekami,10
5676,daudz,5
10642,laika,5
1093,ratificēt,9
7863,jauno,5
2842,vēlēšanām,9
1099,pabeigt,7
2595,konstitucionālo,15
594,gatavojoties,12
168,galotņu,7
6498,oktobra,7
1683,sastāvu,7
10356,pilnvaras,9
21,http//wwweupt,13
262,ue,2
16,ven,3
9,noticias_documentos,19
3,tratadohtm,10
58,http//registerconsiliumeuropaeu,31
292,pdf,3
26,lv//st,6
24,stlvpdf,7
5759,ipr,3
604,cover,5
5448,eiropa,6
553,gatava,6
2363,ierobežot,9
2118,diviem,6
470,abos,4
737,noteiks,7
169,pesticīdus,10
644,laiž,4
9831,izmanto,7
661,ķimikāliju,10
2485,ražotāju,8
7503,aprūpes,7
1203,lauksaimnieku,13
426,aktīvistu,9
4579,viedokļu,8
333,dažādība,8
81,izpaudās,8
945,izskatot,8
565,atbildīgajā,11
38,sagaidāmas,10
22,spraigas,8
977,lietošana,9
13616,sniedz,6
1773,dažādas,7
2596,priekšrocības,13
534,lielākoties,11
656,ekonomiskas,11
1369,palielina,9
85,ražu,4
138,pieņemamas,10
3273,cenas,5
5398,ļauj,4
160,retāk,5
339,art,3
606,zemi,4
1063,apkarot,7
4309,augu,4
1865,slimības,8
6,kaitēkļus,9
1224,aktīvās,7
578,ķīmiskās,8
5151,vielas,6
13,pesticīdos,10
1889,negatīvi,8
