repetitions,orthographic_form,length
35886,podría,6
13560,contribuir,10
40774,posible,7
17841,mejora,6
30757,regiones,8
7064,sur,3
200,contribuyó,10
25874,iniciativa,10
16636,democracia,10
4374,consolidación,13
14871,libertades,10
47013,solicitud,9
52874,respuesta,9
383732,artículo,8
228607,reglamento,10
3673,charles,7
3358,tannock,7
4489,ecr,3
8576,agosto,6
15419,preocupación,12
773129,por,3
47733,uso,3
344,ineficaz,8
3781,préstamos,9
23004,financieros,11
6231,bei,3
4123,finalidad,9
10013,medioambiental,14
196,zambia,6
4279,ciudadano,9
16478,reino,5
11532,unido,5
2929,me,2
4676,informado,9
9606,acerca,6
23599,empresa,7
1,glencore,8
921,registrada,10
3034,suiza,5
560,ivan,4
1,glasenberg,10
16524,administración,14
168987,sus,3
48896,actividades,11
336,mineras,7
884,supuestamente,13
615,alarmante,9
313,aparecido,9
2313,periódico,9
2311,británico,9
6,arruinando,10
24105,vida,4
3411,miles,5
63264,personas,8
3182,viven,5
5043,cerca,5
3421,minas,5
5496,vecinos,7
24,relatan,7
563813,al,2
8283,presencia,9
1021,ácido,5
11715,suministro,10
15233,agua,4
1603,enormes,7
54,nubes,5
2037,dióxido,7
1362,azufre,6
244,tóxico,6
572,desplazan,9
20776,zona,4
7748,parece,6
1566,escolares,9
95070,han,3
7855,escrito,7
27,solicitarle,11
2347,cese,4
10399,responsables,12
143,lluvia,6
38,ácida,5
91,destruye,8
3416,cultivos,8
9977,enfermedades,12
59,pulmonares,10
19569,largo,5
51590,plazo,5
409330,no,2
591,respondido,10
4330,consciente,10
27218,través,6
11799,delegación,10
203856,ue,2
108,lusaka,6
162,controvertidas,14
102836,esta,4
1675,préstamo,8
40400,millones,8
37330,euros,5
4597,procedente,10
10663,banco,5
286071,europeo,7
14328,inversiones,11
2912,concedido,9
2281,expresamente,12
20196,reducir,7
22024,impacto,7
413,minería,7
4394,utilizado,9
4660,adecuadamente,13
401136,su,2
8251,prevista,8
183,frederika,9
1693,brepoels,8
29282,abril,5
19190,ayudas,6
6176,estatales,9
52,sncf,4
8168,aprobó,6
8591,recientemente,13
9667,concesión,9
585525,una,3
48624,ayuda,5
2792,estatal,7
2344,división,8
9008,mercancías,10
3590,compañía,8
1114,ferrocarriles,13
3711,francesa,8
4233,adoptó,6
26732,plan,4
3333,reestructuración,16
7841,miras,5
12228,mantener,8
3335,viabilidad,10
76597,mercado,7
18327,libre,5
35,investigó,9
56942,condiciones,11
2691,examinó,7
7163,luz,3
12221,directrices,11
15422,comunitarias,12
487642,sobre,5
559,salvamento,10
54961,empresas,8
25018,crisis,6
95139,decisión,8
285,sorprendente,12
20137,dado,4
35289,primera,7
32117,vez,3
3515,concede,7
1257,explícita,9
41651,nacional,8
32451,ello,4
73984,puede,5
364,sentar,6
1220,precedente,10
3678,confirmar,9
31732,dicha,5
39879,aprobación,10
98147,caso,4
5796,afirmativo,10
8428,permite,7
2151,cuánto,6
1067,ascienden,9
2206,llevará,7
1175,distorsión,10
30632,competencia,11
59172,respecto,8
60469,otros,5
1415,transportistas,14
36623,pueden,6
8966,obtener,7
45736,otras,5
4175,similar,7
12584,presentado,10
55677,ya,2
75013,fin,3
11802,fase,4
520,halla,5
1654,tramitación,11
20809,tales,5
10551,solicitudes,11
6330,cabe,4
2211,concluir,8
1334,adoptando,9
348843,o,1
9437,va,2
26343,adoptar,7
54002,posición,8
114,tolerante,9
5537,futuras,7
8768,subvenciones,12
3349,permanentes,11
44105,transporte,10
2949,viajeros,8
20625,p_ta,4
2151,ordenación,10
34854,tiempo,6
63069,trabajo,7
18713,iii,3
48635,a-/,3
106068,resolución,10
22919,legislativa,11
284728,parlamento,10
68148,texto,5
22090,conjunto,8
18228,aprobado,8
6009,conciliación,12
155415,directiva,9
15824,modifica,8
61378,//ce,4
50569,relativa,8
15178,determinados,12
19111,aspectos,8
12826,incluir,7
16220,sectores,8
1742,excluidos,9
46245,c-/,3
18722,/cod,4
103806,procedimiento,13
16031,codecisión,10
7613,tercera,7
39401,lectura,7
19889,vistos,6
14709,declaraciones,13
13692,correspondientes,16
65842,vista,5
2050,pág,3
167043,propuesta,9
56641,com,3
21244,segunda,7
67977,común,5
12145,textos,6
8826,aprobados,9
57059,punto,5
53437,visto,5
18561,dictamen,8
1760,emitido,7
40100,enmiendas,9
175696,apartado,8
73274,tratado,7
79796,ce,2
13874,aprueba,7
1212,remite,6
18867,encarga,7
5684,presidenta,10
4607,firme,5
21571,acto,4
4756,conjuntamente,13
80430,conformidad,11
9135,secretario,10
63492,general,7
190853,lo,2
1703,atañe,5
20645,competencias,12
6214,proceda,7
14233,publicación,11
8781,diario,6
14516,oficial,7
19508,comunidades,11
36474,europeas,8
17490,transmita,9
104568,presente,8
35396,mayo,4
32552,tras,4
14086,oral,4
6347,b‑/,3
16140,presentada,10
237,didier,6
231,rod,3
1818,caroline,8
1825,lucas,5
899,wolfgang,8
1221,kreissl,7
1217,dörfler,7
517,nelly,5
541,maes,4
785,inger,5
285,schörling,9
226,alima,5
244,boumediene,10
247,thiery,6
55630,nombre,6
71197,grupo,5
14803,verts,5
16705,ale,3
234,condonación,11
5455,deuda,5
131077,países,6
3844,pobres,6
130613,considerando,12
7753,elevado,7
53603,nivel,5
570,endeudamiento,13
259,priva,5
16248,gobiernos,9
9152,esos,4
27456,medios,6
17815,unos,4
83111,servicios,9
4690,básicos,7
23792,educación,9
24866,asistencia,10
7515,sanitaria,9
2282,produce,7
1582,generaciones,12
170,enteras,7
88743,sin,3
12679,ninguna,7
1463,esperanza,9
131871,desarrollo,10
58100,b,1
12273,incluso,7
2010,fmi,3
23576,reunión,7
2390,primavera,9
6103,celebrada,9
3693,pidió,5
6,aceleraran,10
20977,esfuerzos,9
12603,destinados,10
337,alivio,6
46,ppae,4
1959,altamente,9
275,endeudados,10
103,aspirantes,10
38018,sólo,4
491,bolivia,7
925,mauritania,10
327,tanzania,8
517,mozambique,10
4515,cumplen,7
26473,requisitos,10
799,exigidos,8
6548,representa,10
14597,importe,7
2406,dólares,7
4081,aproximadamente,15
5673,afecta,6
8677,tan,3
16820,global,6
3090,elevados,8
1531,umbrales,8
443,complicado,10
38793,proceso,7
5368,selección,9
28214,hacer,5
37661,procedimientos,14
4,alarguen,8
49656,durante,7
1278,décadas,7
776,convierte,9
182436,más,3
35730,ejercicio,9
2848,contabilidad,12
5825,destinado,9
1566,limpieza,8
1242,libros,6
648,acreedores,10
2665,multilaterales,14
21006,reducción,9
2645,concreta,8
16327,f,1
23715,personal,8
25848,mundial,7
828,admitido,8
466,abiertamente,12
16654,valores,7
9257,utilizados,10
9843,evaluar,7
5139,sostenibilidad,14
69593,son,3
201,arbitrarios,11
3046,nunca,5
536,intentado,9
8,justificarlos,13
1935,aparte,6
24,compararlos,11
9349,experiencia,11
466,latinoamericanos,16
12835,ingresos,8
1473,década,6
440,guarda,6
250,semejanza,9
24828,actual,6
3832,economías,9
15356,g,1
29,reembolsada,11
120,reembolsable,12
3304,consiste,8
1421,simplemente,11
1098,anulación,9
3150,balance,7
22387,costes,6
489,conllevan,9
114,inducen,7
770,frecuentemente,14
2941,error,5
26361,gran,4
100315,parte,5
5096,dinero,6
1710,juego,5
16947,trata,5
11037,únicamente,10
216,cancelar,8
10,incumplida,10
30883,nuevos,6
38465,fondos,6
1811,compensar,9
157,empréstitos,11
40290,hasta,5
48553,fecha,5
359,productivos,11
12115,h,1
15789,único,5
14829,enfoque,7
3882,razonable,9
67589,gestión,7
14440,máximo,6
23471,servicio,8
78,reembolsarse,12
58783,i,1
543,coeficiente,11
170598,entre,5
4414,exportaciones,13
17090,fue,3
38390,base,4
1304,londres,7
9458,alemania,8
2442,utiliza,7
25202,referencia,10
13072,distintos,9
994,cálculos,8
7651,modelo,6
27284,económico,9
2584,definen,7
9184,cuál,4
37656,debería,7
71272,ser,3
7524,j,1
24803,uno,3
391,obstaculiza,11
7719,ésta,4
4447,siga,4
1485,vinculada,9
41778,programas,9
28403,financiero,10
1133,reforzado,9
2929,ajuste,6
2588,estructural,11
1,srae,4
11932,mientras,8
13784,estudio,7
7364,interno,7
14177,puesto,6
4116,manifiesto,10
25928,tres,4
174,cuartas,7
30800,partes,6
75968,todos,5
767,llegaron,8
4560,buen,4
5136,término,7
10696,apoya,5
8565,peticiones,10
5015,campaña,7
55493,internacional,13
30,jubileo,7
70117,considera,9
25663,será,4
17332,eficaz,6
112188,si,2
4156,inmediata,9
732,radical,7
145,prestamistas,12
237,prestatarios,12
62959,deben,5
1503,compartir,9
22915,responsabilidad,15
2817,errores,7
3727,llevado,7
406,insostenible,12
124456,pide,4
272598,estados,7
278374,miembros,8
34,cancelen,8
2232,apoyen,6
23307,favor,5
24181,escala,6
16,atrasada,8
28226,insta,5
4046,ponga,5
7221,marcha,6
99426,política,8
6154,seno,4
37509,instituciones,13
19625,financieras,11
29131,internacionales,15
36857,objeto,6
22051,evitar,6
719,alcancen,8
14439,niveles,7
23584,contexto,8
219,instaure,8
11421,mecanismo,9
47,insolventes,11
225,análogo,7
12357,mecanismos,10
15202,existentes,10
4163,legislaciones,13
63925,nacionales,10
6282,numerosos,9
33497,asimismo,8
11,vacilar,7
11533,hora,4
6859,examinar,8
28533,nuevas,6
1799,ideas,5
1546,solucionar,10
40353,tribunal,8
5010,ad,2
1993,hoc,3
11379,estén,5
858,representados,13
4843,abierto,7
366,deudores,8
12469,representantes,14
5773,poblaciones,11
6344,afectadas,9
4934,resolver,8
1928,litigios,8
3263,pendientes,10
67289,materia,7
19957,deberían,8
1358,desarrollarse,13
1359,contrapartida,13
57543,garantizar,10
16523,seguimiento,11
27628,sociedad,8
22168,civil,5
4208,organizada,10
11966,parlamentos,11
14070,asegurar,8
402,liberados,9
706,destinan,8
14281,pobreza,7
14996,inversión,9
4209,futuros,7
877,constituyan,11
7146,procesos,8
9980,inclusión,9
1781,relevantes,10
43643,gobierno,8
20084,sino,4
82116,también,7
1267,prevean,7
20477,examen,6
5513,transparente,12
12627,prioridades,11
868,hipótesis,9
19745,diferentes,10
1604,conferencias,12
13032,candidatos,10
8085,acp,3
3164,junta,5
432,gobernadores,12
1392,joão,4
3985,ferreira,8
14396,gue,3
14238,ngl,3
39517,junio,5
4043,ataques,7
5537,militares,9
3942,antigua,7
1273,yugoslavia,10
1156,irak,4
4447,afganistán,10
2981,libia,5
2490,cumplido,8
2724,doce,4
54085,años,4
3793,inicio,6
213,bombardeos,10
3007,otan,4
556,pretexto,8
8697,intervención,12
6798,humanitaria,11
5840,incumplimiento,14
72421,derecho,7
79,lanzaron,8
4541,toneladas,9
63,sofisticadas,12
940,bombas,6
18247,territorio,10
353,soberano,8
548,provocando,10
8590,daños,5
6804,materiales,10
20460,económicos,10
643,fallecimiento,13
9309,cuatro,6
1503,mil,3
5926,principalmente,14
12765,civiles,7
6134,diez,4
1043,heridos,7
931,realizó,7
1,cohibió,7
1137,fragmentación,13
101980,así,3
302,munición,8
1383,uranio,6
606,empobrecido,11
7136,siguen,6
16090,unas,4
15386,consecuencias,13
150,brutales,8
1299,seguirán,8
2,teniéndolas,11
22188,futuro,6
15899,unidos,6
318,aliados,7
14,invadieron,10
367,excusa,6
31699,dicho,5
37,poseía,6
11416,armas,5
3629,destrucción,11
1948,masiva,6
64,ponían,6
109788,seguridad,9
32546,tal,3
77,comprobó,8
3565,finalmente,10
8348,existencia,10
19578,dichas,6
6601,era,3
483,pura,4
75,ficción,7
1835,efectuados,10
1,cohibieron,10
743,prohibidas,10
5306,convenios,9
80968,particular,10
363,fósforo,7
3636,blanco,6
8695,investigaciones,15
5829,recientes,9
3664,demostrado,10
29264,efectos,7
49090,estas,5
23081,población,9
61692,medio,5
326,invasión,8
2086,ocupación,9
264,generando,9
1222,muertos,7
12996,víctimas,8
19275,niños,5
38087,mujeres,7
500,ancianos,8
929,habiendo,8
6379,diversos,8
1763,ejemplos,8
1267,asesinatos,10
5703,familias,8
12058,último,6
40360,año,3
34644,número,6
1369,muertes,7
567,aumentó,7
50694,relación,8
9251,anteriores,10
11397,anterior,8
1613,plantean,8
29366,siguientes,10
23727,preguntas,9
13602,opina,5
3545,crímenes,8
2956,cometidos,9
91508,contra,6
52996,estos,5
3352,pueblos,7
11816,intención,9
12018,tomar,5
138349,medidas,7
6942,conseguir,9
120,castigue,8
94631,debe,4
1030,evitarse,8
275,repitan,7
6947,situaciones,11
559,descritas,9
3730,exigir,6
3906,inmediato,9
1685,ataque,6
1853,provocado,9
45,incontables,11
11468,sr,2
141,nielson,7
1186,planteado,9
8602,varias,6
4824,ocasiones,9
763,kenia,5
28963,cuestión,8
4659,concretamente,13
16926,incluidos,9
34360,casos,5
719,mutilación,10
656,genital,7
6,mgm,3
17281,iniciativas,11
35997,refiere,7
28931,participación,13
20306,toma,4
24711,decisiones,10
769,financia,8
62563,proyecto,8
8226,específico,10
899,orientado,9
16477,prevención,10
2,kisii,5
2768,seguirá,7
365,financiando,11
49983,todas,5
8727,adecuadas,9
12405,destinadas,10
11700,realización,11
10589,progresos,9
7276,eliminación,11
25069,prácticas,9
91,mgf,3
22874,propone,7
16124,reforzar,8
21385,diálogo,7
16918,político,8
2288,elegido,7
10595,hincapié,8
283,planteando,10
19395,cuestiones,10
29772,relativas,9
523,encuentros,10
14343,incluidas,9
9986,relacionadas,12
13349,género,6
1721,instancias,10
22,gubernativas,12
443,controlan,9
1207,garantizan,10
19819,respeto,7
41019,además,6
16925,supervisión,11
36883,apoyo,5
30768,especial,8
17482,discriminación,14
39,cedcm,5
15447,presentar,9
18452,informes,8
1592,periódicos,10
12069,últimos,7
12866,adoptado,8
11144,algunas,7
1461,positivas,9
24563,adopción,8
17251,ley,3
3783,niño,4
264,prohibió,8
1122,formalmente,11
12616,jóvenes,7
7582,menores,7
195,fomentado,9
2517,conciencia,10
16984,respecta,8
3334,aspecto,7
7660,concreto,8
13672,violencia,9
17730,acoge,5
18231,satisfacción,12
7950,reciente,8
35802,vistas,6
7447,ofrecer,7
6042,enseñanza,9
1972,primaria,8
6262,universal,9
1638,gratuita,8
31615,tipo,4
115,represivo,9
566,acompañar,9
971,educativas,10
19425,poder,5
5922,combatir,8
602,complejas,9
812,creencias,9
23345,muy,3
29,arraigadas,10
11639,cultura,7
689,sirven,6
2384,cotonú,6
13601,prevé,5
1232,instauración,12
8140,incluye,7
44591,evaluación,10
1513,periódica,9
65993,cuando,6
24506,puedan,6
7258,respetar,8
18343,elementos,9
7444,esenciales,10
2767,fijados,7
56224,cada,4
42125,podrá,5
864,invitar,7
27286,otra,4
3238,celebrar,8
4216,consultas,9
20294,dispuesto,9
19718,constituye,10
14069,aplicable,9
771,signatarios,11
412,conducen,8
12622,solución,8
1962,aceptable,9
6620,ambas,5
3993,adoptarse,9
2604,oportunas,9
6524,suspensión,10
9623,sería,5
9909,recurso,7
1619,christopher,11
509,huhne,5
41387,acción,6
100,pasf,4
1460,regulan,7
54093,sector,6
1514,designar,8
2117,funcionario,11
28272,ante,4
5543,quien,5
582,denunciar,9
17349,falta,5
4831,transposición,13
17304,actos,5
33694,interior,8
491,indebida,8
7784,garantías,9
9476,trato,5
4382,confidencial,12
11624,esa,3
116861,información,11
6163,regulación,10
35700,ni,2
650,ministerios,11
1004,hacienda,8
1651,erik,4
1948,meijer,6
28779,julio,5
945,intimidación,12
2878,represión,9
487,reiterada,9
77,objetores,9
970,turcos,6
245,incorrecto,10
3848,corriente,9
6228,nacionalidad,12
1308,turca,5
1707,estando,7
2843,obligados,9
12529,cumplir,7
5531,militar,7
1424,presta,6
606,poca,4
19716,atención,8
20795,hayan,5
335,nacido,6
220,crecido,7
11475,fuera,5
13671,turquía,7
126,corran,6
9349,peligro,7
16646,debido,6
5906,orientación,11
161,homosexual,10
21416,sean,4
1752,deseen,6
2564,servir,6
2481,ejército,8
3655,turco,5
6610,aplica,6
17645,práctica,8
2020,habitual,8
18679,cual,4
4327,quienes,7
452,niegan,6
6138,prestar,7
56672,social,6
13,sustitutorio,12
2495,penas,5
2146,prisión,7
510,comparecencia,13
4650,llamamiento,11
182,filas,5
22,objetor,7
82,mehmet,6
28,tarhan,6
32,recluido,8
10,sivas,5
11451,donde,5
265,compañeros,10
63,cautiverio,10
33050,le,2
8,maltratan,9
2,humillan,8
415,amenazan,8
8556,muerte,6
97,connivencia,11
274,guardias,8
22773,después,7
812,huelga,6
1732,hambre,6
21094,días,4
11248,duración,8
1353,conseguido,10
64,dispense,8
1919,equitativo,10
80,practique,9
2642,médico,6
202,facultativos,12
11646,pasado,6
645,negarse,7
70195,nuevo,5
17739,indicar,7
161,arbitrario,10
4603,ministerio,10
8220,fiscal,6
9424,dirección,9
84,penitenciaria,13
104,castigará,9
38,corregirá,9
7016,contrario,9
1323,estamos,7
1063,ajusta,6
46784,legislación,11
23583,posibilidad,11
18884,hay,3
137,obsoleta,8
2177,contraria,9
3027,beneficiarse,12
10115,asilo,5
4586,aclarar,7
24814,papel,5
498,desempeñará,11
23748,negociaciones,13
1816,bart,4
2532,staes,5
22633,consulta,8
35078,pública,7
37,safa,4
237,safety,6
244,assessment,10
15193,of,2
387,foreign,7
20,aircraft,8
1766,aeronaves,9
1852,extranjeras,11
1158,neerlandés,10
27,telegraaf,9
1507,publicó,7
11887,controles,9
1535,desprende,9
229,anunciados,10
121,constataron,11
41034,dos,3
4619,veces,5
389,defectos,8
1927,aviones,7
63526,datos,5
1367,proceden,8
3549,navegación,10
4447,aérea,5
22061,tienen,6
53497,acceso,6
12960,tengan,6
7676,interesados,11
26321,organizaciones,14
26306,consumidores,12
23306,grupos,6
22528,políticos,9
1209,argumentos,10
114,aduce,5
7525,específica,10
54468,forma,5
58165,control,7
5079,democrático,11
34919,están,5
3507,sometidos,9
1006,gestiones,9
12349,realizar,8
2924,consultar,9
19748,dichos,6
4097,q,1
1243,avril,5
1658,doyle,5
6997,excepción,9
6064,iva,3
634,envíos,6
1808,postales,8
149,benéficas,9
4272,imponer,7
1295,reconociendo,12
876,supondrá,8
250,pesada,6
8549,carga,5
33519,financiera,10
1607,dependen,8
1818,correo,6
199,recaudar,8
587,reclamar,8
2735,devolución,10
36408,cualquier,9
985,irlandesa,9
1140,dificultad,10
10759,podrían,7
31543,comunitaria,11
4301,provisional,11
176,hahn,4
45,recabando,9
14656,necesaria,9
188,responderá,10
6573,señoría,7
2863,pronto,6
36254,sea,3
25550,b-/,3
29245,relativo,8
8461,realizados,10
1060,ria,3
1631,oomen,5
1627,ruijten,7
21489,exteriores,10
24110,pev-,4
5042,elaborado,9
5461,sec,3
11107,resoluciones,12
30517,septiembre,10
4754,progreso,8
17837,hacia,5
32718,octubre,7
26945,relaciones,10
21323,anual,5
13207,económicas,10
17244,comerciales,11
7606,negociación,11
27564,principios,10
7515,contemplados,12
30361,república,9
51336,l,1
1186,previas,7
18320,conclusiones,12
318,iniciaron,9
8603,apertura,8
3269,partida,7
10921,cuyo,4
47256,final,5
250,desconoce,9
2221,comprometido,12
4323,efectuar,8
8550,reformas,8
11702,buena,5
5047,vecindad,8
95,alinearse,9
1305,progresivamente,15
2106,verse,5
6027,oportunidad,11
6083,presenta,8
10492,propia,6
49,modernizarse,12
24568,pleno,5
24006,criterios,9
2767,copenhague,10
20671,capacidad,9
20198,integración,11
12762,siendo,6
52946,comunidad,9
7057,basada,6
768,compartidos,11
1774,concluyó,8
11455,había,5
704,continuado,10
15420,reforma,7
35880,pero,4
4100,espíritu,8
19758,compromiso,10
15298,principales,11
5692,partidos,8
5266,negativo,8
46850,políticas,9
33,ralentiza,9
1636,continúa,8
17748,aplicar,7
1101,quinto,6
214,consecutivo,11
57795,disposiciones,13
3370,derivadas,9
16184,protocolo,9
8388,adicional,9
300,agradece,8
43898,ciudadanos,10
50633,mayor,5
1846,democratización,15
3022,abierta,7
189,plural,6
16536,nota,4
561,lentitud,8
6111,avances,7
18606,recuerda,8
229,acometer,8
6970,alcance,7
68,mor,3
3215,modernización,13
903,intensifique,12
10713,expresa,7
657,constantes,10
647,enfrentamientos,15
16924,disposición,11
6023,oposición,9
4083,trabajar,8
3401,consenso,8
2495,básicas,7
5447,interlocutores,14
625,colaboren,9
8847,sí,2
308,pluralidad,10
14741,fomentar,8
2817,invita,6
7700,fuerzas,7
8388,participar,10
844,constructiva,12
22203,señala,6
35140,importancia,11
13203,fundamental,11
58615,sistema,7
202,frenos,6
55,contrapesos,11
9370,gobernanza,10
439,moderno,7
404,basar,5
2802,separación,10
6260,equilibrio,10
6655,poderes,7
5215,ejecutivo,9
17040,legislativo,11
12030,judicial,8
27667,fundamentales,13
24429,libertad,8
6974,expresión,9
9028,prensa,6
299,participativa,13
849,refleje,7
6,verazmente,10
7653,democrática,11
19774,destaca,7
11356,institución,11
2756,crucial,7
2389,fortalecimiento,15
12261,apoyar,6
6822,activa,6
71,constructivamente,17
2872,garantizando,12
36060,mismo,5
4416,gubernamentales,15
1919,positivamente,13
4140,constitucionales,16
2316,avance,6
13504,adecuada,8
6402,apliquen,8
2706,correctamente,13
75617,normas,6
17690,convenio,8
947,cedh,4
2687,jurisprudencia,14
22575,embargo,7
4457,urgente,7
39979,necesidad,9
3939,constitucional,14
1032,convierta,9
301,pluralista,10
7952,plena,5
614,centrada,8
84330,protección,10
145,mostrada,8
56760,tanto,5
11055,llevar,6
28883,cabo,4
7296,garantice,9
2666,participan,10
3832,activamente,11
41920,todo,4
4874,aplique,7
5595,paquete,7
7230,recomienda,10
280,invite,6
515,venecia,7
14806,varios,6
84,gestos,6
29,simbólicos,10
5078,voluntad,8
13216,serie,5
7690,concretas,9
58037,ámbito,6
604,pensamiento,11
3473,religión,8
6951,culturales,10
10101,insiste,7
23749,obstante,8
3248,necesitan,9
3770,mejoras,7
604,sistemáticas,12
1015,reconozcan,10
15568,plenamente,10
3051,dé,2
2427,impulso,7
1187,constructivo,12
17092,cumplimiento,12
7497,manifiesta,10
2499,deterioro,9
1087,censura,7
5983,creciente,9
65,autocensura,11
44151,comunicación,12
12656,internet,8
460,confirme,8
8933,independiente,13
10651,esencial,8
17148,sentido,7
855,decisiva,8
16009,función,7
2360,desempeña,9
225,judicatura,10
19094,aumento,7
23076,modo,4
12755,espacio,7
31815,público,7
38875,debate,6
1547,contribuyendo,13
25322,funcionamiento,14
10400,adecuado,8
32015,nueva,5
737,abarque,7
9532,independencia,13
9825,propiedad,9
3109,administrativo,14
814,aplaude,7
4323,leyes,5
1965,radio,5
4195,televisión,10
45,posibilitan,11
10171,cambios,7
2177,positivos,9
7396,incremento,10
2759,cuota,5
4,detentar,8
2188,legalmente,10
12863,entidades,9
1351,turcas,6
1264,pasa,4
2134,suspender,9
19634,emisiones,9
10418,razones,7
24376,orden,5
10774,previa,6
11197,observa,7
1077,perseguir,9
237,penalmente,10
26750,especialmente,13
20383,virtud,6
11111,código,6
9415,penal,5
7303,violación,9
2867,confidencialidad,16
59921,investigación,13
1752,intento,7
1420,influir,7
3803,periodistas,11
21386,interés,7
416,informan,8
9360,pruebas,7
8780,violaciones,11
203,tipificación,12
9713,opiniones,9
2652,obstáculo,9
9181,clave,5
11866,lamenta,7
1480,recortes,8
312,desproporcionados,17
5893,cumplan,7
2184,estrictamente,13
18975,obligaciones,12
293,modificando,11
10023,correspondiente,15
20,impartiendo,11
1594,oportuna,8
31288,formación,9
1877,policiales,10
8080,legales,7
26314,artículos,9
10082,junto,5
845,antiterrorista,14
36297,acciones,8
875,fiscalía,8
2935,sigan,5
367,limitando,9
9737,reitera,7
51,ultime,6
21421,revisión,8
6997,legal,5
4698,demora,6
409,tedh,4
1859,reafirma,8
739,emita,5
2354,instrucciones,13
2790,claras,6
4726,aplican,7
4778,limitar,7
587,desproporcionado,16
101,repetido,8
6675,cierre,6
2067,sitios,6
6481,web,3
117,reforme,7
34457,n,1
2590,asegurarse,10
2266,limita,6
351,restringe,9
4697,acceder,7
622,consagrados,11
9994,constitución,12
6622,condena,7
1097,ejercida,8
6570,policía,7
2351,manifestaciones,15
78,estudiantiles,13
2501,universidad,11
511,ankara,6
11334,reconoce,8
3732,romaní,6
14515,ahora,5
561,supervise,9
1463,revise,6
133,sumo,4
1797,cuidado,7
2041,viviendas,9
971,gubernamental,13
1852,metodología,11
6468,propio,6
3387,alienta,7
2123,relacionado,11
1705,romaníes,8
738,creíble,7
962,imparcialidad,13
538,claves,6
7573,porque,6
15220,aún,3
1089,mejorado,8
3849,suficientemente,15
4524,juicio,6
4242,justo,5
4215,oportuno,8
11878,adoptadas,9
3317,respetando,10
2339,consonancia,11
1525,estándares,10
32612,europeos,8
5071,interpretación,14
1192,supremo,7
590,enjuiciamiento,14
612,criminal,8
14171,periodo,7
1023,preventiva,10
98,prolonga,8
6958,clara,5
6015,mencionada,10
14306,obligación,10
782,juicios,7
555,justos,6
8443,plazos,6
1831,razonables,10
49251,mediante,8
32368,creación,8
19238,jurídico,8
4000,tribunales,10
742,apelación,9
1105,refuerza,8
63,supremos,8
6242,sentencia,9
93,dink,4
16848,consiguiente,12
2663,aplicando,9
6883,obstáculos,10
476,artificiales,12
210,levantado,9
5208,impedir,7
2,desenmascaramiento,18
33,instigadores,12
3371,reales,6
1989,asesinato,9
1216,periodista,10
278,armenio,7
74,hrant,5
3843,felicita,8
607,sirvan,6
11842,defensor,8
16321,pueblo,6
12,apremia,7
621,prepare,7
6460,adopte,6
8397,permita,7
801,nombrar,7
41234,arreglo,7
1477,personalidad,12
197,goce,4
5537,amplio,6
