repetitions,orthographic_form,length
2842,możliwie,8
574,krótkim,7
8544,terminie,8
11162,pytanie,7
3848,pisemne,7
1437,e-/,3
501,skierował,9
1581,zbigniew,8
485,ziobro,6
3429,ecr,3
648996,do,2
5248,przedmiot,9
2390,uznanie,7
1520,polskiej,8
4354,mniejszości,11
880,narodowej,9
769,niemczech,9
4141,wciąż,5
1121,mamy,4
496,czynienia,9
59956,ze,2
1124,skutkami,8
43920,prawa,5
24,uchwalonego,11
3,hitlerowską,11
11471,iii,3
1,rzeszę,6
2881,tzw,3
94,dekret,6
1,goeringa,8
89503,które,5
8092,uznaje,6
34237,związku,7
1871,powyższym,9
6638,jaki,4
4551,zamierza,8
6235,podjąć,6
41121,działania,9
78029,aby,3
6635,rząd,4
476,niemiecki,9
11,odszedł,7
172,dyskryminujących,16
4284,rozwiązań,9
413,przyznał,8
25,polakom,7
73,mieszkającym,12
2361,status,6
15804,p_ta,4
9354,porozumienie,12
575,partnerskie,11
370,maroko,6
4754,połowów,7
35456,a-/,3
13112,rezolucja,9
4191,legislacyjna,12
108736,parlamentu,10
108318,europejskiego,13
23699,dotyczącego,11
115153,rady,4
5552,zawarcia,8
18923,porozumienia,12
258,partnerskiego,13
19457,pomiędzy,8
4888,wspólnotą,9
22415,europejską,10
219498,a,1
814,królestwem,10
558,maroka,6
38442,com,3
31857,c-/,3
8747,/cns,4
33690,procedura,9
10978,konsultacji,11
59635,parlament,9
43726,europejski,10
92630,uwzględniając,13
42335,dotyczący,9
4419,dotychczas,10
1426,nieopublikowany,15
172890,art,3
96532,ust,3
34713,traktatu,8
11651,akapit,6
8275,pierwszy,8
13612,którego,7
21340,rada,4
1529,skonsultowała,13
10100,parlamentem,11
35656,regulaminu,10
8276,opinię,6
7002,służb,5
12207,prawnych,8
2,sj--,4
55490,sprawozdanie,12
9712,rybołówstwa,11
287711,oraz,4
54435,rozwoju,7
4145,zatwierdza,10
52051,po,2
3428,poprawkach,10
1972,zawarcie,8
20579,umowy,5
12098,zobowiązuje,11
14878,swojego,7
21247,przewodniczącego,16
12382,przekazania,11
15661,stanowiska,10
21538,radzie,6
51679,również,7
4232,rządom,6
4442,parlamentom,11
61462,państw,6
61887,członkowskich,13
14517,parlamentowi,12
1980,królestwa,9
31181,tekst,5
27270,proponowany,11
19061,poprawki,8
102628,poprawka,8
31460,punkt,5
12396,preambuły,9
24877,nowy,4
4956,wkład,5
3308,finansowy,9
20135,wspólnoty,9
15694,powinien,8
58635,być,3
609,przeznaczony,12
14704,rozwój,6
694,społeczeństw,12
286,zamieszkujących,15
1140,wybrzeża,8
316,sahary,6
1157,zachodniej,10
286,utrzymujących,13
3773,tworzenie,9
4781,lokalnych,9
3851,małych,6
2533,średnich,8
13569,przedsiębiorstw,15
9454,sektorze,8
3210,jakość,6
424,dostarczanych,13
8643,europejskiemu,13
371,ulec,4
1429,poprawie,8
99433,tym,3
314,sporządzać,10
346,coroczne,8
28455,temat,5
23625,stosowania,10
1493,obejmujące,10
19849,wszystkie,9
4549,metody,6
49660,których,7
26146,mowa,4
2539,porozumieniu,12
56374,także,5
1297,pozytywne,9
4644,opinie,6
1752,wydane,6
21337,podstawie,9
90734,artykuł,7
36502,ustęp,5
6987,niniejszym,10
770,podlegające,11
339,wykonaniu,9
90016,zgodnie,7
8022,przepisami,10
10154,międzynarodowego,16
14086,część,5
875,wprowadzająca,13
2436,wielkości,9
1905,dopuszczalne,12
1036,ustalonych,10
1007,protokole,9
1293,zostają,7
246,przydzielone,12
2056,następujący,11
5126,zasadami,8
112,zapewniającymi,14
2618,utrzymanie,10
132,względnej,9
6801,stabilności,11
41852,tych,4
134,powiadomień,11
1085,przedstawionych,15
5050,wspólny,7
7082,komitet,7
1125,ustanowiony,11
2313,składa,6
45919,dotyczące,9
40209,jego,4
11108,wykonania,9
45584,b,1
49600,przypadku,9
516,wykazania,9
9459,stosowanie,10
1240,sprzeczne,9
2823,międzynarodowymi,16
1119,zobowiązaniami,14
1403,podejmie,8
941,natychmiastowe,14
2708,kroki,5
1790,zawieszenia,11
85,corocznym,9
7685,sprawozdaniu,12
156412,dla,3
6198,zawiera,7
22183,informacje,10
19403,zmiany,6
4625,stanu,5
11807,zasobów,7
776,rybnych,7
22948,zarządzania,11
5019,nimi,4
8203,wyników,7
2727,badawczych,10
2966,prowadzonych,12
32974,odniesieniu,11
21433,nowych,6
2064,gatunków,8
11870,protokołu,9
44,potwierdzonej,13
22972,sprawozdania,12
2802,naukowe,7
11214,poprawy,7
170,biologicznego,13
28,głowonogów,10
74,skorupiaków,11
4415,podejmuje,9
1699,starania,8
4368,włączenia,9
7209,ramy,4
1809,ewentualnych,12
988,dopuszczalnych,14
8060,dwóch,5
4848,kategorii,9
44080,c,1
37395,środki,6
3615,techniczne,10
356,połowami,8
14068,przyjęte,8
51,marokańskie,11
50435,rzecz,5
203,flot,4
21047,mają,4
16459,zastosowanie,12
767,floty,5
2541,wspólnotowej,12
315,działającej,11
20581,niniejszego,11
19394,d,1
9255,ciągu,5
957,ostatniego,10
30394,roku,4
1616,obowiązywania,13
31881,przed,5
520,zawarciem,9
7417,nowego,6
618,przedłużeniu,12
1597,przedstawi,10
23761,e,1
24027,którym,6
945,przeprowadzeniu,15
19190,europejskim,11
718,stosownym,9
45,przyzna,7
1637,mandat,6
298,negocjacyjny,12
18463,przyjęcia,9
9794,f,1
1964,posiedzeniach,13
1617,pracach,7
15173,wspólnego,9
9334,komitetu,8
652,ustanowionego,13
58951,może,4
947,brać,4
8718,udział,6
5529,jeden,5
4608,charakterze,11
338,obserwatora,11
2176,przedstawiciele,15
10524,sektora,7
317,działającego,12
48895,ramach,6
10771,g,1
4693,informuje,9
12716,wszelkich,9
401,inicjatywach,12
10342,mających,8
4047,zmianę,6
7560,treści,6
14,arkuszy,7
31179,danych,6
798,załączników,11
1867,prov,4
1546,zamówienia,10
5102,publiczne,9
22907,b-/,3
16464,maja,4
2934,równego,7
18583,dostępu,7
6932,rynków,6
12909,publicznego,11
127974,ue,2
18511,państwach,9
11299,trzecich,8
9953,ram,3
4768,zamówień,8
12087,publicznych,11
414,koncesji,8
54558,dyrektywy,9
36951,//we,4
10795,procedur,8
5269,udzielania,10
72094,zakresie,8
463,odwoławczych,12
29408,dziedzinie,10
11001,rezolucję,9
19490,zmian,5
2284,procedurze,10
101,profesora,9
2140,mario,5
117,montiego,8
92226,europejskiej,12
4962,josé,4
332,manuela,7
1706,barroso,7
669,zatytułowane,12
5690,nowa,4
5168,strategia,9
4039,jednolitego,11
38229,rynku,5
508,służbie,7
8418,gospodarki,10
11359,społeczeństwa,13
16054,europy,6
8345,komunikat,9
3059,zatytułowany,12
4442,kierunku,8
8469,aktu,4
963,jednolitym,10
975,stronę,6
9361,społecznej,10
1132,rynkowej,8
5481,wysokiej,8
5723,konkurencyjności,16
658,zieloną,7
814,księgę,6
1437,modernizacji,12
46193,polityki,8
470,zatytułowaną,12
10632,zwiększenia,11
6380,skuteczności,12
76977,mając,5
76123,uwadze,6
363,sprawnie,8
251,funkcjonujący,13
7556,rynek,5
36472,ma,2
2459,zasadnicze,10
21127,znaczenie,9
1364,budowania,9
261,pobudzania,10
6150,innowacji,9
10180,wspierania,10
11153,wzrostu,7
18684,zatrudnienia,12
1944,propagowania,12
1685,wyższego,8
10120,poziomu,7
25677,środowiska,10
7586,klimatu,7
69005,praw,4
5899,socjalnych,10
5668,całej,5
4032,uzyskania,9
134,optymalnej,10
12735,wartości,8
17151,obywateli,9
498,podatników,10
353,pełnią,6
11545,rolę,4
89,katalizatora,12
586,ożywienia,9
90989,za,2
720,idzie,5
1557,dobrobytu,9
5662,podstawowe,10
12896,szczególnie,11
199,przezwyciężenie,15
6772,kryzysu,7
16797,finansowego,11
9882,gospodarczego,13
2640,zapobieganie,12
219,kryzysom,8
7422,przyszłości,11
87,solidny,7
28,przemyślany,11
6844,proces,6
318,optymalizacji,13
62,żywotne,7
14145,konsumentów,11
17393,krajowych,9
4626,regionalnych,12
6298,władz,5
10528,zatem,5
397,akceptacji,10
38898,jako,4
3268,całości,7
34,mnogość,7
15608,kwestii,7
13110,jakie,5
6371,obejmuje,8
5052,zmiana,6
326,różnorodne,10
2411,priorytety,10
2060,odnoszące,9
88,pilności,8
24618,spraw,5
899,związki,7
411,tematyczne,10
14531,muszą,5
783,rozpatrywane,12
6042,uwzględnieniem,14
548,bieżącej,8
22334,sytuacji,8
10342,politycznej,11
13719,szczeblu,8
4970,międzynarodowym,15
13,rozbudowany,11
1763,pakiet,6
1625,zagadnień,9
1970,jakich,6
3411,dotyczą,7
668,tradycyjne,10
2466,ściśle,6
355,powiązana,9
2987,sprawa,6
19416,będą,4
199,wymagały,8
990,spójnej,7
23161,oceny,5
8745,oparciu,7
1806,stałe,5
2450,konsultacje,11
2284,zainteresowanymi,16
1972,podmiotami,10
315,szczególna,10
2250,kwestia,7
7342,zagwarantowania,15
4679,traktowania,11
362,sprawiedliwej,13
8370,konkurencji,11
2562,rynkach,7
763,pilnie,6
7047,wymaga,6
6601,większej,8
19224,zwłaszcza,9
13097,względu,7
2057,obecne,6
3407,trudności,9
12948,związane,8
779,dostępem,8
94,powolne,7
2899,postępy,7
1996,negocjacjach,12
42806,dotyczących,11
5325,wto,3
83,gpa,3
354,wyraźną,7
154,niechęć,7
8237,wielu,5
4020,przystąpienia,13
145,nawiązuje,9
11616,swoich,6
1413,uwag,4
3903,zawartych,9
40386,rezolucji,9
31664,tej,3
17624,wyraża,6
1448,głębokie,8
3160,przekonanie,11
42,słuszności,10
21176,zasady,6
713,wzajemności,11
28,obopólnych,10
8095,korzyści,8
2207,proporcjonalności,17
2438,choć,4
3222,zdecydowanie,12
620,sprzeciwia,10
678,działaniom,10
43,protekcjonistycznym,19
873,globalnym,9
70630,wzywa,5
29,zaproponowaniem,15
1301,jakiegokolwiek,14
621,przeprowadziła,14
462,szczegółową,11
2251,analizę,7
17091,związanych,10
915,wprowadzeniem,13
228,proporcjonalnych,16
1029,ukierunkowanych,15
3656,ograniczeń,10
14346,określonych,11
9775,obszarów,8
5518,ocenę,5
9209,wpływu,6
5,analizującą,11
4399,kiedy,5
19040,takie,5
3091,rozwiązanie,11
16931,można,5
1664,zastosować,10
5158,podstawy,8
11626,prawnej,7
5283,takiego,7
5525,instrumentu,11
3994,partnerów,9
6668,handlowych,10
8888,którzy,6
1184,korzystają,10
486,otwartości,10
541,zamiaru,7
230,otworzyć,8
4146,własnych,8
9850,przedsiębiorstwa,16
9683,nadal,5
56177,należy,6
1545,zachęcać,8
278,oferowania,10
1908,przedsiębiorstwom,17
2053,opartego,8
127,proporcjonalnego,16
8295,dzięki,6
23,duchowi,7
462,pozytywnej,10
8345,przejrzystości,14
29021,będzie,6
4165,osiągnąć,8
3758,większą,7
263,otwartość,9
3371,uniknąć,7
42382,działań,7
113,protekcjonistycznych,20
1834,wykorzystaniem,14
4778,dostępnych,10
2434,narzędzi,8
31741,zwraca,6
2118,stopnia,7
1722,otwarcia,8
9733,zapewnienie,11
1547,stosunkach,10
7764,krajami,7
322,uprzemysłowionymi,17
1005,głównymi,8
174,gospodarkami,12
151,wschodzącymi,12
2811,zbadania,8
2445,sposobów,8
599,poprawienia,11
23992,europejskich,12
10164,poza,4
1499,równe,5
1147,szanse,6
14020,zarówno,7
203,zagranicznym,12
139,ubiegającym,11
1396,uzyskanie,9
3152,ogólnym,7
800,ujęciu,6
6966,proponuje,9
1602,przyszłe,8
2342,handlowe,8
137,negocjowane,11
3423,unię,4
317,zawierały,9
5832,rozdział,8
317,poświęcony,10
177,zrównoważonemu,14
1128,rozwojowi,9
1248,oparty,6
2393,zasadach,8
8766,odpowiedzialności,17
572,biznesu,7
49,zaktualizowanych,16
6088,wytycznych,10
1604,oecd,4
269,wielonarodowych,15
2409,przekonany,10
3777,mogłyby,7
125,naruszyć,8
2026,interesy,8
245,eksporterów,11
7002,obszarach,9
107,wychodzących,12
1585,rynki,5
156,poszukiwać,10
12676,odpowiednich,12
19,dopuszczą,9
10782,wprowadzenia,12
3960,ogólnych,8
3448,unijnych,8
181825,lub,3
537,zapobiegawczych,15
22235,ale,3
2351,opierać,7
5182,stosownych,10
67,narzędziach,11
3264,dokonania,9
5299,problemów,9
39,ofertami,8
1018,wyjątkowo,9
816,niskich,7
915,cenach,6
956,zaproponowania,14
4886,zaleca,6
1696,instytucjom,11
50,zamawiającym,12
786,ofert,5
1773,niezwykle,9
89,udzielały,9
447,szybkich,8
1080,wystarczających,15
433,pozostałym,10
1078,stronom,7
212,uczestniczącym,14
255,przetargu,9
5102,umożliwić,9
35083,im,2
1161,stwierdzenie,12
4036,istnieją,8
291,przesłanki,10
363,odwoławczej,11
279,widzi,5
769,pilną,5
9608,potrzebę,8
10430,osiągnięcia,11
12328,spójności,9
2373,wspólną,7
2605,polityką,8
22026,handlu,6
708,praktykami,10
1728,przyjmują,9
800,oferty,6
550,składane,8
1325,pochodzące,10
369,niebędących,11
154,sygnatariuszami,15
442,szkodą,6
7122,norm,4
37420,pracy,5
2133,środowiskowych,14
3355,obowiązujących,14
304,pytaniem,8
664,zawartym,8
1282,zielonej,8
607,księdze,7
656,zwrócono,8
39,sklasyfikowanie,15
1420,priorytetowych,14
6521,wśród,5
10075,różnych,7
122,poruszonych,11
4643,wskazuje,8
915,wypracowania,12
2465,skutecznych,11
458,potrzebą,8
1775,sprawiedliwego,14
877,otwartego,9
6629,zrównoważonego,14
2026,szybko,6
1191,zająć,5
30,pilnymi,7
1097,kwestiami,9
2332,takimi,6
1615,uproszczenie,12
318,sprecyzowanie,13
28743,przepisów,9
626,usprawnienie,12
7560,mśp,3
238,pobudzanie,10
16,zamówieniom,11
2088,publicznym,10
4293,następnie,9
288,rozpatrzyć,10
16841,inne,4
3146,aspekty,7
8784,przeglądu,9
9387,dlatego,7
13450,też,3
755,najpierw,8
382,zajęła,6
1601,sprawą,6
2357,uproszczenia,12
168,przystąpiła,11
13590,konieczne,9
105,mocne,5
3513,zaangażowanie,13
18524,tylko,5
379,doprowadzenia,13
672,niezbędnego,11
3602,uznania,7
39028,wszystkich,10
1439,ważnych,7
1182,rynkiem,7
8163,istotne,7
10690,ogólnego,8
20394,niniejszej,10
2415,badanie,7
6091,przestrzegania,14
16377,podstawowych,12
16762,zasad,5
2775,pomocniczości,13
94730,państwa,7
7869,skutków,7
25363,finansowych,11
34582,podczas,7
1922,rozpatrywania,13
12053,projektów,9
3048,legislacyjnych,14
3214,szczególną,10
25826,uwagę,5
2593,przestrzeganie,14
39890,szczególności,13
295,czuwa,5
28029,nad,3
127,zgodnością,10
4753,prawnego,8
509,kartą,5
76133,unii,4
14539,ponadto,7
37923,projekt,7
599,pociąga,7
4007,sobą,4
6302,skutki,6
12890,finansowe,9
486,sprawdza,8
14343,zostały,7
4345,przewidziane,12
1680,wystarczające,13
751,skierowali,10
1705,joanna,6
549,katarzyna,9
544,skrzydlewska,12
15674,ppe,3
689,elżbieta,8
484,łukacijewska,12
267,artur,5
3132,zasada,6
775,dyskryminacja,13
299,litwie,6
2232,skargi,6
44,mieszkającej,12
631,łamanie,7
5428,coraz,5
249,niepokojące,11
3625,około,5
1315,tysięcy,7
264,polaków,7
237,mieszkających,13
325,rejonie,7
1,solecznickim,12
20,wileńskim,9
16651,stanowi,7
6942,odpowiednio,11
7338,ludności,8
479,terenach,8
2369,oni,3
22856,jednak,6
3832,mimo,4
1016,faktycznie,10
2237,znajdują,8
3313,większości,10
124,posługiwania,12
338,językiem,8
357,polskim,7
45,pomocniczym,11
85,nakazem,7
449,sądowym,7
1022,ludność,7
868,terenów,7
9,zmuszana,8
4,zdejmowania,11
10,dwujęzycznych,13
69,tablic,6
53,nazwami,7
31,ulic,4
8372,więcej,6
885,nazwiska,8
1,lituanizowane,13
60,dyskryminowani,14
55,zwrocie,7
2060,ziemi,5
27,uchwała,7
4051,rządu,5
65,litewskiego,11
1137,zwiększeniu,11
831,szkołach,8
1383,narodowych,10
781,minimalnej,10
4673,ilości,6
714,uczniów,7
64,klasach,7
730,spowoduje,9
500,likwidację,10
361,klas,4
19,mniejszościowym,15
1196,nauczania,9
18103,europejska,10
220,jakieś,6
2510,łamania,7
119,litwę,5
2969,zakazu,6
6760,dyskryminacji,13
1168,pochodzenie,11
1016,etniczne,8
605,uchylającego,12
75,nieaktualnych,13
1179,rozporządzeń,12
12028,wspólnej,8
7009,c‑/,3
29232,sprawozdawca,12
1477,philippe,8
902,morillon,8
1067,uproszczona,11
28524,pe,2
3218,v-,2
1778,objaśnienie,11
2342,używanych,9
2207,znaków,6
21235,większość,9
9706,oddanych,8
17317,głosów,6
41268,współpracy,10
9381,pierwsze,8
13321,czytanie,8
52,iększość,8
20730,ii,2
6735,drugie,6
4425,zatwierdzić,11
17089,wspólne,7
19349,stanowisko,10
6378,ogólnej,7
13330,liczby,6
15965,posłów,6
3019,odrzucić,8
6203,wprowadzić,10
9228,zgody,5
5301,wyjątkiem,9
6424,przypadków,10
1657,ujętych,7
7950,współdecyzji,12
7016,wymagana,8
5391,trzecie,7
1925,wskazana,8
4221,opiera,6
2454,zaproponowanej,14
8181,tekstu,6
4108,legislacyjnego,14
1356,zaznaczone,10
2138,wytłuszczonym,13
2165,drukiem,7
3060,kursywą,7
1103,aktach,6
783,zmieniających,13
429,powtórzone,10
22509,bez,3
769,fragmenty,9
1585,obowiązującego,14
1365,przepisu,8
908,przeciwieństwie,15
1011,zaznaczane,10
2205,ewentualne,10
829,skreślenia,10
3027,obrębie,7
24634,takich,6
744,fragmentów,10
1371,oznakowanie,11
2272,zwykłą,6
1455,wskazówką,9
8128,technicznych,12
6079,dotyczącą,9
6351,propozycji,10
4062,korekty,7
7204,elementów,9
4327,ustalenia,9
25436,końcowego,9
10710,np,2
1816,oczywisty,9
1539,błędnych,8
620,pominiętych,11
5751,danej,5
4319,wersji,6
2260,językowej,9
1560,sugestie,8
4839,wymagają,8
7026,właściwych,10
3516,spis,4
6561,legislacyjnej,13
4443,przedstawiony,13
1896,a‑/,3
5673,stosowne,8
379,odejść,6
2417,przyjętego,10
1298,poinformowanie,14
8730,go,2
1079,fakcie,6
3655,ponowne,7
868,skonsultowanie,14
3102,znaczących,10
7394,tytuł,5
1927,uchylenie,9
2538,odsyłacze,9
25005,data,4
6366,przedmiotowo,12
7131,właściwa,8
7340,ogłoszenia,10
13007,posiedzeniu,11
1769,pech,4
3051,sprawozdawcay,13
4922,powołania,9
10289,wynik,5
46412,głosowania,10
9580,+,1
22167,posłowie,8
7937,obecni,6
364,elspeth,7
756,attwooll,8
405,iles,4
778,braghetto,9
1095,paulo,5
1130,casaca,6
900,avril,5
1294,doyle,5
467,emanuel,7
451,jardim,6
1585,fernandes,9
847,carmen,6
1231,fraga,5
1223,estévez,7
1761,hélène,6
644,goudin,6
1069,heinz,5
729,kindermann,10
876,rosa,4
943,miguélez,8
961,ramos,5
654,ulrike,6
594,rodust,6
416,struan,6
1129,stevenson,9
3198,catherine,9
1149,stihler,7
285,margie,6
736,sudre,5
828,cornelis,8
370,visser,6
5301,ustne,5
2786,h-/,3
1615,sesję,5
6093,pytań,5
8281,sesji,5
1043,częściowej,10
3830,skierowane,10
672,liam,4
1396,aylward,7
1397,sprzedaż,8
2803,wyrobów,7
318,wołowiny,8
3,jagnięciny,10
9358,unia,4
653,wesprzeć,8
12931,krajach,7
12105,nowe,4
11128,inicjatywy,10
15439,wsparcia,8
45065,tego,4
11397,procesu,7
1239,przesłuchania,13
202,desygnowanych,13
1177,komisarzy,9
392,żywo,4
11838,instytucje,10
15,berlaymont,10
399,główna,6
607,siedziba,8
11,rondzie,7
72,schumana,8
3113,brukseli,8
51,oglądaj,7
1724,parlamentarne,13
6427,trzech,6
2387,kandydatów,10
84,zastąpią,8
21,ustępujących,12
12308,członków,8
3050,obecnej,7
1814,polska,6
2052,komisarz,8
856,danuta,6
758,hübner,6
2094,podobnie,8
99,belgijski,9
19,kolega,6
2223,louis,5
1622,michel,6
1045,zostali,7
387,wybrani,7
80,dalia,5
75,grybauskaitė,12
127,objęła,6
4127,urząd,5
44,prezydencki,11
38,izbą,4
468,staną,5
640,paweł,5
32,samecki,7
158,karel,5
45003,de,2
149,gucht,5
193,algirdas,8
13,semeta,6
5581,każdym,6
1940,razem,5
9697,były,4
957,minister,8
9048,zagranicznych,13
1005,belgii,6
395,miałby,6
238,przejąć,7
5601,swoim,5
2,poprzedniku,11
2346,obszar,6
28440,pomocy,6
2605,humanitarnej,12
4,litwin,6
74,desygnowany,11
2082,komisarza,9
26248,budżetu,7
22,zastąpiłby,10
27,danutę,6
379,czele,5
2388,unijnego,8
23,resortu,7
3300,regionalnej,11
2027,wszyscy,7
627,kandydaci,9
188,zatwierdzeniem,14
421,musieli,7
391,zmierzyć,8
119,pytaniami,9
44,ocenią,6
55,desygnowani,11
178,komisarze,9
11,sprostają,9
2742,nowym,5
108,obowiązkom,10
19,wysuwają,8
2674,rządy,5
21081,krajów,6
340,słowo,5
2343,pięć,4
15251,lat,3
3376,temu,4
2011,interwencji,11
62,nadzieją,8
447,musiał,6
5,pożegnać,8
603,włoch,5
43,rocco,5
1,buttiglioni,11
710,nominacji,9
316,cała,4
25,trójka,6
48,pełniła,7
12362,jedynie,7
2911,kilka,5
8348,miesięcy,8
403,pozostały,9
2847,końca,5
2564,kadencji,8
2580,obecnego,8
1985,kolegium,8
4541,skład,5
74,poznamy,7
8148,jeszcze,7
107,kadencje,8
245,pokrywają,9
1521,nowo,4
1018,wybrany,7
1744,mógł,4
1691,uczestniczyć,12
827,wyborze,7
1388,składu,6
1748,ke,2
171,zagłosuje,9
473,ostateczną,10
18,nominacją,9
12,trojga,6
205,nadchodzącej,12
2321,plenarnej,9
2070,strasburgu,10
210,odpowiadał,10
8521,komisją,7
1578,budżetową,9
4125,wtorek,6
25252,ds,2
10,zmierzy,7
3107,parlamentarnej,14
5927,stanie,6
4928,regionalnego,12
1813,środę,5
256,transmisja,10
542,przesłuchań,11
787,dostępna,8
3710,stronie,7
7233,link,4
34731,pod,3
1716,tekstem,7
5835,sto,3
29,przykładowe,11
7116,pytania,7
69,zadawane,8
167,kandydatom,10
23118,pl,2
2711,photo,5
3314,phtjpg,6
424,/wps,4
1112,europarl,8
1751,internet,8
352,frd,3
733,live,4
68,videolanguage,13
8167,=,1
140,/meetdocs/_/documents,21
5125,budg,4
6,dv///enpdf,10
5423,-//ep//dtd,10
23953,press,5
26535,doc,3
31677,xml,3
10846,v//en,5
5423,-//ep//stylesheet,17
187,briefing,8
116,/strasburg/,11
1362,pierwsza,8
1760,sesja,5
484,plenarna,8
59,upłynie,7
381,znakiem,7
6094,wyborów,7
1426,najważniejsze,13
6651,parlamencie,11
15,wyłonią,7
1018,wiceprzewodniczących,20
697,kwestorów,9
229,zmieni,6
3340,parlamentarnych,15
75,liczebność,10
8241,grup,4
15044,politycznych,12
10,liberalizujących,16
82,pasażerski,10
4088,transport,9
398,kolejowy,8
1987,chcą,4
1308,konkurencję,11
2331,międzynarodowy,14
2264,krajowy,7
92177,to,2
203,zgodzić,7
76065,członkowskie,12
3798,poniedziałek,12
6946,posiedzenie,11
682,plenarne,8
384,rozpocznie,10
9,uroczystością,13
16,powitania,9
212,bułgarskich,11
146,rumuńskich,10
1131,deputowanych,12
58,ustępujący,10
19544,przewodniczący,14
761,josep,5
1304,borrell,7
70,wygłosi,7
15,pożegnalne,10
518,przemówienie,12
2554,drugim,6
21140,dniu,4
5625,obrad,5
9018,czasu,5
39,wyłonienia,10
117,przewodniczył,13
1451,giovanni,8
905,berlinguer,10
517,pes,3
6032,it,2
51,urodzony,8
10601,lipca,5
153,najstarszy,10
411,wiekiem,7
2585,obecnych,8
28929,który,5
49,sprawował,9
1186,funkcję,7
72,seniora,7
16540,już,3
3048,udziałem,8
118,wybierać,8
3780,środa,5
203,kanclerz,8
451,angela,6
228,merkel,6
1560,posłom,6
3431,prezydencji,11
357,niemieckiej,11
77,półrocze,8
3024,oprócz,6
21569,programu,8
10435,prac,4
346,niemieckiego,12
258,najbliższe,10
1443,sześć,5
4032,raz,3
451,opracowany,10
22,-miesięczny,11
13712,program,7
357,portugalskiej,13
99,słoweńskiej,11
792,obejmujący,10
12236,okres,5
16782,czerwca,7
488,chciałby,8
7,zapalić,7
226,zielone,7
171,światło,7
1591,liberalizacji,13
357,pasażerskiego,13
16050,transportu,10
1355,kolejowego,10
1605,transporcie,11
9414,krajowym,8
43,zgodzą,6
2386,odbędzie,8
3271,trzeciego,9
2290,pakietu,7
2604,zakaz,5
22,wyprzedzania,12
23,tir,3
827,ów,2
29,marzenie,8
8800,każdego,7
688,kierowcy,8
947,polskich,8
722,drogach,7
852,kierowców,9
816,oczywiście,10
98,spełni,6
6,posłucha,8
528,wezwania,8
226,zawarł,6
510,przeglądzie,11
81,śródokresowym,13
49574,bezpieczeństwa,14
4344,ruchu,5
2662,drogowego,9
134,wysłuchają,10
1390,oświadczeń,10
1191,wyroku,6
4975,śmierci,7
445,palestyńskiego,14
339,lekarza,7
85,bułgarskie,10
126,pielęgniarki,12
212,zatrudnione,11
144,szpitalu,8
1193,libii,5
3296,czwartek,8
2390,kluczowych,10
770,stanowiskach,12
342,powitanie,9
3088,bułgarii,8
3058,rumunii,7
237,spowodują,9
625,składzie,8
248,podda,5
22834,głosowanie,10
