repetitions,orthographic_form,length
7343,acting,6
15857,like,4
2587,prohibit,8
319,campaigning,11
1865,everyone,8
651,knows,5
372405,it,2
209,absurd,6
1914,leads,5
1359,creative,8
6639,accounting,10
861,obliges,7
5,fudge,5
1364,books,5
204,complicity,10
503,thinks,6
24310,essential,9
14034,become,6
119504,more,4
19475,independent,11
240,luciano,7
2,bardi,5
16,eudo,4
1948,observatory,11
5108,representation,14
18847,believes,8
2027,limiting,8
40710,place,5
2726,huge,4
15641,possibility,11
29279,developing,10
3329,louis,5
57,galea,5
53815,court,5
17111,auditors,8
37779,effective,9
143160,measures,8
46707,control,7
67606,were,4
29535,required,8
1658,politics,8
1174,mobilised,9
992,annemie,7
1291,neyts,5
1259,uyttebroeck,11
88133,president,9
546,democrat,8
22569,reform,6
4313,eldr,4
11473,spoke,5
12669,challenges,10
10165,start,5
3718,recruitment,11
707,momentum,8
5643,encouraging,11
74976,members,7
10552,strong,6
16622,until,5
46382,some,4
79755,time,4
3065,ago,3
93,eric,4
1,defoort,7
31570,free,4
6256,efa,3
6580,stressed,8
33441,fundamental,11
34650,importance,10
8800,youth,5
33643,organisations,13
21,formative,9
958,thinking,8
8694,creating,8
2849,pierre,6
205,laurent,7
2,pel,3
22366,democratic,10
6725,structures,10
7235,participate,11
5508,portuguese,10
1805,paulo,5
440,rangel,6
10074,raised,6
7331,membership,10
13162,clearly,7
5216,accept,6
21614,individual,10
1757,probably,8
14768,our,3
132292,countries,9
65180,who,3
425289,member,6
77410,but,3
933,don't,5
47550,future,6
10796,spanish,7
2182,socialist,9
1276,enrique,7
544,guerrero,8
503,salom,5
26961,now,3
101,nominating,10
10163,candidate,9
17529,elections,9
4957,democrats,9
84641,what,4
52694,march,5
172328,report,6
3962,scheduled,9
29663,adoption,8
41819,april,5
48827,debate,6
36984,full,4
3374,indicative,10
6738,sto,3
122015,policy,6
14555,document,8
3013,transnational,13
88197,programme,9
55927,legislative,11
3719,profile,7
60825,en,2
3810,photo,5
4193,phtjpg,6
29697,link,4
418,/meetdocs/_/documents,21
2517,afco,4
294,dv,2
17,etude,5
7,departement,11
1,thematique_/etude,17
1,thematique_enpdf,16
29,dv///enpdf,10
636,http//europaeu,14
30,legislation_summaries,21
79,glossary,8
1,eu_parties_status_enhtm,23
2612,/oeil,5
2359,filejspid=,10
1623,/members,8
247,geosearch,9
190,viewdocountry,13
28833,=,1
4,gr&partnumber=&language,23
6,pt&id=,6
10803,-//ep//dtd,10
44163,im,2
64482,press,5
55386,doc,3
56586,xml,3
56548,v//en,5
10803,-//ep//stylesheet,17
81893,answer,6
99784,given,5
68734,mr,2
1721,barnier,7
91879,behalf,6
55014,june,4
11198,customs,7
15436,enforcement,11
5743,intellectual,12
12190,property,8
4110,directorate,11
6935,taxation,8
9111,http//eceuropaeu,16
140,taxation_customs,16
24,customs_controls,16
23,counterfeit_piracy,18
9866,statistics,10
2250,index_enhtm,11
10556,scale,5
1637,counterfeit,11
1987,piracy,6
5063,challenge,9
19018,cannot,6
315,underestimated,14
176879,regard,6
1950,confirms,8
14883,italy,5
89538,one,3
40089,most,4
17225,active,6
333975,states,6
27458,terms,5
26711,total,5
4750,numbers,7
40953,cases,5
30551,articles,8
2843,detained,8
105645,authorities,11
4179,alone,5
4907,represents,10
45870,over,4
59426,number,6
40161,million,7
163671,may,3
68734,proposed,8
426,entrust,7
10382,tasks,5
3002,counterfeiting,14
24781,office,6
7601,harmonisation,13
44751,internal,8
106986,market,6
90,ohim,4
162,alicante,8
241444,will,4
14959,benefit,7
581,ip,2
4558,expertise,9
506,designs,7
4262,look,4
116797,into,4
6918,innovative,10
14390,anti,4
14007,technologies,12
2518,track,5
430,trace,5
11995,investigation,13
307946,an,2
40259,important,9
3569,pillar,6
16844,fight,5
79713,against,7
19285,goods,5
209280,directive,9
85547,//ec,4
100885,oj,2
77501,l,1
18430,provides,8
38569,civil,5
6870,allowing,8
3452,holders,7
2699,enforce,7
3433,adapted,7
102796,particular,10
18363,meet,4
7720,digital,7
50730,environment,11
90849,following,9
61176,december,8
50823,application,11
24137,consultation,12
393286,which,5
268,ran,3
163,culminating,11
638343,with,4
10000,stakeholders,12
25402,brussels,8
11087,come,4
36068,forward,7
3769,spring,6
34052,proposals,9
12556,strengthen,10
1985,likewise,8
22530,key,3
20932,thus,4
26590,very,4
702,weapon,6
56592,however,7
9474,replaced,8
19189,instrument,10
16219,building,8
2171,achievements,12
4043,infringements,13
11328,borders,7
22485,even,4
10714,effectively,11
33724,regards,7
60752,legislation,11
10886,money,5
2585,laundering,10
25250,financing,9
13774,terrorism,9
19989,several,7
815,pieces,6
94734,take,4
53128,account,7
22828,potential,9
16504,risks,5
32739,related,7
5288,transfers,9
359,encompasses,11
15340,inter,5
9865,alia,4
370894,council,7
45779,october,7
18610,prevention,10
102399,use,3
20258,purpose,7
7111,terrorist,9
13343,august,6
11716,laying,6
57389,down,4
30557,implementing,12
11824,definition,10
1856,politically,11
2385,exposed,7
20042,person,6
33666,technical,9
27490,criteria,8
3963,simplified,10
2185,customer,8
26235,due,3
755,diligence,9
44290,procedures,10
3979,exemption,9
12308,grounds,7
17771,activity,8
7521,conducted,9
415,occasional,10
420632,or,2
14480,limited,7
65396,basis,5
105901,ec,2
9842,controls,8
2973,cash,4
2800,entering,8
3073,leaving,7
154407,community,9
47670,november,8
145871,information,11
992,payer,5
4856,accompanying,12
40786,funds,5
82427,services,8
2595,carefully,9
11701,assess,6
3607,emerging,8
4739,threats,7
51154,area,4
19391,study,5
22784,published,9
332,internal_market,15
17557,company,7
1341,docs,4
1,crime/_study_amld_enpdf,23
5603,actively,8
39200,assessment,10
9492,revision,8
104973,international,13
41141,standards,9
11,aml,3
31091,particularly,12
85977,those,5
67620,set,3
115591,up,2
83312,action,6
6857,task,4
35984,force,5
160,fatf,4
48146,process,7
10391,ongoing,7
3092,depending,9
9399,outcome,7
123287,these,5
6518,discussions,11
32075,taking,6
161701,other,5
13562,developments,12
10978,eg,2
34370,change,6
12086,schemes,7
22648,consider,8
60591,possible,8
46991,amendments,10
84070,framework,9
3681,tran,4
6359,visit,5
4500,morocco,7
1341,visited,7
3698,ports,5
9,tangier,7
46,casablanca,10
8979,met,3
1482,moroccan,8
7436,ministers,9
52594,transport,9
12709,tourism,7
9844,discussed,9
8073,planned,7
1233,tunnel,6
148026,under,5
233,strait,6
817,gibraltar,9
45661,impact,6
23177,air,3
97440,agreement,9
80918,written,7
131882,question,8
64012,e-/,3
718,zdzisław,8
522,kazimierz,9
732,chmielewski,11
27525,ppe,3
67025,de,2
116408,subject,7
63506,management,10
229,cormorants,10
82165,i,1
19173,received,8
9374,letter,6
1320,protest,7
9958,chairman,8
18095,board,5
2431,directors,9
16897,association,11
8539,fish,4
10248,producers,9
856,krzysztof,9
1,karoń,5
14834,connection,10
48,havoc,5
10354,caused,6
2739,farms,5
83787,’s,2
27576,fisheries,9
13943,recently,8
6141,highlighted,11
1495,controlling,11
276,cormorant,9
17928,population,10
24651,among,5
3584,things,6
11103,reducing,8
1491,breeding,8
10816,rates,5
4279,baltic,6
33793,issues,6
6854,cause,5
533,controversy,11
59749,therefore,9
31974,request,7
36908,assistance,10
94089,does,4
1553,recommend,9
17870,powers,6
96008,protection,10
2805,fishermen,9
12462,extent,6
57,correlated,10
47714,environmental,13
43573,requirements,12
4256,urgency,7
24290,matter,6
240,grateful,8
113365,if,2
54969,could,5
12262,reply,5
12027,soon,4
984,borg,4
998,recreational,12
30641,establishing,12
105991,ensure,6
23114,compliance,10
80491,common,6
311284,article,7
60940,draft,5
19820,aim,3
2162,disproportionate,16
6273,burden,6
17111,upon,4
47,anglers,7
735,leisure,7
20734,fishing,7
34635,industry,8
15202,submit,6
41685,certain,7
6575,stocks,6
6389,namely,6
11584,recovery,8
36994,plan,4
16350,basic,5
59187,conditions,10
3456,permits,7
5331,catch,5
9050,reporting,9
66449,case,4
16575,commercial,10
3907,fishery,7
56759,activities,10
59559,responsible,11
30993,monitoring,10
16355,commissioner,12
10870,maritime,8
35060,already,7
14852,stated,6
4119,publicly,8
14457,intend,6
185003,all,3
4007,quotas,6
14298,professional,12
342777,its,3
149342,proposal,8
14444,cover,5
670,shore,5
96302,including,9
5,wading,6
16275,sea,3
619,pier,4
7,canoe,5
5,kayak,5
35475,fact,4
80314,only,4
3620,vessel,6
19703,open,4
5777,multi,5
39356,annual,6
20136,plans,5
11713,ie,2
2206,threatened,10
439,extinction,10
6790,normal,6
39,hobby,5
12,angler,6
2210,catches,7
189,insignificant,13
63964,when,4
2436,goes,4
117217,out,3
3939,uses,4
3453,exclusively,11
38805,his,3
12089,consumption,11
3512,cod,3
22596,establishment,13
3830,precise,7
2003,thresholds,10
39136,apply,5
2637,depend,6
7957,kind,4
1531,caught,6
4065,speech,6
40411,february,8
16067,announced,9
6979,determined,10
53090,after,5
4965,receiving,9
48165,relevant,8
5481,advice,6
20151,scientific,10
106454,economic,8
436,stecf,5
32195,context,7
2264,recalled,8
90165,where,5
26010,currently,9
1168,obligatory,10
2529,hope,4
1956,harmonise,9
1682,similarly,9
2358,accurate,8
66175,data,4
1409,wherever,8
32597,welcomes,8
58985,further,7
27891,dialogue,8
10575,target,6
20533,significant,11
9682,course,6
2886,wants,5
61400,final,5
94121,adopted,7
175,achieves,8
12990,fair,4
11707,balance,7
135570,between,7
10676,hand,4
2923,obtaining,9
14824,adequate,8
6603,sensitive,9
14322,analysis,8
21123,ensuring,8
117,fishers,7
12833,whose,5
371,negligible,10
3672,biological,10
120,burdened,8
2370,tajani,6
6663,notification,12
12436,mechanism,9
4984,gives,5
15992,inform,6
5244,consult,7
46796,each,4
43269,before,6
19845,regulations,11
29442,society,7
151018,procedure,9
2010,plays,5
7343,vital,5
40399,role,4
1140,guardian,8
58260,respect,7
17894,functioning,11
10579,moreover,8
64256,well,4
2157,analyses,8
6192,notified,8
367,drafts,6
44,reacts,6
70445,necessary,9
14678,forms,5
15870,defined,7
107036,order,5
14074,avoid,5
5455,obstacles,9
63993,trade,5
69599,than,4
44084,since,5
33295,//eec,5
27925,honourable,10
4478,obliged,7
6672,notify,6
278489,shall,5
10359,immediately,11
3874,communicate,11
8088,except,6
2603,merely,6
116,transposes,10
66344,text,4
11137,standard,8
3824,lays,4
4225,exception,9
7699,duty,4
13798,laws,4
29284,administrative,14
65630,provisions,10
8106,voluntary,9
32703,agreements,10
45817,means,5
17204,comply,6
10292,binding,7
17090,acts,4
34830,result,6
3219,specifications,14
6707,fulfil,6
6194,arising,7
39920,according,9
37747,justice,7
1876,cia,3
78858,security,8
6266,judgment,8
48599,c-/,3
1080,sa,2
12056,v,1
3,signalson,9
3,securitel,9
14,sprl,4
89,unilever,8
42403,september,9
58750,non,3
30416,results,7
7,inapplicability,15
55769,third,5
3249,detail,6
5455,lay,3
12110,obligation,10
7964,accordingly,11
854,unconditional,13
4592,sufficiently,12
14389,content,7
259,relied,6
8723,individuals,11
6007,courts,6
2109,par,3
1840,interpreted,11
7493,meaning,7
1384,rely,4
93120,must,4
2371,decline,7
69649,accordance,10
5456,georgios,8
1087,karatzaferis,12
6133,ind,3
4867,dem,3
14,aposelemi,9
1176,dam,3
348,crete,5
27780,reports,7
7172,olaf,4
1830,conducting,10
7925,urgent,6
10197,construction,12
51169,regional,8
5423,dg,2
16448,informed,8
15384,minister,8
8273,works,5
39874,risk,4
16804,payments,8
3466,suspended,9
9437,unless,6
3428,fresh,5
78940,made,4
29642,regarding,9
31625,project,7
10964,drawn,5
20625,attention,9
18956,large,5
47,appearances,11
4418,television,10
8630,past,4
21981,months,6
50459,without,7
17159,response,8
26718,above,5
5559,correct,7
1418,exactly,7
18960,yet,3
63255,taken,5
4993,/c,2
4703,e/,2
8629,p-/,3
331,luciana,7
554,sbarbati,8
2559,excise,6
4102,wine,4
21021,tax,3
976,alcoholic,9
838,beverages,9
2011,hit,3
372,upward,6
10241,likely,6
34136,increase,8
2336,inflation,9
18695,reduce,6
346,definitely,10
56068,make,4
9918,fraud,5
3572,widespread,10
12967,competitiveness,15
222,unpredictable,13
11417,enlargement,11
11389,living,6
476,penetration,11
9175,difficult,9
4851,adverse,7
21525,effects,7
34895,local,5
34817,production,10
4040,representing,12
6149,dangerous,9
418,mistake,7
15658,whole,5
49298,sector,6
1115,wines,5
807,designations,12
17651,origin,6
54,cg,2
24128,additional,10
7064,guarantees,10
1135,hectares,8
229,vineyards,9
94,hectolitres,11
2248,allowance,9
2950,division,8
19991,small,5
5085,units,5
3488,micro,5
10811,enterprises,11
9860,average,7
13094,play,4
2975,socio,5
1048,unlike,6
8402,vat,3
6640,tackle,6
31080,external,8
28097,costs,5
24159,product,7
2983,manufacturing,13
707,levies,6
8035,imposed,7
12005,industrial,10
22645,natural,7
70426,products,8
4488,explain,7
45601,whether,7
2361,meets,5
7465,conformity,10
14726,conflict,8
68136,com,3
10955,emphasises,10
472,convert,7
30359,promote,7
656,outlets,7
628,abandonment,11
5782,fixed,5
21903,amount,6
3509,hence,5
23916,consumers,9
4811,assessed,8
536,ulrich,6
888,stockmann,9
16152,pse,3
1506,imposition,10
1164,motorway,8
823,tolls,5
2144,roads,5
3132,running,7
3352,parallel,8
5644,trans,5
14716,networks,8
962,tens,4
9628,german,6
63014,government,10
5759,q,1
3837,antonio,7
2764,di,2
494,pietro,6
13,acque,5
4,albule,6
29131,water,5
6,tivoli,6
104,administers,11
868,thermal,7
70,springs,7
8114,known,5
4059,regarded,8
22,antiquity,9
1802,municipal,9
54022,authority,9
2578,sole,4
723,shareholder,11
841,disposed,8
14063,capital,7
78645,group,5
4743,alleged,7
13193,intends,7
33,recapitalise,12
20732,operation,9
6302,declared,8
1490,irregular,9
463,void,4
3767,rome,4
15755,furthermore,11
12673,italian,7
1994,auditing,8
18677,body,4
11326,identified,10
22404,serious,7
3671,irregularities,14
14636,accounts,8
5273,shares,6
2681,seem,4
1748,greatly,7
72,undervalued,11
28124,carried,7
16540,lack,4
20841,transparency,12
633,valuation,9
10437,despite,7
4247,contractual,11
13444,undertakings,12
465,injection,9
6106,considerable,12
1132,virtually,9
23338,staff,5
1995,redundant,9
8053,reported,8
22893,considered,10
4261,issuing,7
9,debenture,9
1299,bonds,5
2825,add,3
307,derives,7
48391,aid,3
13472,entitled,8
251,sizeable,8
29,untransparent,13
1200,fashion,7
58153,appropriate,11
1852,apparently,10
57320,provided,8
9884,amounts,7
16922,granted,7
325,compensating,12
1367,workforce,9
4162,losses,6
2821,suffered,8
1102,obviously,9
72512,view,4
49624,used,4
2539,preserve,8
12531,jobs,4
10456,mrs,3
2671,reding,6
59351,referred,8
80572,implementation,14
8311,reason,6
29024,statement,9
5092,violation,9
2608,proinsias,9
3391,rossa,5
317,carcinogens,11
195,mutagens,8
66907,work,4
109127,resolution,10
100429,social,6
26377,agenda,6
17,t‑,2
79077,c,1
80308,p,1
9694,specifically,12
129127,calls,5
7684,contained,9
90625,paragraph,9
31250,workers,7
7118,exposure,8
2520,codified,8
10714,version,7
2596,ilda,4
3357,figueiredo,10
17430,gue,3
18941,ngl,3
23248,discrimination,14
3075,abroad,6
5885,northern,8
1529,wood,4
55,marble,6
566,stone,5
134,ceramics,8
9794,materials,9
581,complained,10
3737,thousands,9
8291,find,4
9442,themselves,10
13677,victims,7
1749,experienced,11
8917,portugal,8
902,winter,6
4324,draws,5
4043,near,4
16070,contracts,9
3466,renewed,7
56,emigrate,8
2493,frequently,10
137,unscrupulous,12
20320,agencies,8
615,promise,7
22587,good,4
13380,then,4
2574,fail,4
755,promises,8
52202,two,3
2720,examples,8
307,suffice,7
2576,iceland,7
278,constructing,12
628,tunnels,7
429,diversion,9
437,dams,4
1,kárahnjúkar,11
289,evacuation,10
10923,emergency,9
522,discriminated,13
7017,compared,8
12249,germany,7
103,berne,5
13204,south,5
13963,spain,5
1490,salaries,8
2345,accommodation,13
13977,insurance,9
39498,working,7
3956,timetable,9
21627,example,7
281,-hour,5
400,earn,4
17507,less,4
60,spaniards,9
1272,galicia,7
499,basque,6
59428,country,7
945,valencia,8
60,lleida,6
11893,combat,6
3574,unacceptable,12
6768,exploitation,12
19688,guarantee,9
16088,equality,8
19129,steps,5
16532,implemented,11
4462,certification,13
21668,prevent,7
910,win,3
1122,competitions,12
487,recruiting,10
11103,via,3
118301,rule,4
621,nigel,5
1186,farage,6
6399,efd,3
25163,official,8
16739,vehicles,8
9606,e‑/,3
15818,reasons,7
9772,vehicle,7
7718,times,5
13755,mentioned,9
5556,here,4
8395,formal,6
73399,so,2
59795,provide,7
7852,complete,8
3111,documentation,13
4598,showing,7
4027,function,8
3418,governed,8
616,censure,7
1822,disciplinary,12
2536,copy,4
3324,equally,7
677,infringe,8
11113,governing,9
612,assuming,8
1477,investigated,12
74341,b,1
12478,might,5
6280,him,3
2263,tribunal,8
6854,penalties,9
6530,attached,8
22464,held,4
1857,dimitrios,9
2098,papadimoulis,12
4308,natura,6
24126,network,7
28428,bodies,6
18749,greece,6
18747,previous,8
31197,established,11
7595,sites,5
12351,inclusion,9
15730,directives,10
9854,conservation,12
6092,habitats,8
4619,wild,4
2340,fauna,5
2236,flora,5
4773,birds,5
24589,amended,7
11318,expected,8
6938,created,7
34691,existing,8
12743,achieved,8
55841,concerned,9
1598,viability,9
3502,capacities,10
10734,re,2
10414,elements,8
32385,actions,7
14587,efficient,9
18008,included,8
15790,operational,11
9777,supported,9
19558,structural,10
18168,needed,6
49889,areas,5
32769,co,2
2430,earmarked,9
44771,eur,3
5921,covering,8
51442,period,6
6780,today,5
16252,rate,4
5800,bearing,7
6561,mind,4
33664,regions,7
7598,entered,7
5212,managed,7
25411,fully,5
26193,still,5
13793,measure,7
1885,špidla,6
17731,poverty,7
30078,long,4
37185,term,4
18115,commitment,10
7772,crucial,7
4175,factor,6
19451,lisbon,6
48218,strategy,8
5044,goal,4
1696,sustained,9
24567,growth,6
27693,better,6
19359,greater,7
20155,cohesion,8
19746,governments,11
53301,had,3
30922,different,9
13429,views,5
9485,reforms,7
10974,reach,5
4041,heads,5
615,opted,5
4506,flexible,8
2434,decentralised,13
23925,form,4
83909,cooperation,11
8606,method,6
18426,coordination,12
288,omc,3
11384,combating,9
9912,remains,7
23675,responsibility,14
31796,while,5
4670,covers,6
11726,regular,7
1446,peer,4
8116,pressure,8
10995,mutual,6
9309,learning,8
7109,partner,7
29269,efforts,7
11197,supporting,10
11308,focus,5
15081,child,5
29823,children,8
34367,united,6
12162,kingdom,7
22537,uk,2
794,albeit,6
2609,indirectly,10
1978,lessons,7
456,employment_social,17
6,publications//ke_enpdf,22
1287,pen,3
1340,diagnosis,9
384,determinants,12
10232,transparent,11
217,authoritative,13
15871,using,5
1112,analytical,10
19078,agreed,6
504,relies,6
7105,indicators,10
1046,enabled,7
21967,main,4
4956,causes,6
3013,comparison,10
1463,outcomes,8
12686,across,6
1256,helped,6
8000,determine,9
15653,priorities,10
22235,far,3
4640,pointed,7
21201,especially,10
1099,incidence,9
78377,part,4
3261,parents,7
107,jobless,7
1860,households,10
254,lone,4
28020,review,6
36021,systems,7
25886,labour,6
39662,policies,8
25032,provision,9
1623,childcare,9
7265,giving,6
64151,access,6
37539,quality,7
15560,increasing,10
21097,participation,13
36906,second,6
114,earners,7
3362,adequately,10
1356,incomes,7
28484,b-/,3
22102,motion,6
21200,questions,9
17676,oral,4
7031,b‑/,3
46123,pursuant,8
3313,players,7
4305,agents,6
3436,sports,6
1032,doris,5
2328,pack,4
14413,culture,7
37341,education,9
24467,pev-,4
156991,having,6
2786,football,8
82512,europe,6
5400,white,5
13932,paper,5
6138,sport,5
84486,treaty,6
934,judgement,9
70834,first,5
9063,instance,8
20959,communities,11
802,t-/,3
9,piau,4
7872,ecr,3
1294,i-,2
58136,concerning,10
950,player,6
4570,o-/,3
12927,recalls,7
2319,regulate,8
2020,presenting,10
1242,commissioned,12
51979,available,9
6392,findings,8
19739,criminal,8
443,citing,6
169,episodes,8
14097,affected,8
10833,organised,9
12192,crime,5
5319,links,5
1766,detrimental,11
1552,image,5
4453,integrity,9
2219,ultimately,10
18938,takes,5
8810,note,4
4122,finding,7
20151,central,7
432,streams,7
11364,often,5
289,prone,5
17363,illegal,7
33824,notes,5
30151,points,6
1167,inherent,8
110,opacity,7
14826,transfer,8
2372,team,4
899,conducive,9
1202,clubs,5
21531,involved,8
11336,underlines,10
1169,vulnerability,13
15658,young,5
3364,becoming,8
116757,human,5
10998,trafficking,11
29357,towards,7
1802,assume,6
4977,educational,11
5155,vocational,10
33489,training,8
265,underscores,11
417,federations,11
421,basically,9
14499,aimed,5
2141,profession,10
1865,regulating,10
13448,exercise,8
9383,supervisory,11
188,sanctioning,11
20247,direct,6
6424,vis,3
3972,à,1
7229,registered,10
7797,nor,3
5272,impose,6
3618,agrees,6
1088,sporting,8
33711,relating,8
2372,credibility,11
6068,actors,6
4444,doing,5
2956,away,4
465,fifa,4
4329,licence,7
17476,setting,7
1151,robust,6
10949,alternative,11
37489,way,3
1790,surrounding,11
427,applauds,8
8917,supervision,11
3926,flows,5
13114,asks,4
2336,coordinating,12
9912,linked,6
1261,match,5
1386,fixing,6
6004,refers,6
32042,principle,9
5543,constitutes,11
428,policing,8
118,touches,7
10019,freedoms,8
3136,falls,5
10506,competence,10
43473,same,4
1618,insofar,7
25739,objective,9
7415,raise,5
2731,ethical,7
1213,agent,5
5817,protecting,10
9410,competitive,11
851,collectively,12
3372,convinced,9
30031,border,6
1264,diverse,7
24549,applicable,10
11413,effectiveness,13
9814,sanctions,9
1113,tackled,7
44073,joint,5
549,extensively,11
6187,regulated,9
498,disciplines,11
7539,few,3
5683,addressing,10
6854,considering,11
300,confusing,9
8115,diversity,9
5345,coherent,8
11521,wide,4
28953,approach,8
418,loopholes,9
10533,proper,6
8644,reiterates,10
22301,call,4
30502,initiative,10
4423,strict,6
6139,examination,11
1237,anyone,6
5681,operate,7
7448,transactions,12
3331,prohibition,11
3055,remuneration,12
3620,minors,6
20700,minimum,7
7269,harmonised,10
13855,introduction,12
2222,licensing,9
10852,register,8
1559,ending,6
2011,dual,4
2083,gradual,7
1823,conditional,11
1868,fulfilment,10
15513,contract,8
19681,instructs,9
2850,francesco,9
1147,enrico,6
1622,speroni,7
9427,uen,3
414,mafia,5
325,announcing,10
1951,fines,5
2492,nine,4
26836,groups,6
74,eni,3
4,exxonmobil,10
74,hansen,6
7,rosenthal,9
1,tudapetrol,10
146,mol,3
34,repsol,6
3,sasol,5
53,rwe,3
937,participated,12
21,paraffin,8
26,wax,3
423,cartel,6
339,neelie,6
1818,kroes,5
7466,charge,6
27347,competition,11
17107,type,4
26253,organisation,12
1597,unlawful,8
2115,murder,6
163,extortion,9
833,abduction,9
8332,corruption,10
3673,bear,4
17959,relation,8
1711,formation,9
12424,why,3
1432,inappropriate,13
552,offensive,9
4,epithet,7
1204,oettinger,9
8612,refer,5
1115,tzavela,7
2971,http//wwweuroparleuropaeu,25
2409,qp,2
94,web/,4
1151,besides,7
69,burgas,6
7,alexandropoulis,15
2333,pipeline,8
46743,projects,8
16529,consideration,13
1873,essentially,11
2319,routes,6
3153,chosen,6
10481,agree,5
2199,loan,4
9772,addressed,9
27710,investment,10
17222,bank,4
678,mandated,8
18735,infrastructure,14
13972,carry,5
4114,get,3
48216,meps,4
1833,finnish,7
18368,presidency,10
4372,finland,7
10846,six,3
5924,month,5
5680,austria,7
7069,prime,5
295,matti,5
121,vanhanen,8
3200,turn,4
15,gaze,4
12,outwards,8
186,forwards,8
11680,presented,9
11988,wednesday,9
10681,longer,6
64890,position,8
493,globalised,10
40124,world,5
10756,around,6
754,wait,4
13453,did,3
7911,go,2
5541,along,5
82,pessimistic,11
749,talk,4
29009,crisis,6
10703,reached,7
8500,perspective,11
33740,progress,8
2399,proof,5
6174,know,4
13177,live,4
532,anywhere,8
16906,peace,5
7431,show,4
14364,benefits,8
1621,tangible,8
7205,ways,4
200,fundamentals,12
2983,delivering,10
21208,value,5
15525,added,5
16585,achieve,7
1425,individually,12
8709,welfare,7
30942,freedom,7
119757,decision,8
1839,openness,8
16353,meetings,8
4610,emphasis,8
5858,subsidiarity,12
3947,proportionality,15
9876,constitution,12
4636,consultations,13
23402,decisions,9
946,meanwhile,9
12441,itself,6
1537,approving,9
3749,negotiated,10
5304,success,7
383,story,5
6083,old,3
851,benefited,9
25025,last,4
1168,push,4
5086,ahead,5
7266,western,7
3024,balkans,7
910,aspirations,11
25625,global,6
14621,require,7
16795,innovation,10
85648,energy,6
7252,solutions,9
2600,productivity,12
