repetitions,orthographic_form,length
7425,konkrétne,9
7949,povinnosti,10
40097,všetkých,8
1697,poskytovateľov,14
5493,poskytovať,10
560,vyvážené,8
185,spravodajstvo,13
10162,zásady,6
5855,krajine,7
7263,pôvodu,6
84,registračných,13
5294,požiadaviek,11
136,maďarská,8
2753,vláda,5
51,zareagovala,11
572,poskytnutím,11
7135,ďalších,7
6,prejavením,10
116,ochoty,6
791,prehodnotiť,11
1319,zákony,6
4455,prípadne,8
6504,zmeniť,6
3613,doplniť,7
19229,d,1
38164,súvislosti,10
282,rozsahom,8
9037,pôsobnosti,10
63338,nariadenia,10
16,materiálnym,11
76,územným,7
235,slobodou,8
189,reguláciou,10
3835,obsahu,6
61,maďarským,9
1750,úradom,6
1219,médiá,5
242,telekomunikácie,15
48,verejnoprávnym,14
52,vysielaním,10
1293,analýza,7
8885,hodnotenie,10
286,maďarského,10
10595,legislatívneho,14
1134,balíka,6
2370,zákona,6
39,telekomunikáciách,17
830,vypracoval,10
351,dr,2
10,karol,5
7,jakubovicz,10
329,poukázala,9
98840,to,2
275417,že,2
20886,nový,4
1778,zákon,5
62,narušuje,8
82,odstraňuje,10
2470,politickú,9
3916,finančnú,8
3173,nezávislosť,11
211,verejnoprávnych,15
781,dlhodobo,8
38,upevňuje,8
1797,negatívne,9
2956,prvky,5
439,slobodných,10
4626,úrad,4
26204,rada,4
756,politicky,9
39,homogénne,9
1465,list,4
1743,zástupcu,8
2670,predsedovi,10
57517,výboru,6
22318,ep,2
2728,vykonávajú,10
19,všestrannú,10
24,centralizovanú,14
90,vládnu,6
10777,kontrolu,8
13570,ďalšie,6
116,javy,4
48,vzbudzujúce,11
22803,okrem,5
8905,iného,5
647,neprimerané,11
349,extrémne,8
3604,sankcie,7
4486,dôvodov,7
30620,ktorých,7
180842,by,2
428,dalo,4
1108,diskutovať,10
3928,neboli,6
2653,vopred,6
9454,stanovené,9
290,chýbajúce,9
419,automatické,11
797,pozastavenie,12
2452,sankcií,7
48941,prípade,7
4233,súdneho,7
681,odvolania,9
43,sankcii,7
9,uvalenej,8
858,dôvernosti,10
9,žurnalistických,15
17703,zdrojov,7
1179,rodinných,9
2769,hodnôt,6
22830,e,1
1847,vyzval,6
237,maďarské,8
82295,pri,3
45,prehodnocovaní,14
15425,svojich,7
1474,uplatňovali,11
7496,normy,5
377,plurality,9
15116,príslušné,9
9398,odporúčania,11
1962,ministrov,9
2656,parlamentného,13
3430,zhromaždenia,12
1869,záväzné,7
592,edľp,4
4,precedentného,13
13,štrasburského,13
3092,súdu,4
501,poukázal,8
5919,použitie,8
49,nejasných,9
301,definícií,9
28597,môžu,4
776,nesprávne,9
312,vykladať,8
2721,zriadenie,9
17,nevyváženého,12
1949,regulačného,11
11962,orgánu,6
2,nepomernými,11
661,právomocami,11
37,chýbajúcou,10
16,plnohodnotnou,13
145,súdnou,6
3592,kontrolou,9
655,ohrozenie,9
1823,nezávislosti,12
585,narušenie,9
2010,zdôraznil,9
11928,potrebu,7
35440,všetky,6
1909,zúčastnené,10
37985,vrátane,7
400,opozičných,10
6625,strán,5
4545,občianskej,10
17651,spoločnosti,11
31986,boli,4
1636,schopné,7
831,podieľať,8
15,účelným,7
14243,spôsobom,8
43589,tohto,5
32024,ktorým,6
1313,riadi,5
715,taký,4
1663,dôležitý,8
1129,prvok,5
2717,fungovania,10
2432,demokratickej,13
21,http//wwwcoeint,15
6374,t,1
58,commissioner,12
7,news//hungary_enasp,19
9715,f,1
32248,preto,5
45926,mali,4
9658,naliehavo,9
90,poznámok,8
66020,cieľom,6
21953,zabezpečiť,10
651,úplný,5
2481,súlad,5
277,zákonmi,7
2924,európskymi,10
688,hodnotami,9
1949,normami,7
27658,domnieva,8
202,maďarský,8
3347,dostatočne,10
102,nezaručuje,10
155,nadmerná,8
761,regulácia,9
1863,účinný,6
5213,verejnej,8
262,sfére,5
30,kontraproduktívna,17
2822,dôrazne,7
32317,žiada,5
2781,účinne,6
61,zaručovali,10
69164,vyzýva,6
29410,tento,5
2565,buď,3
304,vzali,5
1795,späť,4
8725,ho,2
412,zásadne,7
403,zmenili,7
158,doplnili,8
1208,komisára,8
434,judikatúry,10
32182,prostredníctvom,15
607,otvorenej,9
150,transparentnej,14
865,zapojili,8
8655,procesu,7
13713,občanov,7
54245,komisiu,7
594,bezprostredne,13
1,svižným,7
207,tempom,6
986,pokračovala,11
7611,svojom,6
159,dôkladnom,9
1507,vyšetrovaní,11
3032,vypracovala,11
765,harmonogram,11
29006,mala,4
19,predostrieť,11
391,zosúladenia,11
378,legislatívou,12
1651,stanovila,9
464,presný,6
22594,musia,5
12872,prijať,6
33281,návrhy,6
8195,zmenu,5
1114,bodoch,6
385,označila,8
267,nedodržania,11
650,termínu,7
1878,začala,6
4539,konanie,7
1298,porušení,8
17442,predpisov,9
2928,konca,5
6981,roka,4
1618,diskusiu,8
839,slobode,7
763,prekonať,8
2444,nedostatky,10
1026,legislatívnom,13
3301,určiť,5
6178,aspoň,5
4731,minimálne,9
3281,dodržiavať,10
5739,zabezpečenia,12
279,zaručenia,9
662,efektívnej,10
10835,poveruje,8
9259,svoj,4
1817,urýchlene,9
144,zorganizoval,12
1414,vypočutie,9
1496,tému,4
24659,budú,4
58,pozvané,7
147,asociácie,9
17885,svojho,6
18129,predsedu,8
24404,toto,4
9927,postúpil,8
26785,rade,4
25802,komisii,7
4446,vládam,6
1770,národným,8
15972,parlamentom,11
45388,štátov,6
1566,agentúre,8
7870,základné,8
15391,p_ta,4
130,zhoršovania,11
8346,kvality,7
3223,poľnohospodárskej,17
3922,pôdy,4
841,južnej,6
10615,európe,6
8174,riešenie,8
7045,nástrojov,9
32345,politiky,8
34861,a-/,3
196,probléme,8
681,dohovory,8
6162,spojených,9
4415,národov,7
5096,boji,4
132,dezertifikácii,14
13821,krajinách,9
1943,postihnutých,12
593,vážnym,6
145,suchom,6
32,dezertifikáciou,15
2106,hlavne,6
1828,afrike,6
808,biologickej,11
1317,rozmanitosti,12
11501,svoju,5
8003,pozíciu,7
740,prijatú,7
9043,prvom,5
6337,čítaní,6
13466,novembra,8
18758,účely,5
12682,prijatia,8
50741,smernice,8
7203,ktorou,6
5454,ustanovuje,10
11021,rámec,5
23912,ochranu,7
35877,ú,1
2999,riešení,7
2166,problému,8
1339,nedostatku,10
4136,vody,4
320,sucha,5
15874,prijaté,7
7205,texty,5
27311,správu,6
4930,poľnohospodárstvo,17
5762,vidieka,7
37380,stanovisko,10
12774,životné,7
13530,prostredie,10
10560,verejné,7
11090,zdravie,7
13152,potravín,8
2190,hospodárskym,12
401,odvetvím,8
2493,veľkej,6
8677,miere,5
3734,závisí,6
2701,prírodných,10
116,javov,5
35762,má,2
2800,súčasne,7
871,značný,6
3286,potenciál,9
1466,uplatnenie,10
3713,vonkajších,10
24532,opatrení,8
453,najlepším,9
1293,prostriedkom,12
1347,zabránenie,10
242,zhoršeniu,9
13688,treba,5
4116,vypracovať,10
2086,primeranú,9
3993,stratégiu,9
44125,ktorá,5
644,prispela,8
243,zachovaniu,10
52851,tejto,5
25031,činnosti,8
459,vidiecke,8
1393,obyvateľstvo,12
1365,zohráva,7
1908,významnú,8
13462,úlohu,5
1615,výrobcovia,10
3294,podstatne,9
1774,prispievajú,11
22,pôdneho,7
12,porastu,7
3729,regiónoch,9
185,zasiahnutých,12
157,pretrvávajúcim,14
1124,trvalé,6
2452,kultúry,7
36,lúky,4
415,lesy,4
398,prinášajú,9
555,mimoriadny,10
531,úžitok,6
250,zachytávanie,12
161,zhoršovanie,11
10852,životného,9
12650,prostredia,10
269,negatívneho,11
20,spolupôsobenia,14
923,ľudskej,7
2246,klimatických,12
1068,udalostí,8
1906,dosah,5
426,poľnohospodársku,16
467,pôdu,4
29613,ale,3
15745,iných,5
112,erózii,6
46457,môže,4
4451,prispieť,8
2517,príliš,6
77,intenzívna,10
519,poľnohospodárska,16
9560,činnosť,7
465,taká,4
379,pôda,4
3414,potom,5
21549,už,2
73,neprináša,9
554,výnosy,6
59,dezertifikácia,14
8611,súčasnosti,10
270,považovaná,10
6226,jeden,5
73,najvážnejších,13
585,ohrozujú,8
303,stredomorských,14
10599,g,1
2157,základom,8
786,produkciu,9
3601,určených,8
748,ľudskú,6
1593,spotrebu,8
216,krmiva,6
247,textilu,7
1491,palív,5
49,zachytávaní,11
4568,co,2
28150,však,4
19168,viac,4
1558,kedykoľvek,10
1135,doposiaľ,8
214,vystavená,9
11,nezvratnému,11
66,poškodzovaniu,13
1142,spôsobuje,9
88,veterná,7
3,laminárna,9
49,erózia,6
231,znečisťovanie,13
5,zasoľovanie,11
5,nepriepustnosť,14
173,úbytok,6
358,organických,11
6739,látok,5
433,strata,6
267,diverzity,9
72991,medzi,5
2604,doteraz,7
470,zaznamenané,11
782,vplyvy,6
3098,patrí,5
10,hydrogeologickej,16
1161,rovnováhy,9
51,prenikanie,10
402,morskej,7
703,podzemných,10
1979,vôd,3
858,pobreží,7
68,pôd,3
2041,znižovanie,10
1890,biodiverzity,12
216,rastúca,7
29,náchylnosť,10
386,požiare,7
1337,choroby,7
3160,rastlín,7
456,živočíchov,10
45132,i,1
22780,uvedené,7
14736,zmeny,5
531,vzájomnom,9
93,pôsobení,8
449,životným,8
511,prostredím,10
354,človekom,8
48175,jeho,4
81,výrobnou,8
1274,činnosťou,9
1213,značne,6
754,ovplyvňujú,10
522,pestovanie,10
1232,plodín,6
343,chov,4
6285,zvierat,7
3501,spôsob,6
2106,využitia,8
10700,hľadiska,8
363,výrobnej,8
518,ponuku,6
57,zjavný,6
727,potravinovú,11
5111,rovnako,7
2777,sociálnu,8
654,kultúrnu,8
4576,hospodársku,11
1333,štruktúru,9
590,daných,6
6339,oblastí,7
13,upúšťania,9
20171,pričom,6
11355,vplyv,5
2,hydrogeologického,17
7084,j,1
76,zavlažovanie,12
569,slúži,5
4795,takisto,7
934,udržanie,8
60,vlhkosti,8
764,pôde,4
8258,zvýšenie,8
1744,množstva,8
137,činitele,8
4970,zohľadniť,9
1304,vytváraní,9
17026,spoločnej,9
2222,spp,3
2578,nedostatok,10
174,sucho,5
1208,vedú,4
10295,ešte,4
28,výraznejšiemu,13
6840,rastu,5
5053,cien,4
3735,poľnohospodárskych,18
1558,surovín,7
12046,zároveň,7
41732,potrebné,8
83,plynulé,7
526,zásobovanie,11
4716,obyvateľstva,12
668,potravinami,11
25787,l,1
7876,riadenie,8
37,lesníckych,10
10675,systémov,8
4115,umožňuje,8
2790,prijímať,8
85104,oblasti,7
2340,celkového,9
15,uhlíkového,10
982,cyklu,5
5693,čím,3
10496,možno,5
1479,zníženiu,8
7664,emisií,6
3306,skleníkových,12
3627,plynov,6
4072,m,1
67,poukazujúc,10
4008,vyššie,6
3930,uvedený,7
19545,osn,3
1844,bojovať,7
103,ornej,5
87,suchu,5
11142,podporuje,9
4008,n,1
170,uznávajúc,9
1071,rámcová,7
1108,vode,4
36082,//es,4
4852,obsahuje,8
12563,dôležité,8
17462,ustanovenia,11
1229,základný,8
6820,nástroj,7
110,medziregionálnu,15
10622,spoluprácu,10
9853,trvalo,6
2238,udržateľné,10
7443,využívanie,10
2733,dostupných,10
1016,vodných,7
2410,prispieva,9
103,zmierneniu,10
1542,dôsledkov,9
920,spôsobených,11
118,povodňami,9
16291,vzhľadom,8
1609,integrovaného,13
27,multidisciplinárneho,20
12569,prístupu,8
618,zamedziť,8
42,hľadaniu,8
666,núdzových,9
1209,situáciách,10
7164,budúcnosti,10
5172,mohlo,5
17524,mať,3
4710,dôsledky,8
2,reťazovo,8
17,šíriace,7
574,škodlivé,8
2769,účinky,6
8698,p,1
1540,monitorovať,11
4868,situáciu,8
30840,pokiaľ,6
28394,ide,3
7418,vývoj,5
517,výskyt,6
15714,nových,6
529,rizikových,10
975,situácií,8
91,špecializovaného,16
185,satelitného,11
843,merania,7
3,geobiochemických,16
12,kartografických,15
872,modelov,7
1657,q,1
1780,zvýšila,7
181,frekvencia,10
800,výskytu,7
143,extrémnych,10
33,meteorologických,16
13522,podmienok,9
10,striedaním,10
85,intenzívnych,12
114,zrážok,6
22,urýchľujú,9
6352,proces,6
176,degradácie,10
6,litosféry,9
12091,oblastiach,10
3011,štruktúry,9
5,najzraniteľnejšia,17
25429,tak,3
289,severe,6
365,juhu,4
2826,r,1
1338,celosvetovej,12
987,zvýšil,6
1397,dopyt,5
52691,po,2
1988,potravinách,11
5253,ceny,4
125,vzrástli,8
10010,považuje,8
5539,usmernenia,10
3436,metódy,6
9697,riadenia,8
184,explicitne,10
2212,zahrnuté,8
6172,nástroje,8
8547,klímy,5
2649,všeobecnosti,12
2492,obmedzenie,10
858,škôd,4
28,poškodzovaním,13
46447,zdôrazňuje,10
8466,financovanie,12
47842,spoločenstva,12
2014,prispôsobiť,11
2692,odvetvie,8
3049,poľnohospodárstva,17
4788,zmene,5
28357,musí,4
1358,vychádzať,9
491,územného,8
2015,zohľadní,8
1826,stupeň,6
754,ohrozenia,9
7740,rôznych,7
7317,regiónov,8
7958,poukazuje,9
6336,vplyvu,6
1791,uvádzajú,8
1254,spoľahlivé,10
122,posudky,7
1188,vypracované,11
8598,medzinárodnej,13
792,vyslovuje,9
5437,poľutovanie,11
19856,nad,3
309,nedostatočnou,13
2,prezieravosťou,14
570,hláv,4
7456,predsedov,9
2382,vlád,4
17559,ktorí,5
1051,rozhodli,8
4580,znížiť,6
16162,rozpočet,8
10617,konštatuje,10
3210,druhom,6
174,pilieri,7
418,zahrnutých,10
4,primálo,7
19997,prostriedkov,12
13331,mohli,5
4369,riešiť,6
23354,nové,4
6539,úlohy,5
1213,zmenou,6
3231,súčasné,7
6041,problémy,8
940,nárastu,7
56,teplôt,6
6,evapotranspirácie,17
30063,si,2
3145,vyžadujú,8
317,súhrnné,7
1843,vedecké,7
1836,poľnohospodárske,16
652,prispôsobené,12
67,stredomorským,13
733,klimatickým,11
1015,podmienkam,10
6345,zastáva,7
8133,názor,5
3856,pomocou,7
8049,vnútroštátnych,14
9275,inštitúcií,10
550,odrážať,7
11195,výskum,6
3743,miestnych,9
181,prispôsobených,14
2539,novým,5
257,environmentálnym,16
1549,potrebám,8
1268,úspory,6
684,poľnohospodárom,15
975,dostatok,8
4068,príjmov,7
244,životnej,8
4833,úrovne,6
11652,stratégie,9
795,dobrého,7
1241,poľnohospodárskeho,18
646,ekologického,12
3018,stavu,5
1423,významne,8
9777,podporovať,10
4314,posúdenie,9
8786,zlepšenie,9
137,funkčnosti,10
2020,environmentálnej,16
1876,udržateľnosti,13
4354,existujúcich,12
30,zavlažovacích,13
8,odvodňovacích,13
22125,tým,3
2581,environmentálne,15
2719,plány,5
552,vodného,7
9481,hospodárstva,12
805,miestnym,8
30,hospodária,10
1087,miestach,8
539,ohrozených,10
1362,poradenstvo,11
1084,úspešné,7
331,kultúr,6
91,menšou,6
298,spotrebou,9
309,zasadzuje,9
433,výraznejšie,11
2078,podporovala,11
1706,zlepšovanie,11
444,poľnohospodársky,16
215,využívaných,11
62,plochách,8
1643,čoho,4
13,vyplývala,9
2572,potreba,7
478,zavádzať,8
19,zavlažovacie,12
7445,systémy,7
1458,účinnejšie,10
7421,lepšie,6
636,konkrétnym,10
10,plodinám,8
1382,stimuly,7
6247,pokroku,7
80,biotechnológií,14
7386,vytvoriť,8
5588,tzv,3
3,mikrozásobníky,14
3,jazierka,8
3,návršiach,9
217,požiarom,8
76,spravovali,10
150,družstvá,8
420,umiestnené,10
529,oblasťou,8
2,zavlažovať,10
41,prirodzenými,12
50,zrážkami,8
4273,umožní,6
10781,dosiahnuť,9
460,optimálne,9
1462,prevádzkové,11
9736,náklady,7
341,využijú,7
384,mestské,7
209,odpadové,8
3,čistené,7
106,technikami,10
266,rastlinných,11
40,čističiek,9
234,povrchových,11
222,zásobníkov,10
819,vyzdvihuje,10
14231,význam,6
4,terasovitého,12
33,obrábania,9
604,zlepšovania,11
2309,schopnosti,10
104,zadržiavať,10
422,vodu,4
189,zmysluplné,10
3074,zachovanie,10
2506,obnovu,6
1174,tvorbu,6
4,terás,5
1745,odvetviach,10
161,lesníctva,9
3295,zahŕňať,7
8240,programy,8
68,zalesňovania,12
285,okrajových,10
44,znečistených,12
155,pozemkov,8
94,korene,6
10,krovín,6
3401,zaručiť,7
2,uchytenie,9
13,vrchnej,7
26,nestabilnej,11
216,vrstvy,6
123,stabilnú,8
12,spodnú,6
2,horninu,7
526,funguje,7
58,filtračný,9
6,substrát,8
10444,vytvorenie,10
711,lesného,7
14536,ktorej,6
2733,hlavným,7
19754,bol,3
27782,toho,4
8521,poskytnúť,9
24259,podporu,7
196,poľnohospodárskym,17
1156,opatreniam,10
338,zameraným,9
252,nedochádzalo,12
2,zasoľovaniu,11
5,riečísk,7
81,erózie,6
1665,mnoho,5
6,krovinatých,11
2929,druhov,6
707,dobrú,5
293,odolnosť,8
11842,voči,4
107,vynikajúcu,10
2691,schopnosť,9
66,regenerácie,11
4608,využívať,8
5,koreňová,8
84,sústava,7
343,vhodná,6
438,zamedzenie,10
5341,účel,4
1638,presadzovať,11
5101,menej,5
1014,resp,4
12884,prípadoch,9
101,jarné,5
504,plodiny,7
277,nahrádzať,9
12,zimnými,7
64,plodinami,9
202,nielenže,8
1773,potrebujú,9
50,zavlažovania,12
4603,predstavujú,11
1740,účinnú,6
1955,umožňujú,8
1141,vytvorením,10
12,vegetačného,11
271,pokrytia,8
54,kritickom,9
25,zimnom,6
3551,miestne,7
13,záhradníctva,12
2,vyšľachtiť,10
2,ekotypy,7
167,danému,6
563,životnému,9
720,prostrediu,10
509,stimulovať,10
869,osobitnými,10
3092,opatreniami,11
200,podporovalo,11
3,drevinových,11
21,medzí,5
20667,počas,5
480,uplynulých,10
15764,rokov,5
5,vytratili,9
6352,uznáva,6
176,genetických,11
646,prispôsobenia,13
119,meniacim,8
1899,zaviedli,8
541,podporia,8
2438,poľnohospodárov,15
3,záhradníkov,11
3218,malé,4
1741,stredné,7
452,stanice,7
19,šľachtenie,10
2277,činnostiach,11
3345,zameraných,10
3376,ďalší,5
14860,pripomína,9
15,vyňatej,7
1887,produkcie,9
1885,podporili,9
4,pôdam,5
792,ekosystémov,11
751,stredomorskej,13
4376,kritérií,8
37,organickej,10
1666,zložky,6
2503,zásadami,8
1351,týkajúcimi,10
4,vstrebávania,12
108,premiestňovania,15
1208,uhlíka,6
115,optimalizácie,13
3922,používania,10
505,techník,7
5,závlahy,7
86,povrchové,9
46,obrábanie,9
84,striedanie,10
4,genotypy,8
1464,sledovanie,10
585,cielené,7
19,hnojenie,8
370,integrovaná,11
6823,ochrana,7
358,škodcom,7
3255,atď,3
3174,miestnej,8
63,zasadili,8
2589,plánov,6
7727,technológií,11
6093,využívania,10
74800,podľa,5
2703,environmentálnych,17
2915,potrieb,7
4784,zabezpečili,11
134,zasiahli,8
2976,subjektov,9
173,optimalizáciu,13
8886,dispozícii,10
3026,obmedziť,8
103,plytvanie,9
1271,zdrojmi,7
431,distribučných,13
1519,systémoch,9
347,pozorovanie,11
123,špeciálneho,11
1107,oddelenia,9
15294,agentúry,8
573,kodani,6
3,reakčnej,8
3517,kapacity,8
5872,boja,4
240,koordinovanej,13
4396,úniou,5
10756,pretože,7
234,suchá,5
144,zhoršovaniu,11
121,stredomorskom,13
4121,regióne,7
2688,zlepšenia,9
11868,účinnosti,9
3768,poskytujú,9
2064,vzájomnej,9
3037,koordinácie,11
4832,odporúča,8
14581,systém,6
680,rýchleho,8
1036,varovania,9
541,stáleho,7
2767,monitorovania,13
1898,včas,4
271,zasiahnuť,9
9,ochudobneniu,12
17,organickú,9
22,hmotu,5
792,spôsobujú,9
168,skleníkové,10
313,plyny,5
488,strate,6
3729,následne,8
6160,novej,5
1360,definície,9
488,horských,8
274,ostrovných,10
89,nepriaznivými,13
619,prírodnými,10
2148,podmienkami,11
1606,plánuje,7
5730,predložiť,9
1125,zohľadnila,10
1031,prioritných,11
315,parametrov,10
6860,hodnotenia,10
5101,rizika,6
240,daným,5
3,monitorovaným,13
554,oblastiam,9
979,hrozí,5
96,zhoršovaním,11
6324,posilniť,8
1016,inováciu,8
3814,venovať,7
3388,osobitnú,8
7379,pozornosť,9
4818,najviac,7
1074,postihnuté,10
1151,nedostatkom,11
7,biotechnologický,16
5869,pokrok,6
2011,revízie,7
5569,vykonávania,11
4205,rámcového,9
811,technologický,13
183,demonštračné,12
1432,polovici,8
8244,obdobia,7
104,naplánovaná,11
36876,rok,3
2503,významné,8
12104,programov,9
9462,výskumu,7
4802,vývoja,6
1390,poznatkov,9
131,udržateľnejšie,14
48,javmi,5
143,zhoršujú,8
3313,kvalitu,7
2238,preskúmala,10
26125,či,2
1694,zameraný,8
88,príčinám,8
1250,dôsledkom,9
10120,vhodné,6
5246,odbornej,8
5779,prípravy,8
2456,ďalšieho,8
11394,vzdelávania,11
59609,byť,3
475,adresované,10
770,zamestnancom,12
1389,danom,5
5531,odvetví,7
6706,verejnosti,10
17680,malo,4
519,jednak,6
418,hľadanie,8
2621,konkrétnych,11
2615,zvyšovanie,10
1507,informovanosti,14
2159,užívateľov,10
423,kolektívnej,11
6526,zodpovednosti,13
