repetitions,orthographic_form,length
2298,privința,8
79130,sunt,4
6740,relevante,9
6940,contextul,9
682,actualei,8
1149,crize,5
25341,financiare,10
29403,invită,6
14012,punerea,7
37341,aplicare,8
6639,politicilor,11
4312,monetare,8
11751,interne,7
121921,nu,2
5,exacerbeze,10
3607,problema,8
481,echilibrului,12
3775,global,6
231,cursurilor,10
8955,schimb,6
12921,d,1
24533,s,1
87940,au,2
1333,angajat,7
1457,coopereze,9
3052,promova,7
6522,creșterea,9
6239,ocuparea,8
7055,forței,6
29430,muncă,5
842,economiilor,11
26981,lor,3
4509,continuă,8
40,pledeze,7
3799,favoarea,8
118,deplinei,8
425,realizări,9
67561,unei,4
2227,piețe,5
21833,până,4
3271,bazate,6
5767,principiul,10
1837,economii,8
16438,sociale,7
6926,piață,5
38374,va,2
1640,constitui,9
1118,alături,7
6955,realizarea,10
319,propriei,8
2545,unice,5
2374,element,7
1990,fundamental,11
402,relansarea,10
2885,creșterii,9
217,redresării,10
18109,e,1
12997,țările,6
10519,curs,4
871,contribuit,10
1800,mică,4
8987,măsură,6
5298,impactul,8
4275,schimbărilor,12
10011,climatice,9
71,imputabile,10
2036,activității,11
4268,umane,5
12821,dar,3
3679,confruntă,9
27439,cele,4
3712,grave,5
907,consecințe,10
25025,acestora,8
21167,urmare,6
2147,efectelor,9
13885,externe,7
2504,negative,8
1967,investițiile,12
28918,vederea,7
2098,reducerii,9
4500,sărăciei,8
3532,puse,4
2245,pericol,7
26,amenințând,10
40448,astfel,6
6553,obiectivelor,12
1413,odm,3
13,relevând,8
24942,asemenea,8
58475,unui,4
3534,dialog,6
1898,permanent,9
1300,tema,4
780,inițiativei,11
6184,parteneriat,11
912,summitul,8
3714,insistă,7
40120,asupra,6
509,importanței,11
334,intensificării,14
53621,către,5
508,administrația,13
2285,strategic,9
937,coordonării,11
40441,ceea,4
112537,ce,2
22156,privește,8
1296,provocărilor,12
1457,conflictelor,12
7719,regionale,9
265,ambii,5
4660,promoveze,9
9331,respectarea,11
1774,democrației,11
26588,drepturilor,11
4055,titlu,5
11574,politicii,9
40573,subliniază,10
432,coordonări,10
289,intense,7
64,diplomației,11
645,preventive,10
3646,criză,5
44290,solicită,8
23914,nou,3
4229,guvernului,10
610,ratifice,8
375,adere,5
4449,statutul,8
1053,roma,4
5946,curții,6
2507,penale,6
9286,internaționale,14
17048,își,3
2927,reiterează,10
874,apelul,6
210,abolirii,8
748,universale,10
1444,pedepsei,8
302,capitale,8
39003,consideră,9
192944,că,2
137313,este,4
1116,asume,5
748,lider,5
1224,angajamentelor,14
1056,asumate,7
6865,importanța,10
156,conveni,7
46490,unor,4
3635,rezultate,9
3421,concrete,8
1183,încheierii,10
2903,urmă,4
18112,acord,5
1687,conferința,10
6640,schimbările,11
612,cop,3
222,cancun,6
17583,baza,4
117,dovezilor,9
1771,științifice,11
27523,într,4
3858,formă,5
5595,includă,7
6023,asistență,9
3821,internațională,14
4093,adecvată,8
375,finanța,7
495,atenuarea,9
1872,adaptarea,9
51769,acest,5
724,fenomen,7
16030,salută,6
3250,noua,4
5470,abordare,8
4701,guvernul,8
322,israelul,8
80,revigorarea,11
1440,parteneriatului,15
695,conflictul,10
36,israeliano,10
632,palestinian,11
5622,context,7
1115,lansarea,8
2207,negocieri,9
2556,directe,7
1212,israel,6
13038,autoritatea,11
282,palestiniană,12
113,anunțată,8
19127,necesare,8
15943,noi,3
20530,vor,3
2460,conduce,7
23026,termen,6
1307,convenit,8
1455,soluție,7
2668,bazată,6
1705,existența,9
12675,două,4
16734,state,5
2902,anume,5
20642,stat,4
2719,independent,11
1920,democratic,10
264,viabil,6
49,coexiste,8
2360,pace,4
17613,securitate,10
12541,asigure,7
2508,interesul,9
14576,tuturor,7
2454,părților,8
3773,regiune,7
215,rezoluțiilor,12
2036,pertinente,10
3258,principiilor,12
531,teritoriu,9
2798,schimbul,8
1668,păcii,5
177,foii,4
1463,parcurs,7
2819,acordurilor,11
1852,încheiate,9
3685,anterior,8
3613,părți,5
13478,necesar,7
28,cvartetul,9
1406,orientul,8
1402,mijlociu,8
932,angajeze,8
38773,mod,3
2912,activ,5
10498,procesul,8
461,recunoscând,11
839,arabe,5
8906,cooperarea,10
2487,partenerii,10
26,arabi,5
10019,îndeamnă,8
457,israelului,10
107,reînnoiască,11
101,moratoriul,10
237,construirii,11
58,colonii,7
3142,angajament,10
1748,siria,5
327,liban,5
96,incertitudinile,15
47439,privire,7
2733,natura,6
6112,programului,11
1173,nuclear,7
438,iranian,7
142,periclitează,12
9137,sistemul,8
509,neproliferare,13
2388,stabilitatea,12
3602,lume,4
6153,exprimă,7
211,dezamăgirea,11
709,refuzul,7
657,continuu,8
485,iranului,8
528,coopera,7
6231,deplin,6
3619,agenția,7
14664,energie,7
125,atomică,7
409,aiea,4
7,obstrucționând,14
6366,activitatea,11
5719,agenției,8
8,refuzându,9
50967,i,1
13484,accesul,7
629,instalațiile,12
2817,nucleare,8
4319,primă,5
2108,importanță,10
91,recurgând,9
15153,dreptul,7
213,veto,4
2162,numirii,7
246,inspectorilor,13
662,conducerea,10
128,iraniană,8
5227,garanteze,9
1891,iran,4
1687,obligațiilor,12
19084,temeiul,7
5262,tratatului,10
1493,nucleară,8
12431,autoritățile,12
112,teheran,7
4764,pună,4
2780,protocolul,10
185,adițional,9
16296,acordul,7
578,garanțiile,10
698,coordoneze,10
5804,politicile,10
1858,realizării,10
7804,acestui,7
5296,obiectiv,8
4671,îmbunătățirea,13
1338,afganistan,10
1114,pakistan,8
13077,scopul,6
4856,contribui,9
681,pacea,5
747,democrația,10
17441,dezvoltarea,11
1564,participării,12
5482,țărilor,7
966,vecine,6
8597,altor,5
1319,actori,6
119,esențiali,9
5078,proces,6
45229,poate,5
2790,deosebit,8
388,stabilizarea,12
2127,situației,9
2591,deși,4
386,conștient,9
560,divulgarea,10
6260,documente,9
2055,militare,8
1368,clasificate,11
8862,prezintă,8
2784,riscul,6
5386,pune,4
2339,personalul,10
548,militar,7
582,profunda,8
1642,îngrijorare,11
179,acuzațiile,10
1392,formulate,9
2503,recent,6
4897,potrivit,8
5709,cărora,6
354,tortura,7
54107,fost,4
39,tolerată,8
761,irak,4
8973,acestei,7
5290,chestiuni,9
314,desfășurării,12
1572,anchete,7
2727,independente,12
1830,ferm,4
6095,republica,9
327,populară,8
366,democrată,9
234,coreeană,8
138,rpdc,4
188,onoreze,7
2499,angajamentele,13
61,convorbirilor,13
250,purtate,7
14596,nivelul,7
24558,grupului,8
10873,celor,5
1719,șase,4
141,abandonarea,11
1395,completă,8
29,verificabilă,12
5499,programelor,11
5306,respecte,8
44786,toate,5
2476,obligațiile,11
16277,materie,7
249,dezarmare,9
2073,reafirmă,8
5857,sprijinul,9
58,convorbirile,12
12101,grupul,6
2771,rămâne,6
820,hotărât,7
701,obțină,6
1136,soluționare,11
571,satisfăcătoare,14
1894,cale,4
255,diplomatică,11
61,problematici,12
9316,rezultatul,10
6285,securitatea,11
9792,aprilie,7
3658,căruia,6
102,subliniată,10
1243,prevenirii,10
2690,asigurării,10
721,materialelor,12
2054,vulnerabile,11
3222,patru,5
16177,ani,3
43,convenirea,10
6392,plan,4
6925,acțiune,7
14,universalizarea,15
4931,sprijină,8
1486,inițiativele,12
5279,anumitor,8
8058,țări,4
1903,vizând,6
1376,sporirea,8
6688,teritoriul,10
840,propriu,7
5771,încurajează,11
24440,alte,4
170,alăture,7
4622,calitatea,9
169,piatră,6
279,temelie,7
1126,cooperări,9
2105,strategice,10
101796,membre,6
931,abordării,9
4122,adresa,6
20701,ia,2
21696,act,3
7461,eforturile,10
4749,depuse,6
2412,ajunge,6
15088,referitor,9
709,concept,7
111272,ar,2
69281,trebui,6
620,examinate,9
597,evoluții,8
1265,structuri,9
759,extinse,7
15506,cooperare,9
6004,rusia,5
722,pesa,4
4496,valoarea,8
4065,oferi,5
4270,capacitatea,11
2151,consolidată,11
3239,apărare,7
702,întărirea,9
8798,constată,8
2660,numărului,9
785,diverselor,10
12952,atât,4
18561,cât,3
582,inițieze,8
52245,fie,3
910,evaluate,8
2302,dezvoltate,10
18917,măsurile,8
13737,politica,8
3130,stabili,7
5633,strategie,9
3096,unică,5
1220,coerentă,8
285,amplu,5
6377,domeniu,7
6195,permită,7
5554,eficientă,9
15740,acestor,7
658,subiecte,8
299,referendum,10
1446,corect,6
1079,independența,12
283,sudanului,9
3973,sud,3
1124,regiunii,8
656,colaboreze,10
1406,îndeaproape,11
43,sudaneze,8
164,referendumul,12
10500,ianuarie,8
174,pașnic,6
1658,transparent,11
1572,semnarea,8
1518,noului,6
4450,tratat,6
245,start,5
267,praga,5
5512,președintele,12
78,barack,6
244,obama,5
244,federației,10
1053,ruse,4
31,dmitri,6
146,medvedev,8
312,speranța,8
773,ratificarea,11
3303,rapidă,6
2189,ambele,6
3470,recunoaște,10
215,suprapunerea,12
2379,intereselor,11
10225,comerciale,10
14011,politice,8
1316,america,7
907,latină,6
223,continent,9
4605,încheiat,8
843,parteneriate,12
77,mexicul,7
785,brazilia,8
4709,acorduri,8
2859,liber,5
172,chile,5
7098,alt,3
10659,fiind,5
1974,negociere,9
226,columbia,8
863,cet,3
7859,consolidarea,12
997,convins,7
1409,mecanismul,10
28243,cel,3
4898,adecvat,7
7095,gestionarea,11
237,exploateze,10
1365,maximum,7
1448,potențialul,11
674,depăși,6
914,obstacolele,11
4062,calea,5
1900,integrării,10
2280,realiza,7
20199,lucru,5
9117,răspuns,7
1658,pozitiv,7
4357,criza,5
10729,socială,7
2773,actuală,7
5335,adopte,6
328,atitudine,9
1381,strategică,10
2463,răspunde,8
856,preocupările,12
5432,interesate,10
2635,solicitarea,11
523,distribuire,11
19313,timp,4
247,calendarului,12
1585,reuniunilor,11
11,ordinilor,9
11803,zi,2
42,foilor,6
1613,rapoartelor,11
2432,dispoziția,10
3100,suficient,9
2461,înaintea,8
1362,publicate,9
1191,transparenței,13
37081,faptul,6
591,consultă,8
3855,serie,5
1121,reprezentanți,13
11792,sectorul,8
986,afacerilor,10
4969,acordarea,9
1151,similar,7
885,reprezentanților,16
102,mișcării,8
167,sindicale,9
211,atlanticului,12
9446,încât,5
2160,dimensiunea,11
781,inclusă,7
356,președinții,11
103,incluși,7
64,consilierilor,13
112811,comisia,7
1046,urmărească,10
919,lumina,6
28,apropiatei,10
4026,reuniuni,8
14050,adoptarea,9
511,formală,7
6951,proceduri,9
1959,recunoașterea,13
2316,reciprocă,9
610,declarațiilor,13
54816,conformitate,12
7941,produsele,9
6427,fac,3
7365,obiectul,8
61,testări,7
2863,obligatorii,11
4525,efectuate,9
206,terți,5
345,echipamentul,12
143,electric,8
1742,tehnologiilor,13
691,informației,11
829,comunicațiilor,14
354,insiste,7
592,recunoașterii,13
1368,reciproce,9
417,unităților,10
2068,legale,6
50759,special,7
641,acceptarea,10
232,etichetării,11
369,exclusive,9
10799,sistem,6
26,metric,6
10818,produselor,10
279,exportate,9
2417,analizeze,9
318,standardizarea,14
782,organizeze,10
61,mese,4
63,rotunde,7
3013,standardelor,12
343,axate,5
1956,soluții,7
2427,inovatoare,10
8585,aibă,4
6555,obiective,9
572,ambițioase,10
11337,decât,5
15923,aplicarea,9
504,dpi,3
1692,abordeze,8
2754,dialogul,8
1905,concurenței,11
2626,transferul,10
1195,tehnologie,10
303,convergența,11
6570,normelor,8
11325,important,9
12679,loc,3
844,alimentele,10
14599,utilizarea,10
3396,tehnologii,10
1686,producția,9
6311,alimentară,10
44,clonării,8
3861,animalelor,10
4695,aspectele,9
3159,afectează,9
3978,mediul,6
15174,reglementare,12
451,industriilor,12
5482,imm,3
2787,urile,5
624,urmând,6
1538,propusă,7
2952,inițiativa,10
683,small,5
781,business,8
7408,respectiv,9
63,gândi,5
689,întâi,5
2786,scară,5
12390,atunci,6
15734,când,4
1532,elaborează,10
5975,legislația,10
6191,impact,6
2920,celei,5
9336,doua,4
956,etape,5
8449,acordului,9
333,open,4
3,skies,5
777,aviației,8
7382,încheierea,10
3167,celui,5
1092,organizația,11
9769,civile,6
114,oaci,4
2447,pas,3
13637,înainte,7
8553,piața,5
3159,totuși,6
6973,autorităților,13
126460,comisiei,8
1023,acționeze,9
15436,asigura,7
18449,mare,4
2351,libertate,9
205,deținerea,9
301,transportatorilor,17
385,aerieni,7
40,maluri,6
2836,indiferent,10
336,cetățenia,9
176,străină,7
93,consemnează,11
2451,similare,8
8592,calitate,8
5697,mari,4
1341,producători,11
98,exportatori,11
61,importatori,11
106,mondiali,8
13090,produse,7
7322,agricole,8
1719,joacă,5
6801,asigurarea,10
7333,alimentare,10
8134,bună,4
186,congresul,9
8406,legătură,8
1122,paralel,7
2165,reformă,7
5164,utilizării,10
16604,cadru,5
973,macroeconomice,14
3371,ținând,6
6225,cont,4
24719,fără,4
1316,precedent,9
8588,timpul,6
4121,crizei,6
4144,instituțiile,12
16566,competente,10
2569,consolideze,11
3453,coordonarea,11
1360,supravegherii,13
4303,riscurilor,10
783,sistemice,9
8574,rolul,5
1494,major,5
731,jucat,5
6564,printre,7
825,fmi,3
1564,banca,5
17,reglementelor,13
213,invitația,9
1076,adresat,7
523,liderilor,9
49611,uniunii,7
76214,europene,8
12975,ai,2
4396,co,2
1905,președinților,13
2071,ține,4
10274,seama,5
976,succesul,8
6826,îi,2
1539,implice,7
1228,totalitate,10
7793,direct,6
1033,reprezentanții,14
7047,deoarece,8
58,legislatorii,12
55,împart,6
57,ramurile,8
1385,executive,9
4793,responsabilitatea,17
1098,execuție,8
3368,supravegherea,13
2675,numeroase,9
5747,decizii,7
15,atrași,6
13737,membri,6
3958,cheie,5
303,nedorite,8
3138,comerțului,10
1706,investițiilor,13
957,speră,5
973,actualul,8
6927,poată,5
1409,deveni,6
646,treptat,7
257,adunare,7
177,interparlamentară,17
3338,recomandările,13
4269,adresate,8
6247,parlament,9
3406,menționată,10
2323,comerțul,8
792,bilateral,9
1740,solicite,8
10627,continuare,10
170,corpului,8
97,legiuitor,9
7469,facă,4
80,reanalizeze,11
9200,poziția,7
2460,obligația,9
44,scanare,7
417,proporție,9
64,containerelor,13
2194,dezvolte,8
2363,comercial,9
5437,standarde,9
160,safe,4
3338,organizației,12
265,vămilor,7
2951,nevoia,6
894,urgentă,7
886,încheia,7
127,runda,5
1012,doha,4
2719,curând,6
391,putință,7
974,economiile,10
885,emergente,9
28572,cum,3
73316,fi,2
3568,china,5
2051,india,5
5210,elaborarea,10
4505,negocierilor,12
1079,convingerea,11
1006,juca,4
9843,promovarea,10
2095,abordări,8
6644,terțe,5
135,răspunzând,10
5342,același,7
329,preocupărilor,13
15322,legate,6
6699,reamintește,11
4354,căror,5
15,concretizare,12
28,stagnează,9
5678,cazuri,6
1102,calendarul,10
4754,prevăzut,8
29979,pot,3
57,onorate,7
11196,doar,4
30686,dacă,4
601,industrializate,15
202,mențin,6
260,alocă,5
1663,pib,3
4226,ajutorul,8
314,teritoriilor,12
5164,peste,5
685,mări,4
86998,prin,4
511,donatori,8
495,internaționali,14
29405,măsuri,6
734,accelerarea,11
833,progreselor,11
4110,realizate,9
2280,atingerea,9
5,țelurilor,9
17808,prevăzute,9
226,crizele,7
415,basel,5
16485,ii,2
1417,viitoarea,9
2857,versiune,8
698,revizuită,9
6582,destinate,9
2051,devină,6
2328,standard,8
530,implementeze,12
274,promptitudine,13
7060,foarte,6
1110,preocupat,9
137,limitările,10
9367,stabilite,9
3384,diverse,7
3947,dispoziții,10
8503,legislative,11
15788,naționale,9
932,reformei,8
4340,sectorului,10
25197,financiar,9
2830,legea,5
8714,protecția,9
10672,consumatorilor,14
2484,impuse,6
900,limite,6
214,ratingurilor,12
9874,avea,4
2381,rezultat,8
152,fragmentare,11
90,severă,6
6645,procesului,10
110,determinantă,12
6552,norme,5
652,contabile,9
1099,coerente,8
15878,mediu,5
133,concurențial,12
1859,echitabil,9
4946,standardele,11
1749,raportare,9
12577,financiară,10
6,sirf,4
1158,reprezentat,11
1661,gravă,5
229,recesiune,9
2778,marea,5
15,depresiune,10
157,reacționa,9
30129,această,7
2149,situație,8
1609,guvernele,9
3403,întreaga,8
54,cooperat,8
2092,reforma,7
2634,piețele,7
5395,eu,2
1401,reglementarea,13
2513,piețelor,8
3,drpf,4
395,coordona,8
186,abordările,10
1114,identifice,10
84,neajunsurile,12
157,demersuri,9
1388,ameliorarea,11
161,convergenței,12
1003,structurile,11
1444,guvernanță,10
987,instituite,10
2205,începutul,9
148514,sau,3
1270,oferit,6
1394,suficientă,10
2598,stabilitate,11
8319,sistemului,10
46,interdependenței,16
8702,politici,8
9653,supraveghere,12
709,principalelor,13
255,reprezentării,13
5302,fondului,8
601,monetar,7
392,soluționării,12
112,litigiului,10
891,legat,5
724,ratele,6
1827,aplica,6
108,protecționiste,14
64,represalii,10
186,presiunile,10
510,exercitate,10
32000,statelor,8
6235,diferite,8
13,bonurile,8
7,tezaur,6
428,uniuni,6
1,pliticilor,10
480,ocupe,5
11671,proiectul,9
2391,lege,4
567,frank,5
20,dodd,4
8014,programul,9
2988,cadrului,8
4331,respectă,8
3722,importantă,10
2009,continuarea,11
1285,întregul,8
1483,decizional,10
73,reliefat,8
1955,evident,7
6144,instrumente,11
1893,derivate,8
75,necotate,8
269,bursă,5
19680,parte,5
66,divergențe,10
1673,cauzate,7
955,tipurile,8
458,legislații,10
125,roluri,6
2578,energia,7
540,transporturile,14
2218,industria,9
2124,cercetarea,10
101,știința,7
11403,crearea,7
39,aprofundării,12
571,marginea,8
1268,aspectelor,10
6504,energiei,8
3736,siguranța,9
1958,aprovizionării,14
519,încurajare,10
228,tranziției,10
3164,surse,5
1920,scăzut,6
2734,emisii,6
913,dioxid,6
2856,carbon,6
186,colaborării,11
720,curente,7
5192,energetice,10
3,inițializarea,13
1864,energy,6
71,star,4
1326,etichetare,10
2818,eficiența,9
5448,energetică,10
833,echipamentelor,14
1086,birou,5
6958,dezvoltării,11
3287,strategii,9
579,materiile,9
2233,prime,5
3816,sprijine,8
598,diversificarea,14
1074,surselor,8
152,rutelor,7
2065,aprovizionare,13
2518,infrastructurii,15
1983,economie,8
8603,punct,5
2448,energetic,9
1564,crește,6
1997,gradul,6
354,independență,12
5988,contribuie,10
4266,criterii,8
158,sustenabilitate,15
54,convergente,11
68,mixul,5
1807,intensifice,11
233,biocombustibililor,18
2159,esențială,9
7770,corespunzătoare,15
45,pământurile,11
576,rare,4
1376,vizeze,6
865,scăderea,8
262,dependenței,11
28556,aceste,6
1690,materiale,9
4047,observă,7
708,provocare,9
12066,există,6
11747,politică,8
1149,tehnologică,11
5602,însă,4
207,combinarea,10
246,oportunităților,15
135,dramatică,9
2090,eficienței,10
3771,domeniile,9
1158,soluționarea,12
1148,problemei,9
6464,resurselor,10
170,distribuției,12
68,deschizând,10
3204,treia,5
35,revoluție,9
974,industrială,11
875,președinția,11
918,viitorului,10
378,ambițios,8
14652,partea,6
1969,promovării,10
391,legăturilor,11
650,schema,6
2172,comercializare,14
475,certificatelor,14
529,ets,3
5517,sistemele,9
488,federale,8
1574,privință,8
2378,referință,9
1294,evite,5
22133,orice,5
38,blocaje,7
292,normative,9
699,inutile,7
1875,efectivă,8
1190,primei,6
1544,aeriene,7
54765,cazul,5
1655,încheie,7
1626,etapă,5
5271,unele,5
20654,putea,5
170,anula,5
10253,prima,5
534,stimuleze,9
2659,cercetării,10
119,valorifica,10
5532,eficient,8
625,științifică,11
993,extins,6
3136,extinderea,10
2931,publicarea,10
2785,cereri,6
472,oferte,6
993,coordonate,10
4243,interes,7
10294,cercetare,9
650,proprietatea,12
1996,intelectuală,12
936,strânse,7
1941,agenda,6
1193,digitală,8
4801,libertatea,10
982,internetului,12
202,neutralitatea,13
1583,rețelei,7
2420,vieții,6
3726,private,7
2180,transparența,12
849,acta,4
3919,asigurare,9
3081,respectării,11
2592,proprietate,11
1380,combaterii,10
276,falsificate,11
57,piratate,8
314,cunoaște,8
5565,creștere,8
4602,tot,3
4810,grup,4
239,operativ,8
646,contrafacerii,13
331,semnal,6
133,voinței,7
1247,combate,7
4300,activități,10
2032,ilegale,7
1825,competitivitatea,16
66,novatoare,9
353,creative,8
1319,respectând,10
3717,totodată,8
499,libertățile,11
1707,exprimare,9
2377,viață,5
1234,privată,7
1332,judiciar,8
51,polițienesc,11
541,vizele,6
852,insistent,9
296,negocieze,9
607,entitate,8
266,scutire,7
1039,vize,4
2151,bulgaria,8
22,ciprul,6
1414,polonia,7
3030,românia,7
2863,incluse,7
2456,bilaterale,10
1366,obține,6
3830,țară,4
43,scutită,7
2203,opinia,6
4878,căreia,6
4115,continue,8
7068,politic,7
2028,tehnic,6
3282,acordată,8
33,admiterii,9
1197,rapide,6
733,excluse,7
1037,spiritul,8
391,spirit,6
251,contracara,10
197,amenințarea,11
538,reprezentată,12
415,terorism,8
20,fermitatea,10
747,fermă,5
556,subminează,10
1048,libertăților,12
11047,fundamentale,12
1409,asigurând,9
617,absolută,8
1980,protecției,10
10577,datelor,7
108,proporționalitatea,18
2179,principii,9
2557,esențiale,9
3875,lupta,5
20053,împotriva,9
743,niciodată,9
1281,bancare,7
1423,reflectă,8
324,voința,6
491,solicitărilor,13
3766,raportului,10
419,swift,5
1177,ajungă,6
3134,rapid,5
3722,stabilească,11
2146,mandat,6
18,negociatorul,12
124,avanseze,8
2624,deplină,7
2191,susține,7
4635,viitoare,8
382,procesarea,10
6398,personal,8
228,polițienești,12
3160,judiciare,9
931,limiteze,8
324,culegerea,9
1538,prelucrarea,11
11490,date,4
1603,redus,5
34,realmente,9
1300,îndeplinirii,12
255,amenințările,12
1212,valorii,7
20622,general,7
1537,particular,10
2139,reduse,6
1152,minimum,7
5681,recomandă,9
681,solicitările,12
2306,transfer,8
158,înțelegeri,10
2127,tratate,7
985,degrabă,7
814,multilateral,12
1965,separat,7
14456,fiecare,7
30719,membru,6
520,preocupare,10
2938,așa,3
189,numita,6
203,călătoriilor,12
162,travel,6
289,promotion,9
909,efectul,7
187,discriminatoriu,15
12964,aplică,6
515,călătorilor,11
2668,beneficiază,11
2290,îngrijorarea,12
1538,legată,6
868,plățile,7
5442,una,3
2772,principalele,12
156,cărți,5
3847,credit,6
613,gestionate,10
2294,exclusiv,8
1224,societăți,9
2001,sediul,6
107,subiectului,11
640,taxei,5
33,esta,4
2461,electronic,10
2334,autorizare,10
2186,următoarei,10
509,ministeriale,12
117,jai,3
564,recentele,9
42,țărmuri,7
53,atâtea,6
616,caracterului,12
47,armonios,8
56,divers,6
1501,societăților,12
1102,desfășurarea,12
1686,deschis,7
1085,societățile,11
1223,noastre,7
798,formele,7
1000,putem,5
41,toții,5
221,aprofundarea,12
82,toleranței,10
210,respectului,11
378,diversitate,11
997,propria,7
774,noastră,7
2878,comunitate,10
251,semn,4
976,respect,7
215,ο,1
4994,încredințează,13
9136,sarcina,7
9816,transmite,9
17065,prezenta,8
8520,rezoluție,9
4197,guvernelor,10
4633,parlamentelor,13
60,copreședinților,15
881,secretariatului,15
10645,acestuia,8
3755,întrebare,9
2626,orală,5
1992,h-/,3
4494,afectat,7
3900,întrebărilor,12
5288,sesiune,7
1288,bernd,5
1556,posselt,7
4910,subiect,7
303,cultivarea,10
416,limbilor,8
4251,regiunile,9
1110,frontieră,9
1884,părere,6
2749,iau,3
16,destule,7
1325,tinerii,7
91,învețe,6
5475,bine,4
1765,limba,5
9301,statului,8
33,vecin,5
265,minoritățile,12
12,euroregiunile,13
4441,transfrontaliere,16
1061,joace,5
3808,specific,8
23264,final,5
25194,a-/,3
36171,raport,6
721,conţinând,9
49587,propunere,9
4089,recomandare,11
9516,adresată,8
1299,directivele,11
2815,asociere,8
5727,comunitatea,11
90,andină,6
7665,ţările,6
7267,altă,4
11730,/ini,4
23729,afaceri,7
14547,raportor,8
1407,luis,4
360,yañez,5
681,barnuevo,8
4572,garcía,6
2324,v-,2
2495,cuprins,7
17,exposé,6
7088,des,3
17,motifs,6
398,proposition,11
22,recommandation,14
3484,du,2
534,parlement,9
592,européen,8
4877,à,1
30,l'intention,11
623,conseil,7
3174,b‑/,3
161,avis,4
7097,commission,10
