repetitions,orthographic_form,length
108,прокурори,9
1150,длъжностни,10
20403,лица,4
5,губернатори,11
8620,факта,5
850,новият,6
12017,законодателство,15
1705,пак,3
7695,няма,4
4577,доведе,6
187,главният,8
1067,одитор,6
531,неговият,8
8151,заместник,9
56496,бъде,4
30,назначавани,11
1473,законодателната,15
4031,настоява,8
228,предвиждане,11
7428,законодателството,17
3712,укрепване,9
829,напомня,7
788,пълната,7
8,достатъчният,12
5185,финансирането,13
1908,разглеждат,10
2847,съществени,10
9396,приканва,8
1205,идеята,6
489,посещения,9
5786,наблюдение,10
10192,съвместно,9
7688,предлага,8
38906,тази,4
4214,засилване,9
36,взаимния,8
4201,обмен,5
1317,знания,6
9562,обучение,8
35693,областта,8
683,одита,5
494,отговорните,11
3491,разглежда,9
10192,подобряване,11
1302,взаимното,9
826,разбирателство,14
602,отчетността,11
31,предавана,9
5114,агенции,7
16295,някои,5
938,важните,7
127,управляван,10
1023,прилагани,9
60,проон,5
85444,параграф,8
29605,договора,8
7949,функционирането,15
17953,право,5
459,помещенията,11
7466,агенция,7
787,управлява,9
2804,приходи,7
26824,името,5
19910,съюза,5
12561,парламентът,11
550,многократно,11
899,изиска,6
3562,подобри,7
3285,прозрачността,13
71,управляваните,13
800,многостранни,12
68,донорски,8
67,доверителни,11
5262,фондове,7
6161,декларация,10
600,достоверност,12
553,неотдавнашното,14
10,фноон,5
7,unops,5
140,междуправителствени,19
9688,организации,11
7312,институциите,12
4619,подобни,7
20485,права,5
20161,достъп,6
8798,вътрешния,9
1058,каквито,7
3643,предоставени,12
97882,членки,6
9776,въпреки,7
1133,необходим,9
182,нататъшен,9
10819,използването,12
3713,действията,10
10052,настоятелно,11
880,покани,6
5718,предприемат,11
2264,същата,6
25186,политика,8
1048,задоволство,11
59,детският,8
98,уницеф,6
190,взел,4
518,далеч,5
588,всеобхватен,11
8815,подход,6
113,многократните,13
2571,искания,7
4178,наред,5
3776,предприеме,10
17392,действия,8
22909,споразумение,12
2809,спазват,7
567,довели,6
2701,обръща,6
10875,внимание,8
1933,настоящите,10
6884,усилия,6
2837,работната,9
15446,група,5
307,свързаната,10
2100,бедствия,8
1416,създадена,9
30874,рамките,7
110,ръководена,10
14,http//ecaeuropaeu,17
90,portal,6
103,page,4
2,aada,4
315,home,4
7309,подкрепя,8
4138,нейните,7
5556,основни,7
15150,създаване,9
6286,насоки,6
4755,добри,5
8282,практики,8
1678,ясна,4
892,прозрачна,9
80,стандартизирана,15
3665,заинтересовани,14
6652,международни,12
1254,нпо,3
17766,оглед,5
1244,крайна,6
2123,сметка,6
1795,единен,6
945,интегриран,10
1833,модел,5
1839,отчитане,8
1360,единна,6
410,концепция,9
100,означавало,10
9129,всяко,5
20,одитира,7
1517,веднъж,6
567,външен,6
5,покрил,6
1624,нуждите,7
387,достоверността,14
16262,приветства,10
5461,усилията,8
2479,я,1
9365,насърчава,9
1304,изпълни,7
2740,мандата,7
10463,прилагат,8
6353,общ,3
1561,предизвикателствата,19
291,важат,5
2038,засегнатите,11
1044,конфликта,9
6553,области,7
1608,изправени,9
6961,компетентните,13
4531,служби,6
1123,започнат,8
6369,диалог,6
968,намиране,8
338,оставащите,10
5473,проблеми,8
546,предимствата,12
4097,режим,5
82,повишило,8
93,одитната,8
15139,дейност,7
1493,намира,6
19417,дейността,9
3793,голямо,6
1876,службите,8
236,отдавна,7
1737,призова,7
12006,създаването,11
18639,европейски,10
216,многостранен,12
28,доверителен,11
29012,предложението,13
23,преработеният,13
74985,регламент,9
27442,com,3
4803,предвижда,9
3009,правно,6
6415,основание,9
4144,създаде,7
1621,собствени,9
276,обезпечи,8
2416,стандартите,11
3282,координация,11
1333,оказване,8
37,донорската,10
9945,общност,7
1556,координацията,13
184,затрудняват,11
215,структурно,10
704,тенденция,9
823,стремят,7
619,краткосрочен,12
19458,без,3
1340,съгласуваност,13
1801,потребностите,13
72,афганистанския,14
795,народ,5
104,строгото,8
572,географско,10
143,предпочитание,13
1935,свързано,8
207,военното,8
832,присъствие,10
1538,регионалната,12
9,сегментация,11
3993,полза,5
1101,увеличава,9
4767,риска,5
16,дублирания,10
70,неефективно,11
10313,използване,10
4454,заключенията,12
122,активизиране,12
316,докладването,12
13332,въпрос,6
138,синята,6
2719,книга,5
8825,включва,7
3756,цялата,6
97,отпускана,9
16896,националните,12
4510,бюджети,7
3313,назначаване,11
2,съвместяващ,11
2133,функциите,9
512,ръководител,11
2228,делегацията,11
229,пратеник,8
4576,представляват,13
2035,стъпки,6
2804,добра,5
6306,неговите,8
37199,държави,7
4189,очаква,6
2405,есвд,4
3722,външна,6
5316,добро,5
1217,координиране,12
2394,съгласуване,11
714,трайно,6
6422,ефективно,9
122,влагане,7
5437,ясно,4
182,регламентиране,14
1093,отговорностите,14
675,полага,6
5432,приеме,6
918,съвместен,9
3628,сектори,7
735,допълва,7
117,географския,11
863,важната,7
9450,роля,4
1242,мисията,7
1121,съдействие,10
9,unama,5
397,министерство,12
616,финансите,9
2575,инвестициите,12
652,съобразени,10
1228,подобрения,10
27,призовал,8
10626,c,1
4720,представя,9
3056,годишен,7
913,съдържащ,8
1157,подробна,8
7299,въздействието,13
1764,посочват,8
560,делът,5
563,контролира,10
1083,предприетите,12
350,подновява,9
1134,призив,6
4515,изцяло,6
3018,препоръката,11
5664,нея,3
3106,увеличи,7
1356,помогне,7
1072,избегнат,8
5964,общите,6
1953,пречки,6
6302,направи,7
4569,обществено,10
367,достояние,9
1065,мисии,5
624,мисиите,7
4773,проверка,8
825,извършвани,10
3838,предизвикателства,17
3309,изявление,9
1441,президента,10
1371,съединените,11
868,американски,11
1503,щати,4
421,оттеглянето,11
2986,около,5
281,американските,13
202,войски,6
251,лятото,6
1162,предаването,11
6710,значението,10
7092,едно,4
293,стабилно,8
3031,гледна,6
26315,точка,5
8217,сигурността,11
374,добрия,6
418,влошаването,11
819,там,3
11875,вече,4
3410,прави,5
1119,трудно,6
989,предприемането,14
139,изтеглянето,11
62,войските,8
1050,отрицателно,11
6912,въздействие,11
2596,икономиката,11
79,огромната,9
18796,част,4
14698,бюджета,7
179,брутен,6
3482,вътрешен,8
3615,продукт,7
214,идват,5
922,чуждестранни,12
2576,помощи,6
3227,икономическото,14
5635,възстановяване,14
826,решаващо,8
688,цялостното,10
9,цивилната,9
261,нарасне,7
2867,намаляването,12
918,военните,8
721,споделя,7
203,ограничените,12
9205,ресурси,7
266,насочат,7
1553,онези,5
3845,голям,5
1109,дългосрочни,11
3307,необходима,10
9,избегнало,9
264,натиска,7
171,изплащат,8
1609,наличните,9
19143,настоящия,9
2091,момент,6
248,получателите,12
21257,им,2
2388,изпълняват,10
407,лишени,6
4841,гражданското,12
6440,общество,8
109,парламентаристите,17
3774,участват,8
3199,етап,4
1338,наблюдението,12
4873,оценката,8
1765,изискване,9
107,категоричен,11
408,критерий,8
888,допустимост,11
572,продължаването,14
1188,засилването,11
1718,съдебната,9
18582,система,7
3649,съществено,10
1508,увеличат,8
388,конструктивен,13
108,интензивен,10
21319,гарантира,9
1089,съществуването,14
690,ефикасен,8
2347,независим,9
1228,съдебен,7
2176,остава,6
241,споделена,9
3490,участници,9
11874,развитието,10
674,заемат,6
8060,процеса,7
6211,установяване,12
1534,мир,3
5881,води,4
744,лошо,4
2101,разпределение,13
2220,ресурсите,9
1185,възпрепятства,13
6267,достъпа,7
4901,обществени,10
7201,представлява,12
187,огромна,7
1057,пречка,6
5105,социално,8
1878,доверието,9
1495,публичния,9
9382,сектор,6
1363,сериозна,8
1503,заплаха,7
1438,националната,12
1583,отдели,6
8185,борбата,7
1689,значителен,10
4308,дял,3
172,губи,4
4,разпределителния,16
7943,процес,6
542,четирите,8
2743,причини,7
47,разхищение,10
2305,високи,6
330,посредничество,14
2,свръхфактуриране,16
8846,разходите,9
34,еволюцията,10
913,предизвикателство,17
1809,разработи,9
27748,сътрудничество,14
1187,начините,8
844,стимулира,9
897,дългосрочно,11
1868,устойчива,9
5268,икономика,9
2629,другото,7
1498,способността,12
1206,упражнява,9
275,адекватен,9
4685,равенството,11
5633,половете,8
2615,считат,6
306,изготвена,9
1559,националния,11
2388,стратегически,13
5221,документ,8
6582,периода,7
1133,бъдещото,8
1593,интегриране,11
8761,принципа,8
5585,изтъква,7
1872,ангажимента,11
3501,продължава,10
612,крайната,8
657,предоставяна,12
2690,устойчивото,11
26229,включително,11
4064,икономическите,14
2890,улесняване,10
6860,работни,7
7865,места,5
3280,броя,4
4740,мсп,3
64,образователния,14
7905,гарантиране,11
4209,допълнително,12
308,съдейства,9
361,укрепва,7
3457,правовата,9
27458,държава,7
1018,намалява,8
57,допринасяйки,12
957,прехвърлянето,13
3690,препоръчва,10
112,разпределена,12
151,петгодишния,11
1333,постепенно,10
647,преустановяване,15
589,отглеждането,12
148,опиум,5
131,заместването,12
1549,култури,7
14417,необходимостта,14
6,подрегионалното,15
2871,разрешаване,11
521,трансграничен,13
349,неотложната,11
5511,необходимост,12
70,забелязва,9
1177,никакъв,7
856,съществен,9
43,дългата,7
37,дистрибуторска,14
1012,верига,6
4936,международна,12
1294,остават,7
14709,основните,9
6010,хората,6
8390,използват,9
2196,бъдещите,8
35702,след,4
155,учредени,8
1866,голямата,8
5419,икономическо,12
4633,механизми,9
1868,значителна,10
271,достига,7
805,предназначена,13
425,народа,6
14364,водеща,6
757,координирането,14
1005,япония,6
1776,подробни,8
2105,оценки,6
845,официална,9
5335,края,4
531,особена,7
1184,оценяване,9
10532,дали,4
215,достигат,8
3820,предназначени,13
365,подобряват,10
13060,условията,9
9138,живот,5
28315,когато,6
888,полагат,7
98,слагане,7
2291,край,4
19,разхищенията,12
215,прекомерните,12
13,неефикасността,14
8,завишаването,12
4220,цените,6
642,настояват,9
2941,получаване,10
178,навременна,10
607,адекватна,9
3697,отправя,7
750,призива,7
114,централизирана,14
2010,база,4
801,анализира,9
4592,липсата,7
278,актуална,8
674,надеждна,8
5084,обаче,5
1191,строго,6
227,обвързана,9
6248,използва,8
629,администрации,13
2369,чиито,5
329,организационни,14
2161,структури,9
1062,внимателно,10
291,оценени,7
1060,одобрени,8
6785,подходящи,9
1349,прозрачни,9
108,насочването,11
1092,предполага,10
5262,значително,10
25,присъщ,6
6401,сътрудничеството,16
160,трудна,6
21951,среда,5
709,главните,8
5785,системата,9
332,подходът,8
1910,проблема,8
1152,насам,5
234,влияе,5
52,пагубно,7
530,високото,8
246,ниското,7
92,радикално,9
179,променен,8
1621,върха,5
11652,беше,4
89,мълчаливо,9
4462,приета,6
363,годините,8
871,непосредствено,14
1691,сега,4
2005,центъра,7
4337,вниманието,10
1555,почти,5
53,необратимо,10
58,авторитета,10
838,конституцията,13
307,спешната,8
100,абсолютна,9
540,сложи,5
15150,приемане,8
1316,съдебна,7
8016,сметната,8
112,енергично,9
432,решаването,10
2116,основен,7
2103,проблем,7
295,разчитат,8
905,силен,5
283,надежден,8
6,непоколебим,11
20,съюзник,7
1035,поеме,5
3730,водещата,8
1070,подобен,7
50,деликатен,9
45,характеризиращ,14
172,ръководен,9
2966,принцип,7
139,адекватното,11
5991,важно,5
6323,означава,8
1980,човешки,7
1303,подробно,8
149,потоците,8
2671,задължението,12
2230,следващите,10
219,насочват,8
1182,основния,8
116,съпътства,9
92,осезаемо,8
680,подобрение,10
2200,състоянието,11
192,повишено,8
1807,доверие,7
1358,финанси,7
509,незабавни,9
3297,системите,9
11379,намаляване,10
965,оцени,5
3713,отчита,6
5403,финансовия,10
62,темповете,9
861,ключовите,9
92,децентрализирано,16
998,изпълнят,8
3765,критериите,10
261,получатели,10
2732,какви,5
7242,органите,8
77,структурното,12
9087,участие,7
275,демократизация,14
4717,бедността,9
632,обърнат,7
538,дългосрочната,13
206,интервенции,11
4411,насърчават,10
483,поемането,9
598,намирането,10
654,инвестират,10
13,методично,9
707,избягват,8
172,изолирани,9
1080,целящи,6
6180,единствено,10
224,съществената,12
2122,организациите,13
57,предпазването,13
672,съсредоточи,11
209,институционален,15
13797,програма,8
2775,реформа,7
778,защитават,9
786,колективно,10
1681,реформата,9
12,провеждания,11
9613,политически,11
2936,подкрепят,9
467,координиран,11
1727,запази,6
1404,ангажиментите,13
3509,устойчиво,9
135,ръцете,6
2620,останалите,10
611,намаляват,9
86,спират,6
877,отправи,7
2661,сериозно,8
5,подчертаващо,12
821,развива,7
8062,партньорство,12
2646,конференция,11
2896,проведе,7
52,бон,3
678,търси,5
13731,нови,4
47,слабия,6
846,спад,4
88,цивилните,9
1465,жертви,6
31,усилена,7
827,вътрешна,8
1128,регионална,10
70,възпрепятствано,15
2102,продължат,9
54,загиват,7
9477,хора,4
447,признаят,8
246,засилената,10
662,предпоставка,12
209,формулират,10
5936,политиките,10
5241,условие,7
151,допринесла,10
1569,увеличаването,13
215,силното,7
1695,политическо,11
2482,техния,6
944,остане,6
3,затънала,8
1370,конфликт,8
17849,настоящата,10
98,разпокъсаност,13
2292,влияние,7
453,дублиране,9
622,стратегиите,11
494,координират,11
4999,добре,5
390,изправен,8
472,армия,5
32,ана,3
944,оценките,8
384,договорените,12
383,разширят,8
199,предоставяната,14
6145,област,6
29,инструктори,11
7847,°,1
8240,възлага,7
18912,председател,11
7523,предаде,7
4101,вследствие,10
55,наблюденията,12
1487,направени,9
2223,докладчика,10
2554,собствена,9
7522,инициатива,10
3369,реши,4
1616,проучи,6
731,задълбочено,11
2017,начина,6
503,контролират,11
90,възприет,8
1047,опита,5
40,набележи,8
2389,добрите,7
50,сравни,6
5117,докладчикът,11
168,проучвателна,12
1269,мисия,5
189,вашингтон,9
331,ню,2
289,йорк,4
92,срещне,6
4725,представители,13
810,държавния,9
69,департамент,11
9353,изследвания,11
4196,световната,10
3834,банка,5
3628,среща,5
1064,работещи,8
1663,ползите,7
443,недостатъците,13
651,потенциално,11
4,видени,6
1141,следната,8
1266,таблица,7
1746,ползи,5
716,недостатъци,11
4067,пряко,5
6808,посредством,11
974,неправителствени,16
22,откроява,8
237,донор,5
194,експертните,11
1362,познания,8
258,малкия,6
2991,мащаб,5
1430,ек,2
1458,носи,4
2629,задължение,10
1240,избора,6
88,незначително,12
19,ир,2
695,финансират,10
554,стопанска,9
1322,ориентация,10
25,подизпълнителя,14
92,подизпълнителите,16
2252,намали,6
7,разхищения,10
151,натрупването,12
13582,особено,7
457,многостранните,14
209,позволяваща,11
573,последователен,14
4,лостов,6
1582,ефект,5
1972,приоритетите,12
13401,разпоредбите,12
6935,изискванията,12
1113,докладване,10
671,договорени,10
2676,специфичните,12
7754,изисквания,10
10424,малко,5
3467,отделните,9
896,малка,5
344,видимост,8
129,отделния,8
285,дългосрочното,13
1,-най,4
236,уязвимост,9
1,-незначителна,13
70,донора,6
156,изразходване,12
3890,съществува,10
79,универсално,11
2173,приложим,8
479,полезни,7
294,специфичната,12
4,набелязана,10
6489,възможности,11
2678,зависимост,10
1373,постигнати,10
2787,частност,8
90,секторен,8
133,предпазливост,13
148,дало,4
357,изгради,7
145,дългосрочния,12
1216,спешно,6
179,провинции,9
813,централните,11
3308,позволи,7
2918,изпълнява,9
422,диверсификация,14
55,поставила,9
5693,независимо,10
17568,случай,6
