"","language","eta","psi","omega","t"
"116","Czech",0.899937615507323,0.792834615032034,0.444241299144166,8192
"117","Czech",0.876041811414524,0.774856183928287,0.358062828795109,16384
"118","Czech",0.850866420465942,0.757122931214546,0.289033080746724,32768
"119","Czech",0.826896977616539,0.741243489798097,0.240548400916016,65536
"120","Czech",0.813862915009647,0.735966376718866,0.22722312874332,131072
"121","Czech",NA,NA,NA,262144
"122","Czech",NA,NA,NA,524288
"123","Czech",NA,NA,NA,1048576
"124","Czech",NA,NA,NA,2097152
"125","Czech",NA,NA,NA,4194304
"126","Czech",NA,NA,NA,8388608
"127","Chuvash",0.997008078808449,0.248497040659218,0.185185185185185,8
"128","Chuvash",0.997534970446669,0.532557929594664,0.464770523594053,16
"129","Chuvash",0.99344077279913,0.540916593151547,0.553817540353812,32
"130","Chuvash",0.989189011973536,0.584519172197529,0.603825129983939,64
"131","Chuvash",0.981738827816057,0.607386742354354,0.588729621016112,128
"132","Chuvash",0.969684623602846,0.617150769160112,0.525480919945483,256
"133","Chuvash",0.955783298894157,0.631687837080545,0.50214667789086,512
"134","Chuvash",0.936414146774942,0.622721749180575,0.455772688735191,1024
"135","Chuvash",0.910528142698545,0.603667490186964,0.406851991126644,2048
"136","Chuvash",0.880425741939117,0.590701504913289,0.369644761378137,4096
"137","Chuvash",0.846977898005546,0.579554112196437,0.337401983625095,8192
"138","Chuvash",NA,NA,NA,16384
"139","Chuvash",NA,NA,NA,32768
"140","Chuvash",NA,NA,NA,65536
"141","Chuvash",NA,NA,NA,131072
"142","Chuvash",NA,NA,NA,262144
"143","Chuvash",NA,NA,NA,524288
"144","Chuvash",NA,NA,NA,1048576
"145","Chuvash",NA,NA,NA,2097152
"146","Chuvash",NA,NA,NA,4194304
"147","Chuvash",NA,NA,NA,8388608
"148","Hakha Chin",0.98871173501221,0.656072279030305,0.666666666666667,8
"149","Hakha Chin",0.984046657931979,0.729907740208651,0.713589720823385,16
"150","Hakha Chin",0.971341395354838,0.734127188845253,0.627596985931175,32
"151","Hakha Chin",0.961470824208092,0.765612583627879,0.573910639769334,64
"152","Hakha Chin",0.947744693251844,0.764761476235556,0.511014287267629,128
"153","Hakha Chin",0.93304564428329,0.763367326880101,0.468308435373335,256
"154","Hakha Chin",0.913091334786963,0.750687922022245,0.426798460666038,512
"155","Hakha Chin",0.890948082595908,0.737838956050761,0.400134088310478,1024
"156","Hakha Chin",0.866103762615391,0.726782108359675,0.366696309387528,2048
"157","Hakha Chin",0.836667252678677,0.714223810359172,0.344695962544983,4096
"158","Hakha Chin",0.804088781097908,0.701488716693656,0.322800193943899,8192
"159","Hakha Chin",0.767516102317153,0.688925363100233,0.305431691773308,16384
"160","Hakha Chin",NA,NA,NA,32768
"161","Hakha Chin",NA,NA,NA,65536
"162","Hakha Chin",NA,NA,NA,131072
"163","Hakha Chin",NA,NA,NA,262144
"164","Hakha Chin",NA,NA,NA,524288
"165","Hakha Chin",NA,NA,NA,1048576
"166","Hakha Chin",NA,NA,NA,2097152
"167","Hakha Chin",NA,NA,NA,4194304
"168","Hakha Chin",NA,NA,NA,8388608
"169","Welsh",0.996951711174834,0.869307528998922,0.783333333333333,8
"170","Welsh",0.990606713161905,0.793645835047668,0.749793082179751,16
"171","Welsh",0.980281311325987,0.767338165368305,0.712543487841184,32
"172","Welsh",0.973897921723736,0.798420101264811,0.72279029775314,64
"173","Welsh",0.963445472325852,0.80991252465682,0.697876683322582,128
"174","Welsh",0.950386161507392,0.815451589402867,0.668517755279638,256
"175","Welsh",0.934605684132745,0.813734036846131,0.635450698161104,512
"176","Welsh",0.91549277180446,0.808157309438485,0.585203982824299,1024
"177","Welsh",0.893073076784555,0.800825132322917,0.524733392965748,2048
"178","Welsh",0.869383763078381,0.793481363158909,0.465272284827364,4096
"179","Welsh",0.842772386574287,0.7825802584106,0.400173258805567,8192
"180","Welsh",0.817017821584802,0.773603668232699,0.346583620932843,16384
"181","Welsh",0.791840396582309,0.764010232525074,0.297162908298289,32768
"182","Welsh",0.766054040530617,0.753519235078544,0.258716818511114,65536
"183","Welsh",0.740656263008431,0.743851095933066,0.23610295139025,131072
"184","Welsh",0.716288249040293,0.735606494451818,0.220861031075234,262144
"185","Welsh",0.699130139393207,0.730751116803894,0.215706858900395,524288
"186","Welsh",NA,NA,NA,1048576
"187","Welsh",NA,NA,NA,2097152
"188","Welsh",NA,NA,NA,4194304
"189","Welsh",NA,NA,NA,8388608
"190","German",0.999316027625625,0.903828368259979,0.806666666666667,8
"191","German",0.997333856084295,0.858464456463244,0.747929143657152,16
"192","German",0.994087731364117,0.84566694958589,0.720675817049426,32
"193","German",0.989242030465769,0.855510968746651,0.748605873640122,64
"194","German",0.982803807600227,0.858252976227489,0.761347069624455,128
"195","German",0.975326868189597,0.865276620489181,0.775933111908732,256
"196","German",0.966712301466023,0.871554402370597,0.785254035297642,512
"197","German",0.957667861339681,0.874698330209872,0.765318856041264,1024
"198","German",0.947507086677403,0.873803321479887,0.715988802574938,2048
"199","German",0.933070739599085,0.864308582450692,0.634631465474756,4096
"200","German",0.913084005325224,0.847873456770881,0.550688426014976,8192
"201","German",0.889129290381715,0.830569874494938,0.477869965601317,16384
"202","German",0.861133408112289,0.812636605337183,0.41975152531444,32768
"203","German",0.832274687005018,0.797881276303937,0.378604751098841,65536
"204","German",0.803092299658759,0.786322913172189,0.352364496986564,131072
"205","German",0.77596807545086,0.778736009453135,0.332320070642351,262144
"206","German",0.750527425341001,0.77401045276861,0.316413684286131,524288
"207","German",0.724833203166578,0.769728771722827,0.298229532982113,1048576
"208","German",0.696683571391158,0.764181020649574,0.27604308773219,2097152
"209","German",0.666570321323585,0.757559559322092,0.247890911434506,4194304
"210","German",NA,NA,NA,8388608
"211","Dhivehi",0.90151164369512,0.580342379778734,0.429823269513991,8
"212","Dhivehi",0.855122973207561,0.696811499039862,0.55072729385923,16
"213","Dhivehi",0.766281322698249,0.689611528094147,0.515710112492898,32
"214","Dhivehi",0.701603114199022,0.707463430450282,0.492153519577559,64
"215","Dhivehi",0.612058761732246,0.690880822353081,0.40717109923593,128
"216","Dhivehi",0.546786314366628,0.686509493592639,0.331272992024423,256
"217","Dhivehi",0.504049401540784,0.689280171935695,0.2844768110858,512
"218","Dhivehi",0.468123003894432,0.695699095669848,0.239862705476056,1024
"219","Dhivehi",NA,NA,NA,2048
"220","Dhivehi",NA,NA,NA,4096
"221","Dhivehi",NA,NA,NA,8192
"222","Dhivehi",NA,NA,NA,16384
"223","Dhivehi",NA,NA,NA,32768
"224","Dhivehi",NA,NA,NA,65536
"225","Dhivehi",NA,NA,NA,131072
"226","Dhivehi",NA,NA,NA,262144
"227","Dhivehi",NA,NA,NA,524288
"228","Dhivehi",NA,NA,NA,1048576
"229","Dhivehi",NA,NA,NA,2097152
"230","Dhivehi",NA,NA,NA,4194304
"231","Dhivehi",NA,NA,NA,8388608
"232","Modern Greek",0.997554601484989,0.84676389731476,0.754385964912281,8
"233","Modern Greek",0.994169696747296,0.825311051430214,0.739928161900212,16
"234","Modern Greek",0.988443653915037,0.824905421260305,0.745585357251818,32
"235","Modern Greek",0.976101894433795,0.793833620422491,0.711160146621102,64
"236","Modern Greek",0.959652714221308,0.788135693977319,0.691218822728655,128
"237","Modern Greek",0.941560659212627,0.791066521396955,0.66420442126447,256
"238","Modern Greek",0.92299005845589,0.79183235350745,0.613961981992983,512
"239","Modern Greek",0.900356862887172,0.781821783265739,0.543946797521675,1024
"240","Modern Greek",0.876854185371074,0.771668908969315,0.476345631424772,2048
"241","Modern Greek",0.851879948503129,0.761372442378295,0.418282365848907,4096
"242","Modern Greek",0.825969150109991,0.751960233298852,0.367201202447597,8192
"243","Modern Greek",0.797260918866907,0.740435881370687,0.320205674209152,16384
"244","Modern Greek",0.765152335436683,0.726457888495507,0.26678997875915,32768
"245","Modern Greek",NA,NA,NA,65536
"246","Modern Greek",NA,NA,NA,131072
"247","Modern Greek",NA,NA,NA,262144
"248","Modern Greek",NA,NA,NA,524288
"249","Modern Greek",NA,NA,NA,1048576
"250","Modern Greek",NA,NA,NA,2097152
"251","Modern Greek",NA,NA,NA,4194304
"252","Modern Greek",NA,NA,NA,8388608
"253","English",0.998647089191898,0.903498803827751,0.888888888888889,8
"254","English",0.995002593022935,0.872244394598117,0.798475911888005,16
"255","English",0.989486317255374,0.841517554183148,0.804292314155911,32
"256","English",0.984498070887612,0.861111371684048,0.82569342558075,64
"257","English",0.977995426321098,0.871897396545477,0.821873371714808,128
"258","English",0.970668055956724,0.873925220320137,0.79877449832064,256
"259","English",0.961095195771675,0.872425119390866,0.755925386352276,512
"260","English",0.951094548745376,0.871943647843346,0.709440876291727,1024
"261","English",0.939026371809161,0.866548789296989,0.64353584082569,2048
"262","English",0.923115261485478,0.855214364741858,0.563202918744915,4096
"263","English",0.901910535874859,0.839132943592067,0.491156742706304,8192
"264","English",0.876146094864338,0.820447725194296,0.428877513269092,16384
"265","English",0.845132973631405,0.800017873601477,0.38147288202176,32768
"266","English",0.814380201679282,0.783424234629682,0.343243603812772,65536
"267","English",0.786083955553943,0.771748982027233,0.316195299430133,131072
"268","English",0.757931880356147,0.761966151677817,0.2986965496852,262144
"269","English",0.729194812794561,0.753261702425852,0.285274648788745,524288
"270","English",0.699607045909865,0.745374309232625,0.272278961459209,1048576
"271","English",0.667088794766604,0.736559000622464,0.255590592061062,2097152
"272","English",0.6326778836574,0.727405937399781,0.236396497605632,4194304
"273","English",0.595363612831179,0.717450002286494,0.215178708491889,8388608
"274","Esperanto",0.998573708323313,0.94010062124287,0.811594202898551,8
"275","Esperanto",0.99495931304077,0.871580421716213,0.806375515494645,16
"276","Esperanto",0.988851470165425,0.828733618150402,0.769084427988909,32
"277","Esperanto",0.980044845912202,0.827571181805798,0.756914498664104,64
"278","Esperanto",0.970738942823305,0.826926527469331,0.760906133898785,128
"279","Esperanto",0.962179122389365,0.83547195387304,0.753286542477739,256
"280","Esperanto",0.951879789493554,0.834999862568989,0.722454724934748,512
"281","Esperanto",0.941741529582896,0.836930412117078,0.684494994411887,1024
"282","Esperanto",0.931106450403281,0.83708765776348,0.612642763098379,2048
"283","Esperanto",0.91753832333223,0.83043001417006,0.528262083522986,4096
"284","Esperanto",0.899535265431612,0.81776717875849,0.443302319488771,8192
"285","Esperanto",0.876059164407776,0.798783276833778,0.373468823830164,16384
"286","Esperanto",0.847698473182388,0.777268901299665,0.322803436235292,32768
"287","Esperanto",0.815183399075517,0.75479072842049,0.281919960044652,65536
"288","Esperanto",0.778041296540478,0.73121970705616,0.248110709669886,131072
"289","Esperanto",0.738366464524091,0.708152910921486,0.217460858155875,262144
"290","Esperanto",NA,NA,NA,524288
"291","Esperanto",NA,NA,NA,1048576
"292","Esperanto",NA,NA,NA,2097152
"293","Esperanto",NA,NA,NA,4194304
"294","Esperanto",NA,NA,NA,8388608
"295","Estonian",0.999199479987,0.880009865581453,0.814814814814815,8
"296","Estonian",0.997487640477146,0.844320769067225,0.787957211870255,16
"297","Estonian",0.99715002518705,0.876039832166441,0.84712141209986,32
"298","Estonian",0.993827042824034,0.854824185987978,0.836333751613684,64
"299","Estonian",0.989166181481762,0.855449737417481,0.809220299134998,128
"300","Estonian",0.985318612418677,0.870420856926673,0.79494090178412,256
"301","Estonian",0.977721550951219,0.853464964591925,0.73678406864906,512
"302","Estonian",0.968885776667451,0.84209402339967,0.686816992326237,1024
"303","Estonian",0.956202591054378,0.823758329886268,0.633879964883787,2048
"304","Estonian",0.940190858245783,0.80477486865724,0.57787789053996,4096
"305","Estonian",0.919289577817194,0.782864992530674,0.518884462590306,8192
"306","Estonian",0.894240464570332,0.760763179691476,0.45629569512299,16384
"307","Estonian",0.864738324669317,0.739114751616238,0.394850350971693,32768
"308","Estonian",0.833122379110119,0.719871136766947,0.332508938743791,65536
"309","Estonian",NA,NA,NA,131072
"310","Estonian",NA,NA,NA,262144
"311","Estonian",NA,NA,NA,524288
"312","Estonian",NA,NA,NA,1048576
"313","Estonian",NA,NA,NA,2097152
"314","Estonian",NA,NA,NA,4194304
"315","Estonian",NA,NA,NA,8388608
"316","Basque",1,1,1,8
"317","Basque",0.998909366913865,0.864160645113864,0.841444270015699,16
"318","Basque",0.994929747389994,0.74297598379717,0.732671994144143,32
"319","Basque",0.989946337822942,0.740743420259335,0.732979134099838,64
"320","Basque",0.985292180176165,0.771560043277402,0.73057655328242,128
"321","Basque",0.976948795215672,0.758831528270553,0.681895971664543,256
"322","Basque",0.96569282679828,0.742270522584078,0.627273844693092,512
"323","Basque",0.949949618303278,0.719912848867014,0.573418003957405,1024
"324","Basque",0.929831163976392,0.696935645883677,0.513826834037956,2048
"325","Basque",0.907201040936696,0.679364300334052,0.464299971670603,4096
"326","Basque",0.880546683785656,0.662589359734208,0.412392599227125,8192
"327","Basque",0.850903446356056,0.645971661299001,0.356417471478031,16384
"328","Basque",0.820118212456788,0.631354279812183,0.308090592378972,32768
"329","Basque",0.791100571084769,0.618884983645401,0.262781976636971,65536
"330","Basque",0.767779499618229,0.611520796866461,0.234861030404431,131072
"331","Basque",0.749520133802699,0.608406132141481,0.223375628869589,262144
"332","Basque",NA,NA,NA,524288
"333","Basque",NA,NA,NA,1048576
"334","Basque",NA,NA,NA,2097152
"335","Basque",NA,NA,NA,4194304
"336","Basque",NA,NA,NA,8388608
"337","Persian",0.997042611940886,0.659732724685677,0.641025641025641,8
"338","Persian",0.994339085278075,0.692211296876052,0.699105623590749,16
"339","Persian",0.988368364193729,0.690041257795333,0.698852355596443,32
"340","Persian",0.978544629866796,0.683332766651086,0.682731608372796,64
"341","Persian",0.966483064896142,0.70492232453146,0.674235981684134,128
"342","Persian",0.954105279907645,0.72342011495019,0.626051971234517,256
"343","Persian",0.93923336547319,0.726725799225125,0.555397932301808,512
"344","Persian",0.92093349047964,0.717839090508073,0.491803798396889,1024
"345","Persian",0.899213500903013,0.705087268006747,0.445600944567613,2048
"346","Persian",0.873041389997912,0.689121888962005,0.404327237134971,4096
"347","Persian",0.844920715880715,0.675900356498411,0.372149480895421,8192
"348","Persian",0.816363993995992,0.666733184574617,0.345111888541324,16384
"349","Persian",0.788262183040106,0.659942551947353,0.318342119053497,32768
"350","Persian",0.762891214191351,0.655324947499553,0.291879255708297,65536
"351","Persian",0.745726629226209,0.655273634958949,0.273252203850958,131072
"352","Persian",0.736500602225657,0.656932245842793,0.265259000423281,262144
"353","Persian",0.732085488410405,0.657550137619514,0.262456515390743,524288
"354","Persian",0.728491190741832,0.655524679630948,0.2559289945299,1048576
"355","Persian",NA,NA,NA,2097152
"356","Persian",NA,NA,NA,4194304
"357","Persian",NA,NA,NA,8388608
"358","French",0.997725955921333,0.86649644394853,0.742222222222222,8
"359","French",0.996568073475385,0.882045317701777,0.799031248323429,16
"360","French",0.992045927562324,0.840566928845906,0.783237177180187,32
"361","French",0.984714396458972,0.852925489662429,0.792540419901519,64
"362","French",0.977080027313943,0.860962901350524,0.7948771332471,128
"363","French",0.968518274629222,0.866844382595944,0.781534662376173,256
"364","French",0.957990236104708,0.864353033328157,0.744696116755484,512
"365","French",0.943878241180366,0.855861918125071,0.688898630469247,1024
"366","French",0.925916829342156,0.841257446671536,0.62014677972182,2048
"367","French",0.904019449358213,0.823765093384934,0.55489860020081,4096
"368","French",0.88011426183755,0.807162964563245,0.493114015451747,8192
"369","French",0.85470694702945,0.791816733039896,0.437362947537779,16384
"370","French",0.828650363657264,0.778910736942476,0.389669292747651,32768
"371","French",0.802340659251803,0.767955851210811,0.351080651067679,65536
"372","French",0.775768011476487,0.758510639365004,0.320758834575404,131072
"373","French",0.74980441154209,0.750809680471801,0.29637132157995,262144
"374","French",0.722687260022578,0.743371382743565,0.27748717292422,524288
"375","French",0.696268250079218,0.737714243195212,0.264068181794524,1048576
"376","French",0.668263124657723,0.732102524418806,0.253755146796823,2097152
"377","French",NA,NA,NA,4194304
"378","French",NA,NA,NA,8388608
"379","Western Frisian",0.995462167544932,0.826839141977408,0.67037037037037,8
"380","Western Frisian",0.992265254953099,0.776422052970286,0.684859227599954,16
"381","Western Frisian",0.986130345922381,0.777288782580464,0.684341065436341,32
"382","Western Frisian",0.978940953216316,0.818676480883598,0.737007252220566,64
"383","Western Frisian",0.970042732799268,0.837879974779031,0.743886365914104,128
"384","Western Frisian",0.960370854831939,0.853639672786339,0.75602063250898,256
"385","Western Frisian",0.947630088003331,0.856468423712666,0.737220645165817,512
"386","Western Frisian",0.935513670689362,0.860673106464983,0.698076491376715,1024
"387","Western Frisian",0.92119888676322,0.860223996920915,0.643268051266353,2048
"388","Western Frisian",0.903855523114394,0.855292008277316,0.585921659927587,4096
"389","Western Frisian",0.883877463359932,0.849029681813251,0.536040949427939,8192
"390","Western Frisian",0.859712534391104,0.840392184127843,0.486989861527336,16384
"391","Western Frisian",0.831195774866127,0.829721109912155,0.435883469373219,32768
"392","Western Frisian",NA,NA,NA,65536
"393","Western Frisian",NA,NA,NA,131072
"394","Western Frisian",NA,NA,NA,262144
"395","Western Frisian",NA,NA,NA,524288
"396","Western Frisian",NA,NA,NA,1048576
"397","Western Frisian",NA,NA,NA,2097152
"398","Western Frisian",NA,NA,NA,4194304
"399","Western Frisian",NA,NA,NA,8388608
"400","Irish",0.99090893681233,0.725246245794126,0.646759259259259,8
"401","Irish",0.984549052411302,0.733075015667767,0.674835284826351,16
"402","Irish",0.970764841884986,0.717478764447412,0.662441824373998,32
"403","Irish",0.954948305424439,0.728128581679844,0.643511627947764,64
"404","Irish",0.938121314359931,0.73812277818208,0.620503134700551,128
"405","Irish",0.917732354004947,0.741387335200661,0.57477848677592,256
"406","Irish",0.892683825980353,0.73465333962962,0.518689461145732,512
"407","Irish",0.865666798055881,0.728677571046304,0.466121889552402,1024
"408","Irish",0.837420447208945,0.721294608046908,0.402576976807006,2048
"409","Irish",0.808954867250193,0.714799986627639,0.348613288470208,4096
"410","Irish",0.78054200396146,0.706940456918751,0.29932934184191,8192
"411","Irish",0.762082919966581,0.704973216688687,0.264835189309866,16384
"412","Irish",NA,NA,NA,32768
"413","Irish",NA,NA,NA,65536
"414","Irish",NA,NA,NA,131072
"415","Irish",NA,NA,NA,262144
"416","Irish",NA,NA,NA,524288
"417","Irish",NA,NA,NA,1048576
"418","Irish",NA,NA,NA,2097152
"419","Irish",NA,NA,NA,4194304
"420","Irish",NA,NA,NA,8388608
"421","Interlingua",0.993270335857639,0.722940142652296,0.535483870967742,8
"422","Interlingua",0.988735315182367,0.766722167056877,0.612947065006423,16
"423","Interlingua",0.984800617661483,0.813033094329647,0.716056145141624,32
"424","Interlingua",0.973198645665083,0.82904009886706,0.734179971389263,64
"425","Interlingua",0.960731230507737,0.838026852566828,0.760798466651972,128
"426","Interlingua",0.949058173996218,0.847921056178056,0.756289136141679,256
"427","Interlingua",0.938738784408642,0.856695785495189,0.721044732482868,512
"428","Interlingua",0.926490350757168,0.857468855198356,0.655695791789984,1024
"429","Interlingua",0.911121096260781,0.851853223204102,0.572121475692359,2048
"430","Interlingua",0.892225575127853,0.842318781231584,0.492582029116931,4096
"431","Interlingua",0.867006750341024,0.826360741234221,0.420547053230805,8192
"432","Interlingua",0.836427968308628,0.807528615702092,0.357804902560635,16384
"433","Interlingua",NA,NA,NA,32768
"434","Interlingua",NA,NA,NA,65536
"435","Interlingua",NA,NA,NA,131072
"436","Interlingua",NA,NA,NA,262144
"437","Interlingua",NA,NA,NA,524288
"438","Interlingua",NA,NA,NA,1048576
"439","Interlingua",NA,NA,NA,2097152
"440","Interlingua",NA,NA,NA,4194304
"441","Interlingua",NA,NA,NA,8388608
"442","Indonesian",0.993431721146416,0.590985394931646,0.525,8
"443","Indonesian",0.98627573969802,0.490306286956106,0.449697929907118,16
"444","Indonesian",0.976220958158414,0.457640550694533,0.483135216116206,32
"445","Indonesian",0.964805978167147,0.514248895938698,0.522446561576484,64
"446","Indonesian",0.952625648316537,0.575067444784985,0.551187310609363,128
"447","Indonesian",0.937324247911131,0.615588896990151,0.550831217177197,256
"448","Indonesian",0.920018265792151,0.634516462826177,0.501989436452382,512
"449","Indonesian",0.897234462040926,0.634432124171597,0.439722175878552,1024
"450","Indonesian",0.870537828407778,0.627909834802199,0.39173188719452,2048
"451","Indonesian",0.840373822761832,0.620719760125029,0.357451540514999,4096
"452","Indonesian",0.804552881870015,0.608544519847425,0.32433794068924,8192
"453","Indonesian",0.768248669967159,0.5971678012282,0.291362767703554,16384
"454","Indonesian",0.734471164617834,0.587291504622851,0.255308388076679,32768
"455","Indonesian",NA,NA,NA,65536
"456","Indonesian",NA,NA,NA,131072
"457","Indonesian",NA,NA,NA,262144
"458","Indonesian",NA,NA,NA,524288
"459","Indonesian",NA,NA,NA,1048576
"460","Indonesian",NA,NA,NA,2097152
"461","Indonesian",NA,NA,NA,4194304
"462","Indonesian",NA,NA,NA,8388608
"463","Italian",0.999764304953518,0.984818194950618,0.843137254901961,8
"464","Italian",0.996910567333747,0.885714215582574,0.768036311514572,16
"465","Italian",0.992927039203724,0.855655439043275,0.769380592102704,32
"466","Italian",0.987012253437999,0.866371156522871,0.801159319716788,64
"467","Italian",0.980150594585419,0.870318142362612,0.82278113927054,128
