"","language","tau","tau_min","tau_pval","r","r_min","r_pval","Lmin","L","Lrand","eta","psi","omega","length_def"
"11","English",-0.0740436914758706,-0.828591468224886,0,-0.0343422753451507,-0.0582619131666616,3.45281258409923e-45,2.39012747650684,4.60759328306768,7.79128786346324,0.518736643985106,0.589446406384092,0.0893609146549582,"characters"
"12","Esperanto",-0.175812471581931,-0.918483598295065,0,-0.0821362538895243,-0.127304052757036,1.12069222342312e-41,3.23373733594573,4.82879035513503,7.72934524238277,0.669678552622793,0.645197478875899,0.191416016473547,"characters"
"13","Estonian",-0.239375559055975,-0.83791527763,0,-0.0871631759592491,-0.135063620174123,2.55364851626032e-48,4.68040575560876,6.15892094676309,8.84933607500087,0.759939248460173,0.645349027716559,0.285679907559433,"characters"
"14","French",-0.0378605709275793,-0.846289154987729,3.56537889632895e-85,-0.0359385639341484,-0.0635024348997751,8.56151990950678e-46,2.66726390784503,5.03715560537034,8.12708823474348,0.529517870164927,0.565939935860249,0.0447371571577427,"characters"
"15","Georgian",-0.119567157750104,-0.673938626240031,3.673401706766e-31,-0.0993101199120721,-0.218542697947573,3.46678620239723e-15,5.91410711529557,7.17340638987498,8.22229054573405,0.824448915043086,0.454419757991164,0.17741549911923,"characters"
"16","German",-0.116949157985973,-0.868411489993003,0,-0.0425287718227689,-0.0679208323248819,4.21049877897449e-59,2.99561179994441,5.72721374233454,10.3023318470222,0.52304871700551,0.626152100423967,0.134670210301933,"characters"
"17","Hakha Chin",-0.286836423996373,-0.812190874589515,4.31330025795549e-72,-0.146952486848084,-0.200910393697026,3.88094641937316e-13,2.55816831683168,3.29241674167417,5.2921168467387,0.776988005330964,0.731432974392002,0.353163810343648,"characters"
"18","Indonesian",-0.201847170578265,-0.910705010314012,1.13323875876285e-59,-0.15625290014224,-0.296731059716216,2.73418919178206e-21,3.6984687068829,5.37427337088055,7.23825948527461,0.688180234173113,0.526580871890105,0.221638366202321,"characters"
"19","Interlingua",-0.238282099503252,-0.793128750764478,8.95115948982873e-101,-0.162815016542962,-0.221188608611097,7.38792707031959e-31,3.35952661945974,4.43292682926829,7.42684354272337,0.757857449231634,0.736091327511491,0.300433062442355,"characters"
"20","Irish",-0.214588223078247,-0.931405149112216,2.37754706288194e-41,-0.166684802166469,-0.250873127702574,5.1752591767492e-15,3.00531137963086,4.20377993183729,6.5766326077299,0.714906923854447,0.664418719106832,0.230391922658775,"characters"
"21","Italian",-0.0562355482440451,-0.896290743062072,2.23920080495532e-67,-0.0635476446078533,-0.110555673198634,4.18806409347026e-49,3.16365703642476,5.2897350646663,8.16386646301549,0.598074761353731,0.574802203896657,0.0627425293403376,"characters"
"22","Kinyarwanda",-0.190140954008969,-0.899566448066931,0,-0.0632202583939032,-0.112703641180079,3.31865696632708e-117,3.72344507967275,6.12798418401802,9.20003736501887,0.607613363197577,0.560942465850678,0.211369548539255,"characters"
"23","Kirghiz",-0.193523449302584,-0.892983827297558,1.45234093031551e-141,-0.158807583826379,-0.295355291600224,6.12690038997576e-57,4.485722139577,6.01057499514908,7.78400789733465,0.746304994646479,0.53768321862786,0.216715514197211,"characters"
"24","Latvian",-0.258059606048768,-0.73402154444113,5.81410916252547e-160,-0.181675493713688,-0.248217215028899,1.36313092800095e-53,3.94951792504074,4.79087452471483,7.08798786374293,0.824383503401361,0.731921408805335,0.351569525449351,"characters"
"25","Maltese",-0.195051438816701,-0.812522168063136,2.31532615427599e-107,-0.141966496766193,-0.226420732271277,1.57810421746013e-36,3.7166077257889,5.07193054044251,7.35021097046414,0.732779697228393,0.627003081131731,0.240056759659442,"characters"
"26","Modern Greek",-0.244319384974949,-0.846111408428046,3.73328739422482e-124,-0.161948705189815,-0.233701010321912,1.773556993677e-34,3.61222280887012,4.84852164730729,7.6389127816962,0.745015299844279,0.6929739198249,0.288755573487491,"characters"
"27","Mongolian",-0.226384206087584,-0.861578714009752,1.73099417368734e-263,-0.153484927078816,-0.261215785788208,2.31239118074257e-76,4.17591181622684,5.47004286711195,7.31380065717415,0.763414824650473,0.587579064625367,0.262755105722147,"characters"
"28","Oriya",-0.330517199543344,-0.724934356899327,2.00193176095974e-28,-0.305208257984741,-0.446238027879657,2.94404587540709e-17,3.68547912992357,4.21164021164021,5.35032679738562,0.875069793411502,0.68395842334408,0.455927073117384,"characters"
"29","Panjabi",-0.323788286062625,-0.479148584756351,0.000868842004670341,-0.259379809453566,-0.433790370982689,0.0085962387678025,3.55102040816327,3.68367346938776,3.88095238095238,0.96398891966759,0.597938144329897,0.675757575757576,"characters"
"30","Persian",-0.205835147657087,-0.920675397791639,2.38376744930662e-229,-0.124631963453715,-0.20634829965578,2.06330964182647e-45,2.68989983807597,3.7998788577258,5.49279451010294,0.707890945682899,0.603988322955023,0.223569727344523,"characters"
"31","Polish",-0.169053510322281,-0.93719246435431,8.034330697981e-292,-0.102028544302854,-0.158891538852249,2.46954624443986e-58,3.81700035773608,5.26801318752929,7.87154696132597,0.724561655762724,0.642126981964277,0.180382916799009,"characters"
"32","Portuguese",-0.19416496083583,-0.90716162309323,1.09025039353438e-168,-0.127190000437774,-0.186885560861757,1.21292633227119e-41,3.1413581860705,4.52982116486607,7.48814177743028,0.69348393054351,0.680576925532835,0.214035686577843,"characters"
"33","Romanian",-0.209594492329517,-0.779299725805779,3.27425102077537e-97,-0.16821106330853,-0.258721467968513,6.45712914658533e-41,3.60685042440239,5.02990312228188,7.67460688151954,0.717081489785453,0.65016275854233,0.268952349640315,"characters"
"34","Romansh",-0.235578176545751,-0.790711363872664,5.91256843897332e-184,-0.149495749078862,-0.212626032412532,5.41567424371743e-48,3.82878151260504,4.93686061381074,7.56084876222176,0.775549850829113,0.703092407748146,0.297931947495937,"characters"
"35","Russian",-0.131669085757558,-0.936973481348447,7.75009615793668e-225,-0.0861443143844705,-0.158550301085038,3.03408652319463e-52,4.05315782375652,6.31422361475711,9.00430452131838,0.641909135793639,0.543324823699119,0.140525946975645,"characters"
"36","Slovenian",-0.206922083582794,-0.866140066281443,1.4714428428287e-88,-0.146722934379826,-0.217746096114267,4.7140743738703e-29,3.65199209245742,4.55717761557178,6.42715176014822,0.801371462893753,0.673825786078984,0.238901410566495,"characters"
"37","Spanish",-0.0325683915025093,-0.906193211013817,5.95418628993057e-32,-0.041594560384381,-0.0740217870106861,3.47651765194681e-29,2.74375594988043,5.01019661607165,7.91737101719771,0.547634386458815,0.561923212936973,0.0359397875714308,"characters"
"38","Swedish",-0.278444270479301,-0.896119420748034,6.90946259737072e-129,-0.149591101143176,-0.200243359236319,1.62067378091998e-22,3.07856904576575,4.03850613969595,6.87348432852894,0.762303916169737,0.747046502384306,0.310722281017936,"characters"
"39","Tamil",-0.281783996977462,-0.878494056267753,1.01094806918621e-35,-0.234659957253522,-0.406573148650226,5.20829562022007e-16,4.6515057435579,5.6766532132878,7.07597027250206,0.819409882687522,0.577165408076174,0.320758000543123,"characters"
"40","Tatar",-0.239913150693811,-0.885402556909161,0,-0.156435793157382,-0.260939114930594,3.15144641257416e-118,4.04064257807088,5.40747873313198,7.45355817257022,0.747232264329325,0.599510706545438,0.270965052926118,"characters"
"41","Turkish",-0.216687642118965,-0.893532763114559,1.31975961421617e-158,-0.155668982894436,-0.26083191943731,2.50828885157087e-48,4.59523986404918,6.00253514848727,8.08570468294869,0.765549846918806,0.596817227087312,0.242506655675013,"characters"
"42","Ukrainian",-0.161137323519785,-0.860744427336505,3.01067676879601e-136,-0.139022525452069,-0.203556087208739,1.73732358743672e-61,4.52033786021862,5.51930274925472,7.67133988979563,0.819005237723008,0.682969138179133,0.187206932048819,"characters"
"43","Vietnamese",-0.19186132732636,-0.730776619237099,2.98478318526691e-05,-0.201124213078434,-0.615957411095615,0.000196001305754402,2.75159914712154,3.23560767590618,3.47027027027027,0.850411861614497,0.326522920993337,0.262544425034636,"characters"
"44","Welsh",-0.205462279567555,-0.905191355137237,2.40070245928635e-185,-0.123500346832373,-0.182640522220365,4.38932954688863e-38,2.79373671521308,4.17214118798194,7.05061473570852,0.669617011826106,0.67619357046824,0.226982149576986,"characters"
"45","Western Frisian",-0.286731403446673,-0.79576300205493,1.19321171736037e-244,-0.132734863305851,-0.167389836540918,2.62233330084718e-33,3.44034689962424,4.38223962709876,7.98986043182632,0.785065900629882,0.79296847436376,0.360322612016688,"characters"
"46","Yakut",-0.264211275957099,-0.740329692059643,5.48128388190828e-185,-0.192312771551352,-0.341571203192813,2.11572461262756e-65,5.02214643220977,6.31842140231209,7.98861336032389,0.79484195694387,0.563023960315511,0.356883262674561,"characters"
"47","Abkhazian",-0.20149326733585,-0.548841661091586,0.0122911721206247,-0.205137442301654,-0.435868224199834,0.0252196178167101,0.665961538461538,0.74198717948718,0.809579831932773,0.897537796976242,0.470640966494507,0.3671245855045,"medianDuration"
"48","Arabic",-0.121738209180733,-0.888372017517507,1.74582749964843e-40,-0.146927871818126,-0.282925121681958,1.9983500596278e-31,0.351399345335516,0.463149154391708,0.583880725340003,0.758717449882938,0.519317164006705,0.137035168578274,"medianDuration"
"49","Assamese",-0.217322882992885,-0.684190612908522,1.25372734212052e-17,-0.193298998920022,-0.374107666657114,3.13912667107105e-09,0.360584666298952,0.427126309983453,0.498264675592173,0.84421085255301,0.516693498016947,0.317634996582365,"medianDuration"
"50","Basque",-0.208616857818888,-0.931498559187679,0,-0.119902916959326,-0.19790525458153,1.29379273977712e-78,0.325092769461503,0.443431367626416,0.625338007111686,0.73312984420035,0.605860199178946,0.223958325819434,"medianDuration"
"51","Breton",-0.248943332901022,-0.878114014521424,1.91692373807525e-107,-0.201451985174317,-0.2844231836916,4.93800311337073e-39,0.222612391139472,0.307724455370453,0.514374408703879,0.723414688869889,0.708282575842169,0.283497733533722,"medianDuration"
"52","Catalan",-0.214622080917147,-0.94002049114046,0,-0.0628340067962464,-0.085684297080357,8.69624739457159e-69,0.23810838636078,0.354976710624654,0.676342653453332,0.67077185413595,0.733319977373671,0.228316385589384,"medianDuration"
"53","Chuvash",-0.264521756178668,-0.82065807820457,1.17638623483247e-116,-0.223561115287052,-0.388848227006121,6.89040413086172e-49,0.359302804976809,0.436846057571965,0.541728137323127,0.82249295546777,0.574931553650964,0.322328827564077,"medianDuration"
"54","Czech",-0.212480860981687,-0.915808504398702,6.40368811173966e-295,-0.142582196260186,-0.193727837514149,5.06596173278449e-70,0.303406309712567,0.373372023688526,0.568420221678051,0.812611257574226,0.735992297698426,0.232014509541158,"medianDuration"
"55","Dhivehi",-0.171722212253647,-0.823708172598795,0.0239606190906957,-0.243374235958154,-0.350077770022266,0.0150837139267411,0.143726635514019,0.31518691588785,0.706261261261261,0.456004447739066,0.695200486288159,0.208474576271186,"medianDuration"
"56","Dutch",-0.276939758984682,-0.951509650676089,0,-0.120532957378401,-0.154360471314035,1.47043855358532e-33,0.222067397421201,0.294868770507075,0.554271953843145,0.753105854646185,0.780853779159467,0.291053021677609,"medianDuration"
"57","English",-0.173533211575219,-0.827378626923817,0,-0.0403464848854904,-0.0564202558082213,4.82639281137527e-62,0.192564301653736,0.328334120652419,0.669127514839068,0.586488852486912,0.715106379925546,0.209738571831875,"medianDuration"
"58","Esperanto",-0.181267878982857,-0.914776648376267,0,-0.0878408429445648,-0.12653162585605,1.24715170222389e-47,0.351724268217039,0.493109302233993,0.814099978390838,0.713278509700749,0.694220455560241,0.198155341311575,"medianDuration"
"59","Estonian",-0.229011710060691,-0.819773927936648,0,-0.0930253964892336,-0.13189566308174,4.65444001877842e-55,0.316391473537857,0.39294740479305,0.57616317568745,0.805175119312692,0.705295339632077,0.279359592024485,"medianDuration"
"60","French",-0.209721481687401,-0.856335417770485,0,-0.0448468026608975,-0.0616095265895413,7.25185737193636e-71,0.208549830132167,0.323550446858316,0.631221800640278,0.644566657710386,0.727919936143618,0.244905766286558,"medianDuration"
"61","Georgian",-0.147298844515787,-0.65085765252988,6.50969485892534e-51,-0.117574581939395,-0.227983023723723,9.17322990170613e-21,0.439972603796882,0.519912023460411,0.60503996925442,0.846244333548067,0.515716389839079,0.226314992138815,"medianDuration"
"62","German",-0.215524089380407,-0.871241550743025,0,-0.0544511720958549,-0.0719962114217336,1.56509666642337e-96,0.247716772118987,0.373003448158492,0.761831665162394,0.664113893160927,0.756306075286312,0.247375815807454,"medianDuration"
"63","Hakha Chin",-0.253011935455667,-0.833607375361366,9.55743269174032e-64,-0.138421342986891,-0.201320208570773,1.09819347826243e-11,0.221617067956796,0.290438231323132,0.441892757102841,0.763043718270793,0.687568048779512,0.303514511668023,"medianDuration"
"64","Indonesian",-0.217860674922742,-0.913712209351374,1.29468477556979e-76,-0.172429306899284,-0.295135999485034,8.40675679981245e-26,0.272296034923435,0.376315848996856,0.52248607057575,0.723583754575562,0.584236783042888,0.238434676359854,"medianDuration"
"65","Interlingua",-0.240500463083526,-0.786534493899325,9.76761143668247e-114,-0.176206239021136,-0.222940177201897,3.79502791588361e-36,0.320620082612116,0.397727838971938,0.688455911041748,0.806129345737697,0.790374535593743,0.305772302357931,"medianDuration"
"66","Irish",-0.23783518254915,-0.925489591996549,1.41628505944826e-55,-0.193216001596147,-0.273668207407282,1.01712883809663e-19,0.223834594785996,0.295111760279733,0.466292758773878,0.758473991595,0.706022827520466,0.256983098033626,"medianDuration"
"67","Italian",-0.191323455580904,-0.898673669612278,0,-0.0848627460387698,-0.120087475412845,4.18978981210137e-87,0.263002107706123,0.376473503386989,0.649846625209106,0.69859393912186,0.706674411690504,0.212895361297776,"medianDuration"
"68","Kinyarwanda",-0.210372369799745,-0.891516708355507,0,-0.0586268482589916,-0.0950848496913699,7.53974040123569e-101,0.27020195276857,0.443047700547992,0.720994955722453,0.609871019383163,0.616574022562847,0.235971314758417,"medianDuration"
"69","Kirghiz",-0.19565377142842,-0.887209067195956,1.38473815427436e-159,-0.156620143409788,-0.278766986473308,1.63131510592303e-55,0.343367747881767,0.441602418989716,0.56756169792695,0.777549517657337,0.561831748411804,0.220527245113475,"medianDuration"
"70","Latvian",-0.22975659185094,-0.735729977335552,1.70130605120685e-141,-0.192168779426444,-0.250494163448238,4.57578302298534e-60,0.323626595600217,0.385629413362303,0.589914494552476,0.839216575256843,0.767158710530808,0.312283852675141,"medianDuration"
"71","Maltese",-0.211728963136528,-0.809731552381471,9.96218246725224e-140,-0.152517977170373,-0.224360347909371,3.88966804523515e-42,0.259054112259703,0.350045339136743,0.543215438073964,0.740058738958112,0.679790250779884,0.261480440664341,"medianDuration"
"72","Modern Greek",-0.213838819552113,-0.837285087594713,3.19546582322509e-105,-0.168918793130048,-0.233649591874501,1.45942398448192e-37,0.290892951425554,0.383962513199578,0.626832960605539,0.757607686754443,0.722957792371317,0.255395471292117,"medianDuration"
"73","Mongolian",-0.250466560060059,-0.850359054930167,0,-0.150255277021881,-0.242112684677506,3.12139399033897e-73,0.290252574162952,0.362525599213866,0.480745824205915,0.800640216283658,0.620600598527173,0.294542121481411,"medianDuration"
"74","Oriya",-0.328197409293811,-0.723292796072848,2.21173236609049e-31,-0.315374661172205,-0.450955348940572,1.59020488554726e-18,0.352125220458554,0.393838918283363,0.490869281045752,0.89408436828278,0.699347866508543,0.453754566720109,"medianDuration"
"75","Panjabi",-0.177547407171744,-0.44708495646508,0.0463050754262228,-0.151539869243327,-0.396504241526657,0.0844051981959879,0.64530612244898,0.699285714285714,0.732678571428571,0.922807529549103,0.382189781021899,0.397122302158273,"medianDuration"
"76","Persian",-0.248344349751549,-0.988711019416166,0,-0.141005793691741,-0.215848573656424,4.65965831211447e-58,0.258663910188703,0.356296547144435,0.540239039268014,0.725979278389825,0.653262568768167,0.251179914934291,"medianDuration"
"77","Polish",-0.174548921086272,-0.949910068885035,0,-0.121233274922209,-0.170498400097121,2.88449794371794e-82,0.299044542341341,0.377253208288056,0.569711720599842,0.792689195933892,0.711052272943037,0.183753101271102,"medianDuration"
"78","Portuguese",-0.222051770791086,-0.918405487481176,1.15233374164703e-243,-0.151767625041487,-0.199446179943255,4.38305344655995e-59,0.265287083030093,0.348144241028214,0.611890365737121,0.762003364601382,0.760945258939867,0.241779664666515,"medianDuration"
"79","Romanian",-0.228922989037936,-0.773623752025697,2.49018321071841e-127,-0.172963887460913,-0.250122897352536,2.81875342408489e-43,0.266723403617168,0.360617857892685,0.571096839483108,0.739628938998749,0.691515608093762,0.295909980062676,"medianDuration"
"80","Romansh",-0.260999797836596,-0.778508080295628,7.69866192849488e-248,-0.173221473879948,-0.225110289661784,2.05899713065469e-64,0.332671835038363,0.407634727804165,0.65788485541918,0.816102781110898,0.769496028547621,0.335256376192633,"medianDuration"
"81","Russian",-0.146047570397234,-0.943032454668747,2.13065480560649e-299,-0.10334256657349,-0.172465203981202,5.29538922261387e-75,0.298364281166593,0.418111390245356,0.597140635309643,0.713599983467341,0.599208212369344,0.154870142246096,"medianDuration"
"82","Slovenian",-0.250992548341816,-0.848271527155571,3.37353142597632e-146,-0.173184823912865,-0.241796306853955,3.04126145127549e-40,0.363643172141119,0.439049194038929,0.629384369210039,0.828251542374716,0.71624263482845,0.295887036528794,"medianDuration"
"83","Spanish",-0.136946644127677,-0.912733497187368,0,-0.049791345361684,-0.0748212418676973,2.05215375742759e-41,0.222462987266035,0.355659656527039,0.620624450073324,0.625494017056505,0.665470715518563,0.150040120746839,"medianDuration"
"84","Swedish",-0.291980256501665,-0.896140508943517,1.03264349439137e-156,-0.179185262605639,-0.215439695163003,4.76302182370012e-32,0.218148242283681,0.269287223395975,0.5220384351407,0.810095033595054,0.831718882957323,0.325819727584783,"medianDuration"
"85","Tamil",-0.312279161287625,-0.867297791623832,2.06493718035806e-48,-0.218394566803313,-0.36687213125077,5.35032272206935e-14,0.454645296491773,0.539773362309842,0.664987613542527,0.842289242555835,0.595287971475906,0.360059905955656,"medianDuration"
"86","Tatar",-0.258437006621363,-0.878323199628261,0,-0.170581392205561,-0.267431861104417,8.6842406602884e-141,0.305518752251379,0.383330724043337,0.520379874444393,0.797010865783976,0.637849923719293,0.294239075924151,"medianDuration"
"87","Turkish",-0.206569930869692,-0.888661707364502,7.10712306703351e-158,-0.157776044257321,-0.263450288031992,9.42588282958495e-50,0.320967024497149,0.410794160800847,0.54490981402644,0.781332976767296,0.598883551944195,0.232450581765602,"medianDuration"
"88","Ukrainian",-0.17509198110554,-0.857390348547141,3.00624449589386e-176,-0.164487477220182,-0.229055286749137,3.53137862885342e-86,0.365424436899636,0.428419012918185,0.588898653832741,0.852960363291395,0.718112555072042,0.20421501291942,"medianDuration"
"89","Vietnamese",-0.0702432722983578,-0.802966229120852,0.0463050754262228,-0.140014230143136,-0.425490607343925,0.0139760667734477,0.208694029850746,0.290490405117271,0.330608108108108,0.718419700528479,0.32906538411543,0.0874797342040965,"medianDuration"
"90","Welsh",-0.201352195533872,-0.927582801839421,6.25390797996923e-197,-0.153073789455258,-0.209477544445748,3.21213564204642e-58,0.222697402436154,0.31866035606472,0.579093601364085,0.698855060561486,0.730740804988297,0.217071937011538,"medianDuration"
"91","Western Frisian",-0.309134097828784,-0.801043023400234,0,-0.150770321897769,-0.183684545904729,8.58716037495948e-43,0.258386234997543,0.32137761007087,0.609922462125731,0.803995757329091,0.820811142032432,0.385914475001086,"medianDuration"
"92","Yakut",-0.25352332110215,-0.72566420221867,2.40935608708298e-186,-0.180543966321773,-0.321943303574088,9.49503653382549e-58,0.347902068476768,0.430968684944855,0.53703125,0.807256027247744,0.560794289918272,0.349367269774393,"medianDuration"
"93","Abkhazian",-0.201738865692672,-0.548542534293218,0.0121597940051599,-0.204518017733471,-0.435070495715902,0.0385100290273181,0.666526709401709,0.74224358974359,0.809410364145658,0.897989175806777,0.470080181826487,0.367772511848341,"meanDuration"
"94","Arabic",-0.104050331864574,-0.887549513351872,4.87094956420837e-30,-0.13648032368219,-0.279519179778305,3.37521305275372e-27,0.355358169941675,0.474551663938898,0.588279968859213,0.748829257055202,0.48826818893228,0.11723327014357,"meanDuration"
"95","Assamese",-0.188032255373541,-0.683866980230209,1.69589360153106e-13,-0.167923046528933,-0.373253842264804,3.53720403998726e-07,0.36497108693382,0.440468836183122,0.502212190435392,0.828596842619952,0.449889666265781,0.274954429456799,"meanDuration"
"96","Basque",-0.194025662033316,-0.93050671603456,0,-0.118459740170644,-0.19794788607774,9.82244678642767e-77,0.332449891065808,0.452181605035027,0.630615603779405,0.735213213814958,0.598439026139041,0.208516132865945,"meanDuration"
"97","Breton",-0.232330657361398,-0.877369092431387,3.62652381931172e-94,-0.197058583500841,-0.286296676946113,2.37746239935384e-37,0.227663695651964,0.318207233831106,0.518148544653466,0.715457322924346,0.688302028521035,0.264803785961456,"meanDuration"
"98","Catalan",-0.203828670772302,-0.939094986649157,0,-0.0624799317556945,-0.0858199163353605,5.38429103480533e-68,0.247360232349127,0.365057661846284,0.680127594206466,0.677592222275515,0.728035337526318,0.217047980949824,"meanDuration"
"99","Chuvash",-0.248820320822133,-0.820227490394097,1.12283446716659e-103,-0.214677012876214,-0.389440291230323,4.61299336764002e-45,0.362788112686153,0.444215563572112,0.544240020007994,0.816693836138542,0.551244998810998,0.303355256603972,"meanDuration"
"100","Czech",-0.201559504950372,-0.914566024432214,1.45378501595679e-267,-0.140267267363475,-0.193773857090093,8.9254268791855e-68,0.310914292841825,0.383307110623247,0.573084533905574,0.811136251389354,0.723870956948851,0.220388139910954,"meanDuration"
"101","Dhivehi",-0.0841105688469861,-0.822569473060454,0.237589289673789,-0.223352938938161,-0.354885406658782,0.036907937580182,0.155459092782458,0.367219626168224,0.726806413388583,0.423340915638429,0.629366366571709,0.102253452871335,"meanDuration"
"102","Dutch",-0.265984000811812,-0.950382975471418,0,-0.119757312488091,-0.155564783797605,3.89097906332084e-33,0.229845844711855,0.306317742429554,0.56207634857001,0.750351066473777,0.769822768139472,0.279870334040733,"meanDuration"
"103","English",-0.150116091798264,-0.826905082686752,0,-0.0392716729983857,-0.0563508466721258,8.23176756071435e-59,0.201263410240324,0.344486332035537,0.673811617793538,0.584242077330261,0.696913628057547,0.181539689308127,"meanDuration"
"104","Esperanto",-0.175930511072587,-0.914031849395978,0,-0.0869207983389867,-0.127218528926348,1.24671159488195e-46,0.356257746565518,0.502124090501836,0.816752703104417,0.709501402749795,0.683240083599055,0.192477440680921,"meanDuration"
"105","Estonian",-0.218897777047067,-0.819334462614404,0,-0.0906932035497173,-0.130558580128562,2.53007998108606e-52,0.322529901946386,0.400516902370199,0.57793629510264,0.805284121688004,0.694655253300172,0.26716534826155,"meanDuration"
"106","French",-0.194007679979784,-0.855632660636179,0,-0.0439006870897182,-0.0615411018484271,6.09772033807622e-68,0.215940728814133,0.335982830880283,0.634724716061659,0.642713582263603,0.713355558661325,0.226741788743239,"meanDuration"
"107","Georgian",-0.138528134768305,-0.650624802316351,3.08807180341727e-45,-0.113467501463171,-0.227730018386487,2.16629878213101e-19,0.441664847475752,0.524103256675413,0.605968076113635,0.842705787171406,0.498254478118918,0.212915545603423,"meanDuration"
"108","German",-0.196121524759285,-0.870816612500999,0,-0.053350078395983,-0.0717498152244125,1.0995530525073e-92,0.259076207019186,0.38948455845229,0.767603867294646,0.665177094693271,0.743557014455291,0.22521564465338,"meanDuration"
"109","Hakha Chin",-0.231294627524185,-0.832991674387586,9.83619407525122e-54,-0.134846267129483,-0.202124024193258,3.90300662243019e-11,0.22556740522363,0.298625675067507,0.445057949289233,0.755351679565524,0.667146162697374,0.277667394087981,"meanDuration"
"110","Indonesian",-0.190657321838553,-0.912842208963178,2.91806170100895e-59,-0.162712131256173,-0.297605860491743,4.90114057524082e-23,0.279303846105932,0.392305082445545,0.528609950756299,0.711955716619352,0.546736986251947,0.208861202918196,"meanDuration"
"111","Interlingua",-0.226702272110132,-0.786218215687181,1.77525750551977e-101,-0.169331956713847,-0.22171747567867,2.09202404021561e-33,0.329212414778258,0.414735116706006,0.691180339489906,0.793789581632239,0.763728507171244,0.288345229844346,"meanDuration"
"112","Irish",-0.223747446588917,-0.924374552740489,1.28019173911674e-49,-0.188431782873254,-0.272606427974282,8.77837007435853e-19,0.231291878322636,0.30503784357987,0.470124179215157,0.758239946913589,0.691222816253733,0.242052797673382,"meanDuration"
"113","Italian",-0.176346679391152,-0.897834473307938,0,-0.0836111981664632,-0.120388024280607,1.4267725318965e-84,0.27082747145361,0.387774602325991,0.653650991550602,0.698414671381529,0.694514248124694,0.196413353055413,"meanDuration"
"114","Kinyarwanda",-0.181236923439909,-0.890910903467026,0,-0.0570777969653513,-0.0956362515511831,1.3013841147349e-95,0.278864153505864,0.460370304308154,0.729052525489867,0.605738795261658,0.596821770401614,0.203428785902851,"meanDuration"
"115","Kirghiz",-0.178141024291979,-0.886428901538687,3.47067513835612e-133,-0.151942661887876,-0.276395161615522,3.00061116490592e-52,0.350095255709498,0.44981420994761,0.571559963393881,0.778310795806725,0.549729817988765,0.200964819606804,"meanDuration"
"116","Latvian",-0.21808044797793,-0.735373450511418,6.24707166054206e-128,-0.18621812364509,-0.24857798237504,2.09859538227258e-56,0.329972545725113,0.395628734383487,0.591690311600924,0.834045955330604,0.749133619421431,0.296557412871331,"meanDuration"
"117","Maltese",-0.193612421797956,-0.809270838260685,2.03498469090004e-117,-0.148272284697639,-0.224760751362545,7.72268289825925e-40,0.264093844946019,0.36012082879942,0.546268373774325,0.733347876118306,0.659689397720833,0.23924304774663,"meanDuration"
